en	included
Circle Virtuoso	0
Brawler Arts	0
Brawler Arts+	0
Life Support	0
Life Support+	0
Stance Master	0
Stance Virtuoso	0
Raging Lion	0
Raging Lion+	0
Heroic Gemini	1
Golden Gemini	0
Runic Shield	1
Aegis Shield	1
Swordbreaker	1
Bind Arts	1
Bind Arts+	1
First Star	1
Challenger Arts	1
Challenger Arts+	1
Uprising	0
Restoring Touch	1
Lucky Star	0
Conqueror Title	0
Healing Finger	1
Dia Guard	0
Diarama Guard	0
Colossal Swing	1
Whirlwind Swing	1
Golden Link	1
Combo Arts	1
Combo Arts+	1
Dodge Arts	1
Dodge Arts+	1
Trick Step	1
Immunity Buffer	1
Lemegeton	0
Repulse Mist	0
Absorb Fire	1
Absorb Wind	1
Absorb Ice	1
Absorb Elec	1
Healing Hand	1
Fire Boost	1
Ice Boost	1
Elec Boost	1
Wind Boost	1
Fire Amp	1
Ice Amp	1
Elec Amp	1
Wind Amp	1
Devotion Arts	0
Devotion Mastery	0
Idol Hands	1
Ambush Arts	1
Ambush Arts+	1
Ailment Arts	1
Ailment Arts+	1
Circle Recovery	1
Judgment Card	1
Inferno Boost	1
Tornado Boost	1
SP Focus	0
Critical Arts	0
Critical Arts+	0
Queen's Pierce	1
Attack Boost I	0
Attack Boost II	0
Attack Boost III	0
Defense Boost I	0
Defense Boost II	0
Defense Boost III	0
Affinity Boost I	0
Affinity Boost II	0
Affinity Boost III	0
Serene Stroll	1
Serene Quest	0
Serene Pilgrimage	0
Double Link	1
Powerhouse	0
Powerhouse+	0
Solitary Noblesse	0
Magic Boost I	0
Magic Boost II	0
Magic Boost III	0
HP Boost	0
HP Amp	0
SP Boost	0
SP Amp	0
Agility Boost	0
Agility Amp	0
Resist Fire	1
Resist Ice	1
Resist Elec	1
Resist Wind	1
Resist Bless	1
Resist Curse	1
Resist Phys	0
Resist Psy	1
Resist Nuke	1
Null Petrify	0
Null Sleep	1
Null Confusion	1
Null Poison	1
Endure	1
Null Hex	1
Null Paralysis	0
Keburi no Sue	0
Masochist Lash	1
Masochist Lash	0
Null M-Bind	1
Null S-Bind	1
Null A-Bind	1
Demon's Cut	0
Demon's Bash	0
Demon's Stab	0
God's Cut	0
God's Bash	0
God's Stab	0
SP Recoil	0
SP Redeemer	0
Blank	0
Finishing Strike	0
Finishing Strike	0
Finishing Strike	0
Finishing Strike	0
Finishing Strike	0
Finishing Strike	0
Finishing Strike	0
Finishing Strike	0
Finishing Strike	0
Finishing Strike	0
Finishing Strike	0
Finishing Strike	0
Finishing Strike	0
Finishing Strike	0
Finishing Strike	0
Finishing Strike	0
Finishing Strike	0
Finishing Strike	0
Finishing Strike	0
Finishing Strike	0
Finishing Strike	0
Finishing Strike	0
Finishing Strike	0
Finishing Strike	0
Finishing Strike	0
Finishing Strike	0
Finishing Strike	0
Finishing Strike	0
Blank	0
Skill Test	0
Blank	0
Blank	0
Bind Cure	0
Bind Free	0
Undying Fowl	0
Bead	0
Soul Drop	0
Snuff Soul	0
Chewing Soul	0
Amrita Soda	0
Soma Droplet	0
Soma Tear	0
Revival Bead	0
Balm of Life	0
Big Double Dog	0
Giganto Dog	0
Bind-Aid	0
Idaten Ofuda	0
Purifying Water	0
Purifying Salt	0
Rasetsu Ofuda	0
Kongou Ofuda	0
Phys Mist	0
Phys Mist	0
Phys Mist	0
Fire Mist	0
Ice Mist	0
Elec Mist	0
Wind Mist	0
Nuclear Mist	0
Psy Mist	0
Psycho Bomb	0
Fission Bullet	0
San-zun Tama	0
Scorching Bullet	0
Dry Ice	0
Cryo Bullet	0
Tesla Coil	0
Bolt Bullet	0
Yashichi	0
Tornado Bullet	0
Segaki Rice	0
Curse Paper	0
Atom Match	0
Mental Bullet	0
Vanish Ball	0
Hagakure Bowl	0
Mega Beef Bowl	0
Leblanc Curry	0
Analysis Scope	0
Homunculus	0
Repulse Pipe	0
Attract Pipe	0
Goho-M	0
Goba-K	0
Clarity Bottle	0
Sight Beacon	0
Soma	0
Clarity Shower	0
Bead Chain	0
Treasure Renew	0
Repulse Horn	0
Attract Horn	0
Heal Stone	0
Popcorn	0
Gutsy Fries	0
Revival Stone	0
L Heal Stone	0
Honey Popcorn	0
Large Hot Dog	0
Clean Soda	0
Tropic Popcorn	0
Meaty Popcorn	0
Prism Popcorn	0
Huge Churros	0
Blank	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
Blank	0
Null Insta-kill	0
Null Ailments	0
Null Binds	0
Blank	0
Return from Yomi	1
Triple Link	1
Quadruple Link	1
Infinite Link	1
Magic Aura	0
Skill Boost	0
Heroic Spring	0
Circle Aura	0
Healing Surge	0
Stun Recovery	0
Overheat	0
Overheat End	0
Vow End	0
Blank	0
Nuclear Boost	1
Psy Boost	1
Bless Boost	1
Curse Boost	1
Nuclear Amp	1
Psy Amp	1
Bless Amp	1
Curse Amp	1
Kunai Dance	0
Kunai Dance	1
Intercept Fire	1
Intercept Fire	0
Called Shot	1
Called Shot	0
Sonic Rush	1
Sonic Rush	0
Blank	0
Ailment Boost	0
Ailment Surge	0
Raging Fists	1
Furious Fists	1
Bound Arts	1
Bound Arts+	1
Mistress Lash	1
Mistress Lash	0
Protecting Sword	1
Ice-Fire Ankh	0
Wnd-Elec Ankh	0
Barrier Tech	0
Blank	0
Agi	1
Agilao	1
Agidyne	1
Maragi	1
Maragion	1
Maragidyne	1
Fire Dance	1
Flame Dance	1
Inferno Dance	1
Blank	0
Garu	1
Garula	1
Garudyne	1
Magaru	1
Magarula	1
Magarudyne	1
Wind Dance	1
Gust Dance	1
Hurricane Dance	1
Blank	0
Bufu	1
Bufula	1
Bufudyne	1
Mabufu	1
Mabufula	1
Mabufudyne	1
Absolute Zero	0
Ice Dance	1
Frost Dance	1
Frigid Dance	1
Blank	0
Zio	1
Zionga	1
Ziodyne	1
Mazio	1
Mazionga	1
Maziodyne	1
Keraunos	0
Elec Dance	1
Bolt Dance	1
Storm Dance	1
Blank	0
Megido	1
Megidola	1
Megidolaon	1
BLANK	0
BLANK	0
BLANK	0
Hama	1
Hamaon	1
Mahama	1
Mahamaon	1
BLANK	0
BLANK	0
BLANK	0
Mudo	1
Mudoon	1
Mamudo	1
Mamudoon	1
BLANK	0
BLANK	0
BLANK	0
Poisma	1
Poison Breath	1
Stona	1
Stone Mist	1
Dormina	1
Lullaby Song	1
Pulinpa	1
Tentarafoo	1
Perplex Flash	1
Blank	0
Evil Touch	1
Evil Smile	1
Shibaboo	1
Binding Cry	1
Makajam	1
Silent Song	1
Disarm	1
Muscle Down	1
Scarecrow	1
Spiderweb	0
Self-Destruct	1
Bunny Slumber	1
Kouha	1
Kouga	1
Kougaon	1
Blank	0
BLANK	0
Blank	0
Eiha	1
Eiga	1
Eigaon	1
Blank	0
BLANK	0
Blank	0
Frei	1
Freila	1
Freidyne	1
Atomic Flare	1
Mafrei	1
Blank	0
Psi	1
Psio	1
Psiodyne	1
Psycho Force	1
Mapsi	1
Blank	0
BLANK	0
Blank	0
God's Judgment	0
Hell's Judgment	0
Blank	0
Panta Rhei	1
Divine Vacuum	0
Blank	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
Fang Smash	1
Kidney Smash	1
Giant Slice	1
Twin Slash	1
Lunge	1
Triple Down	1
Mighty Swing	1
Hard Slash	1
Charge Shot	1
Stab Shower	1
Frost Edge	1
Guillotine	1
Tempest Slash	1
Mental Smash	1
Drain Touch	1
Arm Chopper	1
Single Shot	1
Thorn Shackles	1
Thorn Cuffs	1
Thorn Chains	1
Assault Shot	1
Primal Force	1
Weapon Crusher	1
Broadshot	1
Myriad Arrows	1
Megaton Press	1
Brain Shake	1
Stardrop	0
Buchikamashi	1
Spin Slash	0
Blade of Fury	1
Tousatsujin	1
Vorpal Blade	1
Crazed Slash	1
Headbutt	1
Scorching Blast	1
Heat Wave	1
Megaton Slam	0
Megaton Slam	0
Blinding Slice	0
Toxic Slice	0
Dream Slice	1
Stunning Slice	1
Bane Slice	1
Mow Down	1
Deathbound	1
Torrent Shot	0
Rampage	1
Buchikamashi	1
Egg Bomb	1
Burst Arm	1
Supersonic Hero	1
Kamoshida Kick	1
Carrot Gun	1
Carrot Bomb	1
Mow Down	1
Supersonic Hero	0
Scepter Strike	1
End Shot	1
Scarlet Laser	1
Barrage	1
Berserk Frenzy	1
Sabaton Slice	1
Crushing Strike	1
Hassou Tobi	1
God's Hand	1
Eliminate	0
Leg Eraser	1
Power Eraser	1
Head Eraser	1
Weapon Breaker	1
Tail Whip	1
Blank	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
Dia	1
Diarama	1
Diarahan	1
Medical Kit	0
Auto Recovery	0
Media	1
Mediarama	1
Mediarahan	1
BLANK	0
Samarecarm	1
Recarm	1
Blank	0
Patra	1
BLANK	0
BLANK	0
Mutudi	1
BLANK	0
BLANK	0
BLANK	0
BLANK	0
Bestial Roar	1
Nasty Taunt	1
Blank	0
Rampart	0
Safeguard	1
Blank	0
All Guard	1
Blank	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
Matarukaja	1
Marakukaja	1
Masukukaja	1
Power Charge	1
Mind Charge	1
Fire Corrosion	0
Ice Corrosion	0
Elec Corrosion	0
Wind Corrosion	0
BLANK	0
BLANK	0
Matarunda	1
Marakunda	1
Masukunda	1
BLANK	0
Dekaja	1
Dekunda	1
BLANK	0
Escape	0
UNKNOWN	0
UNKNOWN	0
Tarukaja	1
Rakukaja	1
Sukukaja	1
Tarunda	1
Rakunda	1
Sukunda	1
Blank	0
Hypercharge	1
Absolute Power	1
War Cry	0
Psych Up	1
Mow Down	1
Wild Rush	1
Riot Run	1
Sukukaja	1
Double Sukukaja	0
Triple Sukukaja	0
Debilitate	1
Blank	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
Blank	0
Fire Screen	1
Wind Screen	1
Ice Screen	1
Elec Screen	1
Bless Screen	1
Curse Screen	1
Psy Screen	1
Nuclear Screen	0
Blank	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
Fire Boost	1
Ice Boost	1
Elec Boost	1
Wind Boost	1
Trick Step	0
Recovery Up	0
Phys Boost	0
Phys Boost II	0
Magic Boost	0
Magic Boost II	0
Wide Attack	0
Wide Attack II	0
Wide Attack III	0
Double Break	0
Double Break II	0
Double Break III	0
Blank	0
Blank	0
Oratorio	1
Brutal Arm	1
Ariadne Chain	1
Infernal Wings	1
Cross Slash	1
Blank	0
Elec Turbo	1
Ice Turbo	1
Psy Turbo	1
Nuke Turbo	1
Bless Turbo	1
Curse Turbo	1
Blank	0
Resonance	1
Telepathic Bond	1
Aspiring Heart	1
Great Unity Link	1
Ironfist Style	0
Ironfist Style	1
Effortless Style	0
Effortless Style	1
War Cry	0
Psy Drain	1
Nuclear Drain	1
Blank	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
Blank	0
Fire Evasion	0
Ice Evasion	0
Wind Evasion	0
Elec Evasion	0
Nuclear Evasion	0
Psy Evasion	0
Fire Evasion	0
Ice Evasion	0
Wind Evasion	0
Elec Evasion	0
Nuclear Evasion	0
Psy Evasion	0
Baton Pass	0
Attack 2	0
Guard	0
Blank	0
Soldier Summon	0
Reinforcements	0
BLANK	0
Holy Wrath	0
Vow	0
Piercing Rapier	1
Tempest Dance	0
Tempest Dance	0
Wind Fang	1
Swift Fang	1
Gale Fang	1
Tempest Fang	1
Blank	0
BLANK	0
Drastic Measure	0
Endure	1
Rabbit's Foot	0
Deafening Roar	0
BLANK	0
Gears of Time	0
Time Warp	0
Death Sentence	0
Time Reversal	0
Time Stop	0
BLANK	0
UNKNOWN	0
BLANK	0
UNKNOWN	0
Blank	0
Absolute Power	0
Denial	0
Synchronicity	0
Auto-Recover 25%	0
Auto-Recover 40%	0
Auto-Recover 70%	0
Pounce Punch	0
Cloak of Despair	0
Infinite Despair	0
Auto Recovery	0
Urgent Recovery	0
Blank	0
All-out Attack	0
Megidolaon	1
BLANK	0
BLANK	0
Blank	0
Flame Tempest	1
Frost Tempest	1
Saint Tempest	1
Umbral Tempest	1
Blank	0
Saint Spear	0
Air Slice	0
Blank	0
Flame Aura	0
Frost Aura	0
Saint Aura	0
Umbral Aura	0
Flame Aura	0
Frost Aura	0
Saint Aura	0
Umbral Aura	0
Blank	0
Rage	1
Origin Strike	1
Blank	0
Retake	1
Time Accelerate	1
Blank	0
Kamoshidaman!	0
RESERVE SKILL	0
RESERVE SKILL	0
RESERVE SKILL	0
RESERVE SKILL	0
RESERVE SKILL	0
RESERVE SKILL	0
RESERVE SKILL	0
RESERVE SKILL	0
Blank	0
BLANK	0
Blank	0
Windstrike Link	1
Gale Link	0
Blank	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
Blank	0
Skull Bro-Bash	0
Brand��New��Bam	0
Kacho Fugetsu	0
Lightning Duo	0
Prince Pincer	0
Severed Fate	0
Presidential Combo	0
Strike of Bonds	0
Roar of Hunger	0
Trainee Air Raid	0
Charge of Trust	0
Animal Capriccio	0
Pair of Aces	0
Destined Strike	0
Double Trigger	0
Beauty Quartet	0
Triple Support	0
Martial Artistry	0
Partner Power	0
Wildcard Order	0
Blank	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
Blank	0
Kouha	1
Kouga	1
Kougaon	1
Makouha	1
Makouga	1
Makougaon	1
Blank	0
BLANK	0
BLANK	0
Blank	0
Eiha	1
Eiga	1
Eigaon	1
Maeiha	1
Maeiga	1
Maeigaon	1
Blank	0
BLANK	0
BLANK	0
Blank	0
Frei	1
Freila	1
Freidyne	1
Mafrei	1
Mafreila	1
Mafreidyne	1
Blank	0
Atomic Flare	1
Cosmic Flare	1
Blank	0
Psi	1
Psio	1
Psiodyne	1
Mapsi	1
Mapsio	1
Mapsiodyne	1
Blank	0
Psycho Force	1
Psycho Blast	1
Black Spot	1
Herculean Strike	1
Agneyastra	1
Blank	0
Brave Blade	1
Oneshot Kill	1
Calm Blade	1
Phys-Ag Bind	0
Vengeful Smash	1
Punishing Strike	0
Vengeful Melee	1
Divine Strike	0
Supreme Strike	0
Heaven's Strike	0
Dream Needle	1
Machismo Wall	1
Cost Cutter	1
Cost Cutter	0
Called Homerun	1
Called Homerun	0
Kunai Backup	1
Kunai Backup	0
Voltaic Surge	0
Deflector Shot	0
Deflector Shot	1
Sleuth Insight	1
Counter Stance	1
Counter Stance	0
Machismo Barrier	1
Rush Stance	1
Rush Stance	0
Counter Bash	1
Counter Bash	0
Taunt Counter	0
Empress Pierce	1
Unlimiter	1
Full Throttle	1
Lucky Punch	1
Miracle Punch	1
Taunt Counter	0
Blank	0
Counter Style	1
Revenge Style	1
Snacking Art	1
Snack Expertise	1
Detective's Ban	1
Kitty Step	1
Axe Guard	1
Illusive Dance	1
Mirage Dance	1
Immunity Bod	1
Empress Pierce	0
Paradise Stroll	1
Veteran's Aura	1
Aegis Shielding	1
Regenerate 1	1
Regenerate 2	1
Regenerate 3	1
Invigorate 1	1
Invigorate 2	1
Invigorate 3	1
Guillotine Slice	1
Guillotine Blade	1
Punishing Bite	1
Punishing End	1
Saint's Touch	1
Arm Crusher	1
Axe Bulwark	1
Cost Reduction	1
Cost Reduction	0
Invincible Bod	1
Power Knack	1
Power Talent	1
Power Genius	1
Magic Knack	1
Magic Talent	1
Magic Genius	1
Endure Knack	1
Endure Talent	1
Endure Genius	1
Agility Knack	1
Agility Talent	1
Agility Genius	1
Luck Knack	1
Luck Talent	1
Luck Genius	1
