en	desc
Megidolaon	Severe <skill_elm 0> attack to <skill_tgt>.
Big Bang	Severe level-based <skill_elm 0> attack to <skill_tgt>.
Freikugel	Severe Strength-based <skill_elm 0> attack to <skill_tgt>. High chance of landing Critical hits.
Freikugel EX	Severe level-based <skill_elm 0> attack to <skill_tgt>.
Life Drain	Weak <skill_elm 0> HP drain attack to <skill_tgt>.
Spirit Drain	Weak <skill_elm 0> MP drain attack to <skill_tgt>.
Energy Drain	Weak <skill_elm 0> HP/MP drain attack to <skill_tgt>.
Slumber Vortex	Chance of inflicting <skill_bst 0> and <skill_bst 1> to <skill_tgt>.
Dormina	Chance of inflicting <skill_bst 0> to <skill_tgt>.
Lullaby	Chance of inflicting <skill_bst 0> to <skill_tgt>.
Poisma	Chance of inflicting <skill_bst 0> to <skill_tgt>.
Toxic Cloud	Chance of inflicting <skill_bst 0> to <skill_tgt>.
Soul Drain	Heavy level-based <skill_elm 0> HP/MP drain attack to <skill_tgt>.
Lightning Pulse	088
Pulinpa	Chance of inflicting <skill_bst 0> to <skill_tgt>.
Tentarafoo	Chance of inflicting <skill_bst 0> to <skill_tgt>.
Marin Karin	Chance of inflicting <skill_bst 0> to <skill_tgt>.
Sexy Dance	Chance of inflicting <skill_bst 0> to <skill_tgt>.
Makajama	Chance of inflicting <skill_bst 0> to <skill_tgt>.
Makajamaon	Chance of inflicting <skill_bst 0> to <skill_tgt>.
Dustoma	Chance of inflicting <skill_bst 0> to <skill_tgt>.
Fogna	Chance of inflicting <skill_bst 0> to <skill_tgt>.
Dia	Slight HP recovery to <skill_tgt>.
Diarama	Moderate HP recovery to <skill_tgt>.
Diarahan	Full HP recovery to <skill_tgt>.
Media	Slight HP recovery to <skill_tgt>.
Mediarama	Moderate HP recovery to <skill_tgt>.
Mediarahan	Full HP recovery to <skill_tgt>.
Dia	Slight HP recovery to <skill_tgt>.
Diarama	Moderate HP recovery to <skill_tgt>.
Media	Slight HP recovery to <skill_tgt>.
Mediarama	Moderate HP recovery to <skill_tgt>.
Patra	Cures status ailments for <skill_tgt>.
Me Patra	Cures status ailments for <skill_tgt>.
Twilight Wave	Heavy <skill_elm 0> attack to <skill_tgt>. Chance of inflicting <skill_bst 0>.
Eternal Prayer	Full HP recovery, and recovery from ailments and incapacitation for all allies (stock included).
Sea of Stars	Moderate MP recovery to <skill_tgt>.
Waters of Youth	Full HP and MP recovery to <skill_tgt>.
Accursed Poison	High chance of inflicting an ailment to <skill_tgt> and lowers all stats by 1 rank for 3 turns.
Rasetsu Feast	Lowers all stats to the minimum for <skill_tgt> for 3 turns.
Recarm	Revive one ally with half HP.
Samarecarm	Revive one ally with full HP.
Heavenly Counter	117
Tarukaja	Raises Attack of <skill_tgt> by 1 rank for 3 turns.
Matarukaja	Raises Attack of <skill_tgt> by 1 rank for for 3 turns.
Fairy Banquet	Raises all stats of <skill_tgt> to the max for 3 turns.
Expand: Critical Aura	Next Strength-based attack from <skill_tgt> will be 100% accurate and guaranteed Critical.
Sukukaja	Raises Accuracy/Evasion of <skill_tgt> by 1 rank for 3 turns.
Masukukaja	Raises Accuracy/Evasion of <skill_tgt> by 1 rank for 3 turns.
Rakukaja	Raises Defense of <skill_tgt> by 1 rank for 3 turns.
Marakukaja	Raises Defense of <skill_tgt> by 1 rank for 3 turns.
Luster Candy	Raises all stats of <skill_tgt> by 1 rank for 3 turns.
Dekaja	Removes stat buff effects on <skill_tgt>.
Tarunda	Lowers Attack of <skill_tgt> by 1 rank for 3 turns.
Matarunda	Lowers Attack of <skill_tgt> by 1 rank for 3 turns.
Expand: Piercing Aura	Increases the damage of the next attack for <skill_tgt> and adds Pierce effect.
Shield of God	Greatly decreases damage to <skill_tgt> until the next turn.
Sukunda	Lowers Accuracy/Evasion of <skill_tgt> by 1 rank for 3 turns.
Masukunda	Lowers Accuracy/Evasion of <skill_tgt> by 1 rank for 3 turns.
Rakunda	Lowers Defense of <skill_tgt> by 1 rank for 3 turns.
Marakunda	Lowers Defense of <skill_tgt> by 1 rank for 3 turns.
Debilitate	Lowers all stats of <skill_tgt> by 1 rank for 3 turns.
Dekunda	Removes stat debuff effects on <skill_tgt>.
Impaler's Glory	Greatly increases the damage of the next attack of <skill_tgt> and adds Pierce effect.
Tetrakarn	Reflects a Physical attack once for <skill_tgt> for 1 turn.
Makarakarn	Reflects a Magic attack once for <skill_tgt> for 1 turn.
141	141
Charge	Greatly increases the damage of the next Strength-based attack from <skill_tgt>.
Concentrate	Greatly increases the damage of the next Magic-based attack from <skill_tgt>.
Critical Aura	Next Strength-based attack from <skill_tgt> will be 100% accurate and guaranteed Critical.
Dekajaon	Removes all stat buff effects on <skill_tgt>, and returns ailment resistances to their original states.
Omagatoki: Pierce	All attacks from <skill_tgt> will ignore affinity resistances and Pierce through for 1 turn.
Omagatoki: Hit	Greatly raises Accuracy and ailment efficacy of <skill_tgt> for 1 turn.
Impaler's Animus	Increases the damage of the next attack for <skill_tgt> and adds Pierce effect.
Bowl of Hygieia	Greatly increases the effect of the next healing skill cast by <skill_tgt> and allows it to heal above MAX HP.
Diamrita	Moderate HP recovery and cures ailments for <skill_tgt>.
Do nothing	151
Called an ally	152
Wait and see	153
Trafuri	Guarantees escape from escapable battles.
Estoma	Prevents any enemy encounters until next new moon.
Escape	Escape from this battle.
Lunge	Weak <skill_elm 0> attack to <skill_tgt>.
Berserker God	Medium <skill_elm 0> attack to <skill_tgt>.
Mortal Jihad	Heavy <skill_elm 0> attack to <skill_tgt>.
Akashic Arts	Severe <skill_elm 0> attack to <skill_tgt>. Greater effect if Critical.
Heat Wave	Weak <skill_elm 0> attack to <skill_tgt>.
Deathbound	Medium <skill_elm 0> attack to <skill_tgt>.
Hades Blast	Heavy <skill_elm 0> attack to <skill_tgt>.
Brave Blade	Heavy <skill_elm 0> attack to <skill_tgt>. High chance of landing Critical hits.
Heavy Blow	Medium <skill_elm 0> attack to <skill_tgt>. Greater effect if Critical.
Hell Thrust	Heavy <skill_elm 0> attack to <skill_tgt>. Ignores affinity resistance and Pierces through.
Critical Wave	Weak <skill_elm 0> attack to <skill_tgt>. High chance of landing Critical hits.
Titanomachia	Medium <skill_elm 0> attack to <skill_tgt>. High chance of landing Critical hits.
Beatdown	Weak to heavy <skill_elm 0> attack to <skill_tgt>. The more remaining HP user has, the stronger the attack.
Power Punch	Medium to severe <skill_elm 0> attack to <skill_tgt>. The more remaining HP user has, the stronger the attack.
Fang Breaker	Weak <skill_elm 0> attack to <skill_tgt>. Lowers Attack by 1 rank for 3 turns.
Puncture Punch	Medium <skill_elm 0> attack to <skill_tgt>. Ignores affinity resistance and Pierces through.
Pierce Armor	Weak <skill_elm 0> attack to <skill_tgt>. Lowers Defense by 1 rank for 3 turns.
Blinding Strike	Weak <skill_elm 0> attack to <skill_tgt>. Lowers Accuracy/Evasion by 1 rank for 3 turns.
Dream Fist	Weak <skill_elm 0> attack to <skill_tgt>. Greater effect if the target is afflicted with Sleep.
Purple Smoke	<skill_maxhit> weak <skill_elm 0> attacks to <skill_tgt>. Greater effect if the target is afflicted with Confusion.
Omagatoki: Adversity	The lower the HP of <skill_tgt>, the more damage and HP recovered through skills for 1 turn.
Fire Dracostrike	Medium Strength-based <skill_elm 0> attack to <skill_tgt>.
Ice Dracostrike	Medium Strength-based <skill_elm 0> attack to <skill_tgt>.
Storm Dracostrike	Medium Strength-based <skill_elm 0> attack to <skill_tgt>.
Wind Dracostrike	Medium Strength-based <skill_elm 0> attack to <skill_tgt>.
Hysterical Slap	<skill_maxhit> weak <skill_elm 0> attacks to <skill_tgt>. Greater effect if the target is afflicted with Charm.
Gram Slice	Weak <skill_elm 0> attack to <skill_tgt>. High chance of landing Critical hits.
Fatal Sword	Medium <skill_elm 0> attack to <skill_tgt>. High chance of landing Critical hits.
Myriad Slashes	<skill_maxhit> weak <skill_elm 0> attacks to <skill_tgt>. Low accuracy.
Blight	<skill_minhit>~<skill_maxhit> weak <skill_elm 0> attacks to <skill_tgt>. Chance of inflicting <skill_bst 0>.
Omagatoki: Free	All skills of <skill_tgt> will cost 1 MP for 1 turn.
Dark Sword	<skill_maxhit> medium <skill_elm 0> attacks to <skill_tgt>. Chance of inflicting <skill_bst 0>.
Mist Rush	<skill_minhit>~<skill_maxhit> medium <skill_elm 0> attacks to <skill_tgt>. Chance of inflicting <skill_bst 0>.
Counter	190
Retaliate	191
Catastrophe	Severe <skill_elm 0> attack to <skill_tgt>.
Omagatoki: Doubler	Makes buffs and debuffs twice as effective for <skill_tgt> for 1 turn.
Figment Slash	Severe <skill_elm 0> attack to <skill_tgt>. Low accuracy, but always lands Critical hits.
Bouncing Claw	<skill_minhit>~<skill_maxhit> weak <skill_elm 0> attacks to <skill_tgt>.
Damascus Claw	<skill_minhit>~<skill_maxhit> medium <skill_elm 0> attacks to <skill_tgt>.
Nihil Claw	<skill_minhit>~<skill_maxhit> heavy <skill_elm 0> attacks to <skill_tgt>.
Scratch Dance	<skill_minhit>~<skill_maxhit> weak <skill_elm 0> attacks to <skill_tgt>.
Axel Claw	<skill_minhit>~<skill_maxhit> medium <skill_elm 0> attacks to <skill_tgt>.
Madness Nails	<skill_minhit>~<skill_maxhit> heavy <skill_elm 0> attacks to <skill_tgt>.
Omagatoki: Dance	All multi-hit moves of <skill_tgt> will deal the max amount of hits for 1 turn.
Venom Chaser	Weak <skill_elm 0> attack to <skill_tgt>. Greater effect if the target is afflicted with Poison.
Bestial Bite	Weak <skill_elm 0> attack to <skill_tgt>. Greater effect if Critical.
Severing Bite	Heavy <skill_elm 0> attack to <skill_tgt>. Greater effect if Critical.
Frenzied Chomp	Medium <skill_elm 0> attack to <skill_tgt>. Chance of inflicting <skill_bst 0>/<skill_bst 1>/<skill_bst 2>.
Eat Whole	Medium <skill_elm 0> HP drain attack to <skill_tgt>.
Dream Needle	Weak <skill_elm 0> attack to <skill_tgt>. Chance of inflicting <skill_bst 0>.
Toxic Sting	Weak <skill_elm 0> attack to <skill_tgt>. Chance of inflicting <skill_bst 0>.
Needle Spray	<skill_minhit>~<skill_maxhit> weak <skill_elm 0> attacks to <skill_tgt>. High chance of landing Critical hits.
Madness Needle	Weak <skill_elm 0> attack to <skill_tgt>. Chance of inflicting <skill_bst 0>.
Yabusame Shot	Weak <skill_elm 0> attack to <skill_tgt>. Ignores resistance, Pierces, and always lands Critical hits.
Steel Needle	<skill_minhit>~<skill_maxhit> medium <skill_elm 0> attacks to <skill_tgt>. High chance of landing Critical hits.
Crusher Onslaught	Medium <skill_elm 0> attack to <skill_tgt>. Low accuracy.
Megaton Press	Heavy <skill_elm 0> attack to <skill_tgt>. Low accuracy.
Omagatoki: Sincerity	Forgives up to 2 failures in a demon negotiation for 1 turn.
Rampage	<skill_minhit>~<skill_maxhit> medium <skill_elm 0> attacks to <skill_tgt>. Low accuracy.
Die For Me!	(Unique) <skill_minhit>~<skill_maxhit> medium <skill_elm 0> attacks to <skill_tgt>. Chance of instakill when striking weakness.
King Bufula	(Unique) Medium <skill_elm 0> attack to <skill_tgt>. Lowers Defense by 1 rank for 3 turns.
Eternal Blizzard	(Unique) <skill_minhit>~<skill_maxhit> weak <skill_elm 0> attacks to <skill_tgt>.
Jack Bufula	(Unique) Medium <skill_elm 0> attack to <skill_tgt>. Lowers Defense by 1 rank for 3 turns.
Hellish Brand	(Unique) Heavy <skill_elm 0> attack to <skill_tgt>. Removes stat buff effects.
Raging Hellfire	(Unique) Severe <skill_elm 0> attack to <skill_tgt>.
Raging Blizzard	(Unique) Severe <skill_elm 0> attack to <skill_tgt>.
Raging Lightning	(Unique) Severe <skill_elm 0> attack to <skill_tgt>.
Raging Tempest	(Unique) Severe <skill_elm 0> attack to <skill_tgt>.
Fire of Sinai	(Unique) <skill_minhit>~<skill_maxhit> medium <skill_elm 0> attacks to <skill_tgt>.
Mac an Luin	(Unique) Severe <skill_elm 0> attack to <skill_tgt>. Greater effect if Critical.
Babylon Goblet	(Unique) Severe <skill_elm 0> attack to <skill_tgt>. Chance of inflicting <skill_bst 0>.
Frolic	(Unique) Chance of inflicting <skill_bst 0> to <skill_tgt>. Lowers Attack/Defense by 2 ranks for 3 turns.
Cautious Cheer	(Unique) Raises Defense/Accuracy/Evasion of <skill_tgt> by 1 rank for 3 turns.
Ghastfire Rain	(Unique) Medium <skill_elm 0> attack to <skill_tgt>.
Gungnir	(Unique) Severe <skill_elm 0> attack to <skill_tgt>. Ignores affinity resistance and Pierces through.
Hassou Tobi	(Unique) <skill_maxhit> weak <skill_elm 0> attacks to <skill_tgt>. Always lands Critical hits.
Andalucia	(Unique) <skill_minhit>~<skill_maxhit> weak <skill_elm 0> attacks to <skill_tgt>.
Terrorblade	(Unique) <skill_minhit>~<skill_maxhit> heavy <skill_elm 0> attacks with Pierce effect to <skill_tgt>. Chance of inflicting <skill_bst 0>.
Pestilence	(Unique) Heavy <skill_elm 0> attack to <skill_tgt>. Greater effect if target has an ailment.
God's Bow	(Unique) Weak <skill_elm 0> attack to <skill_tgt>. Chance of instakill.
Soul Divide	(Unique) Severe <skill_elm 0> attack to <skill_tgt>. Chance of inflicting <skill_bst 0>. Low Accuracy.
Evil Melody	(Unique) Chance of instakill to <skill_tgt>.
Mesektet's Path	Counters all attacks with a weak Almighty attack for 1 turn. Counterattack also inflicts Shroud.
241	241
Critical Slash	Weak <skill_elm 0> attack to <skill_tgt>. Low accuracy, but always lands Critical hits.
Mighty Cleave	Heavy <skill_elm 0> attack to <skill_tgt>. Low accuracy, but always lands Critical hits.
Black Dracostrike	Medium Strength-based <skill_elm 0> attack to <skill_tgt>. Chance of instakill when striking weakness.
White Dracostrike	Medium Strength-based <skill_elm 0> attack to <skill_tgt>. Chance of instakill when striking weakness.
Donum Gladi	Greatly increases damage of the next Strength-based attack for <skill_tgt>.
Donum Magici	Greatly increases damage of the next Magic-based attack for <skill_tgt>.
Taunt	Draws enemy hostility for 3 turns.
Omagatoki: Savage	All skills of <skill_tgt> will cost twice the MP but deal double the damage for 1 turn.
Toxic Spray	Chance of inflicting <skill_bst 0> to <skill_tgt> and lowers Defense by 1 rank for 3 turns.
Souffle D'éclair	(Unique) Severe <skill_elm 0> attack to <skill_tgt>.
Hellish Slash	(Unique) <skill_maxhit> weak <skill_elm 0> attacks to <skill_tgt>. Low Accuracy.
Harvest Dance	(Unique) Slight HP recovery to <skill_tgt> and raises Defense by 2 ranks for 3 turns.
Mirage Shot	(Unique) Medium <skill_elm 0> attack to <skill_tgt>. Chance of inflicting <skill_bst 0>.
Moonlight Frost	Severe <skill_elm 0> attack to <skill_tgt>. Ignores affinity resistance and Pierces through.
Stormcaller Song	(Unique) <skill_minhit>~<skill_maxhit> weak <skill_elm 0> attacks to <skill_tgt>.
Karnak	(Unique) Heavy <skill_elm 0> attack to <skill_tgt>. High chance of landing Critical hits.
Acrobat Kick	Weak <skill_elm 0> attack to <skill_tgt>. Always lands Critical hits.
Heliopolis Dawn	(Unique) Severe <skill_elm 0> attack to <skill_tgt>. Ignores affinity resistance and Pierces through.
Fierce Roar	Draws enemy hostility, but raises user's Defense by 1 rank for 3 turns.
Tandava	(Unique) Severe <skill_elm 0> attack to <skill_tgt>. Lowers Defense to the minimum for 3 turns.
Hellish Spurt	(Unique) Medium <skill_elm 0> attack to <skill_tgt>.
Megido Flame	(Unique) Severe <skill_elm 0> attack to <skill_tgt>. Ignores affinity resistance and Pierces through.
Walpurgisnacht	(Unique) Severe <skill_elm 0> attack to <skill_tgt>. Chance of instakill when striking weakness.
Carnage Fang	(Unique) Heavy <skill_elm 0> attack to <skill_tgt>. Greater effect if Critical.
Sun's Radiance	(Unique) Moderate HP recovery and cures ailments for <skill_tgt>.
Witness Me	(Unique) Draws enemy hostility, but raises user's Accuracy/Evasion by 2 ranks for 3 turns.
Hell Spin	(Unique) Heavy <skill_elm 0> attack to <skill_tgt>.
Light's Descent	(Unique) Severe <skill_elm 0> attack to <skill_tgt>. Chance of instakill when striking weakness.
Fallen Destroyer	(Unique) Severe <skill_elm 0> attack to <skill_tgt>. Chance of instakill when striking weakness.
Sanguine Drain	(Unique) Weak <skill_elm 0> HP drain attack to <skill_tgt>. Lowers Attack by 1 rank for 3 turns.
Dancing Strike	(Unique) 3 medium <skill_elm 0> attacks to <skill_tgt>. High chance of landing Critical hits.
Sacrifice of Clay	(Unique) Heavy <skill_elm 0> attack to <skill_tgt>. Lowers Attack/Defense by 1 rank for 3 turns.
Omagatoki: Luck	EXP and Macca earned greatly increased if the battle ends on this turn.
Preach	(Unique) Chance of inflicting <skill_bst 0>/<skill_bst 1>/<skill_bst 2> to <skill_tgt>.
Golden Apple	(Unique) Slight HP recovery to <skill_tgt> and raises all stats by 1 rank for 3 turns.
Matriarch's Love	(Unique) Moderate HP recovery and removes ailments and debuffs for <skill_tgt>.
Red Capote	(Unique) Raises Accuracy/Evasion of <skill_tgt> by 2 ranks for 3 turns.
Matriarch's Love	(Unique) Moderate HP recovery and removes ailments and debuffs for <skill_tgt>.
Humble Blessing	(Unique) Slight HP recovery to <skill_tgt>.
Eleusinian Harvest	(Unique) Full HP recovery to <skill_tgt> and heals above MAX HP.
Keraunos	(Unique) Severe Strength-based <skill_elm 0> attack to <skill_tgt>. Ignores affinity resistance and Pierces through.
Frenzy	Medium <skill_elm 0> attack to <skill_tgt>.
Galvanic Slash	Heavy Strength-based <skill_elm 0> attack to <skill_tgt>.
Electrify	Greatly increases the damage of the next Rising Storm Dragon for <skill_tgt>.
Rising Storm Dragon	Severe <skill_elm 0> attack to <skill_tgt>. Ignores affinity resistance and Pierces through.
Attack	287
Charge	Greatly increases the damage of the next Strength-based attack for <skill_tgt>.
Babylon Curse	Weak <skill_elm 0> attack to <skill_tgt>. Chance of inflicting Mud.
290	290
Silt of Ruin	(Unique) Medium <skill_elm 0> attack to <skill_tgt>. Lowers Accuracy/Evasion by 1 rank for 3 turns.
Sakanagi	(Nahobino) Medium Strength-based <skill_elm 0> attack to <skill_tgt>.
Divine Arrowfall	(Nahobino) Heavy <skill_elm 0> attack to <skill_tgt>.
Murakumo	(Nahobino) Severe Strength-based <skill_elm 0> attack to <skill_tgt>. Greater effect if Critical.
Red Capote	(Unique) Raises Accuracy/Evasion of <skill_tgt> by 2 ranks for 3 turns.
Meditation	(Unique) Weak <skill_elm 0> HP/MP drain attack to <skill_tgt>.
Hell Burner	(Unique) Heavy <skill_elm 0> attack to <skill_tgt>.
Aramasa	(Nahobino) <skill_maxhit> weak <skill_elm 0> attacks to <skill_tgt>.
Wrath Tempest	(Nahobino) <skill_maxhit> weak <skill_elm 0> attacks to <skill_tgt>. Greater effect if Critical.
Ruinous Thunder	(Nahobino) Heavy <skill_elm 0> attack to <skill_tgt>.
Thalassic Calamity	(Nahobino) <skill_minhit>~<skill_maxhit> weak <skill_elm 0> attacks to <skill_tgt>.
Hell Exhaust	(Unique) Medium <skill_elm 0> attack to <skill_tgt>. Removes stat buff effects.
Death Lust	(Unique) Heavy <skill_elm 0> attack to <skill_tgt>. Chance of inflicting <skill_bst 0>.
Headcrush	(Unique) Medium <skill_elm 0> attack to <skill_tgt>. Chance of inflicting <skill_bst 0>.
Somersault	(Unique) Weak <skill_elm 0> attack to <skill_tgt>. Lowers Defense by 2 ranks for 3 turns.
Kannabi Veil	(Nahobino) Decreases damage to <skill_tgt> until the next turn.
Profaned Land	(Nahobino) Heavy <skill_elm 0> attack to <skill_tgt>. Chance of inflicting <skill_bst 0>.
Stagnant Air	(Unique) Chance of inflicting <skill_bst 0> to <skill_tgt> and lowers Defense/Accuracy/Evasion by 1 rank for 3 turns.
Omagatoki: Potential	Increases all potentials to the max for <skill_tgt> for 1 turn.
Miracle Water	(Nahobino) Slight HP recovery to <skill_tgt>.
Revival Chant	(Nahobino) Summons 1 ally at full HP. Effective on incapacitated members as well.
Dreadful Gleam	Heavy <skill_elm 0> attack to <skill_tgt>. Ignores affinity and Pierces through. Chance of inflicting <skill_bst 0>.
Dreadful Gleam	Heavy Electric attack to all foes. Ignores affinity and Pierces through. Chance of inflicting Seal.
Harvest Dance	(Unique) Slight HP recovery to <skill_tgt> and raises Defense by 2 ranks for 3 turns.
Toxic Breath	(Unique) Medium <skill_elm 0> attack to <skill_tgt>. Chance of inflicting <skill_bst 0>.
Call Angel	Summons a demon.
Call Soldiers	Summons a demon.
Call Souls	Summons a demon.
Call Evil	Summons a demon.
Purgatorium	Severe <skill_elm 0> attack to <skill_tgt>. Ignores affinity resistance and Pierces through.
Impetus	Severe <skill_elm 0> attack to <skill_tgt>.
Mesektet's Path	Counters all attacks with a weak Almighty attack for 1 turn. Counterattack also inflicts Shroud.
323	323
324	324
Death Flies	(Unique) Severe <skill_elm 0> attack to <skill_tgt>. Chance of instakill when striking weakness.
Light of Order	(Unique) Slight HP recovery to <skill_tgt>. Removes debuffs and raises all stats by 1 rank for 3 turns.
Primordial Chaos	(Unique) Heavy <skill_elm 0> attack to <skill_tgt>. Removes buffs and lowers all stats by 1 rank for 3 turns.
Astral Saintstrike	(Unique) <skill_maxhit> weak <skill_elm 0> attacks to <skill_tgt>.
Inferno of God	Severe <skill_elm 0> attack to <skill_tgt>.
Hailstorm of God	Severe <skill_elm 0> attack to <skill_tgt>.
Lightning of God	Severe <skill_elm 0> attack to <skill_tgt>.
Tornado of God	Severe <skill_elm 0> attack to <skill_tgt>.
Cold Dark Matter	Raises Defense to the max for 3 turns.
Hot Dark Matter	Raises Attack to the max for 3 turns.
Freikugel	Severe Strength-based <skill_elm 0> attack to <skill_tgt>. High chance of landing Critical hits.
Gaea Rage	Severe <skill_elm 0> attack to <skill_tgt>.
Magma Axis	<skill_minhit>~<skill_maxhit> medium <skill_elm 0> attacks to <skill_tgt>. Ignores affinity resistance and Pierces through.
Javelin Rain	Heavy <skill_elm 0> attack to <skill_tgt>. Chance of inflicting <skill_bst 0>.
Xeros Beat	Heavy <skill_elm 0> attack to <skill_tgt>. Chance of inflicting <skill_bst 0>.
Deadly Fury	Severe <skill_elm 0> attack to <skill_tgt>.
Wild Dance	Chance of inflicting <skill_bst 0> to <skill_tgt>.
Contempt of God	Adds 2 Press Turn Icons to user's next turn.
Holy Crucifixion	Lowers all stats of <skill_tgt> to the minimum for 3 turns.
344	344
Omagatoki: Charge	All charge effects will remain for <skill_tgt> until the next turn.
346	346
Falling Star	Severe <skill_elm 0> attack to <skill_tgt>. Ignores affinity resistance and Pierces through.
Falling Star	Severe <skill_elm 0> attack to <skill_tgt>. Ignores affinity resistance and Pierces through.
Morning Star	Severe <skill_elm 0> attack to <skill_tgt>.
Attack	350
351	351
Dia	Slight HP recovery to <skill_tgt>.
Diarama	Moderate HP recovery to <skill_tgt>.
Media	Slight HP recovery to <skill_tgt>.
Mediarama	Moderate HP recovery to <skill_tgt>.
Electrify	Greatly increases the damage of the next Rising Storm Dragon for <skill_tgt>.
True Replication	Creates a replica.
False Replication	Creates a replica.
Rising Storm Dragon	359
Rising Storm Dragon	360
Rising Storm Dragon	361
Rising Storm Dragon	362
Phys Block	Nullifies a Physical attack against <skill_tgt> once for 1 turn.
Fire Block	Nullifies a Fire attack against <skill_tgt> once for 1 turn.
