pacID	tboxID	probability
400	526	50
400	666	20
401	1	30
401	1	0
401	1	70
402	1	15
402	1	15
402	1	35
402	1	35
403	2	100
404	2	100
405	2	100
406	526	15
406	527	9
406	560	28
406	633	25
406	567	18
406	540	5
407	1	15
407	1	15
407	1	15
407	1	20
408	1	20
408	1	20
408	1	10
408	1	15
408	1	35
409	2	28
410	2	29
411	2	30
412	532	18
412	527	10
412	560	15
412	540	5
412	567	15
412	633	11
412	635	13
412	634	13
413	1	25
413	1	25
413	1	10
414	1	25
414	1	10
414	1	10
414	1	20
414	1	20
414	1	5
414	1	10
415	2	100
416	2	100
417	2	100
418	532	15
418	560	15
418	540	5
418	600	16
418	601	16
418	571	9
418	667	8
418	668	8
418	669	8
419	1	15
419	1	15
419	1	10
419	1	10
419	1	5
419	1	5
419	1	5
419	1	5
420	1	30
420	1	15
420	1	15
420	1	15
420	1	5
420	1	5
420	1	5
420	1	5
420	1	5
421	2	100
422	2	100
423	2	100
424	524	8
424	533	4
424	560	16
424	540	10
424	633	18
424	601	22
424	600	22
425	1	20
425	1	25
425	1	25
426	1	20
426	1	25
426	1	15
426	1	20
426	1	20
427	2	100
428	2	100
429	2	100
430	524	8
430	533	4
430	560	12
430	568	16
430	571	10
430	600	14
430	601	14
430	664	12
430	665	10
431	1	10
431	1	10
431	1	5
431	1	5
431	1	5
431	1	15
432	1	25
432	1	20
432	1	10
432	1	10
432	1	5
432	1	15
432	1	15
433	2	100
434	2	100
435	2	100
436	524	12
436	533	6
436	633	20
436	543	4
436	600	15
436	601	15
436	572	5
436	664	13
436	665	10
437	1	23
437	1	5
438	2	100
439	2	100
440	2	100
441	524	20
441	533	16
441	543	10
441	572	6
441	615	18
441	664	16
441	665	14
442	1	15
442	1	15
442	1	20
442	1	10
443	2	100
444	2	100
445	2	100
446	524	16
446	525	2
446	533	14
446	572	8
446	543	12
446	546	2
446	600	19
446	601	19
446	633	8
447	633	20
447	543	10
448	2	100
449	2	100
450	2	100
451	524	15
451	525	5
451	543	13
451	546	3
451	572	10
451	600	16
451	601	16
451	615	14
451	633	8
452	1	24
453	1	16
453	1	16
453	1	16
453	1	16
453	1	12
454	1	13
454	1	13
454	1	2
454	1	18
454	1	2
454	1	16
454	1	18
454	1	18
455	1	100
456	526	100
457	633	100
458	540	100
459	633	50
459	540	50
459	1073	0
459	1074	0
460	533	100
461	543	50
461	664	25
461	665	25
462	524	100
463	572	100
464	524	100
465	525	50
465	546	50
466	2	100
467	2	100
468	2	100
469	2	100
470	2	100
471	2	100
472	2	100
473	2	100
474	2	100
475	2	100
476	2	100
600	541	100
601	540	100
602	708	100
603	1001	100
604	524	100
605	540	100
606	1000	100
607	1002	100
608	1	100
609	1	100
610	1	100
611	1	100
612	1	100
613	624	100
614	543	100
615	703	100
616	1030	100
617	560	100
618	26	100
619	1021	100
620	45	100
621	1	100
622	1	100
623	1	100
624	1	100
625	1	100
626	1040	100
627	1058	100
628	1041	100
629	44	100
630	65	100
631	568	100
632	725	100
633	1042	100
634	1	100
635	1	100
636	1	100
637	1	100
638	1	100
639	1060	100
640	1070	100
641	664	100
642	1072	100
643	1062	100
644	1061	100
645	27	100
646	1	100
647	1	100
648	1	100
649	1	100
650	1	100
651	543	100
652	902	100
653	798	100
654	1080	100
655	1081	100
656	1082	100
657	84	100
658	1083	100
659	1	100
660	1	100
661	1	100
662	1	100
663	1	100
664	1102	100
665	829	100
666	1103	100
667	894	100
668	1104	100
669	524	100
670	1120	100
671	838	100
672	1133	100
673	106	100
674	1105	100
675	1	100
676	1	100
677	1	100
678	1	100
679	841	100
680	1106	100
681	853	100
682	1107	100
683	1121	100
684	1129	100
685	1122	100
686	773	100
687	572	100
688	126	100
689	1	100
690	1	100
691	1	100
692	1	100
693	1	100
694	831	100
695	1140	100
696	839	100
697	1141	100
698	1142	100
699	1143	100
700	1144	100
701	145	100
702	1145	100
708	836	100
709	546	100
710	1161	100
711	1160	100
712	1175	100
713	1162	100
714	1163	100
715	857	100
716	165	100
717	1	100
718	1	100
719	1	100
720	1	100
721	1	100
722	839	100
723	1180	100
724	967	100
725	1181	100
726	1	100
727	1182	100
728	1184	100
729	10	100
730	1	100
731	1	100
732	1	100
733	1	100
734	1	100
735	1014	24
735	560	20
735	1012	13
735	1013	13
735	708	12
735	816	18
736	1029	16
736	1200	13
736	1055	5
736	1056	5
736	1057	5
736	1031	7
736	1032	7
736	1034	7
736	1033	7
736	728	11
736	739	11
736	767	6
737	1030	24
737	540	10
737	1027	14
737	1028	14
737	823	11
737	827	11
737	808	16
738	527	20
738	1044	14
738	1195	10
738	1196	10
738	701	20
738	740	12
738	843	6
738	951	8
739	1049	18
739	1040	16
739	540	10
739	568	2
739	926	12
739	928	12
739	930	12
739	932	12
739	987	6
740	524	4
740	1201	10
740	1045	10
740	1068	7
740	1069	7
740	1073	7
740	1074	7
740	1198	9
740	806	10
740	731	7
740	742	7
740	485	3
740	489	3
740	493	3
740	497	3
740	488	3
741	524	8
741	1063	20
741	1066	16
741	779	12
741	780	12
741	959	16
741	934	8
741	936	8
742	1088	16
742	1199	8
742	572	4
742	540	12
742	804	5
742	920	9
742	922	9
742	924	9
742	893	8
742	902	5
742	485	3
742	489	3
742	493	3
742	497	3
742	488	3
743	1082	14
743	1089	16
743	524	10
743	533	12
743	543	8
743	732	12
743	997	14
743	998	14
744	543	2
744	1126	5
744	1127	5
744	1128	5
744	1113	7
744	1114	7
744	1115	7
744	1116	7
744	1117	7
744	1118	7
744	840	8
744	829	8
744	485	5
744	489	5
744	493	5
744	497	5
744	488	5
745	524	8
745	533	6
745	543	6
745	1101	12
745	1100	12
745	865	10
745	869	10
745	873	10
745	877	10
745	881	8
745	884	8
746	1202	8
746	1204	11
746	1205	11
746	813	8
746	997	10
746	998	10
746	952	12
746	485	6
746	489	6
746	493	6
746	497	6
746	488	6
747	543	10
747	1125	14
747	1124	12
747	1203	10
747	824	9
747	828	9
747	826	9
747	809	15
747	967	12
748	543	14
748	819	16
748	844	11
748	947	10
748	953	14
748	485	7
748	489	7
748	493	7
748	497	7
748	488	7
749	525	2
749	546	2
749	1147	13
749	1146	14
749	807	12
749	822	13
749	986	11
749	831	9
749	835	9
749	833	9
749	950	6
750	525	4
750	1165	13
750	1206	10
750	803	8
750	841	10
750	842	10
750	807	7
750	857	8
750	485	6
750	489	6
750	493	6
750	497	6
750	488	6
751	525	8
751	546	4
751	1161	12
751	1164	14
751	1207	9
751	1208	9
751	1209	10
751	838	8
751	839	8
751	1162	12
751	988	6
752	525	4
752	776	8
752	727	8
752	921	5
752	923	5
752	925	5
752	927	5
752	929	5
752	931	5
752	933	5
752	935	5
752	937	5
752	996	4
752	941	6
752	486	5
752	490	5
752	494	5
752	498	5
752	492	5
753	525	8
753	534	4
753	546	5
753	1186	13
753	1185	12
753	811	2
753	836	12
753	837	5
753	855	10
753	859	10
753	863	10
753	968	9
754	2	100
754	2	100
754	2	100
754	2	100
754	2	100
754	2	100
754	2	100
754	2	100
754	2	100
754	2	100
754	2	100
754	2	100
754	2	100
754	2	100
754	2	100
754	2	100
754	2	100
754	2	100
754	2	100
754	2	100
754	2	100
754	2	100
754	2	100
754	2	100
754	2	100
754	2	100
754	2	100
754	2	100
754	2	100
754	2	100
754	2	100
754	2	100
754	2	100
754	2	100
754	2	100
754	2	100
754	2	100
754	2	100
754	2	100
754	2	100
754	2	100
754	2	100
754	2	100
754	2	100
754	2	100
754	2	100
754	2	100
754	2	100
754	2	100
754	2	100
754	2	100
754	2	100
754	2	100
754	2	100
754	2	100
754	2	100
754	2	100
754	2	100
754	2	100
754	2	100
754	2	100
754	2	100
754	2	100
754	2	100
754	2	100
754	2	100
754	2	100
754	2	100
754	2	100
800	672	35
800	678	35
800	674	20
800	675	10
801	672	25
801	678	25
801	674	20
801	675	5
801	680	10
801	682	15
802	672	30
802	675	30
802	680	20
802	681	5
802	682	15
803	678	30
803	675	30
803	680	20
803	681	5
803	682	15
804	672	25
804	675	25
804	681	20
804	682	15
804	683	5
804	688	10
805	678	25
805	675	25
805	681	20
805	682	15
805	683	5
805	688	10
806	675	30
806	689	20
806	690	5
806	683	20
806	684	15
806	691	10
807	681	30
807	689	20
807	690	5
807	683	20
807	684	15
807	691	10
808	675	25
808	690	25
808	692	20
808	693	5
808	684	10
808	685	5
808	694	10
809	681	25
809	690	25
809	692	20
809	693	5
809	684	10
809	685	5
809	694	10
810	690	25
810	693	20
810	695	20
810	696	5
810	684	15
810	685	10
810	697	5
811	693	25
811	690	20
811	695	20
811	696	5
811	684	15
811	685	10
811	697	5
812	690	25
812	696	25
812	685	20
812	686	10
812	697	15
812	1260	5
813	693	25
813	696	25
813	685	20
813	686	10
813	697	15
813	1260	5
814	690	20
814	696	20
814	698	20
814	699	5
814	1260	10
814	1261	5
814	686	10
814	1266	10
815	693	20
815	696	20
815	698	20
815	699	5
815	1260	10
815	1261	5
815	686	10
815	1266	10
816	698	20
816	699	10
816	1261	20
816	1262	10
816	686	15
816	687	10
816	1266	10
816	1267	5
900	2	30
900	2	5
900	2	30
900	2	5
900	2	25
900	2	5
901	1210	25
901	1211	5
901	1224	25
901	1225	5
901	1214	25
901	1215	5
901	1216	10
902	1210	15
902	1211	5
902	1224	15
902	1225	5
902	1214	15
902	1215	5
902	1216	20
902	1217	10
902	1222	10
903	1212	15
903	1213	5
903	1226	15
903	1227	5
903	1228	15
903	1229	5
903	1216	15
903	1222	20
903	1223	5
904	1212	25
904	1213	5
904	1226	25
904	1227	5
904	1228	25
904	1229	5
904	1236	10
905	1230	20
905	1231	5
905	1232	20
905	1233	5
905	1234	20
905	1235	5
905	1236	20
905	1237	5
906	1230	20
906	1231	5
906	1232	20
906	1233	5
906	1234	20
906	1235	5
906	1236	15
906	1218	10
907	1230	15
907	1231	5
907	1232	15
907	1233	5
907	1234	15
907	1235	5
907	1218	20
907	1219	6
907	1238	7
907	1239	7
908	1230	10
908	1231	5
908	1232	10
908	1233	5
908	1234	10
908	1235	5
908	1218	15
908	1219	10
908	1238	12
908	1239	12
908	1220	6
