ItemDef	SortNum	BtlSortNum	ItemType	UsePlaceID	Rarity	Tier	HP	SP	Strength	Magic	Endurance	Agility	Luck	SkillID	Price	SellPrice	GetFLG
IT_COM_ORDER_01_	773	0	8192	2	1	1	0	0	0	0	0	0	0	600	800	200	0
IT_COM_ORDER_02_	772	0	8192	2	1	1	0	0	0	0	0	0	0	600	1600	400	0
IT_COM_ORDER_03_	771	0	8192	2	1	1	0	0	0	0	0	0	0	600	500	130	0
IT_COM_ORDER_04_	770	0	8192	2	1	1	0	0	0	0	0	0	0	600	500	130	0
IT_COM_ORDER_05_	769	0	8192	2	1	1	0	0	0	0	0	0	0	600	1000	250	0
IT_COM_ORDER_06_	768	0	8192	2	1	1	0	0	0	0	0	0	0	600	1000	250	0
IT_COM_ORDER_07_	767	0	8192	2	1	1	0	0	0	0	0	0	0	600	1000	250	0
IT_COM_ORDER_08_	992	992	8192	6	1	1	0	0	0	0	0	0	0	605	1400	350	0
IT_COM_MASEKI___	999	999	8192	6	1	1	0	0	0	0	0	0	0	640	1600	400	0
IT_COM_POWERFUL_	998	998	8192	6	1	1	0	0	0	0	0	0	0	641	300	80	0
IT_COM_TOKUYOSET	949	949	8192	6	1	1	0	0	0	0	0	0	0	642	1800	450	0
IT_COM_KYUKYUSET	944	944	8192	6	1	1	0	0	0	0	0	0	0	643	3700	930	0
IT_COM_KISAGAI_	948	948	8192	6	1	1	0	0	0	0	0	0	0	642	1800	450	0
IT_COM_KAMIMUSU_	939	939	8192	6	1	1	0	0	0	0	0	0	0	664	7800	1950	0
IT_COM_HEALJELLY	986	982	8192	6	1	1	0	0	0	0	0	0	0	663	3400	850	0
IT_COM_AOJIRU___	987	983	8192	6	1	1	0	0	0	0	0	0	0	663	3400	850	0
IT_COM_AO_DRUG__	940	940	8192	6	1	1	0	0	0	0	0	0	0	664	7800	1950	0
IT_COM_CHOCOLATE	896	896	8192	6	1	1	0	0	0	0	0	0	0	666	2000	500	0
IT_COM_SUNAFUSOU	894	894	8192	6	1	1	0	0	0	0	0	0	0	612	3000	750	0
IT_COM_TYUINSOUL	891	891	8192	6	1	1	0	0	0	0	0	0	0	613	8000	2000	0
IT_COM_MITAMAGO_	888	888	8192	6	1	1	0	0	0	0	0	0	0	603	16000	4000	0
IT_COM_SOMA_____	817	748	8192	6	1	1	0	0	0	0	0	0	0	614	400	100	0
IT_COM_JIHANK_01	798	0	8192	2	1	1	0	0	0	0	0	0	0	659	110	30	0
IT_COM_JIHANK_02	797	0	8192	2	1	1	0	0	0	0	0	0	0	659	110	30	0
IT_COM_JIHANK_03	749	0	8192	2	1	1	0	0	0	0	0	0	0	615	110	30	0
IT_COM_JIHANK_04	796	0	8192	2	1	1	0	0	0	0	0	0	0	659	110	30	0
IT_COM_JIHANK_05	795	0	8192	2	1	1	0	0	0	0	0	0	0	659	110	30	0
IT_COM_JIHANK_06	794	0	8192	2	1	1	0	0	0	0	0	0	0	659	110	30	0
IT_COM_JIHANK_07	793	0	8192	2	1	1	0	0	0	0	0	0	0	659	110	30	0
IT_COM_JIHANK_08	792	0	8192	2	1	1	0	0	0	0	0	0	0	659	110	30	0
IT_COM_JIHANK_09	748	0	8192	2	1	1	0	0	0	0	0	0	0	615	110	30	0
IT_COM_JIHANK_10	791	0	8192	2	1	1	0	0	0	0	0	0	0	659	110	30	0
IT_COM_JIHANK_11	790	0	8192	2	1	1	0	0	0	0	0	0	0	659	110	30	0
IT_COM_JIHANK_12	789	0	8192	2	1	1	0	0	0	0	0	0	0	659	110	30	0
IT_COM_JIHANK_13	788	0	8192	2	1	1	0	0	0	0	0	0	0	659	110	30	0
IT_COM_JIHANK_14	787	0	8192	2	1	1	0	0	0	0	0	0	0	659	110	30	0
IT_COM_JIHANK_15	786	0	8192	2	1	1	0	0	0	0	0	0	0	659	110	30	0
IT_COM_OTESEI_01	886	886	8192	6	1	1	0	0	0	0	0	0	0	603	16000	4000	0
IT_COM_SOULDROP_	899	899	8192	6	1	1	0	0	0	0	0	0	0	644	2000	500	0
IT_COM_RE_CURRY_	892	892	8192	6	1	1	0	0	0	0	0	0	0	612	3000	750	0
IT_COM_AISOTO_S_	898	898	8192	6	1	1	0	0	0	0	0	0	0	644	3000	750	0
IT_COM_OSHIRUKO_	885	885	8192	6	1	1	0	0	0	0	0	0	0	603	16000	4000	0
IT_COM_ID_0x03E_	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IT_COM_DISPOISON	579	679	8192	4	1	1	0	0	0	0	0	0	0	616	500	130	0
IT_COM_DISBULUT_	574	674	8192	4	1	1	0	0	0	0	0	0	0	617	500	130	0
IT_COM_DISCHARM_	578	678	8192	4	1	1	0	0	0	0	0	0	0	618	500	130	0
IT_COM_GEM_PATRA	558	658	8192	4	1	1	0	0	0	0	0	0	0	170	1200	300	0
IT_COM_GEM_MPATR	554	654	8192	4	1	1	0	0	0	0	0	0	0	619	8200	2050	0
IT_COM_AMURITA__	516	616	8192	4	1	1	0	0	0	0	0	0	0	176	14000	3500	0
IT_COM_TIGAESI__	598	698	8192	4	1	1	0	0	0	0	0	0	0	165	1800	450	0
IT_COM_HANGONKOU	596	696	8192	4	1	1	0	0	0	0	0	0	0	166	6400	1600	0
IT_COM_BISDHI___	538	638	8192	4	1	1	0	0	0	0	0	0	0	172	1200	300	0
IT_COM_CLOSED___	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IT_COM_DISPHYSIT	577	677	8192	4	1	1	0	0	0	0	0	0	0	651	500	130	0
IT_COM_DISPANIC_	576	676	8192	4	1	1	0	0	0	0	0	0	0	652	500	130	0
IT_COM_DISHORRO	575	675	8192	4	1	1	0	0	0	0	0	0	0	653	500	130	0
IT_COM_KOKOROFRE	559	659	8192	4	1	1	0	0	0	0	0	0	0	170	1200	300	0
IT_COM_VITALGOLD	539	639	8192	4	1	1	0	0	0	0	0	0	0	172	1200	300	0
IT_COM_GEM_MBISD	534	634	8192	4	1	1	0	0	0	0	0	0	0	173	8200	2050	0
IT_COM_GEM_AMURI	519	619	8192	4	1	1	0	0	0	0	0	0	0	654	5400	1350	0
IT_COM_CHIGAACE_	599	699	8192	4	1	1	0	0	0	0	0	0	0	165	1800	450	0
IT_COM_KAIHYOPOW	573	673	8192	4	1	1	0	0	0	0	0	0	0	655	500	130	0
IT_COM_SHIBIRETO	572	672	8192	4	1	1	0	0	0	0	0	0	0	656	500	130	0
IT_COM_KIDUKEKOU	571	671	8192	4	1	1	0	0	0	0	0	0	0	657	500	130	0
IT_COM_GEM_TRAES	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IT_COM_NEKOKAN__	98	0	8192	2	1	1	0	0	0	0	0	0	0	0	700	180	0
IT_COM_GEKIYAKU_	97	0	8192	2	1	1	0	0	0	0	0	0	0	0	5000	1250	2
IT_COM_SHOPHANGO	597	697	8192	4	1	1	0	0	0	0	0	0	0	166	6400	1600	0
IT_COM_UHGYOKRIN	934	934	8192	6	1	1	0	0	0	0	0	0	0	163	20000	5000	0
IT_COM_G_MIKAN__	515	615	8192	4	1	1	0	0	0	0	0	0	0	176	14000	3500	0
IT_COM_REFRESH_P	555	655	8192	4	1	1	0	0	0	0	0	0	0	619	8200	2050	0
IT_COM_VITAL_G_B	535	635	8192	4	1	1	0	0	0	0	0	0	0	173	8200	2050	0
IT_COM_ID_0x05C_	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1000	250	0
IT_COM_ID_0x05D_	0	0	0	0	1	1	0	0	0	0	0	0	0	0	5000	1250	0
IT_COM_XMAS_FUKA	980	976	8192	6	1	1	0	0	0	0	0	0	0	601	400	100	2
IT_COM_XMAS_YUKA	884	884	8192	6	1	1	0	0	0	0	0	0	0	603	400	100	2
IT_COM_XMAS_MITU	816	747	8192	6	1	1	0	0	0	0	0	0	0	614	400	100	2
IT_COM_XMAS_YUKO	594	694	8192	4	1	1	0	0	0	0	0	0	0	166	400	100	2
IT_COM_XMAS_CIHI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IT_COM_SWORD_01_	699	0	8192	2	1	1	0	0	1	0	0	0	0	0	400	100	2
IT_COM_SWORD_02_	698	0	8192	2	1	1	0	0	2	0	0	0	0	0	400	100	2
IT_COM_SWORD_03_	697	0	8192	2	1	1	0	0	3	0	0	0	0	0	400	100	2
IT_COM_SWORD_04_	687	0	8192	2	1	1	0	0	0	0	0	0	1	0	400	100	2
IT_COM_CUP_01___	696	0	8192	2	1	1	0	0	0	0	1	0	0	0	400	100	2
IT_COM_CUP_02___	695	0	8192	2	1	1	0	0	0	0	2	0	0	0	400	100	2
IT_COM_CUP_03___	694	0	8192	2	1	1	0	0	0	0	3	0	0	0	400	100	2
IT_COM_CUP_04___	686	0	8192	2	1	1	0	0	0	0	0	0	2	0	400	100	2
IT_COM_WAND_01__	693	0	8192	2	1	1	0	0	0	1	0	0	0	0	400	100	2
IT_COM_WAND_02__	692	0	8192	2	1	1	0	0	0	2	0	0	0	0	400	100	2
IT_COM_WAND_03__	691	0	8192	2	1	1	0	0	0	3	0	0	0	0	400	100	2
IT_COM_WAND_04__	685	0	8192	2	1	1	0	0	0	0	0	0	3	0	400	100	2
IT_COM_COIN_01__	690	0	8192	2	1	1	0	0	0	0	0	1	0	0	400	100	2
IT_COM_COIN_02__	689	0	8192	2	1	1	0	0	0	0	0	2	0	0	400	100	2
IT_COM_COIN_03__	688	0	8192	2	1	1	0	0	0	0	0	3	0	0	400	100	2
IT_COM_COIN_04__	684	0	8192	2	1	1	0	0	1	1	1	1	1	0	400	100	2
IT_COM_GIFT_01__	199	0	8192	16	1	1	0	0	0	0	0	0	0	0	2000	500	0
IT_COM_GIFT_02__	198	0	8192	16	1	1	0	0	0	0	0	0	0	0	2000	500	0
IT_COM_GIFT_03__	197	0	8192	16	1	1	0	0	0	0	0	0	0	0	2000	500	0
IT_COM_GIFT_04__	196	0	8192	16	1	1	0	0	0	0	0	0	0	0	2000	500	0
IT_COM_GIFT_05__	195	0	8192	16	1	1	0	0	0	0	0	0	0	0	2000	500	0
IT_COM_GIFT_06__	194	0	8192	16	1	1	0	0	0	0	0	0	0	0	2000	500	0
IT_COM_GIFT_07__	193	0	8192	16	1	1	0	0	0	0	0	0	0	0	2000	500	0
IT_COM_GIFT_08__	192	0	8192	16	1	1	0	0	0	0	0	0	0	0	2000	500	0
IT_COM_GIFT_09__	191	0	8192	16	1	1	0	0	0	0	0	0	0	0	2000	500	0
IT_COM_GIFT_10__	190	0	8192	16	1	1	0	0	0	0	0	0	0	0	2000	500	0
IT_COM_GIFT_11__	189	0	8192	16	1	1	0	0	0	0	0	0	0	0	2000	500	0
IT_COM_GIFT_12__	188	0	8192	16	1	1	0	0	0	0	0	0	0	0	2000	500	0
IT_COM_GIFT_13__	187	0	8192	16	1	1	0	0	0	0	0	0	0	0	2000	500	0
IT_COM_GIFT_14__	186	0	8192	16	1	1	0	0	0	0	0	0	0	0	2000	500	0
IT_COM_GIFT_15__	185	0	8192	16	1	1	0	0	0	0	0	0	0	0	2000	500	0
IT_COM_GIFT_16__	184	0	8192	16	1	1	0	0	0	0	0	0	0	0	2000	500	0
IT_COM_GIFT_17__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IT_COM_GIFT_18__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IT_COM_GIFT_19__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IT_COM_GIFT_20__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IT_COM_GIFT_21__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IT_COM_GIFT_22__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IT_COM_GIFT_23__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IT_COM_GIFT_24__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IT_COM_GIFT_25__	175	0	8192	16	1	1	0	0	0	0	0	0	0	0	250	60	2
IT_COM_GIFT_26__	174	0	8192	16	1	1	0	0	0	0	0	0	0	0	5000	1250	0
IT_COM_GIFT_27__	173	0	8192	16	1	1	0	0	0	0	0	0	0	0	2000	500	0
IT_COM_GIFT_28__	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2000	500	0
IT_COM_GIFT_29__	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1500	380	0
IT_COM_COOK_01__	942	942	8192	6	1	1	0	0	0	0	0	0	0	609	1000	250	2
IT_COM_COOK_02__	938	938	8192	6	1	1	0	0	0	0	0	0	0	664	1000	250	2
IT_COM_COOK_03__	395	495	8192	4	1	1	0	0	0	0	0	0	0	185	1000	250	2
IT_COM_COOK_04__	367	467	8192	4	1	1	0	0	0	0	0	0	0	188	1000	250	2
IT_COM_COOK_05__	889	889	8192	6	1	1	0	0	0	0	0	0	0	613	1000	250	2
IT_COM_COOK_06__	887	887	8192	6	1	1	0	0	0	0	0	0	0	603	1000	250	2
IT_COM_COOK_07__	984	980	8192	6	1	1	0	0	0	0	0	0	0	663	1000	250	2
IT_COM_COOK_08__	981	977	8192	6	1	1	0	0	0	0	0	0	0	601	1000	250	2
IT_COM_COOK_09__	979	975	8192	6	1	1	0	0	0	0	0	0	0	601	1000	250	2
IT_COM_COOK_10__	936	936	8192	6	1	1	0	0	0	0	0	0	0	602	1000	250	2
IT_COM_COOK_11__	982	978	8192	6	1	1	0	0	0	0	0	0	0	601	1000	250	2
IT_COM_COOK_12__	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_COOK_13__	0	0	0	0	1	1	0	0	0	0	0	0	0	0	800	200	0
IT_COM_COOK_14__	0	0	0	0	1	1	0	0	0	0	0	0	0	0	5000	1250	0
IT_COM_COOK_15__	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_COOK_16__	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_COOK_17__	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_COOK_18__	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_GEM_TRAFU	319	399	8192	4	1	1	0	0	0	0	0	0	0	621	1000	250	0
IT_COM_MAHANKYO_	325	425	8192	4	1	1	0	0	0	0	0	0	0	216	3000	750	0
IT_COM_BTHANKYO_	329	429	8192	4	1	1	0	0	0	0	0	0	0	215	3000	750	0
IT_COM_GEM_DEKAJ	349	449	8192	4	1	1	0	0	0	0	0	0	0	200	2000	500	0
IT_COM_GEM_DEKND	348	448	8192	4	1	1	0	0	0	0	0	0	0	201	2000	500	0
IT_COM_HOMUNCULS	309	397	8192	4	1	1	0	0	0	0	0	0	0	638	8000	2000	0
IT_COM_TASOGARE_	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IT_COM_GEM_AGIRA	499	599	1048576	4	1	1	0	0	0	0	0	0	0	622	1000	250	0
IT_COM_GEM_MAHAG	497	597	1048576	4	1	1	0	0	0	0	0	0	0	623	1000	250	0
IT_COM_GEM_BUFUR	489	589	1048576	4	1	1	0	0	0	0	0	0	0	624	1000	250	0
IT_COM_GEM_MAHBU	487	587	1048576	4	1	1	0	0	0	0	0	0	0	625	1000	250	0
IT_COM_GEM_JIONG	479	579	1048576	4	1	1	0	0	0	0	0	0	0	626	1000	250	0
IT_COM_GEM_MAHJI	477	577	1048576	4	1	1	0	0	0	0	0	0	0	627	1000	250	0
IT_COM_GEM_GALRA	469	569	1048576	4	1	1	0	0	0	0	0	0	0	628	1000	250	0
IT_COM_GEM_MAHGA	467	567	1048576	4	1	1	0	0	0	0	0	0	0	629	1000	250	0
IT_COM_GEM_MEGID	439	539	1048576	4	1	1	0	0	0	0	0	0	0	630	1000	250	0
IT_COM_GEM_MGDRO	438	538	1048576	4	1	1	0	0	0	0	0	0	0	631	1000	250	0
IT_COM_SOKUSI_01	459	559	1048576	4	1	1	0	0	0	0	0	0	0	632	1200	300	0
IT_COM_SOKUSI_02	449	549	1048576	4	1	1	0	0	0	0	0	0	0	633	1200	300	0
IT_COM_TARUKA_01	397	497	8192	4	1	1	0	0	0	0	0	0	0	185	2000	500	0
IT_COM_SUKUKA_01	377	477	8192	4	1	1	0	0	0	0	0	0	0	187	2000	500	0
IT_COM_RAKUKA_01	387	487	8192	4	1	1	0	0	0	0	0	0	0	186	2000	500	0
IT_COM_MOUKAMAGA	498	598	1048576	4	1	1	0	0	0	0	0	0	0	634	1600	400	0
IT_COM_GOKANMAGA	488	588	1048576	4	1	1	0	0	0	0	0	0	0	635	1600	400	0
IT_COM_BNRAIMAGA	478	578	1048576	4	1	1	0	0	0	0	0	0	0	636	1600	400	0
IT_COM_BOUHUMAGA	468	568	1048576	4	1	1	0	0	0	0	0	0	0	637	1600	400	0
IT_COM_VEGET_00A	993	993	8192	6	1	1	0	0	0	0	0	0	0	605	2000	500	2
IT_COM_VEGET_00B	989	988	8192	6	1	1	0	0	0	0	0	0	0	661	2000	500	2
IT_COM_VEGET_00C	996	996	8192	6	1	1	0	0	0	0	0	0	0	600	2000	500	2
IT_COM_VEGET_00D	947	947	8192	6	1	1	0	0	0	0	0	0	0	642	2000	500	2
IT_COM_VEGET_00E	985	981	8192	6	1	1	0	0	0	0	0	0	0	663	2000	500	2
IT_COM_VEGET_01A	399	499	8192	4	1	1	0	0	0	0	0	0	0	180	2000	500	2
IT_COM_VEGET_01B	379	479	8192	4	1	1	0	0	0	0	0	0	0	182	2000	500	2
IT_COM_VEGET_01C	389	489	8192	4	1	1	0	0	0	0	0	0	0	181	2000	500	2
IT_COM_VEGET_01D	396	496	8192	4	1	1	0	0	0	0	0	0	0	185	2000	500	2
IT_COM_VEGET_01E	368	468	8192	4	1	1	0	0	0	0	0	0	0	188	2000	500	2
IT_COM_VEGET_02A	537	637	8192	4	1	1	0	0	0	0	0	0	0	172	2000	500	2
IT_COM_VEGET_02B	553	653	8192	4	1	1	0	0	0	0	0	0	0	171	2000	500	2
IT_COM_VEGET_02C	557	657	8192	4	1	1	0	0	0	0	0	0	0	170	2000	500	2
IT_COM_VEGET_02D	533	633	8192	4	1	1	0	0	0	0	0	0	0	173	2000	500	2
IT_COM_VEGET_02E	518	618	8192	4	1	1	0	0	0	0	0	0	0	177	2000	500	2
IT_COM_VEGET_03A	895	895	8192	6	1	1	0	0	0	0	0	0	0	666	2000	500	2
IT_COM_VEGET_03B	893	893	8192	6	1	1	0	0	0	0	0	0	0	612	2000	500	2
IT_COM_VEGET_03C	897	897	8192	6	1	1	0	0	0	0	0	0	0	644	2000	500	2
IT_COM_VEGET_03D	848	848	8192	6	1	1	0	0	0	0	0	0	0	667	2000	500	2
IT_COM_VEGET_03E	890	890	8192	6	1	1	0	0	0	0	0	0	0	613	2000	500	2
IT_COM_VEGET_04A	837	798	8192	6	1	1	0	0	0	0	0	0	0	668	2000	500	2
IT_COM_VEGET_04B	836	797	8192	6	1	1	0	0	0	0	0	0	0	669	2000	500	2
IT_COM_VEGET_04C	838	799	8192	6	1	1	0	0	0	0	0	0	0	670	2000	500	2
IT_COM_VEGET_04D	818	749	8192	6	1	1	0	0	0	0	0	0	0	671	2000	500	2
IT_COM_VEGET_04E	819	796	8192	6	1	1	0	0	0	0	0	0	0	672	2000	500	2
IT_COM_VEGET_05A	339	439	8192	4	1	1	0	0	0	0	0	0	0	205	2000	500	2
IT_COM_VEGET_05B	338	438	8192	4	1	1	0	0	0	0	0	0	0	206	2000	500	2
IT_COM_VEGET_05C	328	428	8192	4	1	1	0	0	0	0	0	0	0	215	2000	500	2
IT_COM_VEGET_05D	324	424	8192	4	1	1	0	0	0	0	0	0	0	216	2000	500	2
IT_COM_VEGET_05E	595	695	8192	4	1	1	0	0	0	0	0	0	0	166	2000	500	2
IT_COM_VEGET_06A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IT_COM_VEGET_06B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IT_COM_VEGET_06C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IT_COM_VEGET_06D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IT_COM_VEGET_06E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IT_COM_VEGET_07A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IT_COM_VEGET_07B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IT_COM_VEGET_07C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IT_COM_VEGET_07D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IT_COM_VEGET_07E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IT_COM_VEGET_08A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IT_COM_VEGET_08B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IT_COM_VEGET_08C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IT_COM_VEGET_08D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IT_COM_VEGET_08E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IT_COM_VEGET_09A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IT_COM_VEGET_09B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IT_COM_VEGET_09C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IT_COM_VEGET_09D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IT_COM_VEGET_09E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IT_COM_GEM_KOUGA	458	558	1048576	4	1	1	0	0	0	0	0	0	0	645	1000	250	0
IT_COM_GEM_MAHAK	456	556	1048576	4	1	1	0	0	0	0	0	0	0	646	1000	250	0
IT_COM_GEM_EIGA_	448	548	1048576	4	1	1	0	0	0	0	0	0	0	647	1000	250	0
IT_COM_GEM_MAHAE	446	546	1048576	4	1	1	0	0	0	0	0	0	0	648	1000	250	0
IT_COM_SEITEMAGA	457	557	1048576	4	1	1	0	0	0	0	0	0	0	649	1600	400	0
IT_COM_ONNENMAGA	447	547	1048576	4	1	1	0	0	0	0	0	0	0	650	1600	400	0
IT_COM_ZOUKYOU__	369	469	8192	4	1	1	0	0	0	0	0	0	0	188	6000	1500	0
IT_COM_ZYAKUTAI_	356	456	8192	4	1	1	0	0	0	0	0	0	0	198	6000	1500	0
IT_COM_M_TARND__	359	459	8192	4	1	1	0	0	0	0	0	0	0	195	2000	500	0
IT_COM_M_RAKND__	358	458	8192	4	1	1	0	0	0	0	0	0	0	196	2000	500	0
IT_COM_M_SKUND__	357	457	8192	4	1	1	0	0	0	0	0	0	0	197	2000	500	0
IT_COM_G_LIGHT__	455	555	1048576	4	1	1	0	0	0	0	0	0	0	646	1000	250	0
IT_COM_R_SPRAY__	486	586	1048576	4	1	1	0	0	0	0	0	0	0	625	1000	250	0
IT_COM_CORN_TETR	327	427	8192	4	1	1	0	0	0	0	0	0	0	215	5000	1250	0
IT_COM_CORN_MAKA	323	423	8192	4	1	1	0	0	0	0	0	0	0	216	5000	1250	0
IT_COM_DORON_DAM	318	398	8192	4	1	1	0	0	0	0	0	0	0	621	1000	250	0
IT_COM_Y_COOKIE_	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IT_COM_ID_0x0FF	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x100	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x101	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x102	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x103	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x104	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x105	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x106	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x107	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x108	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x109	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x10A	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x10B	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x10C	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x10D	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x10E	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x10F	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_ID_0x110	0	0	0	0	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_SEED_00_	299	0	8192	8	1	1	0	0	0	0	0	0	0	0	400	100	0
IT_COM_SEED_01_	298	0	8192	8	1	1	0	0	0	0	0	0	0	0	700	180	0
IT_COM_SEED_02_	297	0	8192	8	1	1	0	0	0	0	0	0	0	0	900	230	0
IT_COM_SEED_03_	296	0	8192	8	1	1	0	0	0	0	0	0	0	0	1200	300	0
