ItemDef	SortNum	WeaponType	EquipID	AttrID	Rarity	Tier	Attack	Accuracy	Strength	Magic	Endurance	Agility	Luck	SkillID	Price	SellPrice	GetFLG	ModelID	Flags
IT_WEA_SWORD_33_	1410	2	2	0	11	2	282	95	0	0	0	0	0	0	39800	9950	0	15	0
IT_WEA_SWORD_34_	1345	2	2	0	11	2	269	95	0	0	0	0	0	35	35900	8980	0	14	0
IT_WEA_SWORD_35_	625	2	2	0	11	2	125	90	0	0	0	0	0	37	400	100	2	15	0
IT_WEA_BOW_01___	150	4	4	2	5	2	30	98	0	0	0	0	0	0	2000	500	0	24	0
IT_WEA_BOW_02___	240	4	4	2	5	2	48	98	0	0	0	0	0	0	3000	750	0	22	0
IT_WEA_BOW_03___	325	4	4	2	1	1	65	98	0	0	0	0	0	19	5700	1430	0	22	0
IT_WEA_BOW_04___	400	4	4	2	1	1	80	98	0	0	0	0	0	0	6800	1700	0	24	0
IT_WEA_BOW_05___	175	4	4	2	5	2	35	98	0	1	0	0	0	0	2400	600	0	21	0
IT_WEA_BOW_06___	575	4	4	2	1	1	115	98	0	0	0	0	0	2	9750	2440	0	21	0
IT_WEA_BOW_07___	445	4	4	2	1	1	89	98	0	0	0	0	0	88	7700	1930	0	22	0
IT_WEA_BOW_08___	850	4	4	2	1	1	170	88	0	0	0	0	0	30	19300	4830	0	24	0
IT_WEA_BOW_09___	500	4	4	2	1	1	100	88	0	0	0	0	0	33	400	100	0	26	0
IT_WEA_BOW_10___	645	4	4	2	1	1	129	98	0	0	0	0	0	0	11900	2980	0	21	0
IT_WEA_BOW_11___	295	4	4	2	1	1	59	92	0	0	0	0	0	35	5000	1250	0	22	0
IT_WEA_BOW_12___	570	4	4	2	1	1	114	92	0	0	0	0	0	26	9000	2250	0	21	0
IT_WEA_BOW_13___	785	4	4	2	1	1	157	98	0	0	0	0	0	0	16800	4200	0	24	0
IT_WEA_BOW_14___	825	4	4	2	1	1	165	98	0	0	0	3	0	0	14100	3530	0	24	0
IT_WEA_BOW_15___	895	4	4	2	1	1	179	98	0	0	0	0	0	0	20800	5200	0	23	0
IT_WEA_BOW_16___	970	4	4	2	1	1	194	98	0	4	0	0	0	0	18100	4530	0	24	0
IT_WEA_BOW_17___	1075	4	4	2	1	1	215	98	0	0	0	0	0	0	26100	6530	0	21	0
IT_WEA_BOW_18___	1135	4	4	2	1	1	227	98	2	2	2	2	2	0	22200	5550	0	24	0
IT_WEA_BOW_19___	1210	4	4	2	1	1	242	98	0	0	0	0	0	0	31500	7880	0	21	0
IT_WEA_BOW_20___	1280	4	4	2	1	1	256	98	0	0	5	0	0	0	27900	6980	0	24	0
IT_WEA_BOW_21___	1515	4	4	2	1	1	303	98	0	0	0	0	0	0	41900	10480	0	25	0
IT_WEA_BOW_22___	1610	4	4	2	1	1	322	98	5	5	5	5	5	0	37700	9430	0	24	0
IT_WEA_BOW_23___	1570	4	4	2	1	1	314	88	0	0	0	0	0	18	48000	12000	0	25	0
IT_WEA_BOW_24___	1850	4	4	8	1	1	370	98	0	0	0	0	0	39	58600	14650	0	27	0
IT_WEA_BOW_25___	2000	4	4	2	1	1	400	98	0	0	0	0	0	251	68000	17000	0	28	0
IT_WEA_BOW_26___	675	4	4	2	1	1	135	88	0	0	0	0	0	42	13200	3300	0	24	0
IT_WEA_BOW_27___	0	4	4	2	1	1	135	88	0	0	0	0	0	0	400	100	2	22	0
IT_WEA_BOW_28___	0	4	4	2	1	1	135	88	0	0	0	0	0	0	400	100	2	20	0
IT_WEA_BOW_29___	1365	4	4	2	1	1	273	98	0	0	0	0	0	0	36300	9080	0	21	0
IT_WEA_BOW_30___	1435	4	4	2	1	1	287	98	3	3	3	3	3	0	32500	8130	0	24	0
IT_WEA_BOW_31___	1300	4	4	2	1	1	260	98	0	5	0	0	0	0	34000	8500	2	23	0
IT_WEA_BOW_32___	1125	4	4	2	1	1	225	99	0	0	0	0	0	75	27000	6750	0	23	0
IT_WEA_BOW_33___	600	4	4	6	1	1	120	88	0	0	0	0	0	0	38400	9600	0	21	0
IT_WEA_BOW_34___	0	4	4	2	1	1	130	99	0	0	0	0	0	0	400	100	2	22	0
IT_WEA_BOW_35___	1300	4	4	2	1	1	260	88	0	0	0	0	0	38	35400	8850	0	25	0
IT_WEA_LSOWRD_01	225	8	8	0	1	1	45	92	0	0	0	0	0	0	2400	600	0	34	0
IT_WEA_LSOWRD_02	335	8	8	0	1	1	67	92	0	0	0	0	0	0	3500	880	0	32	0
IT_WEA_LSOWRD_03	270	8	8	0	1	1	54	92	0	0	1	0	0	0	3000	750	0	31	0
IT_WEA_LSOWRD_04	475	8	8	0	1	1	95	92	0	0	0	0	0	0	8000	2000	0	31	0
IT_WEA_LSOWRD_05	380	8	8	0	1	1	76	92	0	0	0	0	0	16	6500	1630	0	34	0
IT_WEA_LSOWRD_06	890	8	8	0	1	1	178	92	0	0	3	0	0	0	16300	4080	0	31	0
IT_WEA_LSOWRD_07	515	8	8	0	1	1	103	92	0	0	0	0	2	0	9000	2250	0	34	0
IT_WEA_LSOWRD_08	0	8	8	0	1	1	100	92	0	0	0	0	0	0	400	100	2	34	0
IT_WEA_LSOWRD_09	600	8	8	0	1	1	120	85	0	0	0	0	0	24	400	100	0	36	0
IT_WEA_LSOWRD_10	710	8	8	0	1	1	142	92	0	0	0	0	0	0	14150	3540	0	32	0
IT_WEA_LSOWRD_11	630	8	8	0	1	1	126	92	0	0	0	3	0	0	12000	3000	0	31	0
IT_WEA_LSOWRD_12	855	8	8	0	1	1	171	92	0	0	0	0	0	0	19700	4930	0	34	0
IT_WEA_LSOWRD_13	0	8	8	0	1	1	100	92	0	0	0	0	0	0	400	100	2	34	0
IT_WEA_LSOWRD_14	970	8	8	0	1	1	194	92	0	0	0	0	0	0	24150	6040	0	31	0
IT_WEA_LSOWRD_15	1175	8	8	0	1	1	235	92	0	0	0	0	0	74	33900	8480	0	35	0
IT_WEA_LSOWRD_16	1155	8	8	0	1	1	231	92	0	0	0	0	0	0	28900	7230	0	35	0
IT_WEA_LSOWRD_17	1205	8	8	0	1	1	241	92	2	2	2	2	2	0	25700	6430	0	31	0
IT_WEA_LSOWRD_18	1325	8	8	0	1	1	265	92	0	0	0	0	0	0	36100	9030	0	33	0
IT_WEA_LSOWRD_19	1365	8	8	0	1	1	273	92	5	0	0	0	0	0	30700	7680	0	31	0
IT_WEA_LSOWRD_20	1640	8	8	0	1	1	328	92	0	0	0	0	0	0	48800	12200	0	35	0
IT_WEA_LSOWRD_21	1700	8	8	0	1	1	340	92	5	5	5	5	5	0	44000	11000	0	31	0
IT_WEA_LSOWRD_22	1040	8	8	0	1	1	208	92	0	0	0	0	4	0	22700	5680	0	31	0
IT_WEA_LSOWRD_23	1975	8	8	0	1	1	395	92	0	0	0	7	0	234	57300	14330	0	38	0
IT_WEA_LSOWRD_24	1500	8	8	3	1	1	300	90	0	0	0	0	0	46	43100	10780	0	37	0
IT_WEA_LSOWRD_25	2200	8	8	0	1	1	440	92	5	5	5	5	5	204	71000	17750	0	39	0
IT_WEA_LSOWRD_26	0	8	8	0	1	1	100	92	0	0	0	0	0	0	400	100	2	31	0
IT_WEA_LSOWRD_27	640	8	8	0	1	1	128	90	0	0	0	0	0	233	13200	3300	0	32	0
IT_WEA_LSOWRD_28	0	8	8	0	1	1	100	92	0	0	0	0	0	0	400	100	2	32	0
IT_WEA_LSOWRD_29	535	8	8	0	1	1	107	95	0	0	0	0	0	40	400	100	2	34	0
IT_WEA_LSOWRD_30	1501	8	8	0	1	1	300	92	0	0	0	0	0	43	42000	10500	0	35	0
IT_WEA_LSOWRD_31	1440	8	8	0	1	1	288	92	0	0	0	0	0	0	42300	10580	0	33	0
IT_WEA_LSOWRD_32	1495	8	8	0	1	1	299	92	3	3	3	3	3	0	37800	9450	0	31	0
IT_WEA_LSOWRD_33	450	8	8	3	1	1	90	90	0	0	0	0	0	0	20500	5130	0	31	0
IT_WEA_LSOWRD_34	1350	8	8	0	1	1	270	92	0	0	0	0	0	42	37200	9300	0	35	0
IT_WEA_LSOWRD_35	0	8	8	0	1	1	100	92	0	0	0	0	0	0	400	100	2	31	0
IT_WEA_KNUCKL_01	255	16	16	1	1	1	51	97	0	0	0	0	0	0	4000	1000	0	42	0
IT_WEA_KNUCKL_02	415	16	16	1	1	1	83	97	0	0	0	0	0	0	7200	1800	0	44	0
IT_WEA_KNUCKL_03	335	16	16	1	1	1	67	97	0	0	0	0	0	22	5850	1460	0	42	0
IT_WEA_KNUCKL_04	999	16	16	1	1	1	200	97	0	0	0	0	0	204	24600	6150	0	42	0
IT_WEA_KNUCKL_05	470	16	16	1	1	1	94	97	0	0	0	0	0	1	8300	2080	0	44	0
IT_WEA_KNUCKL_06	860	16	16	1	1	1	172	97	0	0	0	0	0	200	20000	5000	0	42	0
IT_WEA_KNUCKL_07	725	16	16	1	1	1	145	85	0	0	0	0	0	30	3200	800	0	46	0
IT_WEA_KNUCKL_08	660	16	16	1	1	1	132	97	0	0	0	0	0	0	12500	3130	2	41	0
IT_WEA_KNUCKL_09	590	16	16	1	1	1	118	97	0	0	0	0	0	60	10250	2560	0	42	0
IT_WEA_KNUCKL_10	625	16	16	1	1	1	125	93	0	0	0	0	0	44	11000	2750	0	41	0
IT_WEA_KNUCKL_11	800	16	16	1	1	1	160	97	0	0	0	0	0	0	17400	4350	0	45	0
IT_WEA_KNUCKL_12	840	16	16	1	1	1	168	97	0	3	0	0	0	0	14600	3650	0	41	0
IT_WEA_KNUCKL_13	920	16	16	1	1	1	184	97	0	0	0	0	0	0	21450	5360	0	41	0
IT_WEA_KNUCKL_14	1000	16	16	1	1	1	200	97	4	0	0	0	0	0	18000	4500	0	41	0
IT_WEA_KNUCKL_15	1105	16	16	1	1	1	221	97	0	0	0	0	0	0	26500	6630	0	41	0
IT_WEA_KNUCKL_16	1170	16	16	1	1	1	234	97	2	2	2	2	2	0	23200	5800	0	41	0
IT_WEA_KNUCKL_17	1235	16	16	1	1	1	247	97	0	0	0	0	0	0	31900	7980	0	43	0
IT_WEA_KNUCKL_18	1305	16	16	1	1	1	261	97	0	0	0	5	0	0	27900	6980	0	41	0
IT_WEA_KNUCKL_19	1550	16	16	1	1	1	310	97	0	0	0	0	0	0	43100	10780	0	43	0
IT_WEA_KNUCKL_20	1655	16	16	1	1	1	331	97	5	5	5	5	5	0	38600	9650	0	41	0
IT_WEA_KNUCKL_21	1500	16	16	1	1	1	300	97	0	0	0	0	0	187	53200	13300	0	41	0
IT_WEA_KNUCKL_22	1750	16	16	4	1	1	350	97	0	0	0	0	7	15	65400	16350	0	47	0
IT_WEA_KNUCKL_23	2050	16	16	1	1	1	410	97	0	0	0	0	0	252	15900	3980	0	48	0
IT_WEA_KNUCKL_24	750	16	16	1	1	1	150	93	0	0	0	0	0	232	9800	2450	0	44	0
IT_WEA_KNUCKL_25	0	16	16	1	1	1	100	93	0	0	0	0	0	0	400	100	2	42	0
IT_WEA_KNUCKL_26	0	16	16	1	1	1	100	93	0	0	0	0	0	0	400	100	2	40	0
IT_WEA_KNUCKL_27	1395	16	16	1	1	1	279	97	0	0	0	0	0	0	37000	9250	0	41	0
IT_WEA_KNUCKL_28	1475	16	16	1	1	1	295	97	3	3	3	3	3	0	33200	8300	0	41	0
IT_WEA_KNUCKL_29	1065	16	16	1	1	1	213	97	0	0	0	0	0	118	25000	6250	0	41	0
IT_WEA_KNUCKL_30	600	16	16	5	1	1	120	80	0	0	0	0	0	0	17600	4400	0	41	0
IT_WEA_KNUCKL_31	1350	16	16	1	1	1	270	85	0	0	0	0	0	39	40000	10000	0	46	0
IT_WEA_KNUCKL_32	0	0	1	65535	1	1	100	93	0	0	0	0	0	0	400	100	2	0	0
IT_WEA_KNUCKL_33	0	0	1	65535	1	1	100	93	0	0	0	0	0	0	400	100	2	0	0
IT_WEA_KNUCKL_34	0	0	1	65535	1	1	100	93	0	0	0	0	0	0	400	100	2	0	0
IT_WEA_KNUCKL_35	0	0	1	65535	1	1	100	93	0	0	0	0	0	0	400	100	2	0	0
IT_WEA_RAPIER_01	575	32	32	0	1	1	115	95	0	0	0	0	0	0	400	100	2	50	0
IT_WEA_RAPIER_02	480	32	32	0	1	1	96	95	0	0	0	2	0	0	8000	2000	0	54	0
IT_WEA_RAPIER_03	785	32	32	0	1	1	157	95	0	0	0	0	0	75	17800	4450	0	52	0
IT_WEA_RAPIER_04	0	32	32	0	1	1	100	95	0	0	0	0	0	0	400	100	2	54	0
IT_WEA_RAPIER_05	499	32	32	9	1	1	100	85	0	0	0	0	0	0	12000	3000	0	51	0
IT_WEA_RAPIER_06	1000	32	32	0	1	1	200	95	0	0	4	0	0	0	19600	4900	0	51	0
IT_WEA_RAPIER_07	670	32	32	0	1	1	134	95	0	0	0	0	0	0	13000	3250	0	54	0
IT_WEA_RAPIER_08	600	32	32	0	1	1	120	95	0	0	0	0	0	35	10600	2650	0	52	0
IT_WEA_RAPIER_09	815	32	32	0	1	1	163	95	0	0	0	0	0	0	18000	4500	0	52	0
IT_WEA_RAPIER_10	850	32	32	0	1	1	170	95	0	0	0	0	3	0	14950	3740	0	51	0
IT_WEA_RAPIER_11	925	32	32	0	1	1	185	95	0	0	0	0	0	0	23250	5810	0	55	0
IT_WEA_RAPIER_12	1440	32	32	0	1	1	288	95	3	3	3	3	3	0	34550	8640	0	51	0
IT_WEA_RAPIER_13	1100	32	32	0	1	1	220	95	0	0	0	0	0	0	27900	6980	0	51	0
IT_WEA_RAPIER_14	1155	32	32	0	1	1	231	95	2	2	2	2	2	0	25100	6280	0	51	0
IT_WEA_RAPIER_15	1310	32	32	0	1	1	262	95	0	5	0	0	0	0	29400	7350	0	51	0
IT_WEA_RAPIER_16	1270	32	32	0	1	1	254	95	0	0	0	0	0	0	33100	8280	0	53	0
IT_WEA_RAPIER_17	1550	32	32	0	1	1	310	95	0	0	0	0	0	0	44850	11210	0	51	0
IT_WEA_RAPIER_18	1350	32	32	0	1	1	270	95	0	0	0	5	0	47	36400	9100	0	55	0
IT_WEA_RAPIER_19	1450	32	32	0	1	1	290	95	0	0	0	0	0	73	40000	10000	0	55	0
IT_WEA_RAPIER_20	2125	32	32	0	1	1	425	95	5	5	5	5	5	254	67900	16980	0	56	0
IT_WEA_RAPIER_21	1885	32	32	4	1	1	377	95	0	5	0	0	0	190	52500	13130	0	57	0
IT_WEA_RAPIER_22	750	32	32	0	1	1	150	85	0	0	0	0	0	14	16500	4130	0	51	0
IT_WEA_RAPIER_23	0	0	1	65535	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0
IT_WEA_RAPIER_24	0	0	1	65535	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0
IT_WEA_RAPIER_25	0	0	1	65535	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0
IT_WEA_RAPIER_26	0	0	1	65535	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0
IT_WEA_RAPIER_27	0	0	1	65535	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0
IT_WEA_RAPIER_28	700	32	32	0	1	1	140	95	0	0	0	0	0	206	14800	3700	0	51	0
IT_WEA_RAPIER_29	1385	32	32	0	1	1	277	95	0	0	0	0	0	0	38800	9700	0	55	0
IT_WEA_RAPIER_30	1640	32	32	0	1	1	328	95	5	5	5	5	5	0	40200	10050	0	51	0
IT_WEA_RAPIER_31	1155	32	32	0	1	1	231	95	0	0	0	0	0	9	28600	7150	2	51	0
IT_WEA_RAPIER_32	0	0	1	65535	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0
IT_WEA_RAPIER_33	500	32	32	9	1	1	100	85	0	0	0	0	0	35	21000	5250	0	55	0
IT_WEA_RAPIER_34	0	0	1	65535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IT_WEA_RAPIER_35	0	0	1	65535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IT_WEA_ARMAS_01_	550	64	128	2	1	1	110	93	0	0	0	0	0	0	10000	2500	0	326	1
IT_WEA_ARMAS_02_	725	64	128	2	1	1	145	93	0	0	0	0	0	0	14500	3630	0	326	1
IT_WEA_ARMAS_03_	625	64	128	2	1	1	125	93	0	0	0	0	0	40	11750	2940	0	586	4
IT_WEA_ARMAS_04_	850	64	128	2	1	1	170	93	0	0	0	0	0	0	20000	5000	0	584	2
IT_WEA_ARMAS_05_	885	64	128	2	1	1	177	93	3	0	0	0	0	0	16500	4130	0	586	4
IT_WEA_ARMAS_06_	980	64	128	2	1	1	196	93	0	0	0	0	0	0	24600	6150	0	586	4
IT_WEA_ARMAS_07_	1050	64	128	2	1	1	210	93	0	0	0	4	0	0	22000	5500	0	586	4
IT_WEA_ARMAS_08_	1165	64	128	2	1	1	233	93	0	0	0	0	0	0	31000	7750	0	587	4
IT_WEA_ARMAS_09_	1215	64	128	2	1	1	243	93	2	2	2	2	2	0	26700	6680	0	586	4
IT_WEA_ARMAS_10_	1000	64	128	2	1	1	200	85	0	0	0	0	0	21	25200	6300	0	588	4
IT_WEA_ARMAS_11_	1335	64	128	2	1	1	267	93	0	0	0	0	0	0	37300	9330	0	585	2
IT_WEA_ARMAS_12_	1390	64	128	2	1	1	278	93	0	0	0	0	5	0	32700	8180	0	586	4
IT_WEA_ARMAS_13_	1810	64	128	2	1	1	362	93	5	5	5	5	5	0	45200	11300	0	586	4
IT_WEA_ARMAS_14_	1675	64	128	2	1	1	335	93	0	0	0	0	0	0	50500	12630	0	585	2
IT_WEA_ARMAS_15_	1725	64	128	2	1	1	345	93	0	0	0	0	0	45	53100	13280	0	587	4
IT_WEA_ARMAS_16_	2250	64	128	2	1	1	450	93	5	5	5	5	5	202	73000	18250	0	589	2
IT_WEA_ARMAS_17_	885	64	128	2	1	1	177	90	0	0	0	0	0	26	21000	5250	2	587	4
IT_WEA_ARMAS_18_	1475	64	128	2	1	1	295	93	0	0	0	0	0	0	43650	10910	0	585	2
IT_WEA_ARMAS_19_	1525	64	128	2	1	1	305	93	3	3	3	3	3	0	38800	9700	0	586	4
IT_WEA_ARMAS_20_	1150	64	128	2	1	1	230	90	0	0	0	0	0	233	28700	7180	0	585	2
IT_WEA_ARMAS_21_	2000	64	128	2	1	1	400	93	0	0	0	7	0	234	68100	17030	0	585	2
IT_WEA_ARMAS_22_	851	64	128	2	1	1	170	99	0	0	0	0	0	0	20500	5130	0	584	2
IT_WEA_ARMAS_23_	0	0	1	65535	0	0	0	0	0	0	0	0	0	0	0	0	0	326	0
IT_WEA_ARMAS_24_	0	0	1	65535	0	0	0	0	0	0	0	0	0	0	0	0	0	586	0
IT_WEA_ARMAS_25_	1350	64	128	2	1	1	270	90	0	0	0	0	0	221	38100	9530	0	585	2
IT_WEA_DAGGER_01	625	256	512	0	1	1	125	96	0	0	0	0	0	0	400	100	2	90	0
IT_WEA_DAGGER_02	1250	256	512	0	1	1	250	90	0	0	0	0	0	42	400	100	0	96	0
IT_WEA_DAGGER_03	810	256	512	0	1	1	162	96	0	0	0	0	0	0	17000	4250	0	92	0
IT_WEA_DAGGER_04	730	256	512	0	1	1	146	96	0	0	0	0	3	0	14350	3590	0	91	0
IT_WEA_DAGGER_05	905	256	512	0	1	1	181	96	0	0	0	0	0	0	20850	5210	0	94	0
IT_WEA_DAGGER_06	970	256	512	0	1	1	194	96	0	0	0	0	4	0	18600	4650	0	91	0
IT_WEA_DAGGER_07	1075	256	512	0	1	1	215	96	0	0	0	0	0	0	26150	6540	0	91	0
IT_WEA_DAGGER_08	1130	256	512	0	1	1	226	96	2	2	2	2	2	0	22300	5580	0	91	0
IT_WEA_DAGGER_09	1250	256	512	0	1	1	250	96	0	0	0	0	0	0	31000	7750	0	93	0
IT_WEA_DAGGER_10	1285	256	512	0	1	1	257	96	0	5	0	0	0	0	27800	6950	0	91	0
IT_WEA_DAGGER_11	1360	256	512	0	1	1	272	96	0	0	0	0	0	0	36400	9100	0	95	0
IT_WEA_DAGGER_12	1525	256	512	0	1	1	305	96	0	0	0	0	0	0	42600	10650	0	91	0
IT_WEA_DAGGER_13	1610	256	512	0	1	1	322	96	5	5	5	5	5	0	38100	9530	0	91	0
IT_WEA_DAGGER_14	960	256	512	0	1	1	192	96	0	3	0	0	0	230	21400	5350	0	95	0
IT_WEA_DAGGER_15	2050	256	512	0	1	1	410	96	9	9	9	9	9	171	67400	16850	0	97	0
IT_WEA_DAGGER_16	1200	256	512	0	1	1	240	96	0	0	0	5	0	51	29800	7450	0	94	0
IT_WEA_DAGGER_17	0	0	1	65535	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0
IT_WEA_DAGGER_18	0	0	1	65535	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0
IT_WEA_DAGGER_19	825	256	512	0	1	1	165	90	0	3	0	0	0	0	16000	4000	0	91	0
IT_WEA_DAGGER_20	1405	256	512	0	1	1	281	96	3	3	3	3	3	0	32700	8180	0	91	0
IT_WEA_DAGGER_21	1330	256	512	0	1	1	266	90	0	0	0	0	0	169	400	100	2	91	0
IT_WEA_DAGGER_22	1650	256	512	9	1	1	330	96	0	5	0	0	0	194	53200	13300	0	93	0
IT_WEA_DAGGER_23	650	256	512	6	1	1	130	85	0	0	0	0	0	0	21500	5380	0	95	0
IT_WEA_DAGGER_24	925	256	512	0	1	1	185	90	0	0	0	0	0	38	1520	380	0	91	0
IT_WEA_DAGGER_25	1425	256	512	0	1	1	285	96	0	7	0	0	0	51	37200	9300	0	91	0
IT_WEA_SPEAR_01_	650	128	256	2	1	1	130	94	0	0	0	0	0	0	400	100	2	80	0
IT_WEA_SPEAR_02_	1349	128	256	2	1	1	270	94	0	0	0	0	0	73	35400	8850	0	81	0
IT_WEA_SPEAR_03_	845	128	256	2	1	1	169	94	0	0	0	0	0	0	18600	4650	0	84	0
IT_WEA_SPEAR_04_	880	128	256	2	1	1	176	94	0	0	0	3	0	0	15780	3950	0	83	0
IT_WEA_SPEAR_05_	960	128	256	2	1	1	192	94	0	0	0	0	0	0	23000	5750	0	82	0
IT_WEA_SPEAR_06_	1040	128	256	2	1	1	208	94	0	4	0	0	0	0	19700	4930	0	83	0
IT_WEA_SPEAR_07_	850	128	256	2	1	1	170	88	0	0	0	0	0	38	480	120	2	86	0
IT_WEA_SPEAR_08_	1135	128	256	2	1	1	227	94	0	0	0	0	0	0	28500	7130	0	83	0
IT_WEA_SPEAR_09_	1195	128	256	2	1	1	239	94	2	2	2	2	2	0	24300	6080	0	83	0
IT_WEA_SPEAR_10_	999	128	256	2	1	1	200	88	0	0	0	0	0	42	23600	5900	2	83	0
IT_WEA_SPEAR_11_	1300	128	256	2	1	1	260	94	0	0	0	0	0	0	34200	8550	0	85	0
IT_WEA_SPEAR_12_	1350	128	256	2	1	1	270	94	0	0	5	0	0	0	29700	7430	0	83	0
IT_WEA_SPEAR_13_	1595	128	256	2	1	1	319	94	0	0	0	0	0	0	46550	11640	0	83	0
IT_WEA_SPEAR_14_	1700	128	256	2	1	1	340	94	5	5	5	5	5	0	41700	10430	0	83	0
IT_WEA_SPEAR_15_	1650	128	256	2	1	1	330	94	0	0	0	0	0	196	52600	13150	0	83	0
IT_WEA_SPEAR_16_	1000	128	256	8	1	1	200	90	0	0	0	0	0	50	38900	9730	0	87	0
IT_WEA_SPEAR_17_	2000	128	256	5	1	1	400	99	0	5	0	0	0	191	62500	15630	0	88	0
IT_WEA_SPEAR_18_	2200	128	256	2	1	1	440	94	0	0	0	0	0	248	69700	17430	0	89	0
IT_WEA_SPEAR_19_	0	0	1	65535	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0
IT_WEA_SPEAR_20_	0	0	1	65535	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0
IT_WEA_SPEAR_21_	0	0	1	65535	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0
IT_WEA_SPEAR_22_	1425	128	256	2	1	1	285	94	0	0	0	0	0	0	40000	10000	0	81	0
IT_WEA_SPEAR_23_	1490	128	256	2	1	1	298	94	3	3	3	3	3	0	35800	8950	0	83	0
