flags	fieldMajor	fieldMinor	major	minor	areaNo	envID	partMin	partMax	partSelTable	enemyMin	enemyMax	strongEnemyProbability	strongEnemyMax	rareEnemyProbability	rareEnemyMax	repopNormalNormal	repopNormalStrong	repopNormalRare	repopStrongNormal	repopStrongStrong	repopStrongRare	repopRareNormal	repopRareStrong	repopRareRare	reaper	encountPack	strongEncountPack	pinchEncountPack	pinchStrongEncountPack	rareEncountPack	continousEncount1	continousEncount2	doorGroup	doorProbability	returnDevProbability	tboxMin	tboxMax	tboxType	moneyProbability	moneyMin	moneyMax	tboxPack	rareTboxPack	jewelryTboxPack	primFieldTboxPack	medal1TboxPack	medal2TboxPack	medal3TboxPack	medal4TboxPack	medal5TboxPack	medal6TboxPack	doorTboxPack	doorRareTboxPack	doorJewelryTboxPack	doorPrimFieldTboxPack	doorMedal1TboxPack	doorMedal2TboxPack	doorMedal3TboxPack	doorMedal4TboxPack	doorMedal5TboxPack	doorMedal6TboxPack	missingPersonID	missingBuildID	scrFileNo
512	0	0	0	0	1	1	6	7	11	4	5	20	1	5	1	100	0	0	100	0	0	100	0	0	0	360	365	360	365	367	359	359	1	0	0	1	2	78	25	1375	1595	67	412	1101	1201	938	939	804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
512	0	0	0	0	1	1	5	6	10	3	4	100	1	5	1	100	0	0	100	0	0	100	0	0	0	361	365	361	365	367	360	360	1	0	0	1	2	78	25	1375	1595	67	412	1101	1201	938	939	804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
512	0	0	0	0	1	1	6	7	11	5	6	20	1	5	1	100	0	0	100	0	0	100	0	0	0	362	365	362	365	367	361	361	1	0	0	2	3	74	25	1375	1595	67	412	1101	1201	938	939	804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
512	0	0	0	0	1	1	6	7	10	4	5	20	1	5	1	100	0	0	100	0	0	100	0	0	0	363	365	363	365	367	362	362	1	0	0	2	3	74	25	1375	1595	67	412	1101	1201	938	939	804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
512	0	0	0	0	1	1	8	10	12	5	6	40	1	20	1	100	0	0	100	0	0	100	0	0	0	364	365	364	365	367	363	363	1	0	0	3	4	64	25	1375	1595	67	412	1101	1201	938	939	804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
546	402	101	0	0	1	1	0	0	0	0	0	0	0	0	0	100	0	0	100	0	0	100	0	0	0	13	33	13	33	35	12	12	1	0	0	3	4	0	25	275	495	32	406	1100	1201	200	200	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	2	1	5	6	10	3	4	20	1	5	1	100	0	0	100	0	0	100	0	0	0	368	380	368	380	382	368	368	23	80	0	1	2	98	25	1650	2035	79	418	1102	1201	940	941	807	0	0	0	79	617	1102	1201	0	0	0	0	0	0	0	1	0
0	0	0	0	0	2	1	5	6	10	3	4	20	1	5	1	100	0	0	100	0	0	100	0	0	0	369	380	369	380	382	369	369	23	80	0	1	2	98	25	1650	2035	79	418	1102	1201	940	941	807	0	0	0	79	617	1102	1201	0	0	0	0	0	0	0	1	0
0	0	0	0	0	2	1	6	7	10	4	5	20	1	5	1	100	0	0	100	0	0	100	0	0	0	370	380	370	380	382	370	370	23	80	0	2	3	94	25	1650	2035	79	418	1102	1201	940	941	807	0	0	0	79	617	1102	1201	0	0	0	0	0	0	0	1	0
0	0	0	0	0	2	1	5	6	10	3	4	20	1	10	1	100	0	0	100	0	0	100	0	0	0	371	380	371	380	382	371	371	23	80	0	2	3	94	25	1650	2035	79	418	1102	1201	940	941	807	0	0	0	79	617	1102	1201	0	0	0	0	0	0	0	1	0
0	0	0	0	0	2	1	6	7	10	4	5	20	1	5	1	100	0	0	100	0	0	100	0	0	0	372	380	372	380	382	372	372	23	80	0	2	3	84	25	1650	2035	79	418	1102	1201	940	941	807	0	0	0	79	617	1102	1201	0	0	0	0	0	0	0	1	0
0	0	0	0	0	2	1	8	10	12	5	6	20	1	5	1	96	3	1	99	0	1	97	3	0	0	373	380	373	380	382	373	373	23	80	0	3	4	98	25	1650	2035	79	418	1102	1201	940	941	839	0	0	0	79	617	1102	1201	0	0	0	0	0	0	0	1	0
0	0	0	0	0	2	1	8	10	12	5	6	40	1	5	1	100	0	0	100	0	0	100	0	0	0	374	380	374	380	382	374	374	23	80	0	3	4	94	25	1650	2035	79	418	1102	1201	940	941	839	0	0	0	79	617	1102	1201	0	0	0	0	0	0	0	1	0
33	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	100	0	0	100	0	0	100	0	0	0	6	365	6	365	366	6	6	1	0	0	3	4	0	25	495	660	31	412	1103	1201	200	200	200	0	0	0	31	0	1103	1201	0	0	0	0	0	0	0	0	0
9	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	100	0	0	100	0	0	100	0	0	0	7	365	7	365	366	7	7	1	0	0	1	2	0	25	495	660	31	412	1103	1201	200	200	200	0	0	0	31	0	1103	1201	0	0	0	0	0	0	0	0	0
512	0	0	0	0	2	1	5	6	21	3	4	20	1	5	1	100	0	0	100	0	0	100	0	0	0	375	381	375	381	383	375	375	23	80	0	1	2	93	25	1815	2310	80	424	1105	1202	942	943	816	0	0	0	80	617	1105	1202	0	0	0	0	0	0	0	1	0
512	0	0	0	0	2	1	6	7	22	4	5	20	1	5	1	100	0	0	100	0	0	100	0	0	0	376	381	376	381	383	376	376	23	80	0	1	2	93	25	1815	2310	80	424	1105	1202	942	943	816	0	0	0	80	617	1105	1202	0	0	0	0	0	0	0	1	0
512	0	0	0	0	2	1	5	6	21	3	4	100	1	5	1	96	3	1	99	0	1	97	3	0	0	377	381	377	381	383	377	377	23	80	0	2	3	97	25	1815	2310	80	424	1105	1202	942	943	816	0	0	0	80	617	1105	1202	0	0	0	0	0	0	0	1	0
512	0	0	0	0	2	1	8	10	24	5	6	20	1	20	1	100	0	0	100	0	0	100	0	0	0	378	381	378	381	383	378	378	23	80	0	2	3	92	25	1815	2310	80	424	1105	1202	942	943	839	0	0	0	80	617	1105	1202	0	0	0	0	0	0	0	1	0
512	0	0	0	0	2	1	8	10	24	5	6	40	1	5	1	97	3	0	100	0	0	97	3	0	0	379	381	379	381	383	379	379	23	80	0	3	4	83	25	1815	2310	80	424	1105	1202	942	943	839	0	0	0	80	617	1105	1202	0	0	0	0	0	0	0	1	0
546	403	101	0	0	2	1	0	0	0	0	0	0	0	0	0	100	0	0	100	0	0	100	0	0	0	13	33	13	33	35	13	13	1	0	0	3	4	0	25	275	495	32	418	1103	1201	200	200	200	0	0	0	32	0	1103	1201	0	0	0	0	0	0	0	0	0
0	0	0	0	0	3	1	5	6	21	3	4	20	1	25	1	97	3	0	100	0	0	97	3	0	0	384	399	384	399	401	384	384	23	80	0	1	2	116	25	1980	2475	91	430	1106	1203	944	945	817	0	0	0	91	635	1106	1203	0	0	0	0	0	0	0	1	0
0	0	0	0	0	3	1	6	7	22	4	5	20	1	5	1	97	3	0	100	0	0	97	3	0	0	385	399	385	399	401	385	385	23	80	0	1	2	114	25	1980	2475	91	430	1106	1203	944	945	817	0	0	0	91	635	1106	1203	0	0	0	0	0	0	0	1	0
0	0	0	0	0	3	1	5	6	21	3	3	50	1	5	1	97	3	0	100	0	0	97	3	0	0	386	399	386	399	401	386	386	23	80	0	2	3	116	25	1980	2475	91	430	1106	1203	944	945	817	0	0	0	91	635	1106	1203	0	0	0	0	0	0	0	1	0
0	0	0	0	0	3	1	6	7	22	3	3	20	1	5	1	96	3	1	99	0	1	97	3	0	0	387	399	387	399	401	387	387	23	80	0	2	3	101	25	1980	2475	91	430	1106	1203	944	945	817	0	0	0	91	635	1106	1203	0	0	0	0	0	0	0	1	0
0	0	0	0	0	3	1	6	7	22	4	5	20	0	5	1	96	3	1	99	0	1	97	3	0	0	388	399	388	399	401	388	388	23	80	0	3	4	114	25	1980	2475	91	430	1106	1203	944	945	851	0	0	0	91	635	1106	1203	0	0	0	0	0	0	0	1	0
33	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	100	0	0	100	0	0	100	0	0	0	6	365	6	365	366	6	6	1	0	0	3	4	0	25	495	660	31	418	1105	1202	200	200	200	0	0	0	31	0	1105	1202	0	0	0	0	0	0	0	0	0
9	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	100	0	0	100	0	0	100	0	0	0	7	365	7	365	366	7	7	1	0	0	1	2	0	25	495	660	31	418	1105	1202	200	200	200	0	0	0	31	0	1105	1202	0	0	0	0	0	0	0	0	0
0	0	0	0	0	3	1	6	7	22	3	3	30	1	5	1	97	3	0	100	0	0	97	3	0	0	389	399	389	399	401	389	389	23	80	0	1	2	115	25	1980	2475	92	430	1106	1203	944	945	813	0	0	0	91	635	1106	1203	0	0	0	0	0	0	0	1	0
0	0	0	0	0	3	1	5	6	21	4	5	20	1	5	1	97	3	0	100	0	0	97	3	0	0	390	399	390	399	401	390	390	23	80	0	1	2	117	25	1980	2475	92	430	1106	1203	944	945	813	0	0	0	91	635	1106	1203	0	0	0	0	0	0	0	1	0
512	0	0	0	0	3	1	8	10	24	5	6	100	1	5	1	97	3	0	100	0	0	97	3	0	0	391	400	391	400	402	391	391	41	80	0	2	3	117	25	2200	2805	92	430	1107	1203	944	945	813	0	0	0	92	635	1107	1203	0	0	0	0	0	0	0	1	0
512	0	0	0	0	3	1	6	7	22	4	5	20	1	5	1	96	3	1	99	0	1	97	3	0	0	392	400	392	400	402	392	392	41	80	0	2	3	115	25	2200	2805	92	430	1107	1203	944	945	851	0	0	0	92	635	1107	1203	0	0	0	0	0	0	0	1	0
512	0	0	0	0	3	1	8	10	24	5	6	20	1	5	1	96	3	1	99	0	1	97	3	0	0	393	400	393	400	402	393	393	41	80	0	3	4	102	25	2200	2805	92	430	1107	1203	944	945	851	0	0	0	92	635	1107	1203	0	0	0	0	0	0	0	1	0
545	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	100	0	0	100	0	0	100	0	0	0	6	365	6	365	366	6	6	1	0	0	3	4	0	25	495	660	67	424	1105	1202	200	200	200	0	0	0	67	0	1105	1202	0	0	0	0	0	0	0	0	0
521	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	100	0	0	100	0	0	100	0	0	0	7	365	7	365	366	7	7	1	0	0	1	2	0	25	495	660	67	424	1105	1202	200	200	200	0	0	0	67	0	1105	1202	0	0	0	0	0	0	0	0	0
512	0	0	0	0	3	1	5	6	21	3	3	50	1	5	1	97	3	0	100	0	0	97	3	0	0	394	400	394	400	402	394	394	44	80	0	1	2	111	25	2200	2805	92	430	1107	1203	944	945	826	0	0	0	92	635	1107	1203	0	0	0	0	0	0	0	1	0
512	0	0	0	0	3	1	6	7	23	4	5	20	0	5	1	96	3	1	99	0	1	97	3	0	0	395	400	395	400	402	395	395	44	80	0	1	2	111	25	2200	2805	92	430	1107	1203	944	945	826	0	0	0	92	635	1107	1203	0	0	0	0	0	0	0	1	0
512	0	0	0	0	3	1	5	6	21	3	4	10	1	5	1	97	3	0	100	0	0	97	3	0	0	396	400	396	400	402	396	396	48	80	0	2	3	119	25	2200	2805	92	430	1107	1203	944	945	827	0	0	0	92	635	1107	1203	0	0	0	0	0	0	0	1	0
512	0	0	0	0	3	1	8	10	24	4	5	20	1	5	1	97	3	0	100	0	0	97	3	0	0	397	400	397	400	402	397	397	48	80	0	2	3	113	25	2200	2805	92	430	1107	1203	944	945	851	0	0	0	92	635	1107	1203	0	0	0	0	0	0	0	1	0
512	0	0	0	0	3	1	8	10	24	5	6	20	1	5	1	97	3	0	100	0	0	97	3	0	0	398	400	398	400	402	398	398	48	80	0	3	4	104	25	2200	2805	92	430	1107	1203	944	945	851	0	0	0	92	635	1107	1203	0	0	0	0	0	0	0	1	0
546	404	101	0	0	3	1	0	0	0	0	0	0	0	0	0	100	0	0	100	0	0	100	0	0	0	13	33	13	33	35	13	13	1	0	0	3	4	0	25	275	495	68	424	1105	1202	200	200	200	0	0	0	68	0	1105	1202	0	0	0	0	0	0	0	0	0
0	0	0	0	0	4	1	5	6	21	3	4	50	1	10	1	97	3	0	100	0	0	97	3	0	0	403	423	403	423	425	403	403	52	80	0	1	2	136	25	2365	2860	106	436	1108	1204	946	947	827	0	0	0	106	644	1108	1204	0	0	0	0	0	0	0	1	0
0	0	0	0	0	4	1	5	6	21	4	5	20	1	5	1	97	3	0	100	0	0	97	3	0	0	404	423	404	423	425	404	404	52	80	0	1	2	124	25	2365	2860	106	436	1108	1204	946	947	827	0	0	0	106	644	1108	1204	0	0	0	0	0	0	0	1	0
0	0	0	0	0	4	1	5	6	21	3	4	100	1	5	1	96	3	1	99	0	1	97	3	0	0	405	423	405	423	425	405	405	52	80	0	2	3	136	25	2365	2860	106	436	1108	1204	946	947	827	0	0	0	106	644	1108	1204	0	0	0	0	0	0	0	1	0
0	0	0	0	0	4	1	5	6	21	3	4	10	1	5	1	97	3	0	100	0	0	97	3	0	0	406	423	406	423	425	406	406	52	80	0	2	3	133	25	2365	2860	106	436	1108	1204	946	947	833	0	0	0	106	644	1108	1204	0	0	0	0	0	0	0	1	0
0	0	0	0	0	4	1	6	7	23	4	5	20	1	10	1	97	3	0	100	0	0	97	3	0	0	407	423	407	423	425	407	407	56	80	0	2	3	136	25	2365	2860	106	436	1108	1204	946	947	833	0	0	0	106	644	1108	1204	0	0	0	0	0	0	0	1	0
0	0	0	0	0	4	1	6	7	23	3	4	30	1	25	1	97	3	0	100	0	0	97	3	0	0	408	423	408	423	425	408	408	56	80	0	2	3	140	25	2365	2860	106	436	1108	1204	946	947	833	0	0	0	106	644	1108	1204	0	0	0	0	0	0	0	1	0
0	0	0	0	0	4	1	6	7	22	4	5	50	1	10	1	97	3	0	100	0	0	97	3	0	0	409	423	409	423	425	409	409	56	80	0	3	4	133	25	2365	2860	106	436	1108	1204	946	947	864	0	0	0	106	644	1108	1204	0	0	0	0	0	0	0	1	0
0	0	0	0	0	4	1	8	10	24	5	6	30	1	5	1	97	3	0	100	0	0	97	3	0	0	410	423	410	423	425	410	410	56	80	0	3	4	124	25	2365	2860	106	436	1108	1204	946	947	864	0	0	0	106	644	1108	1204	0	0	0	0	0	0	0	1	0
33	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	100	0	0	100	0	0	100	0	0	0	6	365	6	365	366	6	6	1	0	0	3	4	0	25	495	660	91	430	1109	1204	200	200	200	0	0	0	91	0	1109	1204	0	0	0	0	0	0	0	0	0
9	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	100	0	0	100	0	0	100	0	0	0	7	365	7	365	366	7	7	1	0	0	1	2	0	25	495	660	91	430	1109	1204	200	200	200	0	0	0	91	0	1109	1204	0	0	0	0	0	0	0	0	0
0	0	0	0	0	4	1	5	6	21	3	4	20	1	5	1	97	3	0	100	0	0	97	3	0	0	411	423	411	423	425	411	411	60	80	0	1	2	137	25	2365	2860	106	436	1108	1204	946	947	864	0	0	0	106	644	1108	1204	0	0	0	0	0	0	0	1	0
0	0	0	0	0	4	1	6	7	23	3	4	20	1	5	1	97	3	0	100	0	0	97	3	0	0	412	423	412	423	425	412	412	60	80	0	1	2	122	25	2365	2860	106	436	1108	1204	946	947	831	0	0	0	106	644	1108	1204	0	0	0	0	0	0	0	1	0
512	0	0	0	0	4	1	8	10	24	5	6	30	1	5	1	97	3	0	100	0	0	97	3	0	0	413	424	413	424	426	413	413	60	80	0	2	3	137	25	2585	3135	107	436	1109	1204	946	947	831	0	0	0	107	644	1109	1204	0	0	0	0	0	0	0	1	0
512	0	0	0	0	4	1	5	6	21	3	4	20	1	5	1	97	3	0	100	0	0	97	3	0	0	414	424	414	424	426	414	414	65	80	0	2	3	131	25	2585	3135	107	436	1109	1204	946	947	828	0	0	0	107	644	1109	1204	0	0	0	0	0	0	0	1	0
512	0	0	0	0	4	1	5	6	21	4	5	100	1	5	1	97	3	0	100	0	0	97	3	0	0	415	424	415	424	426	415	415	65	80	0	2	3	138	25	2585	3135	107	436	1109	1204	946	947	828	0	0	0	107	644	1109	1204	0	0	0	0	0	0	0	1	0
512	0	0	0	0	4	1	6	7	23	5	6	20	1	10	1	97	3	0	100	0	0	97	3	0	0	416	424	416	424	426	416	416	65	80	0	2	3	132	25	2585	3135	107	436	1109	1204	946	947	828	0	0	0	107	644	1109	1204	0	0	0	0	0	0	0	1	0
512	0	0	0	0	4	1	8	10	24	4	5	30	1	5	1	97	3	0	100	0	0	97	3	0	0	417	424	417	424	426	417	417	65	80	0	3	4	139	25	2585	3135	107	436	1109	1204	946	947	864	0	0	0	107	644	1109	1204	0	0	0	0	0	0	0	1	0
512	0	0	0	0	4	1	8	10	24	5	6	20	1	5	1	96	3	1	99	0	1	97	3	0	0	418	424	418	424	426	418	418	69	80	0	3	4	123	25	2585	3135	107	436	1109	1204	946	947	864	0	0	0	107	644	1109	1204	0	0	0	0	0	0	0	1	0
545	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	100	0	0	100	0	0	100	0	0	0	6	365	6	365	366	6	6	1	0	0	3	4	0	25	495	660	92	430	1109	1204	200	200	200	0	0	0	92	0	1109	1204	0	0	0	0	0	0	0	0	0
521	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	100	0	0	100	0	0	100	0	0	0	7	365	7	365	366	7	7	1	0	0	1	2	0	25	495	660	92	430	1109	1204	200	200	200	0	0	0	92	0	1109	1204	0	0	0	0	0	0	0	0	0
512	0	0	0	0	4	1	6	7	23	3	4	20	1	5	1	96	3	1	99	0	1	97	3	0	0	419	424	419	424	426	419	419	69	80	0	1	2	140	25	2585	3135	107	436	1109	1204	946	947	839	0	0	0	107	644	1109	1204	0	0	0	0	0	0	0	1	0
512	0	0	0	0	4	1	5	6	21	3	4	20	1	5	1	96	3	1	99	0	1	97	3	0	0	420	424	420	424	426	420	420	73	80	0	1	2	140	25	2585	3135	107	436	1109	1204	946	947	840	0	0	0	107	644	1109	1204	0	0	0	0	0	0	0	1	0
512	0	0	0	0	4	1	6	7	23	3	4	100	1	10	1	96	3	1	99	0	1	97	3	0	0	421	424	421	424	426	421	421	73	80	0	2	3	134	25	2585	3135	107	436	1109	1204	946	947	840	0	0	0	107	644	1109	1204	0	0	0	0	0	0	0	1	0
512	0	0	0	0	4	1	8	10	24	5	6	20	1	5	1	96	3	1	99	0	1	97	3	0	0	422	424	422	424	426	422	422	73	80	0	3	4	125	25	2585	3135	107	436	1109	1204	946	947	864	0	0	0	107	644	1109	1204	0	0	0	0	0	0	0	1	0
546	405	101	0	0	4	1	0	0	0	0	0	0	0	0	0	100	0	0	100	0	0	100	0	0	0	13	33	13	33	35	13	13	1	0	0	3	4	0	25	275	495	93	430	1109	1204	200	200	200	0	0	0	93	0	1109	1204	0	0	0	0	0	0	0	0	0
0	0	0	0	0	5	1	5	6	31	3	4	0	0	5	1	96	3	1	99	0	1	97	3	0	0	427	447	427	447	449	427	427	77	80	0	1	2	159	25	2805	3520	120	441	1110	1205	948	949	841	0	0	0	120	662	1110	1205	0	0	0	0	0	0	0	1	0
0	0	0	0	0	5	1	5	6	31	3	4	20	1	5	1	96	3	1	99	0	1	97	3	0	0	428	447	428	447	449	428	428	77	80	0	1	2	155	25	2805	3520	120	441	1110	1205	948	949	841	0	0	0	120	662	1110	1205	0	0	0	0	0	0	0	1	0
0	0	0	0	0	5	1	5	6	31	3	4	20	1	10	1	96	3	1	99	0	1	97	3	0	0	429	447	429	447	449	429	429	77	80	0	2	3	155	25	2805	3520	120	441	1110	1205	948	949	841	0	0	0	120	662	1110	1205	0	0	0	0	0	0	0	1	0
0	0	0	0	0	5	1	8	10	33	4	5	20	1	5	1	100	0	0	100	0	0	100	0	0	0	430	447	430	447	449	430	430	77	80	0	2	3	159	25	2805	3520	120	441	1110	1205	948	949	841	0	0	0	120	662	1110	1205	0	0	0	0	0	0	0	1	0
0	0	0	0	0	5	1	6	7	32	3	3	100	1	10	2	96	3	1	99	0	1	97	3	0	0	431	447	431	447	449	431	431	81	80	0	3	4	155	25	2805	3520	120	441	1110	1205	948	949	841	0	0	0	120	662	1110	1205	0	0	0	0	0	0	0	1	0
0	0	0	0	0	5	1	8	10	33	5	6	20	1	5	1	96	3	1	99	0	1	97	3	0	0	432	447	432	447	449	432	432	81	80	0	3	4	141	25	2805	3520	120	441	1110	1205	948	949	879	0	0	0	120	662	1110	1205	0	0	0	0	0	0	0	1	0
33	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	100	0	0	100	0	0	100	0	0	0	6	365	6	365	366	6	6	1	0	0	3	4	0	25	495	660	106	436	1111	1205	200	200	200	0	0	0	106	0	1111	1205	0	0	0	0	0	0	0	0	0
9	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	100	0	0	100	0	0	100	0	0	0	7	365	7	365	366	7	7	1	0	0	1	2	0	25	495	660	106	436	1111	1205	200	200	200	0	0	0	106	0	1111	1205	0	0	0	0	0	0	0	0	0
0	0	0	0	0	5	1	6	7	32	3	3	20	1	5	1	96	3	1	99	0	1	97	3	0	0	433	447	433	447	449	433	433	81	80	0	1	2	154	25	2805	3520	120	441	1110	1205	948	949	843	0	0	0	120	662	1110	1205	0	0	0	0	0	0	0	1	0
0	0	0	0	0	5	1	5	6	31	3	4	20	1	10	1	96	3	1	99	0	1	97	3	0	0	434	447	434	447	449	434	434	86	80	0	1	2	160	25	2805	3520	120	441	1110	1205	948	949	844	0	0	0	120	662	1110	1205	0	0	0	0	0	0	0	1	0
0	0	0	0	0	5	1	5	6	31	3	4	20	1	5	1	96	3	1	99	0	1	97	3	0	0	435	447	435	447	449	435	435	86	80	0	2	3	154	25	2805	3520	120	441	1110	1205	948	949	844	0	0	0	120	662	1110	1205	0	0	0	0	0	0	0	1	0
0	0	0	0	0	5	1	8	10	33	4	5	50	2	5	1	96	3	1	99	0	1	97	3	0	0	436	447	436	447	449	436	436	86	80	0	2	3	142	25	2805	3520	120	441	1110	1205	948	949	844	0	0	0	120	662	1110	1205	0	0	0	0	0	0	0	1	0
512	0	0	0	0	5	1	5	6	31	3	4	20	1	5	1	96	3	1	99	0	1	97	3	0	0	437	448	437	448	450	437	437	86	80	0	2	3	153	25	3410	4070	121	441	1111	1205	948	949	844	0	0	0	121	662	1111	1205	0	0	0	0	0	0	0	1	0
512	0	0	0	0	5	1	8	10	33	5	6	20	1	5	1	96	3	1	99	0	1	97	3	0	0	438	448	438	448	450	438	438	90	80	0	3	4	153	25	3410	4070	121	441	1111	1205	948	949	879	0	0	0	121	662	1111	1205	0	0	0	0	0	0	0	1	0
512	0	0	0	0	5	1	8	10	33	5	6	100	1	5	1	96	3	1	99	0	1	97	3	0	0	439	448	439	448	450	439	439	90	80	0	3	4	161	25	3410	4070	121	441	1111	1205	948	949	879	0	0	0	121	662	1111	1205	0	0	0	0	0	0	0	1	0
545	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	100	0	0	100	0	0	100	0	0	0	6	365	6	365	366	6	6	1	0	0	3	4	0	25	495	660	107	436	1111	1205	200	200	200	0	0	0	107	0	1111	1205	0	0	0	0	0	0	0	0	0
521	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	100	0	0	100	0	0	100	0	0	0	7	365	7	365	366	7	7	1	0	0	1	2	0	25	495	660	107	436	1111	1205	200	200	200	0	0	0	107	0	1111	1205	0	0	0	0	0	0	0	0	0
512	0	0	0	0	5	1	5	6	31	3	4	20	1	5	1	96	3	1	99	0	1	97	3	0	0	440	448	440	448	450	440	440	94	80	0	1	2	162	25	3410	4070	121	441	1111	1205	948	949	852	0	0	0	121	662	1111	1205	0	0	0	0	0	0	0	1	0
512	0	0	0	0	5	1	5	6	31	3	4	20	1	5	1	96	3	1	99	0	1	97	3	0	0	441	448	441	448	450	441	441	94	80	0	1	2	156	25	3410	4070	121	441	1111	1205	948	949	852	0	0	0	121	662	1111	1205	0	0	0	0	0	0	0	1	0
