pacID	tboxID	probability
217	570	12
217	571	14
217	664	8
217	665	8
217	600	6
217	601	6
217	634	7
217	635	7
218	524	10
218	533	8
218	540	10
218	568	12
218	570	12
218	571	14
218	615	10
218	600	12
218	601	12
219	524	20
219	533	17
219	540	12
219	560	15
219	572	18
219	664	9
219	665	9
220	2	0
220	2	0
220	2	0
220	2	0
220	2	0
220	2	0
220	2	0
400	521	30
400	526	50
400	666	20
401	1	30
401	1	0
401	1	70
402	1	15
402	1	15
402	1	35
402	1	35
403	2	100
404	2	100
405	2	100
406	526	15
406	527	9
406	560	28
406	633	25
406	567	18
406	540	5
407	1	15
407	1	15
407	1	15
407	1	20
408	1	20
408	1	20
408	1	10
408	1	15
408	1	35
409	2	28
410	2	29
411	2	30
412	532	18
412	527	10
412	560	15
412	540	5
412	567	15
412	633	11
412	635	13
412	634	13
413	1	25
413	1	25
413	1	10
414	1	25
414	1	10
414	1	10
414	1	20
414	1	20
414	1	5
414	1	10
415	2	100
416	2	100
417	2	100
418	532	15
418	560	15
418	540	5
418	600	16
418	601	16
418	571	9
418	667	8
418	668	8
418	669	8
419	1	15
419	1	15
419	1	10
419	1	10
419	1	5
419	1	5
419	1	5
419	1	5
420	1	30
420	1	15
420	1	15
420	1	15
420	1	5
420	1	5
420	1	5
420	1	5
420	1	5
421	2	100
422	2	100
423	2	100
424	524	8
424	533	4
424	560	16
424	540	10
424	633	18
424	601	22
424	600	22
425	1	20
425	1	25
425	1	25
426	1	20
426	1	25
426	1	15
426	1	20
426	1	20
427	2	100
428	2	100
429	2	100
430	524	8
430	533	4
430	560	12
430	568	16
430	571	10
430	600	14
430	601	14
430	664	12
430	665	10
431	1	10
431	1	10
431	1	5
431	1	5
431	1	5
431	1	15
432	1	25
432	1	20
432	1	10
432	1	10
432	1	5
432	1	15
432	1	15
433	2	100
434	2	100
435	2	100
436	524	12
436	533	6
436	633	20
436	543	4
436	600	15
436	601	15
436	572	5
436	664	13
436	665	10
437	1	23
437	1	5
438	2	100
439	2	100
440	2	100
441	524	20
441	533	16
441	543	10
441	572	6
441	615	18
441	664	16
441	665	14
442	1	15
442	1	15
442	1	20
442	1	10
443	2	100
444	2	100
445	2	100
446	524	16
446	525	2
446	533	14
446	572	8
446	543	12
446	546	2
446	600	19
446	601	19
446	633	8
447	633	20
447	543	10
448	2	100
449	2	100
450	2	100
451	524	15
451	525	5
451	543	13
451	546	3
451	572	10
451	600	16
451	601	16
451	615	14
451	633	8
452	1	24
453	1	16
453	1	16
453	1	16
453	1	16
453	1	12
454	1	13
454	1	13
454	1	2
454	1	18
454	1	2
454	1	16
454	1	18
454	1	18
455	1	100
456	526	100
457	633	100
458	540	100
459	633	50
459	540	50
459	1073	0
459	1074	0
460	533	100
461	543	50
461	664	25
461	665	25
462	524	100
463	572	100
464	524	100
465	525	50
465	546	50
466	2	100
467	2	100
468	2	100
469	2	100
470	350	100
471	351	100
472	352	100
473	353	100
474	354	100
475	355	100
476	356	100
477	357	100
478	358	100
479	359	100
480	360	100
481	361	100
482	362	100
483	363	100
484	364	100
485	365	100
486	366	100
487	367	100
488	368	100
489	369	100
490	370	100
491	2	100
492	2	100
493	2	100
494	2	100
495	2	100
496	2	100
497	2	100
498	2	100
499	2	100
500	2	100
501	2	100
502	2	100
503	2	100
504	2	100
505	2	100
506	2	100
507	2	100
508	2	100
509	2	100
600	1501	33
600	1502	33
600	1503	33
601	1504	33
601	1505	33
601	1506	33
602	1507	33
602	1508	33
602	1509	33
603	1510	33
603	1511	33
603	1512	33
604	1513	33
604	1514	33
604	1515	33
605	1516	33
605	1517	33
605	1518	33
606	1519	33
606	1520	33
606	1521	33
607	1522	33
607	1523	33
607	1524	33
608	1525	33
608	1526	33
608	1527	33
609	1528	33
609	1529	33
609	1530	33
610	1531	33
610	1532	33
610	1533	33
611	1534	33
611	1535	33
611	1536	33
612	1537	33
612	1538	33
612	1539	33
613	1540	33
613	1541	33
613	1542	33
614	1543	33
614	1544	33
614	1545	33
615	1525	4
615	1526	4
615	1527	4
615	1528	4
615	1529	4
615	1530	4
615	1531	4
615	1532	4
615	1533	4
615	1534	4
615	1535	4
615	1536	4
615	1537	4
615	1538	4
615	1539	4
615	1540	4
615	1541	4
615	1542	4
615	1543	4
615	1544	4
615	1545	4
616	1546	10
616	1547	10
616	1548	10
616	1549	10
616	1550	10
616	1551	10
616	1552	10
616	1553	10
616	1554	10
616	1555	10
617	1501	3
617	1502	3
617	1503	3
617	1504	3
617	1505	3
617	1506	3
617	1507	3
617	1508	3
617	1509	3
617	1510	3
617	1511	3
617	1512	3
617	1513	3
617	1514	3
617	1515	3
617	1516	3
617	1517	3
617	1518	3
617	1519	3
617	1520	3
617	1521	3
617	1522	3
617	1523	3
617	1524	3
617	1525	1
617	1526	1
617	1527	1
617	1528	1
617	1529	1
617	1530	1
617	1531	1
617	1532	1
617	1533	1
617	1534	1
617	1535	1
617	1536	1
617	1537	1
617	1538	1
617	1539	1
617	1540	1
617	1541	1
617	1542	1
617	1543	1
617	1544	1
617	1545	1
617	1546	2
617	1547	2
617	1548	2
617	1549	2
617	1550	2
617	1551	2
617	1552	2
617	1553	2
617	1554	2
617	1555	2
618	1556	33
618	1557	33
618	1558	33
619	1559	33
619	1560	33
619	1561	33
620	1562	33
620	1563	33
620	1564	33
621	1565	33
621	1566	33
621	1567	33
622	1568	33
622	1569	33
622	1570	33
623	1571	33
623	1572	33
623	1573	33
624	1574	33
624	1575	33
624	1576	33
625	1577	33
625	1578	33
625	1579	33
626	1580	33
626	1581	33
626	1582	33
627	1583	33
627	1584	33
627	1585	33
628	1586	33
628	1587	33
628	1588	33
629	1589	33
629	1590	33
629	1591	33
630	1592	33
630	1593	33
630	1594	33
631	1595	33
631	1596	33
631	1597	33
632	1598	33
632	1599	33
632	1600	33
633	1580	4
633	1581	4
633	1582	4
633	1583	4
633	1584	4
633	1585	4
633	1586	4
633	1587	4
633	1588	4
633	1589	4
633	1590	4
633	1591	4
633	1592	4
633	1593	4
633	1594	4
633	1595	4
633	1596	4
633	1597	4
633	1598	4
633	1599	4
633	1600	4
634	1601	10
634	1602	10
634	1603	10
634	1604	10
634	1605	10
634	1606	10
634	1607	10
634	1608	10
634	1609	10
634	1610	10
635	1556	3
635	1557	3
635	1558	3
635	1559	3
635	1560	3
635	1561	3
635	1562	3
635	1563	3
635	1564	3
635	1565	3
635	1566	3
635	1567	3
635	1568	3
635	1569	3
635	1570	3
635	1571	3
635	1572	3
635	1573	3
635	1574	3
635	1575	3
635	1576	3
635	1577	3
635	1578	3
635	1579	3
635	1580	1
635	1581	1
635	1582	1
635	1583	1
635	1584	1
635	1585	1
635	1586	1
635	1587	1
635	1588	1
635	1589	1
635	1590	1
635	1591	1
635	1592	1
635	1593	1
635	1594	1
635	1595	1
635	1596	1
635	1597	1
635	1598	1
635	1599	1
635	1600	1
635	1601	2
635	1602	2
635	1603	2
635	1604	2
635	1605	2
635	1606	2
635	1607	2
635	1608	2
635	1609	2
635	1610	2
636	1611	25
636	1612	25
636	1613	25
636	1614	25
637	1615	25
637	1616	25
637	1617	25
637	1618	25
638	1619	25
638	1620	25
638	1621	25
638	1622	25
639	1623	25
639	1624	25
639	1625	25
639	1626	25
640	1627	25
640	1628	25
640	1629	25
640	1630	25
641	1631	25
641	1632	25
641	1633	25
641	1634	25
642	1635	25
642	1636	25
642	1637	25
642	1638	25
643	1639	25
643	1640	25
643	1641	25
643	1642	25
645	1643	25
645	1644	25
645	1645	25
645	1646	25
646	1647	25
646	1648	25
646	1649	25
646	1650	25
647	1651	25
647	1652	25
647	1653	25
647	1654	25
648	1655	25
648	1656	25
648	1657	25
648	1658	25
649	1659	25
649	1660	25
649	1661	25
649	1662	25
650	1663	25
650	1664	25
650	1665	25
650	1666	25
651	1667	25
651	1668	25
651	1669	25
651	1670	25
652	1643	3
652	1644	3
652	1645	3
652	1646	3
652	1647	3
652	1648	3
652	1649	3
652	1650	3
652	1651	3
652	1652	3
652	1653	3
652	1654	3
652	1655	3
652	1656	3
652	1657	3
652	1658	3
652	1659	3
652	1660	3
652	1661	3
652	1662	3
652	1663	3
652	1664	3
652	1665	3
652	1666	3
652	1667	3
652	1668	3
652	1669	3
652	1670	3
653	1671	10
653	1672	10
653	1673	10
653	1674	10
653	1675	10
653	1676	10
653	1677	10
653	1678	10
653	1679	10
653	1680	10
644	1611	3
644	1612	3
644	1613	3
644	1614	3
644	1615	3
644	1616	3
644	1617	3
644	1618	3
644	1619	3
644	1620	3
644	1621	3
644	1622	3
644	1623	3
644	1624	3
644	1625	3
644	1626	3
644	1627	3
644	1628	3
644	1629	3
644	1630	3
644	1631	3
644	1632	3
644	1633	3
644	1634	3
644	1635	3
644	1636	3
644	1637	3
644	1638	3
644	1639	3
644	1640	3
644	1641	3
644	1642	3
644	1643	1
644	1644	1
644	1645	1
644	1646	1
644	1647	1
644	1648	1
644	1649	1
644	1650	1
644	1651	1
644	1652	1
644	1653	1
644	1654	1
644	1655	1
644	1656	1
644	1657	1
644	1658	1
644	1659	1
644	1660	1
644	1661	1
644	1662	1
644	1663	1
644	1664	1
644	1665	1
644	1666	1
644	1667	1
644	1668	1
644	1669	1
644	1670	1
644	1671	2
644	1672	2
644	1673	2
644	1674	2
644	1675	2
644	1676	2
644	1677	2
644	1678	2
644	1679	2
644	1680	2
654	1681	25
654	1682	25
654	1683	25
654	1684	25
655	1685	25
655	1686	25
655	1687	25
655	1688	25
656	1689	25
656	1690	25
656	1691	25
656	1692	25
657	1693	25
657	1694	25
657	1695	25
657	1696	25
658	1697	25
658	1698	25
658	1699	25
658	1700	25
659	1701	25
659	1702	25
659	1703	25
659	1704	25
660	1705	25
660	1706	25
660	1707	25
660	1708	25
661	1709	25
661	1710	25
661	1711	25
661	1712	25
663	1713	25
663	1714	25
663	1715	25
663	1716	25
664	1717	25
664	1718	25
664	1719	25
664	1720	25
665	1721	25
665	1722	25
665	1723	25
665	1724	25
666	1725	25
666	1726	25
666	1727	25
666	1728	25
667	1729	25
667	1730	25
667	1731	25
667	1732	25
668	1733	25
668	1734	25
668	1735	25
668	1736	25
669	1737	25
669	1738	25
669	1739	25
669	1740	25
670	1713	3
670	1714	3
670	1715	3
670	1716	3
670	1717	3
670	1718	3
670	1719	3
670	1720	3
670	1721	3
670	1722	3
670	1723	3
670	1724	3
670	1725	3
670	1726	3
670	1727	3
670	1728	3
670	1729	3
670	1730	3
670	1731	3
670	1732	3
670	1733	3
670	1734	3
670	1735	3
670	1736	3
670	1737	3
670	1738	3
670	1739	3
670	1740	3
671	1741	10
671	1742	10
671	1743	10
671	1744	10
671	1745	10
671	1746	10
671	1747	10
671	1748	10
671	1749	10
671	1750	10
662	1681	3
662	1682	3
662	1683	3
662	1684	3
662	1685	3
662	1686	3
662	1687	3
662	1688	3
662	1689	3
662	1690	3
662	1691	3
662	1692	3
662	1693	3
662	1694	3
662	1695	3
662	1696	3
662	1697	3
662	1698	3
662	1699	3
662	1700	3
662	1701	3
662	1702	3
662	1703	3
662	1704	3
662	1705	3
662	1706	3
662	1707	3
662	1708	3
662	1709	3
662	1710	3
662	1711	3
662	1712	3
662	1713	1
662	1714	1
662	1715	1
662	1716	1
662	1717	1
662	1718	1
662	1719	1
662	1720	1
662	1721	1
662	1722	1
662	1723	1
662	1724	1
662	1725	1
662	1726	1
662	1727	1
662	1728	1
662	1729	1
662	1730	1
662	1731	1
662	1732	1
662	1733	1
662	1734	1
662	1735	1
662	1736	1
662	1737	1
662	1738	1
662	1739	1
662	1740	1
662	1741	2
662	1742	2
662	1743	2
662	1744	2
662	1745	2
662	1746	2
662	1747	2
662	1748	2
662	1749	2
662	1750	2
672	1751	25
672	1752	25
672	1753	25
672	1754	25
673	1755	25
673	1756	25
673	1757	25
673	1758	25
674	1759	25
674	1760	25
674	1761	25
674	1762	25
675	1763	25
675	1764	25
675	1765	25
675	1766	25
676	1767	25
676	1768	25
676	1769	25
676	1770	25
677	1771	25
677	1772	25
677	1773	25
677	1774	25
678	1775	25
678	1776	25
678	1777	25
678	1778	25
679	1779	25
679	1780	25
679	1781	25
679	1782	25
681	1783	25
681	1784	25
681	1785	25
681	1786	25
682	1787	25
682	1788	25
682	1789	25
682	1790	25
683	1791	25
683	1792	25
683	1793	25
683	1794	25
684	1795	25
684	1796	25
684	1797	25
684	1798	25
685	1799	25
685	1800	25
685	1801	25
685	1802	25
686	1803	25
686	1804	25
686	1805	25
686	1806	25
687	1807	25
687	1808	25
687	1809	25
687	1810	25
688	1783	3
688	1784	3
688	1785	3
688	1786	3
688	1787	3
688	1788	3
688	1789	3
688	1790	3
688	1791	3
688	1792	3
688	1793	3
688	1794	3
688	1795	3
688	1796	3
688	1797	3
688	1798	3
688	1799	3
688	1800	3
688	1801	3
688	1802	3
688	1803	3
688	1804	3
688	1805	3
688	1806	3
688	1807	3
688	1808	3
688	1809	3
688	1810	3
689	1811	10
689	1812	10
689	1813	10
689	1814	10
689	1815	10
689	1816	10
689	1817	10
689	1818	10
689	1819	10
689	1820	10
680	1751	3
680	1752	3
680	1753	3
680	1754	3
680	1755	3
680	1756	3
680	1757	3
680	1758	3
680	1759	3
680	1760	3
680	1761	3
680	1762	3
680	1763	3
680	1764	3
680	1765	3
680	1766	3
680	1767	3
680	1768	3
680	1769	3
680	1770	3
680	1771	3
680	1772	3
680	1773	3
680	1774	3
680	1775	3
680	1776	3
680	1777	3
680	1778	3
680	1779	3
680	1780	3
680	1781	3
680	1782	3
680	1783	1
680	1784	1
680	1785	1
680	1786	1
680	1787	1
680	1788	1
680	1789	1
680	1790	1
680	1791	1
680	1792	1
680	1793	1
680	1794	1
680	1795	1
680	1796	1
680	1797	1
680	1798	1
680	1799	1
680	1800	1
680	1801	1
680	1802	1
680	1803	1
680	1804	1
680	1805	1
680	1806	1
680	1807	1
680	1808	1
680	1809	1
680	1810	1
680	1811	2
680	1812	2
680	1813	2
680	1814	2
680	1815	2
680	1816	2
680	1817	2
680	1818	2
680	1819	2
680	1820	2
690	1821	25
690	1822	25
690	1823	25
690	1824	25
691	1825	25
691	1826	25
691	1827	25
691	1828	25
692	1829	25
692	1830	25
692	1831	25
692	1832	25
693	1833	25
693	1834	25
693	1835	25
693	1836	25
694	1837	25
694	1838	25
694	1839	25
694	1840	25
695	1841	25
695	1842	25
695	1843	25
695	1844	25
696	1845	25
696	1846	25
696	1847	25
696	1848	25
697	1849	25
697	1850	25
697	1851	25
697	1852	25
699	1853	25
699	1854	25
699	1855	25
699	1856	25
700	1857	25
700	1858	25
700	1859	25
700	1860	25
701	1861	25
701	1862	25
701	1863	25
701	1864	25
702	1865	25
702	1866	25
702	1867	25
702	1868	25
703	1869	25
703	1870	25
703	1871	25
703	1872	25
704	1873	25
704	1874	25
704	1875	25
704	1876	25
705	1877	25
705	1878	25
705	1879	25
705	1880	25
706	1853	3
706	1854	3
706	1855	3
706	1856	3
706	1857	3
706	1858	3
706	1859	3
706	1860	3
706	1861	3
706	1862	3
706	1863	3
706	1864	3
706	1865	3
706	1866	3
706	1867	3
706	1868	3
706	1869	3
706	1870	3
706	1871	3
706	1872	3
706	1873	3
706	1874	3
706	1875	3
706	1876	3
706	1877	3
706	1878	3
706	1879	3
706	1880	3
707	1881	10
707	1882	10
707	1883	10
707	1884	10
707	1885	10
707	1886	10
707	1887	10
707	1888	10
707	1889	10
707	1890	10
698	1821	3
698	1822	3
698	1823	3
698	1824	3
698	1825	3
698	1826	3
698	1827	3
698	1828	3
698	1829	3
698	1830	3
698	1831	3
698	1832	3
698	1833	3
698	1834	3
698	1835	3
698	1836	3
698	1837	3
698	1838	3
698	1839	3
698	1840	3
698	1841	3
698	1842	3
698	1843	3
698	1844	3
698	1845	3
698	1846	3
698	1847	3
698	1848	3
698	1849	3
698	1850	3
698	1851	3
698	1852	3
698	1853	1
698	1854	1
698	1855	1
698	1856	1
698	1857	1
698	1858	1
698	1859	1
698	1860	1
698	1861	1
698	1862	1
698	1863	1
698	1864	1
698	1865	1
698	1866	1
698	1867	1
698	1868	1
698	1869	1
698	1870	1
698	1871	1
698	1872	1
698	1873	1
698	1874	1
698	1875	1
698	1876	1
698	1877	1
698	1878	1
698	1879	1
698	1880	1
698	1881	2
698	1882	2
698	1883	2
698	1884	2
698	1885	2
698	1886	2
698	1887	2
698	1888	2
698	1889	2
698	1890	2
708	2	100
708	2	100
708	2	100
708	2	100
708	2	100
708	2	100
800	541	100
801	540	100
802	708	100
803	1001	100
804	524	100
805	540	100
806	1000	100
807	1002	100
808	1	100
809	1	100
810	1	100
811	1	100
812	1	100
813	624	100
814	543	100
815	703	100
816	1030	100
817	560	100
818	26	100
819	1021	100
820	45	100
821	1	100
822	1	100
823	1	100
824	1	100
825	1	100
826	1040	100
827	1058	100
828	1041	100
829	44	100
830	65	100
831	568	100
832	725	100
833	1042	100
834	1	100
835	1	100
836	1	100
837	1	100
838	1	100
839	1060	100
839	1070	100
839	664	100
842	1072	100
843	1062	100
844	1061	100
845	27	100
846	1	100
847	1	100
848	1	100
849	1	100
850	1	100
851	543	0
851	902	100
851	798	100
854	1080	100
855	1081	100
856	1082	100
857	84	100
858	1083	100
859	1	100
860	1	100
861	1	100
862	1	100
863	1	100
864	1102	100
864	829	100
866	1103	100
864	894	100
864	1104	100
869	524	0
870	1120	100
864	838	100
872	1133	100
873	106	100
874	1105	100
875	1	100
876	1	100
877	1	100
878	1	100
879	841	100
880	1106	100
879	853	100
882	1107	100
879	1121	100
884	1129	100
885	1122	100
879	773	100
879	572	100
888	126	100
889	1	100
890	1	100
891	1	100
892	1	100
893	1	100
894	831	100
894	1140	100
894	839	100
894	1141	100
898	1142	100
894	1143	100
900	1144	100
901	145	100
902	1145	100
894	836	100
894	546	100
910	1161	100
911	1160	100
910	1175	100
910	1162	100
914	1163	100
910	857	100
916	165	100
917	1	100
918	1	100
919	1	100
920	1	100
921	1	100
910	839	100
923	1180	100
910	967	100
925	1181	100
926	180	100
927	1182	100
928	1184	100
929	10	100
930	1	100
931	1	100
932	1	100
933	1	100
934	1	100
935	1014	24
935	560	20
935	1012	13
935	1013	13
935	708	12
935	816	18
936	1029	0
936	1200	25
936	1055	5
936	1056	5
936	1057	5
936	1031	8
936	1032	8
936	1034	8
936	1033	8
936	728	11
936	739	11
936	767	6
937	1030	24
937	540	10
937	1027	14
937	1028	14
937	823	11
937	827	11
937	808	16
938	527	20
938	1044	14
938	1195	10
938	1196	10
938	701	20
938	740	12
938	843	6
938	951	8
939	1049	0
939	1040	16
939	540	10
939	568	2
939	926	12
939	928	12
939	930	12
939	932	12
939	987	6
940	524	4
940	1201	10
940	1045	10
940	1068	7
940	1069	7
940	1073	7
940	1074	7
940	1198	9
940	806	10
940	731	7
940	742	7
940	485	3
940	489	3
940	493	3
940	497	3
940	488	3
941	524	12
941	1063	24
941	1066	20
941	779	0
941	780	0
941	959	20
941	934	12
941	936	12
942	1088	16
942	1199	8
942	572	4
942	540	12
942	804	5
942	920	9
942	922	9
942	924	9
942	893	8
942	902	5
942	485	3
942	489	3
942	493	3
942	497	3
942	488	3
943	1082	14
943	1089	16
943	524	10
943	533	12
943	543	8
943	732	12
943	997	14
943	998	14
944	543	2
944	1126	5
944	1127	5
944	1128	5
944	1113	7
944	1114	7
944	1115	7
944	1116	7
944	1117	7
944	1118	7
944	840	8
944	829	8
944	485	5
944	489	5
944	493	5
944	497	5
944	488	5
945	524	8
945	533	6
945	543	6
945	1101	12
945	1100	12
945	865	10
945	869	10
945	873	10
945	877	10
945	881	8
945	884	8
946	1202	8
946	1204	11
946	1205	11
946	813	8
946	997	10
946	998	10
946	952	12
946	485	6
946	489	6
946	493	6
946	497	6
946	488	6
947	543	10
947	1125	14
947	1124	12
947	1203	10
947	824	9
947	828	9
947	826	9
947	809	15
947	967	12
948	543	14
948	819	16
948	844	11
948	947	10
948	953	14
948	485	7
948	489	7
948	493	7
948	497	7
948	488	7
949	525	2
949	546	2
949	1147	13
949	1146	14
949	807	12
949	822	13
949	986	11
949	831	9
949	835	9
949	833	9
949	950	6
950	525	4
950	1165	0
950	1206	10
950	803	8
950	841	10
950	842	10
950	807	7
950	857	8
950	485	6
950	489	6
950	493	6
950	497	6
950	488	6
951	525	8
951	546	4
951	1161	12
951	1164	14
951	1207	9
951	1208	9
951	1209	10
951	838	8
951	839	8
951	1162	12
951	988	6
952	525	4
952	776	8
952	727	8
952	921	5
952	923	5
952	925	5
