Small Gold Lump	Small lump of gold. Sells for a good amount.
Grooved Silver	Jagged-edged silver coin. Sells for some.
Hole Silver	Silver coin with a hole. Sells for some.
Thin Silver	A thin silver coin. Sells for some.
Grooved Copper	Jagged-edged copper coin. Sells for a little.
Hole Copper	Copper coin with a hole. Sells for a little.
Thin Copper	A thin copper coin. Sells for a little.
Onyx	A beautiful black gem. Sells for a ton.
Pearl	A white round gem. Sells for a ton.
Amethyst	A light purple gem. Sells for a ton.
Turquoise	A vivid blue gem. Sells for a ton.
Opal	A multicolored gem. Sells for a ton.
Topaz	A bright yellow gem. Sells for a ton.
Garnet	A crimson red gem. Sells for a ton.
Aquamarine	An aqua blue gem. Sells for a ton.
Ruby	A beautiful red gem. Sells for a ton.
Emerald	A green gem of knowledge. Sells for a ton.
Sapphire	A dark blue gem. Sells for a ton.
Diamond	A glamorously shining gem. Sells for a ton.
Jade	A beautiful dark green gem. Sells for a ton.
RESERVE	BLANK
RESERVE	BLANK
RESERVE	BLANK
RESERVE	BLANK
RESERVE	BLANK
RESERVE	BLANK
RESERVE	BLANK
RESERVE	BLANK
RESERVE	BLANK
Platinum	A lump of precious metal that shines silver. Sells for a ton.
Dead Surgical Light	Lighting equipment that won't turn on. Sells for a little.
Loose Magnetic Tape	Cassette tape with film spilling out. Sells for a little.
Tangled USB Cord	Inextricable cords. Sells for a little.
Misprinted Poster	Misprinted poster. Sells for a little.
Voice Recorder	Unused sound recorder. Sells for some.
Laser Pointer	Discarded pointer device. Sells for some.
Voltage Converter	Old voltage converter. Sells for some.
Broken Meter Panel	Meter of some sort. Sells for some.
Distorted Lens	Distorted industrial lens. Sells for some.
Old Projector	Worn-out projector. Sells for a ton.
Mini Sound Sensor	Sensor that reacts to sound. Sells for a ton.
Broken Thermostat	Device with a broken temperature control. Sells for a ton.
RESERVE	Maruki Super Expensive S
RESERVE	Maruki Super Expensive S
RESERVE	BLANK
RESERVE	Prison Jewel
Silent Horn	Horn that makes no sound. Sells for a little.
Ripped Uniform Cap	Uniform cap with a big hole. Sells for a little.
Broken Baton	Broken, useless baton. Sells for a little.
Broken Handcuffs	Handcuffs that won't lock. Sells for a little.
Lustrous Iron Ball	Iron ball with a black lust. Sells for some.
Tidy Prison Uniform	Tidy prison uniform. Sells for some.
Prison Officer Badge	Shining pin badge. Sells for some.
Hi-Fi Megaphone	Megaphone that can be heard from anywhere. Sells for some.
Sharp Barbed Wire	Extremely sharp barbed wire. Sells for some.
Gold Emblem	Emblem that shines gold. Sells for a ton.
Golden Cap Badge	Golden cap badge. Sells for a ton.
Silver Arm Band	Arm band that shines silver. Sells for a ton.
RESERVE	Prison Super Expensive S
RESERVE	Prison Super Expensive S
RESERVE	BLANK
Copper Lump	Lump of shining copper. Sells for some.
Copper Chain	Shining copper made into a luxurious chain. Sells for a little.
Copper Hand	Copper object shaped like a hand. Sells for a little.
Copper Heart	Copper object shaped like a heart. Sells for a crazy amount.
Copper Star	Shining copper object shaped like a star. Sells for a crazy amount.
Copper Moon	Copper object shaped like a moon. Sells for an exorbitant amount.
Copper Mist	Copper mist object. Sells for an exorbitant amount.
Silver Lump	A large lump of glimmering silver. Sells for a little.
Silver Chain	Glimmering silver made into a luxurious chain. Sells for a crazy amount.
Silver Hand	Silver object shaped like a hand. Sells for a crazy amount.
Silver Heart	Silver object shaped like a heart. Sells for a crazy amount.
Silver Star	Glimmering silver object shaped like a star. Sells for a crazy amount.
Silver Moon	Silver object shaped like a moon. Sells for an exorbitant amount.
Silver Mist	Silver mist object. Sells for an exorbitant amount.
Gold Lump	Large golden lump. Sells for a crazy amount.
Gold Chain	Golden object made into a luxurious chain. Sells for a crazy amount.
Gold Hand	Golden object shaped like a hand. Sells for a crazy amount.
Gold Heart	Golden object shaped like a heart. Sells for a crazy amount.
Gold Star	Golden object shaped like a star. Sells for a crazy amount.
Gold Moon	Golden object shaped like a moon. Sells for a shocking amount.
Gold Mist	Golden mist object. Sells for a shocking amount.
Platinum Lump	Lump of platinum. Sells for a crazy amount.
Diamond Lump	Lump of diamond. Sells for an exorbitant amount.
RESERVE	BLANK
RESERVE	BLANK
RESERVE	BLANK
RESERVE	BLANK
RESERVE	BLANK
RESERVE	BLANK
RESERVE	BLANK
RESERVE	BLANK
RESERVE	BLANK
RESERVE	BLANK
RESERVE	BLANK
RESERVE	BLANK
RESERVE	BLANK
RESERVE	BLANK
RESERVE	BLANK
RESERVE	BLANK
RESERVE	BLANK
RESERVE	BLANK
RESERVE	BLANK
RESERVE	BLANK
RESERVE	BLANK
RESERVE	BLANK
RESERVE	BLANK
RESERVE	BLANK
RESERVE	BLANK
RESERVE	BLANK
RESERVE	BLANK
RESERVE	BLANK
RESERVE	BLANK
RESERVE	BLANK
RESERVE	BLANK
RESERVE	BLANK
RESERVE	BLANK
RESERVE	BLANK
RESERVE	BLANK
RESERVE	BLANK
RESERVE	BLANK
RESERVE	BLANK
RESERVE	BLANK
RESERVE	BLANK 
