id	en	jp	cn	tw	ko	gr	es	fr	it
NAKAMA_036	Cu Chulainn	クー・フーリン	库夫林	庫夫林	쿠 훌린	Cú Chulainn	Cú Chulainn	Cúchulainn	Cu Chulainn
NAKAMA_037	Hanuman	ハヌマーン	哈奴曼	哈奴曼	하누만	Hanuman	Hánuman	Hanuman	Hanuman
NAKAMA_038	Mokoi	モコイ	莫克伊	惡靈	모코이	Mokoi	Mokoi	Mokoi	Mokoi
NAKAMA_039	Ganesha	ガネーシャ	葛内舍	象頭神	가네샤	Ganesha	Ganesha	Ganesh	Ganesha
NAKAMA_040	Power	パワー	能天使	能天使	파워	Kraft	Potestad	Puissance	Potestà
NAKAMA_041	Baihu	ビャッコ	白虎	白虎	백호	Baihu	Baihu	Baihu	Baihu
NAKAMA_042	Rakshasa	ラクシャーサ	罗刹	羅剎	락샤사	Rakshasa	Ráksasa	Rakshasa	Rakshasa
NAKAMA_043	Yamata-no-Orochi	ヤマタノオロチ	八岐大蛇	八岐大蛇	야마타노오로치	Yamata-no-Orochi	Yamata-no-Orochi	Yamata-no-Orochi	Yamata-no-Orochi
NAKAMA_044	Mothman	モスマン	天蛾人	天蛾人	모스맨	Mothman	Hombre polilla	Homme-phalène	Mothman
NAKAMA_045	Hare of Inaba	イナバシロウサギ	因幡白兔	因幡白兔	이나바의 흰 토끼	Hase von Inaba	Liebre de Inaba	Lièvre d'Inaba	Lepre di Inaba
NAKAMA_046	Anzu	アンズー	安祖	安祖	안즈	Anzu	Anzu	Anzù	Anzu
NAKAMA_047	Garuda	ガルーダ	迦楼罗	迦樓羅	가루다	Garuda	Garuda	Garuda	Garuda
NAKAMA_048	Jack-o'-Lantern	ジャックランタン	杰克灯笼	傑克燈籠	잭 오 랜턴	Jack-o’-Lantern	Jack-o'-Lantern	Jack-o'-Lantern	Jack-o'-Lantern
NAKAMA_049	Yatagarasu	ヤタガラス	八咫乌	八咫烏	야타가라스	Yatagarasu	Yatagarasu	Yatagarasu	Yatagarasu
NAKAMA_050	Tzitzimitl	ツィツィミトル	兹兹米特尔	茲茲米特爾	치치미틀	Tzitzimitl	Tzitzimitl	Tzitzimitl	Tzitzimitl
NAKAMA_051	Zhuque	スザク	朱雀	朱雀	주작	Zhuque	Zhuque	Zhuque	Zhuque
NAKAMA_052	Pixie	ピクシー	皮克希	皮克希	픽시	Pixie	Pixie	Pixie	Pixie
NAKAMA_053	Muu Shuwuu	モー・ショボー	莫索保	莫索保	모쇼보	Muu Shuwuu	Muu Shuwuu	Muu Shuwuu	Muu Shuwuu
NAKAMA_054	Angel	エンジェル	天使	天使	엔젤	Engel	Ángel	Ange	Angelo
NAKAMA_055	Apsaras	アプサラス	飞天	飛天	아프사라스	Apsaras	Apsará	Apsara	Apsaras
NAKAMA_056	Nekomata	ネコマタ	猫又	貓妖	네코마타	Nekomata	Nekomata	Nekomata	Nekomata
NAKAMA_057	Succubus	サキュバス	女梦魔	女夢魔	서큐버스	Sukkubus	Súcubo	Succube	Succube
NAKAMA_058	Jack Frost	ジャックフロスト	杰克霜精	傑克霜精	잭 프로스트	Jack Frost	Jack Frost	Jack Frost	Jack Frost
NAKAMA_059	Basilisk	バジリスク	巴西利斯克	巴西利斯克	바실리스크	Basilisk	Basilisco	Basilic	Basilisco
NAKAMA_060	King Frost	キングフロスト	霜精之王	霜精之王	킹 프로스트	König Frost	Rey Frost	King Frost	King Frost
NAKAMA_061	Hariti	ハリティー	诃梨帝母	訶梨帝母	하리티	Hariti	Hariti	Hariti	Hariti
NAKAMA_062	Turbo Granny	ターボばあちゃん	高速婆婆	暴走婆婆	터보 할머니	Turbo-Oma	Vieja de la carretera	Mamie-turbo	Nonna turbo
NAKAMA_063	Valkyrie	ヴァルキリー	女武神	女武神	발키리	Walküre	Valquiria	Valkyrie	Valchiria
NAKAMA_064	Silky	シルキー	希路奇	希路奇	실키	Silky	Silky	Silky	Silky
NAKAMA_065	Onmoraki	オンモラキ	阴摩罗鬼	陰魔羅鬼	온모라키	Onmoraki	Onmoraki	Onmoraki	Onmoraki
NAKAMA_066	Koropokkur	コロポックル	克鲁波克鲁	克魯波克魯	코로포클	Koropokkur	Koropokkur	Koropokkuru	Koropokkur
NAKAMA_067	Sandman	ザントマン	睡魔	睡魔	샌드맨	Sandmann	Sandman	Marchand de sable	Omino del sonno
NAKAMA_068	Poltergeist	ポルターガイスト	骚灵	騷靈	폴터가이스트	Poltergeist	Poltergeist	Poltergeist	Poltergeist
NAKAMA_069	Mad Gasser	マッドガッサー	疯狂毒气怪人	毒氣怪客	매드가서	Gasteufel	Gasero loco	Gazeur fou	Anestesista folle
NAKAMA_070	Doppelganger	ドッペルゲンガー	二重身	幻靈	도플갱어	Doppelgänger	Doble	Sosie	Sosia
NAKAMA_071	Mermaid	マーメイド	美人鱼	美人魚	머메이드	Seejungfrau	Sirena	Sirène	Sirena
NAKAMA_072	Leanan Sidhe	リャナンシー	莲南希	菈南希	랴난시	Leanan Sidhe	Leanan Sidhe	Leanan Sidhe	Leanan Sidhe
NAKAMA_073	Lamia	ラミア	拉弥亚	拉彌亞	라미아	Lamia	Lamia	Lamia	Lamia
NAKAMA_074	Dakini	ダーキニー	荼吉尼	荼吉尼	다키니	Dakini	Dakini	Dakini	Dakini
NAKAMA_075	Sukuna-Hikona	スクナヒコナ	少彦名	少彥名	스쿠나히코나	Sukuna-Hikona	Sukuna-Hikona	Sukuna-Hikona	Sukuna-Hikona
NAKAMA_076	Take-Minakata	タケミナカタ	建御名方	建御名方	타케미나카타	Take-Minakata	Take-Minakata	Take-Minakata	Take-Minakata
NAKAMA_077	Oyamatsumi	オオヤマツミ	大山津见	大山津見神	오오야마츠미	Oyamatsumi	Oyamatsumi	Oyamatsumi	Oyamatsumi
NAKAMA_078	Okuninushi	オオクニヌシ	大国主	大國主	오오쿠니누시	Okuninushi	Okuninushi	Okuninushi	Okuninushi
NAKAMA_079	Zhen	チン	鸩	鴆	젠	Zhen	Zhen	Zhen	Zhen
NAKAMA_080	Gurulu	グルル	格鲁鲁	葛魯魯	구루루	Gurulu	Gurulu	Gurulu	Gurulu
NAKAMA_081	Kurama Tengu	クラマテング	鞍马天狗	鞍馬天狗	쿠라마텐구	Kurama Tengu	Kurama Tengu	Kurama Tengu	Kurama Tengu
NAKAMA_082	Chernobog	チェルノボグ	切尔诺伯格	切爾諾伯格	체르노보그	Chernobog	Chernobog	Tchernobog	Chernobog
NAKAMA_083	Mot	モト	莫特	莫特	모트	Mot	Mot	Mot	Mot
NAKAMA_084	Gremlin	グレムリン	葛雷姆林	葛雷姆林	그렘린	Gremlin	Gremlin	Gremlin	Gremlin
NAKAMA_085	Loa	ロア	罗瓦	羅瓦	로아	Loa	Loa	Loa	Loa
NAKAMA_086	Ippon-Datara	イッポンダタラ	一本踏鞴	一本踏鞴	잇폰다타라	Ippon-Datara	Ippon-Datara	Ippon-Datara	Ippon-Datara
NAKAMA_087	Black Frost	じゃあくフロスト	邪恶霜精	邪惡霜精	사악한 프로스트	Schwarzer Frost	Frost oscuro	Black Frost	Frost Nero
NAKAMA_088	Mishaguji	ミシャグジさま	御社宫司神	御社宮司神	미샤구지사마	Mishaguji	Mishaguji	Mishaguji	Mishaguji
NAKAMA_089	Baphomet	バフォメット	巴风特	巴風特	바포멧	Baphomet	Baphomet	Baphomet	Bafometto
NAKAMA_090	Pazuzu	パズス	帕祖祖	帕祖祖	파즈스	Pazuzu	Pazuzu	Pazuzu	Pazuzu
NAKAMA_091	Mara	マーラ	魔罗	魔羅	마라	Mara	Mara	Mara	Mara
NAKAMA_092	Zhu Tun She	チョトンダ	猪豚蛇	豬豚蛇	저돈사	Zhu Tun She	Zhu Tun She	Zhu Tun She	Zhu Tun She
NAKAMA_093	Seth	セト	赛特	賽特	세트	Seth	Seth	Seth	Seth
NAKAMA_094	Vasuki	ヴァスキ	婆苏吉	婆蘇吉	바스키	Vasuki	Vasuki	Vasuki	Vasuki
NAKAMA_095	Kinmamon	キンマモン	君真物	君真物	킨마몬	Kinmamon	Kinmamon	Kinmamon	Kinmamon
NAKAMA_096	Ishtar	イシュタル	伊丝塔	伊絲塔	이슈타르	Ishtar	Ishtar	Ishtar	Ishtar
NAKAMA_097	Parvati	パールヴァティ	帕尔瓦蒂	帕爾瓦蒂	파르바티	Parvati	Parvati	Parvati	Parvati
NAKAMA_098	Makami	マカミ	真神	真神	마카미	Makami	Makami	Makami	Makami
NAKAMA_099	Anubis	アヌビス	阿努比斯	阿努比斯	아누비스	Anubis	Anubis	Anubis	Anubi
NAKAMA_100	Cironnup	チロンヌプ	奇隆努普	奇隆努普	치론누프	Cironnup	Cironnup	Cironnup	Cironnup
NAKAMA_101	Shiisaa	シーサー	狮爷	獅爺	시사	Shiisaa	Shiisaa	Shiisaa	Shiisaa
NAKAMA_102	Chimera	キマイラ	奇美拉	奇美拉	키마이라	Chimäre	Quimera	Chimère	Chimera
NAKAMA_103	Unicorn	ユニコーン	独角兽	獨角獸	유니콘	Einhorn	Unicornio	Licorne	Unicorno
NAKAMA_104	Halphas	ハルパス	哈帕斯	哈帕斯	할파스	Halphas	Halphas	Halphas	Halphas
NAKAMA_105	Andras	アンドラス	安德拉斯	安德拉斯	안드라스	Andras	Andras	Andras	Andras
NAKAMA_106	Orobas	オロバス	欧若博司	歐若博司	오로바스	Orobas	Orobas	Orobas	Orobas
NAKAMA_107	Decarabia	デカラビア	单卡拉比	單卡拉比	데카라비아	Decarabia	Decarabia	Decarabia	Decarabia
NAKAMA_108	Flauros	フラロウス	佛劳洛斯	佛勞洛斯	플라로우스	Flauros	Flauros	Flauros	Flauros
NAKAMA_109	Melchizedek	メルキセデク	麦基洗德	默基瑟德	멜키세덱	Melchisedek	Melquisedec	Melchisédech	Melchisedec
NAKAMA_110	Armaiti	アールマティ	阿尔迈蒂	阿爾邁蒂	아르마이티	Armaiti	Armaiti	Armaiti	Armaiti
NAKAMA_111	Sraosha	スラオシャ	斯拉欧加	斯拉歐加	스라오샤	Sraosha	Sraosha	Sraosha	Sraosha
NAKAMA_112	Metatron	メタトロン	梅塔特隆	梅塔特隆	메타트론	Metatron	Metatrón	Métatron	Metatron
NAKAMA_113	Cybele	キュベレ	库柏勒	西布莉	키벨레	Cybele	Cibeles	Cybèle	Cibele
NAKAMA_114	Skadi	スカディ	丝卡蒂	絲卡蒂	스카디	Skadi	Skadi	Skadi	Skadi
NAKAMA_115	Inanna	イナンナ	伊南娜	伊南娜	인안나	Inanna	Inanna	Inanna	Inanna
NAKAMA_116	Kodama	コダマ	木灵	木靈	코다마	Kodama	Kodama	Kodama	Kodama
NAKAMA_117	Sudama	スダマ	山灵	山靈	스다마	Sudama	Sudama	Sudama	Sudama
NAKAMA_118	Tsuchigumo	ツチグモ	土蜘蛛	土蜘蛛	츠치구모	Tsuchigumo	Tsuchigumo	Tsuchigumo	Tsuchigumo
NAKAMA_119	Archangel	アークエンジェル	大天使	大天使	아크엔젤	Erzengel	Arcángel	Archange	Arcangelo
NAKAMA_120	Principality	プリンシパリティ	权天使	權天使	프린시펄리티	Prinzipal	Principado	Principauté	Principato
NAKAMA_121	Dominion	ドミニオン	主天使	主天使	도미니온	Dominion	Dominio	Domination	Dominazione
NAKAMA_122	Throne	ソロネ	座天使	座天使	트론	Thron	Trono	Trône	Trono
NAKAMA_123	Dionysus	ディオニュソス	狄俄尼索斯	狄俄尼索斯	디오니소스	Dionysus	Dioniso	Dionysos	Dioniso
NAKAMA_124	Asura	アスラおう	阿修罗王	阿修羅王	아수라왕	Asura	Asura	Asura	Asura
NAKAMA_125	Surt	スルト	斯尔特	斯爾特	수르트	Surt	Surt	Surt	Surt
NAKAMA_126	Amon	アモン	亚蒙	亞蒙	아몬	Amun	Amón	Aamon	Amon
NAKAMA_127	Inugami	イヌガミ	犬神	犬神	이누가미	Inugami	Inugami	Inugami	Inugami
NAKAMA_128	Orthrus	オルトロス	欧特鲁斯	歐特魯斯	오르트로스	Orthrus	Ortro	Orthros	Orthrus
NAKAMA_129	Cerberus	ケルベロス	克鲁贝洛斯	克魯貝洛斯	케르베로스	Zerberus	Cerbero	Cerbère	Cerbero
NAKAMA_130	Thoth	トート	托特	圖特	토트	Thoth	Tot	Thoth	Thoth
NAKAMA_131	Arahabaki	アラハバキ	荒霸吐	荒霸吐	아라하바키	Arahabaki	Arahabaki	Arahabaki	Arahabaki
NAKAMA_132	Zeus	ゼウス	宙斯	宙斯	제우스	Zeus	Zeus	Zeus	Zeus
NAKAMA_133	Ardha	アルダー	阿尔达	阿爾達	아르다	Ardha	Ardha	Ardha	Ardha
NAKAMA_134	Yoshitsune	ヨシツネ	义经	義經	요시츠네	Yoshitsune	Yoshitsune	Yoshitsune	Yoshitsune
NAKAMA_135	Mithras	ミトラス	米特拉斯	米特拉斯	미트라스	Mithras	Mitra	Mithras	Mithra
NAKAMA_136	Lilim	リリム	莉莉姆	莉莉姆	릴림	Lilim	Lilim	Lilim	Lilim
NAKAMA_137	Incubus	インキュバス	男梦魔	男夢魔	인큐버스	Inkubus	Íncubo	Incube	Incubo
NAKAMA_138	Bicorn	バイコーン	双角兽	雙角獸	바이콘	Zweihorn	Bicornio	Bicorne	Bicorno
NAKAMA_139	Bugs	バグス	巴古斯	巴古斯	벅스	Bugs	Bugs	Bugs	Babau
NAKAMA_140	Nue	ヌエ	奴延	奴延	누에	Nue	Nue	Nue	Nue
NAKAMA_141	Fenrir	フェンリル	芬里尔	芬里爾	펜리르	Fenrir	Fenrir	Fenrir	Fenrir
NAKAMA_142	Setanta	セタンタ	瑟坦特	瑟坦特	세탄타	Setanta	Setanta	Séadanda	Setanta
NAKAMA_143	Koppa Tengu	コッパテング	木叶天狗	木葉天狗	콧파텐구	Koppa Tengu	Koppa Tengu	Koppa Tengu	Koppa Tengu
NAKAMA_144	Nozuchi	ノズチ	野槌	野槌	노즈치	Nozuchi	Nozuchi	Nozuchi	Nozuchi
NAKAMA_145	Vouivre	ヴィーヴル	薇薇尔	維維爾	비브르	Vouivre	Vouivre	Vouivre	Vouivre
NAKAMA_146	Yurlungur	ユルング	虹蛇	虹蛇	유룽	Yurlungr	Yurlungur	Yurlungur	Yurlungur
NAKAMA_147	Quetzalcoatl	ケツアルカトル	羽蛇神	羽蛇神	케찰코아틀	Quetzalcoatl	Quetzalcóatl	Quetzalcoatl	Quetzalcoatl
NAKAMA_148	Vritra	ヴリトラ	弗栗多	弗栗多	브리트라	Vritra	Vritrá	Vritra	Vritra
NAKAMA_149	Ananta	アナンタ	阿难陀	阿難陀	아난타	Ananta	Ananta	Ananta	Ananta
NAKAMA_150	Feng Huang	ホウオウ	凤凰	鳳凰	봉황	Feng Huang	Feng Huang	Feng Huang	Feng Huang
NAKAMA_151	Thunderbird	サンダーバード	雷鸟	閃電鳥	선더버드	Donnervogel	Ave del trueno	Oiseau-tonnerre	Uccello del tuono
NAKAMA_152	Dormarth	ドアマース	德亚玛斯	德瑪斯	도어마스	Dormarth	Dormarth	Dormarth	Dormarth
NAKAMA_153	Anahita	アナーヒター	阿娜希塔	阿娜希塔	아나히타	Anahita	Anahita	Anahita	Anahita
NAKAMA_154	Satan	サタン	撒旦	撒旦	사탄	Satan	Satán	Satan	Satana
NAKAMA_155	Nemissa	ネミッサ	妮米莎	Nemissa	네밋사	Nemissa	Nemissa	Nemissa	Nemissa
NAKAMA_156	Hell Biker	ヘルズエンジェル	地狱天使	地獄天使	헬즈 엔젤	Höllenbiker	Ángel del infierno	Motard de l'Enfer	Biker Infernale
NAKAMA_157	Ai-ho	Aiホー	Ai吼	Ai吼	Ai호	Ai-ho	Ai-ho	Ai-ho	Ai-ho
NAKAMA_158	Aitvaras	アイトワラス	鸡龙	焰尾雞	아이트바라스	Aitvaras	Aitvaras	Aitvaras	Aitvaras
NAKAMA_159	Isis	イシス	伊西斯	伊西絲	이시스	Isis	Isis	Isis	Iside
NAKAMA_160	Neko Shogun	ネコショウグン	猫将军	貓將軍	네코쇼군	Neko Shogun	Neko Shogun	Neko Shogun	Neko Shogun
NAKAMA_161	Pixie	ピクシー	皮克希	皮克希	픽시	Pixie	Pixie	Pixie	Pixie
NAKAMA_500	Boorish Man	柄の悪い男	品行不端的男性	惡劣的男性	불량해 보이는 남자	Rüpel	Hombre zafio	Homme grossier	Uomo rozzo
NAKAMA_501	Tense Woman	落ち着きのない女	浮躁的女性	靜不下來的女性	경박한 여자	Ruhelose Frau	Mujer inquieta	Femme agitée	Donna irrequieta
NAKAMA_502	R.S.	R.S.	R.S.	R.S.	R.S.	R. S.	R.S.	S.R.	S.R.
NAKAMA_503	Menacing Man	殺気立つ男	杀气腾腾的男性	散發殺氣的男性	살기를 풍기는 남자	Bedrohlicher Mann	Hombre amenazante	Homme menaçant	Uomo minaccioso
NAKAMA_504	Kaburagi	カブラギ	镝木	Kaburagi	카부라기	Kaburagi	Kaburagi	Kaburagi	Kaburagi
NAKAMA_505	Ash	アッシュ	亚什	Ash	애시	Ash	Ash	Ash	Ash
NAKAMA_506	Iron Mask	鉄仮面	铁面人	鐵面人	철가면	Eiserne Maske	Máscara de Hierro	Masque de Fer	Maschera di ferro
NAKAMA_507	Zenon	ゼノン	芝诺	Zenon	제논	Zenon	Zenon	Zenon	Zenon
NAKAMA_508	Rock	ロック	洛克	洛克	록	Rocko	Rock	Rock	Rock
NAKAMA_509	Raven	レイブン	雷文	Raven	레이븐	Raven	Raven	Raven	Raven
NAKAMA_510	Swordswoman	剣を構える女	持剑戒备的女性	舉劍的女性	검을 든 여자	Frau mit Schwert	Mujer con espada	Femme à épée	Donna con la spada
NAKAMA_511	Rifleman	ライフルを持つ男	拿着步枪的男性	手持步槍的男性	라이플을 든 남자	Mann mit Gewehr	Hombre con rifle	Homme armé	Uomo con il fucile
NAKAMA_512	Azazel	アザゼル	阿萨谢尔	阿薩謝勒	아자젤	Azazel	Azazel	Azazel	Azazel
NAKAMA_513	Hozumi	ホヅミ	穗积	Hozumi	호즈미	Hozumi	Hozumi	Hozumi	Hozumi
NAKAMA_514	Aion	Aion	Aion	Aion	Aion	Aion	Aion	Aion	Aion
NAKAMA_515	Aion Zoa	Aionの分霊	Aion的分灵	Aion的分靈	Aion의 분령	Aion-Zoon	Aion dividido	Aion divisé	Split Aion
NAKAMA_516	Apostle	アポストル	使徒	使徒	아포스톨	Apostel	Apóstol	Apôtre	Apostolo
NAKAMA_517	Rose	ローズ	萝丝	蘿絲	로즈	Rose	Rose	Rose	Rose
NAKAMA_518	Goat-Headed Demon	山羊の頭の悪魔	山羊头恶魔	擁有山羊頭的惡魔	산양 머리의 악마	Dämon mit Ziegenkopf	Demonio cabra	Démon à tête de chèvre	Demone dalla testa di capra
NAKAMA_580	One-Legged Demon	一本足の悪魔	一条腿的恶魔	單隻腳的惡魔	외다리의 악마	Einbeiniger Dämon	Demonio cojo	Démon à une patte	Demone con una gamba
NAKAMA_581	Nana	ナナ	七奈	七奈	나나	Nana	Nana	Nana	Nana
NAKAMA_582	Giant-Headed Demon	巨大な頭の悪魔	头颅巨大的恶魔	頭顱巨大的惡魔	머리가 거대한 악마	Riesenköpfiger Dämon	Demonio cabezón	Démon à tête géante	Demone dalla testa gigante
NAKAMA_583	Lost Woman	女性型ロストナンバー	女性型失落的编号	女性人型Lost Number	여성형 로스트 넘버	Verlorene Zahl, Weiblich	Mujer perdida	Femme des Chiffres Perdus	Numero perduto femmina
NAKAMA_584	Zenon Type-0	ゼノン0型	芝诺0型	Zenon 0型	제논 0형	Zenon Typ 0	Zenon tipo 0	Zenon Type 0	Zenon tipo 0
NAKAMA_585	Lost Knight	騎士型ロストナンバー	骑士型失落的编号	騎士型Lost Number	기사형 로스트 넘버	Verlorene Zahl, Ritter	Caballero perdido	Homme des Chiffres Perdus	Numero perduto cavaliere
NAKAMA_586	Lost Samurai	武士型ロストナンバー	武士型失落的编号	武士型Lost Number	무사형 로스트 넘버	Verlorene Zahl, Samurai	Samurái perdido	Samouraï des Chiffres Perdus	Numero perduto samurai
NAKAMA_600	Eight-Legged Devourer	八本足の捕食者	八条腿的捕食者	八隻腳的獵食者	여덟 다리의 포식자	Achtbeiniger Verschlinger	Devorador octópodo	Dévoreur à huit pattes	Divoratore a otto zampe
NAKAMA_601	Mocking Leporid	嘲笑する小さき獣	发出嘲笑的娇小野兽	發出嘲笑的小野獸	비웃는 작은 짐승	Spöttelndes Ballenwild	Bestia burlona	Petite bête moqueuse	Piccola bestia irriverente
NAKAMA_602	Bloodthirsty Bear	血の味を知る獣魔	食髓知味的兽魔	嚐過鮮血的獸魔	피 맛을 아는 야수	Dämon, der den Geschmack von Blut kennt	Bestia sanguinaria	Bête qui connaît le goût du sang	Bestia che conosce il gusto del sangue
NAKAMA_603	Sleepless Sandsmith	眠らぬ砂使い	不眠的沙魔	不眠的操沙者	불면의 모래술사	Schlafloser Sandbote	Arenero insomne	Porteur de sable sans sommeil	Sabbioforo insonne
NAKAMA_604	Merciless Cyclops	怠惰を許さぬ隻眼	不容怠惰的独眼	不容怠惰的獨眼	나태 혐오 외눈박이	Gnadenloser Zyklop	Cíclope cruel	Œil fixe impitoyable	Occhio immobile che non perdona
NAKAMA_605	Windclad Dragon	疾風纏う翼龍	身缠疾风的翼龙	身纏疾風的翼龍	질풍을 두른 익룡	Sturmumhüllter Drache	Dragón de viento	Dragon ailé porteur de vent	Drago ventoso
NAKAMA_606	Raging Beauty	荒れ狂う美貌	狂野暴烈的美貌	令人瘋狂的美貌	미쳐 날뛰는 미모	Wütende Schönheit	Belleza arrebatadora	Beauté déchaînée	Bellezza furiosa
NAKAMA_607	Irreverent Fiend	生命を弄ぶ羅刹	玩弄生命的罗刹	褻瀆生命的羅剎	생명을 희롱하는 나찰	Respektloser Dämon	Demonio irreverente	Démon jouant avec la vie	Demone che gioca con la vita
NAKAMA_608	Noble Predator	高貴なる肉食獣	高贵的肉食兽	高貴的肉食獸	고귀한 육식수	Edler Beutegreifer	Predador noble	Noble bête carnivore	Nobile bestia carnivora
NAKAMA_609	Ruler of Eternal Skies	久遠の空の支配者	久远的天空支配者	悠久的天空支配者	천공의 지배자	Herrscher des ewigen Himmels	Amo del cielo eterno	Souverain des cieux éternels	Dominatore dei cieli eterni
NAKAMA_610	Diamondhide Water Demon	金剛の如き水魔	宛若金刚的水魔	猶如金剛的水魔	금강불괴 거북이	Diamantharter Wasserdämon	Demonio agua diamante	Démon d'eau à l'aspect de diamant	Demone dell'acqua di diamante
NAKAMA_611	Thunderclap Dragon God	轟く雷鳴の神龍	雷霆轰鸣的神龙	雷鳴震耳的神龍	뇌명의 신룡	Donnernder Drachengott	Dios dragón del trueno	Dragon du dieu du tonnerre rugissant	Dio drago del tuono roboante
NAKAMA_612	Covetous Fairy King	妖精達の欲深き王	贪婪的妖精之王	妖精們的貪婪之王	욕심쟁이 요정왕	Lüsterner Feenkönig	Rey de las hadas	Roi féerique avide	Bramoso re delle fate
