en	included
Yoshitsune	2
Ikusa	2
Triglav	2
Rakshasa	2
Shouten	2
Siegfried	2
Susano-o	2
Slime	2
Gozuki	2
Mezuki	2
Nezha	2
Atavaka	2
Fenrir	2
Cu Chulainn	2
Mahakala	2
Shiva	2
Masakado	2
Fury reserve 1	0
Fury reserve 2	0
Fury reserve 3	0
Fury reserve 4	0
Alp	2
Mokoi	2
Okiku-mushi	2
Ghoul	2
Utai-gaikotsu	2
Nebiros	2
Gashadokuro	2
Incubus	2
Lilith	2
Beelzebub	2
Sandman	2
Inugami	2
Lilim	2
Jorougumo	2
Black Frost	2
Arachne	2
Rangda	2
Mot	2
Mara	2
Pagan reserve 1	0
Pagan reserve 2	0
Pagan reserve 3	0
Pagan reserve 4	0
Ippon-datara	2
Leanan Sidhe	2
Nekomata	2
Thoth	2
Nagasunehiko	2
Abihiko	2
Scathach	2
Kudan	2
Futsunushi	2
Legion	2
Legion (Normal)	2
Legion (Physical)	2
Legion (Heal)	2
Legion (Magic)	2
Pixie	2
Blob	2
Selket	2
Oberon	2
Titania	2
Tam Lin	2
Mikaboshi	2
Taotie	2
Belphegor	2
High Pixie	2
Skill reserve 2	0
Skill reserve 3	0
Skill reserve 4	0
Undine	2
Sylph	2
Aquans	2
Aeros	2
Flaemis	2
Erthys	2
Spirit reserve 1	0
Spirit reserve 2	0
Spirit reserve 3	0
Spirit reserve 4	0
Kusi Mitama	2
Ara Mitama	2
Nigi Mitama	2
Saki Mitama	2
Mitama reserve 1	0
Mitama reserve 2	0
Mitama reserve 3	0
Mitama reserve 4	0
Alice	2
White Rider	2
Red Rider	2
Black Rider	2
Pale Rider	2
Kageboushi	2
Binbou-gami	2
Yakubyou-gami	2
Fiend reserve 1	0
Fiend reserve 2	0
Fiend reserve 3	0
Fiend reserve 4	0
Zombie	2
Zombie Officer	2
Zombie Guard	2
Zombie Lady	2
Red Cape	2
Yomi-kugutsu	2
Yomi-kugutsu	2
Yomi-kugutsu	2
Hiruko	2
Nesting Doll	2
Nesting Skull	2
City reserve 1	0
City reserve 2	0
City reserve 3	0
City reserve 4	0
Luck Locust	2
Lucky Bug	2
Blessed Bug	2
0x1a1	0
0x1a2	0
0x1a3	0
0x1a4	0
0x1a5	0
0x1a6	0
0x1a7	0
0x1a8	0
0x1a9	0
0x1aa	0
0x1ab	0
0x1ac	0
0x1ad	0
0x1ae	0
0x1af	0
0x1b0	0
Mishaguji	2
Hat-Wearing Figure	2
Jiromaru	2
Taromaru	2
Black Mask	2
Masked Man	2
Dahn	2
Tentomaru	2
Dahn the Direct	2
Akane the Patient	2
Lucifer	2
Lucifer	2
Jiromaru	2
Grey Mask	2
Jiromaru	2
Lord Tento	2
Apollyon	2
Apollyon	2
Geirin Kuzunoha	2
Predecessor Geirin	2
Psycho Apollyon	2
Apollyon	2
Shinado	2
Shinado	2
Predecessor Shadow	2
Lucifer	2
Lucifer	2
Lucifer	2
Lucifer	2
Shinado Pillar	2
Shinado	2
Preta Form	2
Enku Form	2
Koropokkur	2
Pixie	2
Ichimokuren	2
Binbou-gami	2
Binbou-gami	2
Binbou-gami	2
White Rider	2
Kageboushi	2
Red Rider	2
Binbou-gami	2
Yakubyou-gami	2
Yakubyou-gami	2
Yakubyou-gami	2
Black Rider	2
Baek Yong	2
Long	2
Vritra	2
Great Kohryu	2
Mikaboshi	2
Pale Rider	2
White Rider	2
Red Rider	2
Black Rider	2
Pale Rider	2
Ophanim	2
Camael	2
Astaroth	2
Kageboushi	2
Kageboushi	2
Arioch	2
Beelzebub	2
Mara	2
White Rider	2
Red Rider	2
Black Rider	2
Pale Rider	2
Gold Mask	2
Rumored Makami	2
Mot	2
Masakado	2
Rumored Basilisk	2
Gozuki	2
Mezuki	2
Oberon	2
Titania	2
Jack Frost	2
Oumitsunu	2
Jack Frost	2
Jorougumo	2
Kagutsuchi	2
Rangda	2
Rumored Oboroguruma	2
Taromaru	2
Dahn	2
Cerberus	2
Parvati	2
Taromaru	2
Psycho Apollyon	2
Cybele	2
Atavaka	2
Jack Frost	2
Jumbo Frost	2
Obariyon	2
Obariyon	2
Nekomata	2
Moh Shuvuu	2
Leanan Sidhe	2
Okiku-mushi	2
Shouten	2
Lamia	2
Taromaru	2
Black Mask	2
Arachne	2
Lilith	2
Lamia	2
Mot	2
Yomi-kugutsu 1	2
Yomi-kugutsu 2	2
Yomi-kugutsu 3	2
Rumored Obariyon	2
Feng Huang	2
Ikusa	2
0x200	0
0x200	0
0x200	0
0x200	0
0x200	0
0x200	0
0x200	0
0x200	0
0x200	0
0x200	0
0x200	0
0x200	0
0x200	0
0x200	0
0x200	0
0x200	0
0x200	0
0x200	0
0x200	0
0x200	0
0x200	0
0x200	0
0x200	0
0x200	0
0x200	0
0x200	0
0x200	0
0x200	0
