en	desc
Spyscope	Displays info for <item_tgt>. Item is not consumed upon use.
Haraedo Bead	Very slight HP recovery to <item_tgt> during battle. Item is not consumed upon use.
Gleam Grenade	Weak Almighty attack to <item_tgt>. Item is not consumed upon use.
Gospel	Increases the Nahobino's level by 1.
Grimoire	Increases a demon's level by 1 if that demon's level is lower than the Nahobino's.
Health Balm	Increases the Nahobino's MAX HP.
Stamina Balm	Increases the Nahobino's MAX MP.
Strength Balm	Increases the Nahobino's Strength by 1.
Magic Balm	Increases the Nahobino's Magic by 1.
Vitality Balm	Increases the Nahobino's Vitality by 1.
Agility Balm	Increases the Nahobino's Agility by 1.
Luck Balm	Increases the Nahobino's Luck by 1.
Health Incense	Increases a demon's MAX HP.
Stamina Incense	Increases a demon's MAX MP.
Strength Incense	Increases a demon's Strength by 1.
Magic Incense	Increases a demon's Magic by 1.
Vitality Incense	Increases a demon's Vitality by 1.
Agility Incense	Increases a demon's Agility by 1.
Luck Incense	Increases a demon's Luck by 1.
Battle Sutra	Increases a demon's Physical potential by 1. (max: +9)
Fire Sutra	Increases a demon's Fire potential by 1. (max: +9)
Ice Sutra	Increases a demon's Ice potential by 1. (max: +9)
Elec Sutra	Increases a demon's Electric potential by 1. (max: +9)
Force Sutra	Increases a demon's Force potential by 1. (max: +9)
Light Sutra	Increases a demon's Light potential by 1. (max: +9)
Dark Sutra	Increases a demon's Dark potential by 1. (max: +9)
Destruction Sutra	Increases a demon's Almighty potential by 1. (max: +9)
Healing Sutra	Increases a demon's healing potential by 1. (max: +5)
Aiding Sutra	Increases a demon's support potential by 1. (max: +5)
Calamity Sutra	Increases a demon's ailment potential by 1. (max: +9)
Small Glory Crystal	Grants 10 Glory.
Large Glory Crystal	Grants 100 Glory.
Simple Demon Box	A mysterious box with intriguing decorations. Can be offered to demons in a demon haunt.
Lavish Demon Box	A mysterious box with glamorous decorations. Can be offered to demons in a demon haunt.
New Testament Tablet	Allows the Nahobino to reallocate his stat points.
USE_114	USE_114
USE_115	USE_115
USE_116	USE_116
USE_117	USE_117
USE_118	USE_118
USE_119	USE_119
USE_120	USE_120
USE_121	USE_121
USE_122	USE_122
USE_123	USE_123
USE_124	USE_124
USE_125	USE_125
USE_126	USE_126
USE_127	USE_127
USE_128	USE_128
USE_129	USE_129
USE_130	USE_130
USE_131	USE_131
USE_132	USE_132
USE_133	USE_133
USE_134	USE_134
USE_135	USE_135
USE_136	USE_136
USE_137	USE_137
USE_138	USE_138
USE_139	USE_139
USE_140	USE_140
USE_141	USE_141
USE_142	USE_142
USE_143	USE_143
USE_144	USE_144
USE_145	USE_145
USE_146	USE_146
USE_147	USE_147
USE_148	USE_148
USE_149	USE_149
USE_150	USE_150
USE_151	USE_151
USE_152	USE_152
USE_153	USE_153
USE_154	USE_154
USE_155	USE_155
USE_156	USE_156
USE_157	USE_157
USE_158	USE_158
USE_159	USE_159
USE_160	USE_160
USE_161	USE_161
USE_162	USE_162
USE_163	USE_163
USE_164	USE_164
USE_165	USE_165
USE_166	USE_166
USE_167	USE_167
USE_168	USE_168
USE_169	USE_169
USE_170	USE_170
USE_171	USE_171
USE_172	USE_172
USE_173	USE_173
USE_174	USE_174
USE_175	USE_175
USE_176	USE_176
USE_177	USE_177
USE_178	USE_178
USE_179	USE_179
USE_180	USE_180
USE_181	USE_181
USE_182	USE_182
USE_183	USE_183
USE_184	USE_184
USE_185	USE_185
USE_186	USE_186
USE_187	USE_187
USE_188	USE_188
USE_189	USE_189
USE_190	USE_190
USE_191	USE_191
USE_192	USE_192
USE_193	USE_193
USE_194	USE_194
USE_195	USE_195
USE_196	USE_196
USE_197	USE_197
USE_198	USE_198
USE_199	USE_199
USE_200	USE_200
USE_201	USE_201
USE_202	USE_202
USE_203	USE_203
USE_204	USE_204
USE_205	USE_205
USE_206	USE_206
USE_207	USE_207
USE_208	USE_208
USE_209	USE_209
USE_210	USE_210
USE_211	USE_211
USE_212	USE_212
USE_213	USE_213
USE_214	USE_214
USE_215	USE_215
USE_216	USE_216
USE_217	USE_217
USE_218	USE_218
USE_219	USE_219
USE_220	USE_220
SKILLGET_1	SKILLGET_1
SKILLGET_2	SKILLGET_2
SKILLGET_3	SKILLGET_3
SKILLGET_4	SKILLGET_4
SKILLGET_5	SKILLGET_5
SKILLGET_6	SKILLGET_6
SKILLGET_7	SKILLGET_7
SKILLGET_8	SKILLGET_8
SKILLGET_9	SKILLGET_9
SKILLGET_10	SKILLGET_10
SKILLGET_11	SKILLGET_11
SKILLGET_12	SKILLGET_12
SKILLGET_13	SKILLGET_13
SKILLGET_14	SKILLGET_14
SKILLGET_15	SKILLGET_15
SKILLGET_16	SKILLGET_16
SKILLGET_17	SKILLGET_17
SKILLGET_18	SKILLGET_18
SKILLGET_19	SKILLGET_19
SKILLGET_20	SKILLGET_20
SKILLGET_21	SKILLGET_21
SKILLGET_22	SKILLGET_22
SKILLGET_23	SKILLGET_23
SKILLGET_24	SKILLGET_24
SKILLGET_25	SKILLGET_25
SKILLGET_26	SKILLGET_26
SKILLGET_27	SKILLGET_27
SKILLGET_28	SKILLGET_28
SKILLGET_29	SKILLGET_29
SKILLGET_30	SKILLGET_30
SKILLGET_31	SKILLGET_31
SKILLGET_32	SKILLGET_32
SKILLGET_33	SKILLGET_33
SKILLGET_34	SKILLGET_34
SKILLGET_35	SKILLGET_35
SKILLGET_36	SKILLGET_36
SKILLGET_37	SKILLGET_37
SKILLGET_38	SKILLGET_38
SKILLGET_39	SKILLGET_39
SKILLGET_40	SKILLGET_40
SKILLGET_41	SKILLGET_41
SKILLGET_42	SKILLGET_42
SKILLGET_43	SKILLGET_43
SKILLGET_44	SKILLGET_44
SKILLGET_45	SKILLGET_45
SKILLGET_46	SKILLGET_46
SKILLGET_47	SKILLGET_47
SKILLGET_48	SKILLGET_48
SKILLGET_49	SKILLGET_49
SKILLGET_50	SKILLGET_50
SKILLGET_51	SKILLGET_51
SKILLGET_52	SKILLGET_52
SKILLGET_53	SKILLGET_53
SKILLGET_54	SKILLGET_54
SKILLGET_55	SKILLGET_55
SKILLGET_56	SKILLGET_56
SKILLGET_57	SKILLGET_57
SKILLGET_58	SKILLGET_58
SKILLGET_59	SKILLGET_59
SKILLGET_60	SKILLGET_60
SKILLGET_61	SKILLGET_61
SKILLGET_62	SKILLGET_62
SKILLGET_63	SKILLGET_63
SKILLGET_64	SKILLGET_64
SKILLGET_65	SKILLGET_65
SKILLGET_66	SKILLGET_66
SKILLGET_67	SKILLGET_67
SKILLGET_68	SKILLGET_68
SKILLGET_69	SKILLGET_69
SKILLGET_70	SKILLGET_70
SKILLGET_71	SKILLGET_71
SKILLGET_72	SKILLGET_72
SKILLGET_73	SKILLGET_73
SKILLGET_74	SKILLGET_74
SKILLGET_75	SKILLGET_75
SKILLGET_76	SKILLGET_76
SKILLGET_77	SKILLGET_77
SKILLGET_78	SKILLGET_78
SKILLGET_79	SKILLGET_79
SKILLGET_80	SKILLGET_80
SKILLGET_81	SKILLGET_81
SKILLGET_82	SKILLGET_82
SKILLGET_83	SKILLGET_83
SKILLGET_84	SKILLGET_84
SKILLGET_85	SKILLGET_85
SKILLGET_86	SKILLGET_86
SKILLGET_87	SKILLGET_87
SKILLGET_88	SKILLGET_88
SKILLGET_89	SKILLGET_89
SKILLGET_90	SKILLGET_90
Khonsu's Essence	Phys/Fire/Light attack skills. Strong against Light.
Zeus's Essence	Attack/support/passive skills, many associated with Electric. Strong against Elec/Light/Dark.
Odin's Essence	Mostly Phys/Elec attack skills. Strong against Elec/Dark.
Mitra's Essence	Attack/recovery/support/passive skills. Strong against Light.
Atavaka's Essence	Mostly Light attack skills. Strong against Light/Dark.
Horus's Essence	Attack/recovery/support/passive skills. Strong against Light.
Thoth's Essence	Mostly passive skills; some attack/support as well. Strong against Fire.
Khonsu Ra's Essence	Almighty/Fire/Light attack skills. Strong against Light/Dark/Seal.
Vishnu's Essence	Mostly attacks skills; some recovery/passive as well. Strong against Light/Dark.
Baal's Essence	Attack/ailment/support/passive skills. Strong against Elec/Light.
Demeter's Essence	Attack/recovery/support/passive skills. Strong against Light/Dark.
Anahita's Essence	Attack/recovery/support/passive skills. Strong against Ice/Light.
Lakshmi's Essence	Attack/ailment/recovery/support/passive skills. Strong against Light/Charm.
Norn's Essence	Recovery/support skills. Strong against Dark.
Idun's Essence	Attack/ailment/recovery/passive skills. Strong against Light.
Sarasvati's Essence	Attack/ailment/support skills. Strong against Ice/Charm.
Ishtar's Essence	Attack/recovery/support/passive skills. Strong against Elec/Light.
Scathach's Essence	Mostly attacks skills; some recovery/ailment/passive as well. Strong against Force.
Parvati's Essence	Attack/recovery/support/passive skills. Strong against Confusion.
Ame-no-Uzume's Essence	Mostly Electric attack skills. Strong against Electric.
Fortuna's Essence	Attack/recovery/support/passive skills. Strong against Force.
Maria's Essence	Mostly recovery skills; some attack/support/passive as well. Strong against Force/Light/Sleep.
Artemis's Essence	Mostly Physical attack skills. Strong against Ice/Elec.
Hanuman's Essence	Mostly attack skills; some recovery/passive as well. Strong against Force.
Fionn's Essence	Mostly attack skills. Strong against Fire/Sleep/Seal.
Cu Chulainn's Essence	Mostly Phys/Force attack skills. Strong against Force.
Kurama Tengu's Essence	Phys/Force/Light attack skills. Strong against Force.
Amanozako's Essence	Elec/Force/Almighty attack skills. Strong against Elec/Force.
Koppa Tengu's Essence	Mostly Force attack and support skills. Slightly strong against Force/Sleep.
Apsaras's Essence	Mostly Ice attack skills; some recovery/support as well. Strong against Charm.
Agathion's Essence	Mostly Electric attack skills; some recovery/support as well. Strong against Electric.
Mandrake's Essence	Only Phys/Elec attack skills. Slightly strong against Electric.
Titania's Essence	Attack/ailment/recovery/support/passive skills. Strong against Light.
Oberon's Essence	Attack/recovery/support skills. Strong against Force.
Silky's Essence	Attack/recovery/support/passive skills. Strong against Ice/Sleep.
Setanta's Essence	Mostly Physical attack skills. Strong against Force.
Kelpie's Essence	Attack/ailment/recovery/support/passive skills. Strong against Mirage.
High Pixie's Essence	Attack/recovery/support skills. Slightly strong against Force/Confusion/Seal.
Jack-o'-Lantern's Essence	Mostly Fire attack skills. Strong against Fire.
Jack Frost's Essence	Mostly Ice attack skills. Strong against Ice.
Pixie's Essence	Mostly recovery skills; some attack/support as well. Slightly strong against Force.
Queen Medb's Essence	Mostly attack skills. Strong against Force.
Succubus's Essence	Attack/ailment/support/passive skills. Strong against Ice/Charm/Sleep.
Kaiwan's Essence	Attack/ailment/support/passive skills. Strong against Dark.
Lilim's Essence	Mostly Electric attack skills. Strong against Elec/Charm.
Incubus's Essence	Mostly Physical attack skills with ailment effects. Strong against Charm.
Mokoi's Essence	Mostly ailment skills. Slightly strong against Electric.
Sandman's Essence	Mostly Phys/Ice/Force attack skills. Strong against Sleep.
Lilith's Essence	Mostly Almighty attack skills. Slightly strong against Fire/Ice/Elec/Dark.
Black Frost's Essence	Mostly attack skills of 3 different affinities. Strong against Ice/Dark.
Nuwa's Essence	Mostly Force attack skills. Strong against Force/Charm.
Amon's Essence	Mostly attack skills; some support/passive as well. Strong against Fire.
Mara's Essence	Attack/ailment/support skills. Strong against Elec/Charm.
Mephisto's Essence	Attack/ailment/support skills. Strong against Phys/Dark.
Chi You's Essence	Mostly Physical attack skills. Strong against Force/Ice.
Surt's Essence	Phys/Fire attack skills. Strong against Fire.
Beelzebub's Essence	Ice/Elec/Dark attack skills. Strong against Elec/Dark.
Arioch's Essence	Mostly Phys/Ice attack skills. Strong against Ice.
Belial's Essence	Mostly Phys/Fire/Dark attack skills. Strong against Fire/Dark.
Abaddon's Essence	Mostly Phys attack/passive skills. Strong against Fire.
Moloch's Essence	Mostly Phys/Fire/Dark attack skills. Strong against Fire.
Belphegor's Essence	Attack/support skills. Strong against Ice/Dark.
King Frost's Essence	Attack/support skills. Strong against Ice.
Mithras's Essence	Mostly attack skills; some support/passive as well. Strong against Fire/Light.
Loki's Essence	Mostly Fire/Ice/Elec/Force attack skills. Strong against Ice.
Huang Long's Essence	Attack/recovery/support/passive skills. Strong against Light.
Quetzalcoatl's Essence	Attack/support skills. Strong against Fire.
Qinglong's Essence	Mostly attack skills; some support/passive as well. Strong against Force.
Xuanwu's Essence	Mostly attack skills; some support as well. Strong against Ice.
Ananta's Essence	Mostly Strength-based attack skills. Strong against Ice/Elec/Light.
Yamata-no-Orochi's Essence	Strength-based attack/passive skills. Strong against Fire/Ice.
Naga Raja's Essence	Mostly Phys/Ice/Elec attack skills. Strong against Electric.
Yurlungur's Essence	Attack/recovery/support/passive skills. Strong against Electric.
Naga's Essence	Mostly Physical attack skills. Strong against Elec/Seal.
Vasuki's Essence	Attack/ailment/passive skills. Strong against Ice.
Seth's Essence	Mostly Phys/Elec/Force attack skills. Strong against Electric.
Basilisk's Essence	Attack/ailment/support/passive skills. Slightly strong against Fire/Ice/Poison.
Aitvaras's Essence	Fire attack/support skills. Strong against Fire.
Hydra's Essence	Mostly Physical attack skills. Strong against Fire.
Fafnir's Essence	Mostly ailment skills; some attack/passive as well. Strong against Poison.
Barong's Essence	Attack/support/passive skills. Strong against Elec/Light.
Anubis's Essence	Attack/support skills. Strong against Light.
Makami's Essence	Attack/recovery/support/passive skills. Slightly strong against Light.
Baihu's Essence	Mostly Phys/Elec attack skills. Strong against Electric.
Chimera's Essence	Mostly Strength-based Phys attack skills. Strong against Electric.
Cironnup's Essence	Mostly attack skills; some support/passive as well. Slightly strong against Fire/Ice/Light.
Shiisaa's Essence	Mostly Phys/Elec attack skills. Slightly strong against Elec/Force.
Cerberus's Essence	Mostly Physical attack skills. Strong against Fire.
Orthrus's Essence	Mostly Phys/Fire attack skills. Strong against Fire.
Loup-garou's Essence	Mostly Physical attack skills. Strong against Electric.
Nekomata's Essence	Mostly Physical attack skills. Strong against Force.
Inugami's Essence	Attack/support/passive skills. Strong against Fire.
Orobas's Essence	Mostly Phys/Fire/Dark/Almighty attack skills. Strong against Confusion.
Cait Sith's Essence	Attack/recovery skills. Slightly strong against Electric.
Bugs's Essence	Attack/ailment/support/passive skills. Strong against Dark.
Nue's Essence	Mostly Phys/Elec attack skills. Strong against Electric.
Bicorn's Essence	Attack/support/passive skills. Strong against Dark.
Mothman's Essence	Attack/ailment/recovery/support skills. Strong against Electric.
Hayataro's Essence	Attack/recovery/support/passive skills. Strong against Electric.
Flaemis's Essence	Fire attack/ailment skills. Slightly strong against Fire.
Aquans's Essence	Ice attack/ailment skills. Slightly strong against Ice.
Aeros's Essence	Force attack/ailment skills. Slightly strong against Force.
Erthys's Essence	Electric attack/ailment skills. Slightly strong against Electric.
UTSUSEMI_104	UTSUSEMI_104
UTSUSEMI_105	UTSUSEMI_105
UTSUSEMI_106	UTSUSEMI_106
UTSUSEMI_107	UTSUSEMI_107
Black Ooze's Essence	Attack/ailment/passive skills. Slightly strong against Physical.
Legion's Essence	Attack/ailment/passive skills. Strong against Dark.
Slime's Essence	Attack/ailment skills. Slightly strong against Poison.
Shiva's Essence	Mostly Phys/Fire/Elec attack skills. Strong against Fire/Elec.
Mot's Essence	Mostly Fire/Force/Dark attack skills. Strong against Fire/Dark.
Zaou-Gongen's Essence	Attack/passive skills. Strong against Charm/Confusion/Mirage/Sleep.
Asura's Essence	Mostly Physical attack skills. Strong against Fire/Light.
Chernobog's Essence	Attack/passive skills. Strong against Dark.
Dionysus's Essence	Mostly attack skills. Strong against Fire/Charm.
Danu's Essence	Attack/support/passive skills. Strong against Light.
Inanna's Essence	Almighty attack/support skills. Strong against Fire/Ice/Elec/Force.
Kali's Essence	Mostly Physical attack skills. Strong against Fire/Dark.
Cybele's Essence	Attack/ailment/recovery/passive skills. Strong against Light.
Skadi's Essence	Mostly Force/Dark attack skills. Strong against Dark/Seal.
Isis's Essence	Attack/recovery/support skills. Strong against Electric.
Kikuri-Hime's Essence	Attack/recovery/support/passive skills. Strong against Force.
Hariti's Essence	Mostly attack skills; some ailment/recovery as well. Strong against Dark.
Nuwa's Essence	Mostly Ice/Elec/Force attack skills. Strong against Force/Charm.
Alilat's Essence	Mostly support skills; some attack/recovery as well. Strong against Poison/Sleep/Seal.
Thor's Essence	Mostly Phys/Elec attack skills. Strong against Electric.
Futsunushi's Essence	Mostly Phys attack/support/passive skills. Strong against Confusion/Mirage.
Attis's Essence	Mostly attack skills; some recovery/support/passive as well. Strong against Fire.
Bishamonten's Essence	Mostly attack/support skills. Strong against Fire/Light.
Jikokuten's Essence	Attack/support/ailment/passive skills. Strong against Ice.
Koumokuten's Essence	Mostly attack; support/passive as well. Strong against Force.
Zouchouten's Essence	Attack/support skills. Strong against Light.
Arahabaki's Essence	Attack/support/passive skills. Strong against Physical.
Oyamatsumi's Essence	Attack/recovery/support skills. Strong against Dark.
Kushinada-Hime's Essence	Attack/recovery/support/passive skills. Strong against Light.
Sukuna-Hikona's Essence	Mostly attack skills; some support/passive as well. Strong against Ice.
Okuninushi's Essence	Attack/recovery/support skills. Slightly strong against Light/Dark.
Take-Minakata's Essence	Mostly attack skills; some support/passive as well. Slightly strong against Electric.
Ganesha's Essence	Mostly Strength-based attack skills. Strong against Force.
Siegfried's Essence	Mostly Physical attack skills. Strong against Physical.
Valkyrie's Essence	Attack/passive skills. Strong against Light.
Yoshitsune's Essence	Attack/passive skills. Strong against Mirage.
Neko Shogun's Essence	Attack/recovery/support skills. Strong against Electric.
Mada's Essence	Mostly Phys/Fire attack skills; some recovery/support/passive as well. Strong against Fire/Dark.
Girimekhala's Essence	Attack/ailment/support/passive skills. Strong against Physical.
Pazuzu's Essence	Attack/ailment/support/passive skills. Strong against Dark.
Mishaguji's Essence	Mostly attack skills of 3 different affinities. Strong against Elec/Dark.
Baphomet's Essence	Mostly Dark attack/support/passive skills. Strong against Dark.
Lahmu's Essence	Mostly attack skills of 5 different affinities. Strong against Dark/Confusion.
Abdiel's Essence	Mostly Phys/Elec/Force/Light attack skills. Strong against Light.
Metatron's Essence	Attack/support/passive skills. Strong against Light.
Michael's Essence	Mostly Phys/Fire/Almighty attack skills. Strong against Fire/Light.
Gabriel's Essence	Mostly Ice attack/recovery/passive skills. Strong against Light/Ice.
Sraosha's Essence	Attack/recovery/support/passive skills. Strong against Light.
Raphael's Essence	Attack/ailment/recovery/passive skills. Strong against Force/Light.
Sandalphon's Essence	Mostly attack skills of 3 different affinities. Strong against Elec/Light.
Uriel's Essence	Mostly Phys/Fire/Elec/Light attack skills. Strong against Fire/Light.
Camael's Essence	Mostly Phys/Fire/Light attack skills. Strong against Light.
Melchizedek's Essence	Mostly attack skills; some support as well. Strong against Light/Dark.
Throne's Essence	Attack/recovery/support/passive skills. Strong against Fire/Light.
Dominion's Essence	Attack/recovery/support skills. Strong against Elec/Light.
Power's Essence	Mostly Strength-based attack skills; some support as well. Strong against Light.
Principality's Essence	Attack/recovery/support/passive skills. Strong against Light.
Archangel's Essence	Mostly attack skills of 3 different affinities. Strong against Light.
Angel's Essence	Mostly recovery skills; some Light attack as well. Strong against Light.
Abdiel's Essence	Mostly attack skills of 4 different affinities. Strong against Light.
Adramelech's Essence	Mostly Fire attack/passive skills. Strong against Dark.
Flauros's Essence	Mostly Strength-based attack skills. Strong against Fire.
Nebiros's Essence	Mostly Almighty attack/passive skills. Strong against Dark.
Berith's Essence	Mostly Physical attack skills. Strong against Fire/Dark.
Ose's Essence	Mostly Strength-based attack skills. Strong against Ice/Dark.
Eligor's Essence	Mostly attack skills; some support/passive as well. Strong against Fire.
Forneus's Essence	Attack/ailment/support/passive skills. Strong against Ice/Dark.
Andras's Essence	Mostly attack skills; some ailment/support as well. Strong against Ice.
Decarabia's Essence	Mostly Fire/Dark/Almighty attack skills. Strong against Dark.
Garuda's Essence	Attack/support/passive skills. Strong against Force.
Zhuque's Essence	Mostly Fire attack/support/passive skills. Strong against Fire.
Yatagarasu's Essence	Attack/recovery/support/passive skills. Strong against Light.
Jatayu's Essence	Mostly Force attack/support/passive skills. Strong against Force.
Feng Huang's Essence	Mostly attack skills; some recovery/passive as well. Strong against Fire.
Thunderbird's Essence	Mostly Electric attack skills. Strong against Electric.
Anzu's Essence	Mostly attack skills; some recovery/support as well. Strong against Elec/Mirage.
Zhen's Essence	All attack skills, mostly Physical type. Slightly strong against Dark/Poison/Mirage.
Muu Shuwuu's Essence	Attack/recovery/support/passive skills. Strong against Force.
Onmoraki's Essence	Fire/Dark attack/ailment skills. Slightly strong against Fire.
Cleopatra's Essence	Attack/ailment/recovery/support skills. Strong against Light.
Rangda's Essence	Mostly Phys/Force attack skills; some recovery as well. Strong against Physical.
Dakini's Essence	Mostly Strength-based attack skills. Strong against Seal.
Atropos's Essence	Mostly attack skills; some ailment/passive as well. Strong against Light.
Yakshini's Essence	Mostly attack skills; some passive as well. Strong against Force.
Lachesis's Essence	Ailment/support/passive skills. Slightly strong against Poison/Confusion/Charm/Sleep/Seal/Mirage.
Clotho's Essence	Ailment/recovery/support/passive skills. Strong against Fire/Sleep.
Manananggal's Essence	Mostly attack skills; some ailment/support as well. Strong against Dark.
Lamia's Essence	Mostly Phys/Elec/Dark/Almighty attack skills. Strong against Electric.
Mermaid's Essence	Ailment/support skills. Strong against Ice.
Leanan Sidhe's Essence	Attack/ailment/recovery/passive skills. Strong against Dark.
Ongyo-Ki's Essence	Attack/ailment/support/passive skills. Slightly strong against Phys/Ice/Force.
Shiki-Ouji's Essence	Mostly attack skills; some ailment/support as well. Slightly strong against Phys/Light/Dark.
Sui-Ki's Essence	Mostly Strength-based attack skills. Strong against Ice.
Fuu-Ki's Essence	Attack/support/passive skills. Strong against Force.
Kin-Ki's Essence	Mostly Physical attack skills. Strong against Electric.
Azumi's Essence	All attack skills, mostly Ice. Slightly strong against Ice.
Ippon-Datara's Essence	Physical attack/support skills. Slightly strong against Fire.
Daemon's Essence	Mostly attack skills; some support as well. Strong against Dark.
Oni's Essence	Mostly Physical attack skills; some support as well. Slightly strong against Physical.
Hecatoncheires's Essence	Physical attack/support/passive skills. Strong against Dark.
Loa's Essence	Mostly attack skills; some support/passive as well. Strong against Dark/Poison.
Rakshasa's Essence	Strength-based attack/support/passive skills. Slightly strong against Light/Dark.
Turdak's Essence	Physical attack/recovery skills. Slightly strong against Dark.
Macabre's Essence	Attack/ailment/passive/special skills. Strong against Dark/Poison.
Kaya-no-Hime's Essence	Ice attack/recovery/support skills. Slightly strong against Ice/Sleep/Charm.
Tsuchigumo's Essence	Phys/Elec attack/support skills. Slightly strong against Elec/Poison.
Narcissus's Essence	Attack/ailment/support/passive skills. Strong against Force/Charm.
Hua Po's Essence	Fire attack/recovery/support/passive skills. Strong against Fire.
Koropokkur's Essence	Mostly Ice attack/support skills. Strong against Ice.
Sudama's Essence	Force attack/ailment skills. Strong against Force.
Kodama's Essence	Force attack/ailment/recovery skills. Slightly strong against Force.
Pisaca's Essence	Mostly Physical attack skills. Strong against Dark.
Kumbhanda's Essence	Mostly attack skills; some support/passive as well. Strong against Force.
Poltergeist's Essence	Attack/support/passive skills. Strong against Elec/Confusion.
Obariyon's Essence	Attack/recovery/support skills. Slightly strong against Elec/Dark.
Preta's Essence	All attack skills of Phys/Ice/Almighty affinities. Slightly strong against Dark.
Trumpeter's Essence	Mostly attack skills of 5 different affinities. Strong against Light/Dark/Sleep/Seal.
Mother Harlot's Essence	Mostly attack skills. Strong against Phys/Elec/Charm.
Black Rider's Essence	Mostly attack skills of various affinities. Strong against Ice/Confusion.
Red Rider's Essence	Mostly attack skills of various affinities. Strong against Elec/Force.
White Rider's Essence	Mostly attack skills of various affinities. Strong against Fire.
