PackID	Rank	Skill	Weight
3	2	0	0
3	3	13	10
3	3	23	10
3	3	128	10
3	3	111	10
3	3	798	10
3	3	800	10
3	3	86	10
3	3	88	10
3	3	90	10
3	3	785	10
3	3	788	10
3	3	66	10
3	3	52	10
3	3	128	10
3	3	111	10
3	3	120	10
3	3	792	10
3	3	794	10
3	3	796	10
3	3	821	10
3	3	822	10
3	3	0	0
3	4	11	10
3	4	21	10
3	4	753	5
3	4	755	5
3	4	739	5
3	4	741	5
3	4	141	10
3	4	145	10
3	4	785	10
3	4	789	10
3	4	66	10
3	4	52	10
3	4	78	10
3	4	886	5
3	4	887	5
3	4	888	5
3	4	889	5
3	4	896	10
3	4	897	10
3	4	893	10
3	4	821	10
3	4	822	10
3	5	14	10
3	5	24	10
3	5	712	5
3	5	716	5
3	5	766	5
3	5	768	5
3	5	129	10
3	5	121	10
3	5	114	10
3	5	185	10
3	5	186	10
3	5	187	10
3	5	891	10
3	5	890	10
3	5	841	10
3	5	51	10
3	5	65	10
3	5	78	10
3	5	700	5
3	5	704	5
3	5	708	5
3	5	760	5
3	5	762	5
3	5	764	5
3	5	105	10
3	5	863	10
3	5	820	5
3	5	851	5
3	5	853	5
3	6	12	10
3	6	22	10
3	6	799	5
3	6	801	5
3	6	786	10
3	6	790	10
3	6	844	5
3	6	842	5
3	6	215	10
3	6	216	10
3	6	127	10
3	6	130	10
3	6	51	10
3	6	65	10
3	6	79	10
3	6	793	5
3	6	795	5
3	6	797	5
3	6	854	5
3	6	835	10
3	6	863	10
3	6	894	10
3	6	127	10
3	6	144	10
3	7	15	10
3	7	25	10
3	7	713	5
3	7	717	5
3	7	115	10
3	7	142	10
3	7	844	10
3	7	842	10
3	7	892	10
3	7	53	10
3	7	67	10
3	7	79	10
3	7	701	5
3	7	705	5
3	7	709	5
3	7	871	5
3	7	864	10
3	7	854	5
3	8	16	10
3	8	26	10
3	8	146	10
3	8	117	10
3	8	714	5
3	8	718	5
3	8	188	10
3	8	892	10
3	8	857	10
3	8	848	10
3	8	80	10
3	8	118	10
3	8	131	10
3	8	702	5
3	8	706	5
3	8	710	5
3	8	163	10
3	8	836	10
3	8	865	10
3	8	207	10
3	9	16	10
3	9	26	10
3	9	117	10
3	9	132	10
3	9	188	10
3	9	715	10
3	9	719	10
3	9	857	10
3	9	848	10
3	9	839	10
3	9	80	10
3	9	118	10
3	9	82	10
3	9	163	10
3	9	703	10
3	9	707	10
3	9	711	10
3	9	865	10
3	9	866	10
3	9	207	10
4	0	0	0
4	1	40	10
4	1	30	10
4	1	110	10
4	1	140	10
4	1	190	10
4	1	191	10
4	1	192	10
4	1	91	10
4	1	93	10
4	1	95	10
4	1	70	10
4	1	56	10
4	1	140	10
4	1	133	10
4	1	155	10
4	1	170	10
4	1	172	10
4	1	825	10
4	1	826	10
4	1	827	10
4	1	831	10
4	1	0	0
4	2	40	10
4	2	30	10
4	2	126	10
4	2	113	10
4	2	771	5
4	2	769	5
4	2	742	5
4	2	750	5
4	2	746	5
4	2	748	5
4	2	744	5
4	2	70	10
4	2	56	10
4	2	113	10
4	2	143	10
4	2	773	5
4	2	775	5
4	2	155	10
4	2	170	10
4	2	172	10
4	2	104	10
4	2	0	0
4	3	43	10
4	3	33	10
4	3	111	10
4	3	120	10
4	3	804	10
4	3	802	10
4	3	92	10
4	3	94	10
4	3	96	10
4	3	200	10
4	3	201	10
4	3	73	10
4	3	59	10
4	3	120	10
4	3	128	10
4	3	806	10
4	3	808	10
4	3	160	10
4	3	846	10
4	3	884	10
4	3	104	10
4	3	165	10
4	4	41	10
4	4	31	10
4	4	743	5
4	4	751	5
4	4	747	5
4	4	749	5
4	4	745	5
4	4	145	10
4	4	119	10
4	4	846	10
4	4	780	10
4	4	57	10
4	4	71	10
4	4	156	10
4	4	171	10
4	4	173	10
4	4	167	10
4	4	211	10
4	4	119	10
4	4	141	10
4	4	834	10
4	4	893	10
4	5	44	10
4	5	34	10
4	5	724	5
4	5	720	5
4	5	772	5
4	5	770	5
4	5	148	10
4	5	114	10
4	5	121	10
4	5	195	10
4	5	196	10
4	5	197	10
4	5	781	10
4	5	847	10
4	5	60	10
4	5	74	10
4	5	728	5
4	5	732	5
4	5	774	5
4	5	776	5
4	5	129	10
4	5	114	10
4	5	148	10
4	5	161	10
4	5	177	10
4	5	167	5
4	5	834	10
4	5	869	10
4	5	0	0
4	6	42	10
4	6	32	10
4	6	805	5
4	6	803	5
4	6	838	10
4	6	847	10
4	6	757	10
4	6	205	10
4	6	206	10
4	6	112	10
4	6	144	10
4	6	885	10
4	6	58	10
4	6	72	10
4	6	807	5
4	6	809	5
4	6	828	5
4	6	829	5
4	6	830	5
4	6	157	10
4	6	166	10
4	6	100	5
4	6	112	10
4	6	130	10
4	7	45	10
4	7	35	10
4	7	725	5
4	7	721	5
4	7	115	10
4	7	146	10
4	7	838	10
4	7	757	5
4	7	894	10
4	7	61	10
4	7	75	10
4	7	729	5
4	7	733	5
4	7	142	10
4	7	116	10
4	7	162	10
4	7	176	10
4	7	870	5
4	8	46	10
4	8	36	10
4	8	116	10
4	8	132	10
4	8	726	5
4	8	722	5
4	8	198	10
4	8	871	5
4	8	856	10
4	8	849	10
4	8	62	10
4	8	76	10
4	8	146	10
4	8	116	10
4	8	730	5
4	8	734	5
4	8	162	10
4	8	870	10
4	8	864	10
4	8	756	10
4	9	46	10
4	9	36	10
4	9	132	10
4	9	131	10
4	9	198	10
4	9	727	10
4	9	723	10
4	9	856	10
4	9	849	10
4	9	872	10
4	9	62	10
4	9	76	10
4	9	131	10
4	9	117	10
4	9	118	10
4	9	731	10
4	9	735	10
4	9	836	10
4	9	756	10
4	9	864	10
5	0	0	0
5	1	40	10
5	1	30	10
5	1	110	10
5	1	140	10
5	1	190	10
5	1	191	10
5	1	192	10
5	1	91	10
5	1	93	10
5	1	95	10
5	1	133	10
5	1	110	10
5	1	140	10
5	1	104	10
5	1	788	10
5	1	784	10
5	1	884	10
5	1	833	10
5	1	845	10
5	1	779	10
5	1	0	0
5	1	0	0
5	2	40	10
5	2	30	10
5	2	126	10
5	2	113	10
5	2	771	5
5	2	769	5
5	2	742	5
5	2	750	5
5	2	746	5
5	2	748	5
5	2	744	5
5	2	143	10
5	2	126	10
5	2	113	10
5	2	759	5
5	2	763	5
5	2	761	5
5	2	845	10
5	2	884	10
5	2	788	10
5	2	784	10
5	2	779	10
5	3	43	10
5	3	33	10
5	3	111	10
5	3	120	10
5	3	804	10
5	3	802	10
5	3	92	10
5	3	94	10
5	3	96	10
5	3	200	10
5	3	201	10
5	3	66	10
5	3	52	10
5	3	128	10
5	3	111	10
5	3	120	10
5	3	792	10
5	3	794	10
5	3	796	10
5	3	821	10
5	3	822	10
5	3	0	0
5	4	41	10
5	4	31	10
5	4	743	5
5	4	751	5
5	4	747	5
5	4	749	5
5	4	745	5
5	4	145	10
5	4	119	10
5	4	846	10
5	4	780	10
5	4	66	10
5	4	52	10
5	4	78	10
5	4	886	5
5	4	887	5
5	4	888	5
5	4	889	5
5	4	896	10
5	4	897	10
5	4	821	10
5	4	822	10
5	5	44	10
5	5	34	10
5	5	724	5
5	5	720	5
5	5	772	5
5	5	770	5
5	5	148	10
5	5	114	10
5	5	121	10
5	5	195	10
5	5	196	10
5	5	197	10
5	5	781	10
5	5	847	10
5	5	51	10
5	5	65	10
5	5	78	10
5	5	700	5
5	5	704	5
5	5	708	5
5	5	760	5
5	5	762	5
5	5	764	5
5	5	105	10
5	5	863	10
5	5	820	5
5	5	851	5
5	5	853	5
5	5	0	0
5	6	42	10
5	6	32	10
5	6	805	5
5	6	803	5
5	6	838	10
5	6	847	10
5	6	757	10
5	6	205	10
5	6	206	10
5	6	112	10
5	6	144	10
5	6	885	10
5	6	51	10
5	6	65	10
5	6	79	10
5	6	793	5
5	6	795	5
5	6	797	5
5	6	854	5
5	6	835	10
5	6	863	10
5	6	894	10
5	6	127	10
5	6	144	10
5	7	45	10
5	7	35	10
5	7	725	5
5	7	721	5
5	7	115	10
5	7	146	10
5	7	838	10
5	7	757	5
5	7	894	10
5	7	53	10
5	7	67	10
5	7	79	10
5	7	701	5
5	7	705	5
5	7	709	5
5	7	871	5
5	7	864	10
5	7	854	5
5	8	46	10
5	8	36	10
5	8	116	10
5	8	132	10
5	8	726	5
5	8	722	5
5	8	198	10
5	8	871	5
5	8	856	10
5	8	849	10
5	8	80	10
5	8	118	10
5	8	131	10
5	8	702	5
5	8	706	5
5	8	710	5
5	8	163	10
5	8	836	10
5	8	865	10
5	8	207	10
5	9	46	10
5	9	36	10
5	9	132	10
5	9	131	10
5	9	198	10
5	9	727	10
5	9	723	10
5	9	856	10
5	9	849	10
5	9	872	10
5	9	80	10
5	9	118	10
5	9	82	10
5	9	163	10
5	9	703	10
5	9	707	10
5	9	711	10
5	9	865	10
5	9	866	10
5	9	207	10
6	0	0	0
6	1	70	10
6	1	56	10
6	1	140	10
6	1	133	10
6	1	155	10
6	1	170	10
6	1	172	10
6	1	825	10
6	1	826	10
6	1	827	10
6	1	831	10
6	1	133	10
6	1	110	10
6	1	140	10
6	1	104	10
6	1	788	10
6	1	784	10
6	1	884	10
6	1	833	10
6	1	845	10
6	1	779	10
6	1	0	0
6	2	70	10
6	2	56	10
6	2	113	10
6	2	143	10
6	2	773	5
6	2	775	5
6	2	155	10
6	2	170	10
6	2	172	10
6	2	104	10
6	2	143	10
6	2	126	10
6	2	113	10
6	2	759	5
6	2	763	5
6	2	761	5
6	2	845	10
6	2	884	10
6	2	788	10
6	2	784	10
6	2	779	10
6	2	0	0
6	3	73	10
6	3	59	10
6	3	120	10
6	3	128	10
6	3	806	10
6	3	808	10
6	3	160	10
6	3	846	10
6	3	884	10
6	3	104	10
6	3	165	10
6	3	66	10
6	3	52	10
6	3	128	10
6	3	111	10
6	3	120	10
6	3	792	10
6	3	794	10
6	3	796	10
6	3	821	10
6	3	822	10
6	3	0	0
6	4	57	10
6	4	71	10
6	4	156	10
6	4	171	5
6	4	173	5
6	4	167	5
6	4	211	5
6	4	119	10
6	4	141	10
6	4	834	10
6	4	893	10
6	4	66	10
6	4	52	10
6	4	78	10
6	4	886	5
6	4	887	5
6	4	888	5
6	4	889	5
6	4	896	10
6	4	897	10
6	4	821	10
6	4	822	10
6	5	60	10
6	5	74	10
6	5	728	5
6	5	732	5
6	5	774	5
6	5	776	5
6	5	129	10
6	5	114	10
6	5	148	10
6	5	161	10
6	5	177	10
6	5	167	5
6	5	834	10
6	5	869	10
6	5	51	10
6	5	65	10
6	5	78	10
6	5	700	5
6	5	704	5
6	5	708	5
6	5	760	5
6	5	762	5
6	5	764	5
6	5	105	10
6	5	863	10
6	5	820	5
6	5	851	5
6	5	853	5
6	5	0	0
6	6	58	10
6	6	72	10
6	6	807	5
6	6	809	5
6	6	828	5
6	6	829	5
6	6	830	5
6	6	157	10
6	6	166	10
6	6	100	5
6	6	112	10
6	6	130	10
6	6	51	10
6	6	65	10
6	6	79	10
6	6	793	5
6	6	795	5
6	6	797	5
6	6	854	5
6	6	835	10
6	6	863	10
6	6	894	10
6	6	127	10
6	6	144	10
6	7	61	10
6	7	75	10
6	7	729	5
6	7	733	5
6	7	142	10
6	7	116	10
6	7	162	10
6	7	176	10
6	7	870	5
6	7	53	10
6	7	67	10
6	7	79	10
6	7	701	5
6	7	705	5
6	7	709	5
6	7	871	5
6	7	864	10
6	7	854	5
6	8	62	10
6	8	76	10
6	8	146	10
6	8	116	10
6	8	730	5
6	8	734	5
6	8	162	10
6	8	870	10
6	8	864	10
6	8	756	10
6	8	80	10
6	8	118	10
6	8	131	10
6	8	702	5
6	8	706	5
6	8	710	5
6	8	163	10
6	8	836	10
6	8	865	10
6	8	207	10
6	9	62	10
6	9	76	10
6	9	131	10
6	9	117	10
6	9	118	10
6	9	731	10
6	9	735	10
6	9	836	10
6	9	756	10
6	9	864	10
6	9	80	10
6	9	118	10
6	9	82	10
6	9	163	10
6	9	703	10
6	9	707	10
6	9	711	10
6	9	865	10
6	9	866	10
6	9	207	10
