en	desc
Fionn mac Cumhaill	The leader of the Fianna, warriors\nwho protected High King Cormac of\nIreland. He was born as Deimne, but,\ndue to his blond hair and white skin,\nhe soon came to be called \''Fionn,\''\na name meaning \''golden hair.\''\n \nWhen training under the druid,\nFinn Eces, he was ordered to cook\nthe Salmon of Knowledge, and upon\nlicking some of the salmon's fat from\nhis thumb, he gained its knowledge.\nFrom that point on, it is said that\nFionn could tap this knowledge any\ntime he licked his thumb.
Cu Chulainn	A gallant Celtic hero and son of the\nsun god Lugh. \n \nHe is said to have beaten an army \nsinglehandedly. He was cursed to die\nafter spurning the war goddess\nMorrighan and was impaled on his\nown mighty spear, Gae Bolg.
Kurama Tengu	A tengu that is said to have lived in\nMt. Kurama in Kyoto.\n \nThe most powerful and well-known\nof the tengu, he has the power to\nfend off disease and bring good \nfortune. He is also said to have\ntrained Yoshitsune how to fight with\na sword when Yoshitsune was still\na child. Some believe him to be\nBishamonten's night form.
Amanozako	A Japanese goddess commonly\nthought to be the ancestor of the\ntengu and amanojaku. \n \nThe famed warrior Susano-o once\nallowed his tempestuous spirit to \nbuild up to such an intense degree,\nhe vomited her out as a result.\nSimilarly to Susano-o, she has a wild \npersonality and tends to go on\na rampage if she doesn't get her way.\nIt is said that she can hurl even\nthe most powerful gods a great\ndistance, and that her fangs can\nmangle the very sharpest of blades.\nLike amanojaku, she is prone to doing\nthe exact opposite of what \nis expected.
039	039
040	040
041	041
Koppa Tengu	A smaller member of the Tengu race\nless powerful than other Tengu.\n \nThey are believed to be an\nincarnation of an old wolf and are\ncapable of eventually transforming \ninto Karasu Tengu.
Apsaras	Water spirits in Hindu lore.\n \nThey are beautiful young women who\ndance for the gods. They also guide \nheroes who fall in battle to paradise.
Agathion	A familiar with no physical body that\nonly appears during the day. \n \nThere is no consensus on the\nappearance of an Agathion: it can \nresemble a human, bird, or animal. \nThey are usually sealed away in\nbottles or pots but can also be sealed \nin rings or talismans. The term\nAgathion is also used as a general\nterm for familiars.
Mandrake	A magical plant whose roots take the\nappearance of a human. \n \nMandrakes are a precious component \nin potions to heal sicknesses, but\nobtaining one is notoriously difficult. \nWhen pulled from the ground, they \nlet out a bloodcurdling scream, killing\nanyone unlucky enough to hear it.\nThere are both male and female\nvariations of Mandrakes.
046	046
047	047
048	048
049	049
050	050
Titania	The queen of the fairies and King\nOberon's wife. She is based on the\nRoman goddess Diana and was later\nimagined as a fairy. \n \nShe is famously recognized as \na queen in William Shakespeare's\n\''A Midsummer Night's Dream.\''
Oberon	The king of the fairies and the\nhusband of Titania. \n \nHe is quite old, but due to a curse\nhe received when he was young, he\nremains small yet still beautiful.\nHe often flirts with human women and\nhas earned many a scolding from his\nwife as a result.
Silky	A house fairy of England and\nScotland. \n \nA welcome spirit, she carries out\nhousehold chores while everyone \nsleeps. It is said you can hear her\nsilk skirts rustle as she works.\nHowever, she is not without a\ndangerous side, and will kill anyone\nwho tries to cause harm to the family\nshe protects.
Setanta	A brave young man in Celtic myth.\n \nAfter defeating a fierce guard dog, he\nvolunteered to take its place, thus\nearning himself \''Culann's Hound\'' as\nhis nickname.
Kelpie	A fairy of Celtic folklore that lives by\nthe water and takes the appearance\nof a horse.\n \nThey often drown those who attempt\nto ride them, but, if tamed, they can\nbe valuable mounts.
High Pixie	One of a higher class of pixie, these\nare the Seelie Court's more powerful\nsoldiers. \n \nThey are charged with guarding\nthe ruins and caves where other\npixies dwell.
Jack-o'-Lantern	An Irish spirit typically found in\nswamps, bogs, or marshes.\n \nSaid to be spirits of the dead,\nJack-o'-Lanterns appear as floating\nflames and are known around the\nworld by various names such as \n\''Will-o'-the-Wisp\'' and \''Hitodama.\''\nThey are also said to come out at\nnight to startle travelers and make\nthem lose their way.
Jack Frost	A frost spirit made from ice and snow\nthat appears during the winter and\nmelts away in the spring. \n \nDo not be fooled by his cute \ndemeanor, however, for Jack Frost \nis known to freeze people with his\ncold breath, smiling all the while.\nSome suggest that he originally\nlooked like an abominable snowman\nbut may have changed form to\nappear more approachable and thus\nmore easily lure in his victims.
Pixie	A small fairy found in southwestern\nBritain known for their cheerful nature\nand love of pranks.\n \nTheir physical appearance changes \nfrom region to region, but their \npersonality is always playful and\nmischievous. A common prank they\nlike to pull is causing humans to\nwander in circles. However, they are\nalso known to help farmers from time\nto time and are generally considered \ngood fairies.
060	060
061	061
062	062
063	063
Queen Medb	The queen of fairies in Celtic\nmythology.\n \nSome say she was the inspiration for\nWilliam Shakespeare's Queen Mab,\nleading many to conclude that she\nand the fairy queen Titania, Oberon's\nwife, are one and the same. She was\nknown to give mead mixed with her\nblood to her many consorts.
Succubus	A female demon in popular European\nfolklore during the medieval ages.\n \nThey are known to visit men in their\nsleep and have sex with them. And\nthough they appear beautiful in the\ndream, in reality, they are ugly, old\nhags.
Kaiwan	A god in Assyrian mythology\nassociated with the planet Saturn.\n \nHe is usually grouped with another\ngod, Sakkut.
Lilim	A demon in female form from\nJudeo-Christian lore known to tempt\nsleeping men and attack infants. \n \nShe is the daughter of the demoness\nLilith, who tempted Adam. Like her\nmother, she drains men of their\nessence.
Incubus	A male demon of popular European\nfolklore during the medieval ages, and\nthe male counterpart to the\nsuccubus.\n \nThey are known to visit women\nin their sleep and have sex with them.\nThe offspring born from these\nincidents are said to later become\nwitches and wizards.
Mokoi	A monster from Aboriginal folktales.\n \nIt lives in a jungle alongside owls and,\nthough it appears human, has an\nabnormally large head. It also lacks a\ntongue and therefore cannot speak.\nMyth tells that these creatures are\nreincarnations of the \''soul of the\nshadow,\'' and they are even said to\nengage in intercourse with human\nwomen from time to time as well as\neat children and fight humans.
Sandman	A fairy from rural Germany rumored\nto put people to sleep using the\nmagic sand he carried in his bag.\n \nIf a victim resisted, he would sit\non their eyelids to force them to sleep.\nIt has even been said that \''naughty\nchildren\'' who refused to go to sleep\nwould be punished by having their\neyes scooped out and taken away,\nthough this is speculated to be a\nfabrication thought up by German\nmothers.
Lilith	She is said to have been Adam's first\nwife. Refusing to obey Adam, she left\nEden and became a demon of the\nnight. \n \nThough there are several theories\nregarding her disobedience, she\nis often regarded as a symbol of\ninfidelity.
Black Frost	A Jack Frost that grew powerful and\nevil. \n \nThese are the evolved form of the\nfairly peaceful winter fairy and mark\nthe transformation from small\nprankster into massively powerful\nentity.
073	073
074	074
Nuwa	A goddess that appears in Chinese\nmythology.\n \nRecognized as one of the sovereigns,\nshe is said to have the head\nof a human and a body of a serpent.\nShe is also known to be responsible\nfor the creation of humanity, having\ncreated them from mud. Legend tells\nthat when one of the four pillars said\nto hold up the world broke, she\nrepaired it. Furthermore, her colleague\nFuxi is typically labeled as either\nher brother or her husband,\ndepending on what version of her\nstory is told.
Amon	One of the 72 demons of Solomon's\nArs Goetia. \n \nHe is the seventh spirit of Goetia\nand the Grand Marquis of Hell.\nAmon is depicted in several different\nforms, sometimes appearing as a wolf\nwith a serpent's tail, and other times\nappearing as having the head of an\nowl, the torso of a wolf, and the tail of\na snake sometimes replacing his hind\nlegs altogether. It is said that he\nbestows knowledge of the past and\nthe future. He is also incredibly loyal,\nhaving led his army to assist Satan\nwhen Satan rebelled against God.
Mara	A Buddhist demon that represents the\nfear of death.\n \nAlso known as \''The Evil One,\''\nhe sent his daughters to tempt\nBuddha during his meditations.
Mephisto	More accurately, Mephistopheles. He\nis one of the princes of Hell, and his\nname means \''he who loves not the\nlight.\''\n \nHe is commonly known as the demon\nsummoned by Georg Faust.\nOther than Satan himself, he is the\nmost feared commander in Hell.\nHowever, he despises having fallen\ninto Hell and hates any and all\nhumans who have been granted\nsalvation. He is rather knowledgeable\nin the realms of astronomy, astrology,\nand meteorology in addition to being\na skilled illusionist who can\nmanipulate all five senses.
Chi You	A Chinese god of war, often depicted\nwith a bull's head, six or eight arms,\nand four eyes. \n \nHe invented many weapons and\ncommanded an invincible army.\nSeeking control of the land, he fought\nwith Huang Di, and though he was\nwinning, Huang Di invented something\nof his own, the South-Pointing\nChariot, and promptly defeated him.\nHuang Di then had Chi You's head\nburied thousands of li apart from\nhis body.
Surt	A fire giant in Norse mythology.\n \nHe rules over Muspelheim, the realm\nof fire, and brandishes a sword of fire\ncalled \''Laevateinn.\'' In Ragnarok, he\nwill set the world ablaze.
Beelzebub	Lord of the Flies and the prince of\nHell. \n \nHe is established as a high-ranking\ndemon in the Bible, and his multitude\nof flies are said to carry souls down\nto the abyss. He has been speculated\nto be a bastardization of the\nCanaanite god Baal.
Arioch	The fallen angel of Israel and the\ndemon of vengeance. \n \nHis name means \''ferocious lion,\'' and \nhe is said to aid in the vengeance\nof those who seek his service. \nDuring his time as an angel of God,\nhe was recognized as the guardian\nangel of the saint Enoch. It is said\nthat his name originally belonged \nto one in either the Book of Genesis \nor the Book of Daniel, only to become \nassociated with the demon thereafter.
Belial	One of the 72 demons of the Goetia\ninvoked by King Solomon.\n \nHe leads 50 legions of demons as\ntheir chief and is said to appear before\nhis conjurer as two beautiful angels\nin a chariot of fire. His name means\n\''worthless,\'' and he is known to be\nexceptionally cunning, having caused\nthe fall of Sodom and Gomorrah in\naddition to persecuting Jesus Christ.
Abaddon	The king of the abyss that appears in\nthe Book of Revelation of the New\nTestament. \n \nHe controls locusts and plagues, and\nleads the seventh order of demons\nwho are set to appear at the sounding\nof the fifth trumpet on Judgment Day,\nwhen it is said that will bring a horde\nof locusts to make the people suffer.\nHis name in Hebrew means \n\''destroyer\'' or \''endless pit.\'' It is\nthought that his origins lie in\ndeification of the natural disasters\ncaused by locust swarms.
Moloch	A Canaanite god of fire. \n \nTradition states that a bronze statue\nof a human with the head of a female \nox would be placed at the altar as its\nvessel. It is said that the statue would\nfirst be heated with fire, then children \nwould be put inside as a sacrifice.\nThe Bible mentions its name as a\ncruel pagan god.
Belphegor	Demonic governor of the deadly sin\nof sloth who also excels at both\ninvention and discovery. \n \nIt is rumored that he may be \nthe disgraced form of Baal Peor, \nSyrian god of abundant crops.
King Frost	The king of snow who rules over an\ninfinite number of Jack Frosts.\n \nHe has the power to freeze the entire\nworld but is unaware of it due to his \nrather naïve personality.
Mithras	A sun deity who was worshiped in the\nRoman Empire from the 1st to the 4th\ncentury AD.\n \nThe rituals of the religion were\nsecretive, but it is believed they\nentailed covering oneself in the blood\nof sheep and bulls. He was said to be\nreborn after death, inspiring\nworshipers to hold a festival each\nwinter solstice.
Loki	A malevolent god of Norse mythology.\n \nThough not always driven by malice,\nhe can be capricious and is quite\ncunning, and despite being a blood\nbrother to Odin, he was punished for\nmany of his wrong doings, including\nthe murder of Odin's child, Baldur.
090	090
091	091
092	092
093	093_SESA
Huang Long	One of the holy dragons of Chinese\nlore, the Golden Dragon appears in\ntimes of great fortune or joy.\n \nHis dominion over the earth extends\nto the four gods Qing Long, Xuanwu,\nZhuque, and Baihu.
Quetzalcoatl	An Aztec creator deity known as the\nFeathered Serpent. \n \nHe is identified as the sun and is \nalso known as the god of wind and \ngiver of breath. He is said to have \ncreated humans by sprinkling blood\non the bones of people from \na previously created world, and acts\nas guardian of their fertility and \nculture. According to legend,\nthe planet Venus is actually \nQuetzalcoatl's heart.
Qing Long	One of the Ssu-Ling, celestial\ncreatures in Chinese mythology.\n \nIt represents the east, the season of\nspring, and the element of wood. It is\nthe noblest of the Ssu-Ling and\ndwells in a palace at the bottom of the\nocean. In Feng Shui, placing water to\nthe east is known to guide its power,\nand is said to bring good fortune.
Xuanwu	One of the Ssu-Ling, celestial\ncreatures in Chinese mythology.\n \nIt represents the north, the season of\nwinter, and the element of water.\nKnown to be a great warrior, it is said\nto support the Earth from below.
Ananta	The 1,000-headed serpent of Hindu\nlegend, Ananta is Sanskrit for\n\''infinite.\'' \n \nVishnu slept atop him before\nwaking up to create the universe.
099	099
100	100
101	101
102	102
Yamata-no-Orochi	A giant snake with eight heads that\nthe hero Susano-o defeated to save\nKushinada-hime. \n \nThe legendary sword\nAme-no-Murakumo-no-Tsurugi, also\nknown as the \''Sword of Kusanagi,\''\nwas said to have emerged from its\nbelly.
Naga Raja	The king of the Naga, a half-man,\nhalf-snake tribe in Hindu lore.\n \nThe dragon kings Nanda and\nTakshaka of Buddhist myth fall into\nthis royal category.
Yurlungur	In Oceanian folklore, he is a giant\ncopper python.\n \nA being that transcends good and\nevil, he governs the weather and is\nconsidered a god of harvest. He is\nknown as the \''Rainbow Serpent\'' \nbecause the water in the well he calls\nhome is said to shine like a rainbow.
Naga	Half-snake, half-human, they are\ndivine beings in Hindu lore.\n \nWorshiped as bringers of fertility, they\nlive in the bottoms of lakes and seas,\nand enjoy singing and dancing\noutside of battle.
107	107
108	108
109	109
110	110
Vasuki	A giant serpent of Hindu lore.\n \nIt is said that gods and demons used\nhim as a rope to churn the sea of milk\nto create Amrita, while also using\nMt. Mandara as the stick. The strain \nfrom this caused him to exhale \nincredibly poisonous venom, but it \nwas safely swallowed up by Shiva.
Seth	The Egyptian god of the desert,\nchaos, and evil. \n \nHe murdered his brother, Osiris, and \ntried to become chief god, but he was\nlater castrated by Osiris's son, Horus.
Basilisk	A dark dragon from Northern Africa\nmarked by wings and a crested\ncrown.\n \nIts name means \''king of snakes,\''\nand both its breath and gaze are\nso toxic that they instantly kill any\nhuman or animal unfortunate enough\nto be subjected to them.
Aitvaras	A fairy in Lithuanian mythology.\n \nIndoors, it takes the form of a black\ncat or a rooster. Outdoors, it takes\nthe form of a small dragon or a snake\nwith a burning tail. The Aitvaras\nmakes the home it inhabits rich by\nstealing from its neighbors. It is said\nthat it typically demands an omelette\nas compensation and is difficult to\nchase away once it's settled into a\nhome. It can, however, be\nexterminated by shining it with the\nflame of a candle purified by the\nchurch.
Hydra	One of the monsters in Greek\nmythology. It is usually depicted as\nhaving 9 heads, but some say that it\nhas as many as 100. \n \nIts father is Typhon, giant of the wind,\nand its mother is Echidna, goddess\nof the snake. The Hydra has \nincredible regenerating power; so\nmuch so that when one of its heads is\ncut off, two more will sprout from \nthe wound. It is also extremely\nvenomous and simply inhaling its\nbreath is enough to kill. The slaying\nof Hydra is listed as one of the 12\ngreat labors of Hercules.
Fafnir	An evil dragon of Norse lore, it was\nvanquished by the hero Siegfried.\n \nAccording to the Völsunga saga, it\nwas extremely venomous, had legs\nlike snakes, and shook the ground\nwith every step.
117	117
118	118
Barong	Said to live in the forests of Bali, it\nwas an evil god whom the people\nsanctified and made their guardian.\n \nNow a symbol of good, it is fated to\nwar with Rangda, the avatar of evil,\nfor all eternity.
Anubis	The jackal-headed god of the dead\nand embalming from Egyptian myth.\n \nHe weighs the hearts of the dead to\ndetermine their final destination. He is\nalso said to govern the technique of\nmummification.
Makami	A divine beast in Japanese\nmythology.\n \nIt has been said to ward off evil\nand disasters, especially thefts\nand fire, and is commonly\ndrawn on \''ema,\'' a type of Japanese\namulet. However, despite being\nknown primarily for protection, it\nhas also been rumored to eat\npeople.
122	122
123	123
124	124
125	125
Baihu	One of the Ssu-Ling, celestial\ncreatures in Chinese mythology.\n \nIt represents the west, the season of\nautumn, and the element of metal. It\nis believed to be the king of all\nbeasts.
Chimera	A monster that is part lion, part goat,\nand part snake. \n \nOriginally a symbol representing\nthe seasons, it became a violent\nmonster when adopted into Greek\nmythology. Its father is Typhon\nand its mother Echidna.
Cironnup	\''Fox\'' in the Ainu tongue. Though\n\''Sumari\'' is another word for \''fox,\''\nchironnupu refers to \''those who we\nkill\''—which is to say, the various\nsmall-to-medium-sized Canidae.\n \nIt is also a divine beast that alerts\npeople to forthcoming disasters \nby howling loudly from the mountains.
Shiisaa	A holy beast said to protect houses\nfrom evil and grant them fortune.\n \nThough it may look similar to Shinto\nguardian dogs, it is actually modeled\nafter a lion. There are many stories\nabout it in Ryukyu lore.
130	130
131	131
132	132
133	133
Cerberus	The guardian hound of Hades in\nGreek lore.\n \nIt traditionally has three heads and\na snake's tail. It was born from\nTyphon, the giant of wind, and\nEchidna, the mother of monsters. It is\nalso the older brother of Orthrus.
Orthrus	The two-headed dog who protected\nthe Titan Geryon's red cattle in Greek\nlore. \n \nDespite his skill as a guard, Hercules\nkilled him in one blow while\nperforming one of his 12 great labors.
Loup-garou	A type of werewolf originating in\nFrance. It appears human during the\nday but transforms into its beastly\nform at night, when it has been\nknown to viciously attack humans.\n \nThey are said to have once been\nordinary human beings. However,\nupon turning into a loup-garou, one\ncannot regain their humanity ever\nagain.
Nekomata	Incarnations of long-living cats in\nJapanese mythology. \n \nThey can speak to humans and, \ndepending on their power, can do\nvarious things. Some can turn into \nhumans, while others can have the\ndead do their bidding.
Inugami	Spirits of dogs said to possess\nhumans in Japanese folklore.\n \nThose possessed enter a state of \n\''inu-tsuki\'' and go crazy. Onmyoji, \nor Japanese sorcerers, summon them\nto do their will.
Orobas	One of 72 demons in Solomon's\nGoetia.\n \nHe is said to appear as a human\nwith a head of a horse. He answers\nall questions concerning past,\npresent and future and is both\nliked and respected by sorcerers.\nAccording to legend, he was often\nsummoned by sorcerers seeking to\nsee through lies or predict the future.
Cait Sith	A fae beast from the Scottish\nhighlands whose kingdoms can be\nfound in tree hollows or abandoned\nhouses. \n \nDog-sized, they have white tufts \nof hair on their chest, green,\nintelligent eyes, and are even capable\nof understanding the human\nlanguage. Though they usually stick\nto their territory, some have been\nknown to live with humans as normal\nblack cats. They are generally\npeaceful, but should a human treat\none poorly, they will forcibly take\nthat human to their kingdom.
141	141
142	142
143	143
Bugs	A type of goblin from Welsh folklore\nthat eats children who don't listen to\ntheir parents.\n \nThey are said to look like humans \ncovered head to toe with hair, and\nare recognized as an iconic monster\nthat appears at nighttime.\nThey are often spoken of by mothers\nwishing to discipline their children as\nnoted in the popular phrase, \''For\nnaughty kids who disobey, the Bugs\nwill come and surely prey.\''
Nue	A legendary monster in Japanese\nmythology. It has the head of a\nmonkey, the body of a tanuki, the\narms and legs of a tiger, and the tail of\na snake.\n \nDue to its bizarre appearance,\nthe term \''Nue\'' is sometimes used\nto describe a person of unknown\norigins. According to The Tale\nof Heike, the Nue would come to\nthe emperor's palace every night from\n2 to 2:30 A.M., shrouded in a dark\ncloud, where it would howl in a\nhorrific and terrifying manner.\nHowever, the warrior Minamoto no\nYorimasa eventually shot it down with\nhis bow.
Bicorn	An evil creature that looks like a horse\nwith two curving horns.\n \nIt is said to be the opposite of \na Chichevache, but theory speculates\nthat it is actually a mistranslation of \n\''Re'em,\'' a two-horned beast that\nappears in the Old Testament.
Mothman	A cryptid sighted in West Virginia from\nthe 1960s to the 1980s. \n \nIt has red, shining eyes and was\nknown for the finlike appendages\non both sides of its body. It has been\nsaid to walk on two feet and fly\nwithout moving these appendages. \nIt has a keen sense for blood which\nallows it to easily track its prey. \nEyewitnesses say that a UFO was\nsighted when Mothman appeared,\nso many believe that it is actually\nan alien.
148	148
149	149
150	150
151	151
Hayataro	The spirit of a monster-busting dog\nthat used to live at Kozen-ji.\n \nLong ago, the villagers of Mitsuke\nwould offer one of their own girls\nto a giant monkey yokai to prevent it\nfrom ravaging the fields. A monk\npassing by learned of this, and\nthat it greatly feared Hayataro.\nThe monk then rushed off and found \nhim at a temple. Hayataro was offered\nin place of a village girl, where he\nthen defeated the monster, but was\nmortally wounded in the epic battle.\nThe loyal dog traveled back to\nKozen-ji, where he died shortly after\nreuniting with his master.
153	153
154	154
Flaemis	A fire elemental; one of the four\nelements in energy form.\n \nIt is said to be composed of both\n\''dry\'' and \''heat\'' essences.\nThe ancient Greek concepts of\nthe four basic elements significantly\ninfluenced early astrology.
Aquans	A water elemental; one of the four\nelements in energy form.\n \nAccording to Aristotle, it is composed \nof both \''moist\'' and \''cold\'' essences.
Aeros	A wind elemental; one of the four\nelements in energy form. \n \nIt is said to be a fusion of \''moist\'' \nand \''heat\'' essences, forming\nthe basis for an exponential energy\nincrease.
Erthys	An earth elemental; one of the four\nelements in energy form.\n \nIt is said to be composed of \''dry\''\nand \''cold\'' essences, which are\nknown to be the basic components\nof destruction.
159	159
160	160
161	161
162	162
Saki Mitama	One of the four great aspects of\nShinto thought, it brings great bounty\nfrom the hunt. \n \nIt is said to aid in love, profit,\nand growth, and can even create\nnew paths.
Kushi Mitama	One of the four great aspects of\nShinto thought, it uses its power to\nbring good omens.\n \nIt is said to aid in one's wisdom, \nobservation, and skill, and can also\nmend fractured paths.
Nigi Mitama	One of the four great aspects of\nShinto thought, it works gently to help\nmaintain a calm mind. \n \nIt is said to aid in one's relations,\ncalmness, and sociability, and can \nalso lead one in a positive direction.
Ara Mitama	One of the four great aspects of\nShinto thought, it has the power to\ngrant wildness and ferocity.\n \nIt is said to aid in one's bravery, \ngrowth, and endeavors, though it \ncan potentially lead one in \na negative direction.
167	167
168	168
169	169
170	170
Black Ooze	An amoeba-like monster that attacks\nand eats people.\n \nSupposedly, it is actually a demon\nthat failed to take form and now\nroams in search of Magatsuhi.\nIt is said that when a Slime's ability\nto absorb Magatsuhi goes out\nof control, it transforms into\na Black Ooze.
Legion	A demon or horde of demons quoted\nas saying, \''For we are many\'' in the\nNew Testament. \n \nThe name comes from the Roman\nmilitary term for an army unit of\n3,000 to 6,000 men.
Slime	A gel-like monster. It is said to be the\nbyproduct of a failed summoning.\n \nDevoid of its original powers, it is\ntrapped in an incomplete gel form.\nThere are several theories of when the\nslime first was recorded as a monster.\nThey tend to collect shiny objects.
174	174
175	175
176	176
177	177
Shiva	The great god who governs the\ndestruction and creation of the world.\nHe is the most worshiped god in\nHinduism alongside Vishnu. \n \nIt is said that he purifies the world\nthrough destruction only to rebuild it\nanew, and though he casts terrifying\ndestruction against the demons, he\nalso blesses his followers. Shiva\nhas been depicted in many ways, but \nthe most common is for him to have\nfour hands, one face and three eyes.\nHe wields a trishula, or trident, and\nhis third eye is said to emit a ray of\nlight that destroys all it touches.
Mot	The Canaanite god of death.\n \nEvery year he attempts to kill Baal, \nthe god of fertility, only to see him\nraised from the dead with the help\nof Baal's sister, Anat.
