en	included
Reserve	0
Reserve	0
Reserve	0
Reserve	0
Reserve	0
Reserve	0
Reserve	0
Reserve	0
Reserve	0
Reserve	0
Reserve	0
Reserve	0
Reserve	0
Reserve	0
Reserve	0
Reserve	0
Reserve	0
Reserve	0
Reserve	0
Reserve	0
Reserve	0
Reserve	0
Reserve	0
Reserve	0
Reserve	0
Reserve	0
Reserve	0
Reserve	0
Reserve	0
Reserve	0
Reserve	0
Reserve	0
Reserve	0
Reserve	0
Reserve	0
Reserve	0
0x0A7	0
0x0A8	0
0x0A9	0
0x0AA	0
0x0AB	0
0x0AC	0
0x0AD	0
0x0AE	0
0x0AF	0
0x0B0	0
0x0B1	0
0x0B2	0
0x0B3	0
0x0B4	0
0x0B5	0
0x0B6	0
0x0B7	0
0x0B8	0
0x0B9	0
0x0BA	0
0x0BB	0
0x0BC	0
0x0BD	0
0x0BE	0
0x0BF	0
0x0C0	0
0x0C1	0
0x0C2	0
0x0C3	0
0x0C4	0
0x0C5	0
0x0C6	0
0x0C7	0
0x0C8	0
0x0C9	0
0x0CA	0
0x0CB	0
0x0CC	0
0x0CD	0
0x0CE	0
0x0CF	0
0x0D0	0
0x0D1	0
0x0D2	0
0x0D3	0
0x0D4	0
0x0D5	0
0x0D6	0
0x0D7	0
0x0D8	0
0x0D9	0
0x0DA	0
0x0DB	0
0x0DC	0
0x0DD	0
0x0DE	0
0x0DF	0
0x0E0	0
0x0E1	0
0x0E2	0
0x0E3	0
0x0E4	0
0x0E5	0
0x0E6	0
0x0E7	0
0x0E8	0
0x0E9	0
0x0EA	0
0x0EB	0
0x0EC	0
0x0ED	0
0x0EE	0
0x0EF	0
0x0F0	0
0x0F1	0
0x0F2	0
0x0F3	0
0x0F4	0
0x0F5	0
0x0F6	0
0x0F7	0
0x0F8	0
0x0F9	0
0x0FA	0
0x0FB	0
0x0FC	0
0x0FD	0
0x0FE	0
0x0FF	0
0x100	0
Hayagriva	1
Camazotz	1
Camazotz	1
Camazotz	1
Usas	1
Agni	1
Rahu (Head)	1
Rahu (Body)	1
Metatron	1
Cerberus (R)	1
Catoblepas	1
Isis	1
Nidhoggr	1
Ravana	1
Ravana	1
Beelzebub	1
Beelzebub	1
Orochi	1
Huang Long	1
Temple Guard	1
Vasuki	1
Garuda	1
Jatayu	1
Ananta	1
Harihara	1
Harihara	1
Harihara	1
Ghoul	1
Nidhoggr	1
Cockatrice	1
Empusa	1
Tarrasque	1
Lilim	1
Gyu-Ki	1
Macha	1
Rahu	1
Jinana	1
Badb Catha	1
Apis	1
Bicorn	1
Onkot	1
Uzume	1
Ikusa	1
Turdak	1
Unicorn	1
Cerberus (C)	1
Cerberus (L)	1
Agni	1
Archangel	1
Heat	1
Kelpie	1
Nue	1
Onkot	1
Atavaka	1
King Frost	1
Feng Huang	1
Long	1
Gui Xian	1
Baihu	1
Demi-fiend	1
Fire Core	1
Water Core	1
Elec Core	1
Wind Core	1
Earth Core	1
Gold Core	1
Jack Frost	1
Baphomet	1
Pixie	1
Hunter Demon	1
Jack Frost	1
Pyro Jack	1
Valkyrie	1
Cu Chulainn	1
Girimehkala	1
Arahabaki	1
Pixie	1
Titania	1
Parvati	1
Titania	1
Cu Chulainn	1
Jinn	1
Fomor	1
Jack Frost	1
Omoikane	1
Omoikane	1
Omoikane	1
0x158	0
0x159	0
0x15A	0
0x15B	0
0x15C	0
0x15D	0
0x15E	0
0x15F	0
0x160	0
0x161	0
0x162	0
0x163	0
0x164	0
0x165	0
0x166	0
0x167	0
0x168	0
0x169	0
0x16A	0
0x16B	0
0x16C	0
0x16D	0
0x16E	0
0x16F	0
0x170	0
0x171	0
0x172	0
0x173	0
0x174	0
0x175	0
0x176	0
0x177	0
0x178	0
0x179	0
0x17A	0
0x17B	0
0x17C	0
0x17D	0
0x17E	0
0x17F	0
