flags	race	level	maxhp	maxsp	params1	params2	params3	params4	params5	skill1	skill2	skill3	skill4	skill5	skill6	skill7	skill8	exp	money	itemId1	itemProb1	itemId2	itemProb2	itemId3	itemProb3	itemId4	itemProb4	eventitemEvent	eventitemId	eventitemProb	attackAttr	attackHit	attackPower
0	4	51	468	150	23	40	31	30	33	198	87	91	31	34	0	0	0	1440	0	24752	30	24645	5	24639	5	0	0	0	0	0	1	90	20
0	4	55	706	150	29	42	31	29	35	157	58	60	0	0	0	0	0	1542	0	24753	25	24639	10	24637	5	0	0	0	0	0	1	90	20
0	4	73	853	200	45	63	43	32	28	58	61	80	88	94	196	206	200	2463	0	24754	25	24639	10	24640	5	0	0	0	0	0	1	90	20
256	4	52	1553	999	32	37	32	35	27	739	806	808	0	0	0	0	0	40000	0	20593	100	0	0	0	0	0	0	0	0	0	1	70	10
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	5	44	560	150	30	25	34	25	23	126	129	794	0	0	0	0	0	1334	0	24755	25	24637	5	0	0	0	0	0	0	0	1	80	20
0	5	52	731	150	42	24	42	23	26	127	129	180	186	91	0	0	0	1542	0	24756	30	24637	15	0	0	0	0	0	0	0	1	80	25
0	5	63	754	200	44	37	47	33	26	127	58	61	0	0	0	0	0	2097	0	24757	30	24639	5	24642	5	0	0	0	0	0	1	90	20
0	5	75	644	200	37	15	94	36	35	80	206	0	0	0	0	0	0	2694	0	0	0	24648	10	0	0	0	0	0	0	0	1	90	30
32768	5	35	1666	300	27	23	32	18	22	141	143	21	818	738	0	0	0	4832	0	24649	80	24640	20	0	0	0	0	0	0	0	2	90	20
0	5	39	436	150	25	27	27	24	20	141	41	43	180	181	182	819	0	1277	0	24760	30	24646	10	0	0	0	0	0	0	0	2	90	20
0	5	46	504	150	35	26	28	27	26	142	144	41	44	182	205	0	0	1226	0	24761	25	24637	10	24646	5	0	0	0	0	0	2	90	20
0	5	73	899	200	73	41	32	36	29	142	132	32	35	182	197	205	0	2273	0	24762	30	24641	10	0	0	0	0	0	0	0	2	90	20
0	5	38	605	150	20	28	30	22	20	41	43	180	181	0	0	0	0	1428	0	24763	30	24646	10	0	0	0	0	0	0	0	2	90	30
0	5	67	1124	200	44	44	45	32	34	32	35	185	186	802	0	0	0	2345	0	24764	25	24642	15	0	0	0	0	0	0	0	2	90	30
256	5	55	2209	999	34	38	41	29	30	801	808	822	739	0	0	0	0	45000	0	20594	100	0	0	0	0	0	0	0	0	0	2	90	30
0	5	70	1300	200	26	37	59	32	48	58	61	185	51	807	0	0	0	2459	0	24766	25	24639	10	24640	5	0	0	0	0	0	2	90	30
0	5	58	650	200	34	36	34	41	27	12	15	95	0	0	0	0	0	1841	0	24710	40	24639	10	0	0	0	0	0	0	0	1	90	20
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	6	32	380	140	22	22	20	18	19	20	23	126	0	0	0	0	0	722	0	24767	20	24645	10	0	0	0	0	0	0	0	1	80	20
0	6	45	481	150	30	32	31	25	21	64	141	144	71	182	796	0	0	1230	0	24768	30	24637	10	24640	5	0	0	0	0	0	1	90	20
0	6	51	621	150	34	34	32	30	24	142	144	12	14	0	0	0	0	1434	0	24769	30	24637	10	0	0	0	0	0	0	0	1	90	20
0	6	72	810	200	44	44	40	41	39	42	45	132	795	0	0	0	0	2444	0	0	0	24646	10	0	0	0	0	0	0	0	1	90	20
0	6	26	245	65	14	23	18	15	13	155	85	0	0	0	0	0	0	570	0	24771	35	24649	10	0	0	0	0	0	0	0	1	80	20
0	6	37	480	150	23	25	25	18	25	160	57	59	216	0	0	0	0	1123	0	24772	25	24649	10	24637	10	0	0	0	0	0	1	80	20
0	6	53	800	150	30	36	40	25	29	161	22	24	0	0	0	0	0	1586	0	24773	30	24645	5	24642	5	0	0	0	0	0	1	80	10
0	6	72	725	200	32	55	50	34	37	72	75	195	196	197	161	841	0	2155	0	24774	30	24641	10	0	0	0	0	0	0	0	1	90	20
0	6	38	410	150	23	28	25	21	22	21	23	181	191	0	0	0	0	1078	0	24775	35	24640	10	0	0	0	0	0	0	0	0	90	20
0	6	51	520	150	25	41	30	29	32	11	14	180	190	798	0	0	0	1391	0	24776	30	24646	5	24645	5	0	0	0	0	0	0	90	20
0	6	66	772	200	34	48	37	38	39	32	35	187	197	803	0	0	0	2248	0	24777	30	24641	10	24645	5	0	0	0	0	0	0	90	20
0	6	71	825	400	41	41	41	41	41	42	45	186	196	79	80	805	0	2241	0	24778	25	24639	10	24640	5	0	0	0	0	0	0	90	20
0	6	54	552	150	31	41	34	29	28	42	45	196	0	0	0	0	0	1591	0	24711	40	24646	10	0	0	0	0	0	0	0	1	90	20
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	7	31	320	140	19	24	18	20	17	155	56	59	0	0	0	0	0	619	0	24779	35	24649	10	0	0	0	0	0	0	0	2	80	20
0	7	36	436	150	20	24	22	24	23	155	140	87	0	0	0	0	0	820	0	24780	35	24645	10	0	0	0	0	0	0	0	2	80	20
0	7	51	574	150	25	39	29	27	34	140	148	91	102	0	0	0	0	1439	0	24781	30	24637	15	0	0	0	0	0	0	0	2	90	20
0	7	67	670	200	36	40	36	38	43	148	87	180	181	812	813	0	0	2143	0	24782	25	24639	10	24640	5	0	0	0	0	0	2	90	30
0	7	61	730	200	37	45	39	37	23	87	88	101	196	12	15	0	0	1845	0	24783	20	24639	5	24642	5	0	0	0	0	0	1	90	20
0	7	53	600	150	30	32	32	30	36	87	88	91	102	12	0	0	0	1482	0	24784	25	24639	10	24641	5	0	0	0	0	0	1	90	20
0	7	65	793	200	36	42	35	37	43	87	90	42	45	813	814	0	0	2142	0	24785	35	24644	10	0	0	0	0	0	0	0	1	90	20
0	7	68	852	200	32	54	31	32	47	88	12	15	58	61	196	86	799	2254	0	24786	25	24642	15	0	0	0	0	0	0	0	1	90	20
0	7	37	435	150	30	22	24	20	20	103	156	140	0	0	0	0	0	880	0	24787	30	24649	15	0	0	0	0	0	0	0	2	70	20
0	7	52	590	150	30	38	35	30	24	103	156	142	22	24	0	0	0	1538	0	24788	30	24637	10	24640	5	0	0	0	0	0	2	90	20
32768	7	41	1033	200	29	24	26	24	27	141	144	13	87	88	0	0	0	3029	0	24637	80	24646	20	0	0	0	0	0	0	0	2	90	20
0	7	72	945	200	62	32	32	35	47	146	115	148	87	88	92	820	0	2262	0	24790	25	24639	10	24644	10	0	0	0	0	0	2	90	30
0	7	26	220	58	12	18	15	20	18	103	180	181	182	0	0	0	0	510	0	24712	35	24649	10	0	0	0	0	0	0	0	1	90	20
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	8	55	774	150	46	23	38	33	26	127	129	210	0	0	0	0	0	1846	0	24791	35	24637	10	0	0	0	0	0	0	0	1	90	20
0	8	41	455	150	30	21	28	25	24	111	126	114	180	0	0	0	0	778	0	24792	30	24640	10	0	0	0	0	0	0	0	1	90	20
256	8	41	500	60	30	21	28	27	16	130	12	190	0	0	0	0	0	806	0	0	0	0	0	0	0	0	0	0	0	0	1	90	20
0	8	69	1090	200	45	42	39	40	33	130	22	25	795	818	0	0	0	2345	0	24794	30	24642	15	0	0	0	0	0	0	0	1	90	30
0	8	42	555	150	28	20	30	24	31	126	129	21	24	818	0	0	0	1228	0	24795	35	24640	5	24637	5	0	0	0	0	0	1	80	20
0	8	46	550	150	35	20	32	30	25	142	146	180	0	0	0	0	0	1335	0	24796	30	24637	10	24646	5	0	0	0	0	0	2	80	20
256	8	58	1128	999	46	27	37	35	36	793	815	772	738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	20
0	8	80	1230	200	54	42	47	41	48	42	45	145	115	210	797	819	834	2754	0	0	0	24644	10	24641	10	0	0	0	0	0	0	80	30
0	8	43	498	150	31	22	28	28	26	141	148	180	0	0	0	0	0	1231	0	24799	30	24639	5	0	0	0	0	0	0	0	2	90	30
32768	8	55	1706	200	35	38	49	28	33	142	144	12	14	206	798	739	0	8538	0	24646	80	24642	20	0	0	0	0	0	0	0	2	90	30
0	8	50	862	150	39	24	37	28	26	142	148	191	205	796	812	0	0	1539	0	24801	25	24637	10	24646	5	0	0	0	0	0	2	90	30
0	8	73	936	200	42	42	43	42	42	142	146	58	61	797	833	0	0	2342	0	24802	25	24639	10	24640	5	0	0	0	0	0	2	90	30
0	8	38	449	150	25	22	25	24	23	126	128	0	0	0	0	0	0	825	0	24713	35	24649	5	24645	5	0	0	0	0	0	1	90	30
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	9	28	238	104	24	18	19	14	16	111	113	792	0	0	0	0	0	690	0	24803	35	24645	10	0	0	0	0	0	0	0	0	90	40
0	9	40	507	150	32	21	27	22	25	111	114	191	0	0	0	0	0	921	0	24804	25	24646	5	24642	5	0	0	0	0	0	0	90	40
256	9	46	2800	999	68	20	38	27	25	792	738	769	0	0	0	0	0	0	0	20598	100	0	0	0	0	0	0	0	0	0	0	90	50
0	9	73	802	200	52	36	49	37	37	118	115	186	198	793	781	0	0	2549	0	24806	30	24641	10	24642	5	0	0	0	0	0	0	90	40
0	9	36	380	150	20	28	24	21	20	11	13	21	23	0	0	0	0	824	0	24807	35	24645	5	24637	5	0	0	0	0	0	1	70	20
0	9	30	320	130	12	24	18	20	23	40	30	43	33	0	0	0	0	850	0	24808	35	24637	5	24645	5	0	0	0	0	0	1	80	20
0	9	60	598	200	36	49	31	36	26	866	15	25	45	35	206	0	0	1849	0	0	0	24639	5	24642	5	0	0	0	0	0	1	90	20
0	9	45	505	150	25	33	27	26	28	62	76	60	74	0	0	0	0	1233	0	24810	30	24646	10	24639	5	0	0	0	0	0	1	90	20
0	9	43	633	150	28	28	33	25	22	114	41	31	44	34	190	0	0	1483	0	24811	30	24639	10	0	0	0	0	0	0	0	0	90	20
0	9	51	685	150	34	34	42	23	24	112	114	24	44	819	818	0	0	1584	0	24812	30	24642	10	0	0	0	0	0	0	0	0	90	20
0	9	62	1147	200	43	43	56	21	21	117	42	32	45	35	792	804	802	1956	0	24813	25	24641	10	24646	10	0	0	0	0	0	0	90	20
0	9	71	1300	200	50	37	61	32	25	116	118	115	200	205	793	0	0	2411	0	0	0	24644	10	24648	10	0	0	0	0	0	0	90	20
0	9	36	411	150	23	25	20	20	25	41	190	191	0	0	0	0	0	823	0	24714	35	24645	5	24640	10	0	0	0	0	0	1	90	10
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	10	44	472	150	28	32	28	28	20	112	11	14	0	0	0	0	0	1182	0	24815	40	24637	10	0	0	0	0	0	0	0	0	80	20
0	10	29	312	104	17	19	16	22	18	10	13	0	0	0	0	0	0	700	0	24816	35	24645	10	24637	5	0	0	0	0	0	0	90	20
256	10	61	2188	999	32	46	38	42	32	818	760	739	801	797	0	0	0	0	0	20599	100	0	0	0	0	0	0	0	0	0	0	90	20
0	10	67	711	200	36	45	34	39	39	12	15	93	94	816	0	0	0	2095	0	24818	35	24640	5	24642	5	0	0	0	0	0	0	90	20
0	10	65	581	200	30	59	44	33	1	65	72	75	738	0	0	0	0	2159	0	24819	35	24641	10	0	0	0	0	0	0	0	1	70	20
0	10	48	506	150	21	38	33	26	30	64	71	74	0	0	0	0	0	1438	0	24820	35	24640	10	0	0	0	0	0	0	0	1	80	20
0	10	56	649	150	27	42	32	31	37	100	93	32	816	0	0	0	0	1742	0	24821	30	24640	10	24646	5	0	0	0	0	0	1	80	30
0	10	77	775	200	52	78	31	35	27	72	75	79	80	206	809	0	0	2578	0	0	0	24644	10	24641	10	0	0	0	0	0	1	80	30
0	10	49	537	150	25	36	28	33	29	11	71	14	74	190	191	0	0	1486	0	24823	30	24646	10	0	0	0	0	0	0	0	1	80	20
0	10	63	650	200	30	48	35	37	37	198	72	75	76	0	0	0	0	2148	0	24824	30	24642	10	0	0	0	0	0	0	0	1	80	20
0	10	59	674	200	30	42	33	34	36	65	72	75	198	0	0	0	0	1842	0	24825	30	24639	5	24642	5	0	0	0	0	0	1	90	20
256	10	63	2503	999	31	51	48	32	33	821	822	766	772	738	0	0	0	55000	0	24667	100	0	0	0	0	0	0	0	0	0	1	80	20
0	10	47	440	150	28	32	26	31	28	41	44	103	191	0	0	0	0	1228	0	24715	30	24642	5	24649	5	0	0	0	0	0	1	90	20
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	11	39	415	150	27	27	32	16	23	64	126	21	85	160	180	0	0	832	0	24827	35	24645	5	24649	5	0	0	0	0	0	1	80	20
0	11	57	705	150	40	27	34	33	38	132	127	115	144	210	211	0	0	1740	0	24828	25	24646	10	24639	5	0	0	0	0	0	1	90	30
0	11	64	565	200	54	40	32	36	28	127	130	794	0	0	0	0	0	2154	0	24829	30	24640	5	24639	5	0	0	0	0	0	1	90	30
0	11	74	893	200	57	38	43	40	36	116	131	146	792	794	796	196	197	2657	0	24830	25	24644	10	24641	10	0	0	0	0	0	1	90	30
0	11	57	765	150	32	29	34	34	43	85	105	87	89	91	93	95	0	1734	0	24831	30	24645	10	24640	5	0	0	0	0	0	1	80	30
0	11	33	345	140	23	17	27	18	20	93	90	100	126	113	816	0	0	920	0	24832	25	24646	10	24645	5	0	0	0	0	0	1	80	20
0	11	50	642	150	23	24	25	22	60	64	50	71	57	0	0	0	0	1424	0	24833	35	24640	10	24639	5	0	0	0	0	0	1	90	30
0	11	78	830	200	47	46	55	29	49	112	79	80	95	96	817	0	0	2455	0	24834	30	24644	10	24641	10	0	0	0	0	0	1	90	30
0	11	47	445	150	25	33	28	32	27	50	51	57	60	215	0	0	0	1283	0	24835	25	24640	10	24646	5	0	0	0	0	0	0	90	30
0	11	58	687	150	34	42	27	38	34	32	114	211	0	0	0	0	0	1838	0	24836	30	24642	10	24637	5	0	0	0	0	0	0	90	30
0	11	58	536	200	35	37	32	36	32	22	25	79	185	800	90	0	0	1837	0	24837	25	24641	5	24642	5	0	0	0	0	0	0	90	30
0	11	75	1056	200	46	42	37	40	52	103	104	89	91	85	93	820	739	2546	0	0	0	24644	10	24641	10	0	0	0	0	0	0	90	30
32768	11	34	450	50	20	22	27	17	23	12	22	42	32	190	0	0	0	1321	0	24645	80	24640	20	0	0	0	0	0	0	0	1	90	20
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	12	64	726	200	45	29	39	40	37	112	115	93	94	205	792	0	0	2245	0	24839	25	24639	10	24646	5	0	0	0	0	0	0	90	30
256	12	73	2630	999	54	36	46	47	43	739	781	760	762	764	793	834	821	0	0	20601	100	0	0	0	0	0	0	0	0	0	0	90	30
256	12	73	1900	999	51	43	49	43	40	739	849	797	820	812	816	0	0	80000	0	24672	100	0	0	0	0	0	0	0	0	0	0	90	30
256	12	73	2579	999	65	48	38	42	33	739	844	793	834	0	0	0	0	0	0	24653	100	0	0	0	0	0	0	0	0	0	0	90	30
0	12	62	702	200	60	37	30	32	25	127	130	188	196	205	0	0	0	1860	0	24843	25	24641	10	0	0	0	0	0	0	0	1	90	30
0	12	35	570	150	28	17	24	21	22	126	128	180	0	0	0	0	0	1228	0	24844	35	24645	5	24637	5	0	0	0	0	0	1	95	60
0	12	37	472	150	33	21	30	23	9	126	129	0	0	0	0	0	0	1233	0	24845	35	24640	5	24637	5	0	0	0	0	0	1	95	30
0	12	68	870	200	65	44	34	36	23	127	130	15	188	205	211	798	0	2265	0	24846	25	24642	15	0	0	0	0	0	0	0	1	90	30
0	12	29	283	52	23	13	25	19	14	125	126	180	0	0	0	0	0	900	0	24847	30	24649	10	24637	5	0	0	0	0	0	1	80	20
0	12	43	485	150	30	17	27	25	28	126	129	41	44	819	0	0	0	1130	0	24848	30	24640	15	0	0	0	0	0	0	0	1	90	20
0	12	59	744	200	39	33	34	36	33	127	72	86	180	808	794	0	0	1889	0	24849	25	24642	10	24637	5	0	0	0	0	0	1	90	30
0	12	76	981	200	63	51	36	39	31	22	25	127	130	188	801	818	0	2663	0	0	0	24644	10	24641	10	0	0	0	0	0	1	90	30
0	12	42	420	40	29	22	26	27	26	141	180	0	0	0	0	0	0	885	0	24717	35	24649	5	0	0	0	0	0	0	0	1	90	30
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	13	47	656	150	35	35	28	22	25	127	129	11	89	95	817	0	0	1385	0	24851	30	24640	15	0	0	0	0	0	0	0	1	90	30
32768	13	61	2283	200	51	30	46	39	34	127	129	130	785	739	0	0	0	9051	0	24639	80	24642	20	0	0	0	0	0	0	0	1	90	30
0	13	63	835	200	42	40	37	31	37	127	130	12	15	794	798	0	0	1942	0	24853	30	24639	5	24642	5	0	0	0	0	0	1	90	30
0	13	75	974	200	52	46	45	37	37	131	188	205	781	0	0	0	0	2752	0	24854	30	24641	5	24648	5	0	0	0	0	0	1	90	30
0	13	40	530	150	32	21	26	24	22	126	129	95	191	205	739	0	0	1432	0	24855	35	24646	10	0	0	0	0	0	0	0	1	90	30
256	13	50	863	999	25	42	33	28	29	798	800	804	802	739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	90	30
