id	en	jp	cn	tw	ko	gr	es	fr	it
NAME_121	Fire Unlock	火炎適性解放	火焰适应性解放	火焰適應性解放	화염 적성 해방	Feuergeschick	Desbloqueo fuego	Affinité feu	Sblocca Fuoco
NAME_122	Fire Affinity C	火炎適性C	火焰适应性C	火焰適應性C	화염 적성C	Feueraffinität C	Afinidad de fuego C	Affinité feu C	Fuoco C
NAME_123	Fire Affinity B	火炎適性B	火焰适应性B	火焰適應性B	화염 적성B	Feueraffinität B	Afinidad de fuego B	Affinité feu B	Fuoco B
NAME_124	Fire Affinity A	火炎適性A	火焰适应性A	火焰適應性A	화염 적성A	Feueraffinität A	Afinidad de fuego A	Affinité feu A	Fuoco A
NAME_125	Fire Affinity S	火炎適性S	火焰适应性S	火焰適應性S	화염 적성S	Feueraffinität S	Afinidad de fuego S	Affinité feu S	Fuoco S
NAME_126	Ice Unlock	氷結適性解放	冰冻适应性解放	冰凍適應性解放	빙결 적성 해방	Eisgeschick	Desbloqueo hielo	Affinité glace	Sblocca Ghiaccio
NAME_127	Ice Affinity C	氷結適性C	冰冻适应性C	冰凍適應性C	빙결 적성C	Eisaffinität C	Afinidad de hielo C	Affinité glace C	Ghiaccio C
NAME_128	Ice Affinity B	氷結適性B	冰冻适应性B	冰凍適應性B	빙결 적성B	Eisaffinität B	Afinidad de hielo B	Affinité glace B	Ghiaccio B
NAME_129	Ice Affinity A	氷結適性A	冰冻适应性A	冰凍適應性A	빙결 적성A	Eisaffinität A	Afinidad de hielo A	Affinité glace A	Ghiaccio A
NAME_130	Ice Affinity S	氷結適性S	冰冻适应性S	冰凍適應性S	빙결 적성S	Eisaffinität S	Afinidad de hielo S	Affinité glace S	Ghiaccio S
NAME_131	Elec Unlock	電撃適性解放	电击适应性解放	電擊適應性解放	전격 적성 해방	Elektrogeschick	Desbloqueo elec.	Affinité foudre	Sblocca Elettricità
NAME_132	Elec Affinity C	電撃適性C	电击适应性C	電擊適應性C	전격 적성C	Elektroaffinität C	Afinidad de elec. C	Affinité foudre C	Elettricità C
NAME_133	Elec Affinity B	電撃適性B	电击适应性B	電擊適應性B	전격 적성B	Elektroaffinität B	Afinidad de elec. B	Affinité foudre B	Elettricità B
NAME_134	Elec Affinity A	電撃適性A	电击适应性A	電擊適應性A	전격 적성A	Elektroaffinität A	Afinidad de elec. A	Affinité foudre A	Elettricità A
NAME_135	Elec Affinity S	電撃適性S	电击适应性S	電擊適應性S	전격 적성S	Elektroaffinität S	Afinidad de elec. S	Affinité foudre S	Elettricità S
NAME_136	Force Unlock	衝撃適性解放	冲击适应性解放	衝擊適應性解放	충격 적성 해방	Kraftgeschick	Desbloqueo fuerza	Affinité choc	Sblocca Forza
NAME_137	Force Affinity C	衝撃適性C	冲击适应性C	衝擊適應性C	충격 적성C	Kraftaffinität C	Afinidad de fuerza C	Affinité choc C	Forza C
NAME_138	Force Affinity B	衝撃適性B	冲击适应性B	衝擊適應性B	충격 적성B	Kraftaffinität B	Afinidad de fuerza B	Affinité choc B	Forza B
NAME_139	Force Affinity A	衝撃適性A	冲击适应性A	衝擊適應性A	충격 적성A	Kraftaffinität A	Afinidad de fuerza A	Affinité choc A	Forza A
NAME_140	Force Affinity S	衝撃適性S	冲击适应性S	衝擊適應性S	충격 적성S	Kraftaffinität S	Afinidad de fuerza S	Affinité choc S	Forza S
NAME_141	Ruin Unlock	魔力適性解放	魔力适应性解放	魔力適應性解放	마력 적성 해방	Verderbensgeschick	Desbloqueo ruina	Affinité ruine	Sblocca Rovina
NAME_142	Ruin Affinity C	魔力適性C	魔力适应性C	魔力適應性C	마력 적성C	Verderbensaff. C	Afinidad ruina C	Affinité ruine C	Rovina C
NAME_143	Ruin Affinity B	魔力適性B	魔力适应性B	魔力適應性B	마력 적성B	Verderbensaff. B	Afinidad ruina B	Affinité ruine B	Rovina B
NAME_144	Ruin Affinity A	魔力適性A	魔力适应性A	魔力適應性A	마력 적성A	Verderbensaff. A	Afinidad ruina A	Affinité ruine A	Rovina A
NAME_145	Ruin Affinity S	魔力適性S	魔力适应性S	魔力適應性S	마력 적성S	Verderbensaff. S	Afinidad ruina S	Affinité ruine S	Rovina S
NAME_146	Almighty Unlock	万能適性解放	万能适应性解放	萬能適應性解放	만능 적성 해방	Allmachtgeschick	Desbloqueo todop.	Affinité absolue	Sblocca Onnipotente
NAME_147	Almighty Affinity C	万能適性C	万能适应性C	萬能適應性C	만능 적성C	Allmachtaffinität C	Afinidad todop. C	Affinité absolue C	Onnipotente C
NAME_148	Almighty Affinity B	万能適性B	万能适应性B	萬能適應性B	만능 적성B	Allmachtaffinität B	Afinidad todop. B	Affinité absolue B	Onnipotente B
NAME_149	Almighty Affinity A	万能適性A	万能适应性A	萬能適應性A	만능 적성A	Allmachtaffinität A	Afinidad todop. A	Affinité absolue A	Onnipotente A
NAME_150	Almighty Affinity S	万能適性S	万能适应性S	萬能適應性S	만능 적성S	Allmachtaffinität S	Afinidad todop. S	Affinité absolue S	Onnipotente S
NAME_151	Healing Unlock	回復適性解放	恢复适应性解放	恢復適應性解放	회복 적성 해방	Heilungsgeschick	Desbl. curativa	Affinité guérison	Sblocca Guarigione
NAME_152	Healing Affinity C	回復適性C	恢复适应性C	恢復適應性C	회복 적성C	Heilungsaffinität C	Afinidad curativa C	Affinité guérison C	Guarigione C
NAME_153	Healing Affinity B	回復適性B	恢复适应性B	恢復適應性B	회복 적성B	Heilungsaffinität B	Afinidad curativa B	Affinité guérison B	Guarigione B
NAME_154	Healing Affinity A	回復適性A	恢复适应性A	恢復適應性A	회복 적성A	Heilungsaffinität A	Afinidad curativa A	Affinité guérison A	Guarigione A
NAME_155	Healing Affinity S	回復適性S	恢复适应性S	恢復適應性S	회복 적성S	Heilungsaffinität S	Afinidad curativa S	Affinité guérison S	Guarigione S
NAME_156	Support Unlock	補助適性解放	辅助适应性解放	輔助適應性解放	보조 적성 해방	Unterst.-Geschick	Desbloqueo apoyo	Affinité soutien	Sblocca Supporto
NAME_157	Support Affinity C	補助適性C	辅助适应性C	輔助適應性C	보조 적성C	Unterst.-Affinität C	Afinidad de apoyo C	Affinité soutien C	Supporto C
NAME_158	Support Affinity B	補助適性B	辅助适应性B	輔助適應性B	보조 적성B	Unterst.-Affinität B	Afinidad de apoyo B	Affinité soutien B	Supporto B
NAME_159	Support Affinity A	補助適性A	辅助适应性A	輔助適應性A	보조 적성A	Unterst.-Affinität A	Afinidad de apoyo A	Affinité soutien A	Supporto A
NAME_160	Support Affinity S	補助適性S	辅助适应性S	輔助適應性S	보조 적성S	Unterst.-Affinität S	Afinidad de apoyo S	Affinité soutien S	Supporto S
NAME_161	Phys Arcana I	物理MPダウンⅠ	物理MP消耗降低Ⅰ	物理MP降低I	물리 MP 감소I	Körp-Arkana I	Arcana físico I	Réd. PM phys I	Arcana PM fisici 1
NAME_162	Phys Arcana II	物理MPダウンⅡ	物理MP消耗降低Ⅱ	物理MP降低II	물리 MP 감소II	Körp-Arkana II	Arcana físico II	Réd. PM phys II	Arcana PM fisici 2
NAME_163	Phys Arcana III	物理MPダウンⅢ	物理MP消耗降低Ⅲ	物理MP降低III	물리 MP 감소III	Körp-Arkana III	Arcana físico III	Réd. PM phys III	Arcana PM fisici 3
NAME_164	Phys Arcana<tags=''34''g=''1'' id=''BlackStar''>	物理MPダウン★	物理MP消耗降低★	物理MP降低★	물리 MP 감소★	Körp-Arkana <tags=''34''g=''1'' id=''BlackStar''>	Arcana físico <tags=''34''g=''1'' id=''BlackStar''>	Réd. PM phys <tags=''34''g=''1'' id=''BlackStar''>	Arcana PM fisici <tags=''34''g=''1'' id=''BlackStar''>
NAME_165	Phys Boost I	物理ブースターⅠ	物理强化Ⅰ	物理強化I	물리 부스터I	Körp-Boost I	Potencia física I	Boost phys I	Potenzia fisici 1
NAME_166	Phys Boost II	物理ブースターⅡ	物理强化Ⅱ	物理強化II	물리 부스터II	Körp-Boost II	Potencia física II	Boost phys II	Potenzia fisici 2
NAME_167	Phys Boost III	物理ブースターⅢ	物理强化Ⅲ	物理強化III	물리 부스터III	Körp-Boost III	Potencia física III	Boost phys III	Potenzia fisici 3
NAME_168	Phys Boost<tags=''34''g=''1'' id=''BlackStar''>	物理ブースター★	物理强化★	物理強化★	물리 부스터★	Körp-Boost <tags=''34''g=''1'' id=''BlackStar''>	Potencia física <tags=''34''g=''1'' id=''BlackStar''>	Boost phys <tags=''34''g=''1'' id=''BlackStar''>	Potenzia fisici <tags=''34''g=''1'' id=''BlackStar''>
NAME_169	Warrior's Insight I	モノノフⅠ	武者Ⅰ	武者I	모노노후I	Kriegerstärke I	Saber guerrero I	Perspicacité I	Intuito guerriero 1
NAME_170	Warrior's Insight II	モノノフⅡ	武者Ⅱ	武者II	모노노후II	Kriegerstärke II	Saber guerrero II	Perspicacité II	Intuito guerriero 2
NAME_171	Warrior's Insight III	モノノフⅢ	武者Ⅲ	武者III	모노노후III	Kriegerstärke III	Saber guerrero III	Perspicacité III	Intuito guerriero 3
NAME_172	Warrior's Insight<tags=''34''g=''1'' id=''BlackStar''>	モノノフ★	武者★	武者★	모노노후★	Kriegerstärke <tags=''34''g=''1'' id=''BlackStar''>	Saber guerrero <tags=''34''g=''1'' id=''BlackStar''>	Perspicacité <tags=''34''g=''1'' id=''BlackStar''>	Intuito guerriero <tags=''34''g=''1'' id=''BlackStar''>
NAME_173	Phys Pierce I	物理貫通Ⅰ	物理贯穿Ⅰ	物理貫穿I	물리 관통I	Körp. Durchbohren I	Perf. física I	Percée phys I	Perforaz. fisici 1
NAME_174	Phys Pierce II	物理貫通Ⅱ	物理贯穿Ⅱ	物理貫穿II	물리 관통II	Körp. Durchbohren II	Perf. física II	Percée phys II	Perforaz. fisici 2
NAME_175	Phys Pierce III	物理貫通Ⅲ	物理贯穿Ⅲ	物理貫穿III	물리 관통III	Körp. Durchb. III	Perf. física III	Percée phys III	Perforaz. fisici 3
NAME_176	Phys Pierce<tags=''34''g=''1'' id=''BlackStar''>	物理貫通★	物理贯穿★	物理貫穿★	물리 관통★	Körp. Durchb. <tags=''34''g=''1'' id=''BlackStar''>	Perf. física <tags=''34''g=''1'' id=''BlackStar''>	Percée phys <tags=''34''g=''1'' id=''BlackStar''>	Perforaz. fisici <tags=''34''g=''1'' id=''BlackStar''>
NAME_177	Surveillance Scan I	ギボ･アイズⅠ	宜保之眼Ⅰ	疑保之眼I	기보 아이즈I	Kontrollscan I	Inspección I	Surveillance I	Scansione 1
NAME_178	Surveillance Scan II	ギボ･アイズⅡ	宜保之眼Ⅱ	疑保之眼II	기보 아이즈II	Kontrollscan II	Inspección II	Surveillance II	Scansione 2
NAME_179	Surveillance Scan III	ギボ･アイズⅢ	宜保之眼Ⅲ	疑保之眼III	기보 아이즈III	Kontrollscan III	Inspección III	Surveillance III	Scansione 3
NAME_180	Surveillance Scan<tags=''34''g=''1'' id=''BlackStar''>	ギボ･アイズ★	宜保之眼★	疑保之眼★	기보 아이즈★	Kontrollscan <tags=''34''g=''1'' id=''BlackStar''>	Inspección <tags=''34''g=''1'' id=''BlackStar''>	Surveillance <tags=''34''g=''1'' id=''BlackStar''>	Scansione <tags=''34''g=''1'' id=''BlackStar''>
NAME_181	Meta-Search	メタサーチ	超维度搜寻	整合搜尋	메타 서치	Meta-Suche	Metabúsqueda	Méta-recherche	Metaricerca
NAME_201	ATK+3	攻撃力+3	攻击力+3	攻擊力+3	공격력+3	ANG+3	ATQ+3	ATQ+3	ATT +3
NAME_202	ATK+4	攻撃力+4	攻击力+4	攻擊力+4	공격력+4	ANG+4	ATQ+4	ATQ+4	ATT +4
NAME_203	ATK+4	攻撃力+4	攻击力+4	攻擊力+4	공격력+4	ANG+4	ATQ+4	ATQ+4	ATT +4
NAME_204	ATK+5	攻撃力+5	攻击力+5	攻擊力+5	공격력+5	ANG+5	ATQ+5	ATQ+5	ATT +5
NAME_205	ATK+5	攻撃力+5	攻击力+5	攻擊力+5	공격력+5	ANG+5	ATQ+5	ATQ+5	ATT +5
NAME_206	ATK+5	攻撃力+5	攻击力+5	攻擊力+5	공격력+5	ANG+5	ATQ+5	ATQ+5	ATT +5
NAME_207	ATK+5	攻撃力+5	攻击力+5	攻擊力+5	공격력+5	ANG+5	ATQ+5	ATQ+5	ATT +5
NAME_208	ATK+6	攻撃力+6	攻击力+6	攻擊力+6	공격력+6	ANG+6	ATQ+6	ATQ+6	ATT +6
NAME_209	ATK+6	攻撃力+6	攻击力+6	攻擊力+6	공격력+6	ANG+6	ATQ+6	ATQ+6	ATT +6
NAME_210	ATK+6	攻撃力+6	攻击力+6	攻擊力+6	공격력+6	ANG+6	ATQ+6	ATQ+6	ATT +6
NAME_211	ATK+6	攻撃力+6	攻击力+6	攻擊力+6	공격력+6	ANG+6	ATQ+6	ATQ+6	ATT +6
NAME_212	ATK+7	攻撃力+7	攻击力+7	攻擊力+7	공격력+7	ANG+7	ATQ+7	ATQ+7	ATT +7
NAME_213	ATK+7	攻撃力+7	攻击力+7	攻擊力+7	공격력+7	ANG+7	ATQ+7	ATQ+7	ATT +7
NAME_214	ATK+7	攻撃力+7	攻击力+7	攻擊力+7	공격력+7	ANG+7	ATQ+7	ATQ+7	ATT +7
NAME_215	ATK+7	攻撃力+7	攻击力+7	攻擊力+7	공격력+7	ANG+7	ATQ+7	ATQ+7	ATT +7
NAME_216	ATK+7	攻撃力+7	攻击力+7	攻擊力+7	공격력+7	ANG+7	ATQ+7	ATQ+7	ATT +7
NAME_217	Mistique Slot Install	魔晶スロット増設	魔晶槽增设	增設魔晶插槽	마정 슬롯 증설	Arkristall-Steckplatz	Instalar expansión	Installation d'Arc.	Monta slot Magicrist.
NAME_218	Extra Mistique Slot I	魔晶スロット拡張Ⅰ	魔晶槽扩张Ⅰ	擴張魔晶插槽I	마정 슬롯 확장I	Arkristall-Slot I	Expansión mysteria I	Ext d'Arcanyx I	Extra Magicrist. 1
NAME_219	Extra Mistique Slot II	魔晶スロット拡張Ⅱ	魔晶槽扩张Ⅱ	擴張魔晶插槽II	마정 슬롯 확장II	Arkristall-Slot II	Expansión mysteria II	Ext d'Arcanyx II	Extra Magicrist. 2
NAME_221	Fire Unlock	火炎適性解放	火焰适应性解放	火焰適應性解放	화염 적성 해방	Feuergeschick	Desbloqueo fuego	Affinité feu	Sblocca Fuoco
NAME_222	Fire Affinity C	火炎適性C	火焰适应性C	火焰適應性C	화염 적성C	Feueraffinität C	Afinidad de fuego C	Affinité feu C	Fuoco C
NAME_223	Fire Affinity B	火炎適性B	火焰适应性B	火焰適應性B	화염 적성B	Feueraffinität B	Afinidad de fuego B	Affinité feu B	Fuoco B
NAME_224	Fire Affinity A	火炎適性A	火焰适应性A	火焰適應性A	화염 적성A	Feueraffinität A	Afinidad de fuego A	Affinité feu A	Fuoco A
NAME_225	Fire Affinity S	火炎適性S	火焰适应性S	火焰適應性S	화염 적성S	Feueraffinität S	Afinidad de fuego S	Affinité feu S	Fuoco S
NAME_226	Ice Unlock	氷結適性解放	冰冻适应性解放	冰凍適應性解放	빙결 적성 해방	Eisgeschick	Desbloqueo hielo	Affinité glace	Sblocca Ghiaccio
NAME_227	Ice Affinity C	氷結適性C	冰冻适应性C	冰凍適應性C	빙결 적성C	Eisaffinität C	Afinidad de hielo C	Affinité glace C	Ghiaccio C
NAME_228	Ice Affinity B	氷結適性B	冰冻适应性B	冰凍適應性B	빙결 적성B	Eisaffinität B	Afinidad de hielo B	Affinité glace B	Ghiaccio B
NAME_229	Ice Affinity A	氷結適性A	冰冻适应性A	冰凍適應性A	빙결 적성A	Eisaffinität A	Afinidad de hielo A	Affinité glace A	Ghiaccio A
NAME_230	Ice Affinity S	氷結適性S	冰冻适应性S	冰凍適應性S	빙결 적성S	Eisaffinität S	Afinidad de hielo S	Affinité glace S	Ghiaccio S
NAME_231	Elec Unlock	電撃適性解放	电击适应性解放	電擊適應性解放	전격 적성 해방	Elektrogeschick	Desbloqueo elec.	Affinité foudre	Sblocca Elettricità
NAME_232	Elec Affinity C	電撃適性C	电击适应性C	電擊適應性C	전격 적성C	Elektroaffinität C	Afinidad de elec. C	Affinité foudre C	Elettricità C
NAME_233	Elec Affinity B	電撃適性B	电击适应性B	電擊適應性B	전격 적성B	Elektroaffinität B	Afinidad de elec. B	Affinité foudre B	Elettricità B
NAME_234	Elec Affinity A	電撃適性A	电击适应性A	電擊適應性A	전격 적성A	Elektroaffinität A	Afinidad de elec. A	Affinité foudre A	Elettricità A
NAME_235	Elec Affinity S	電撃適性S	电击适应性S	電擊適應性S	전격 적성S	Elektroaffinität S	Afinidad de elec. S	Affinité foudre S	Elettricità S
NAME_236	Force Unlock	衝撃適性解放	冲击适应性解放	衝擊適應性解放	충격 적성 해방	Kraftgeschick	Desbloqueo fuerza	Affinité choc	Sblocca Forza
NAME_237	Force Affinity C	衝撃適性C	冲击适应性C	衝擊適應性C	충격 적성C	Kraftaffinität C	Afinidad de fuerza C	Affinité choc C	Forza C
NAME_238	Force Affinity B	衝撃適性B	冲击适应性B	衝擊適應性B	충격 적성B	Kraftaffinität B	Afinidad de fuerza B	Affinité choc B	Forza B
NAME_239	Force Affinity A	衝撃適性A	冲击适应性A	衝擊適應性A	충격 적성A	Kraftaffinität A	Afinidad de fuerza A	Affinité choc A	Forza A
NAME_240	Force Affinity S	衝撃適性S	冲击适应性S	衝擊適應性S	충격 적성S	Kraftaffinität S	Afinidad de fuerza S	Affinité choc S	Forza S
NAME_241	Ruin Unlock	魔力適性解放	魔力适应性解放	魔力適應性解放	마력 적성 해방	Verderbensgeschick	Desbloqueo ruina	Affinité ruine	Sblocca Rovina
NAME_242	Ruin Affinity C	魔力適性C	魔力适应性C	魔力適應性C	마력 적성C	Verderbensaff. C	Afinidad ruina C	Affinité ruine C	Rovina C
NAME_243	Ruin Affinity B	魔力適性B	魔力适应性B	魔力適應性B	마력 적성B	Verderbensaff. B	Afinidad ruina B	Affinité ruine B	Rovina B
NAME_244	Ruin Affinity A	魔力適性A	魔力适应性A	魔力適應性A	마력 적성A	Verderbensaff. A	Afinidad ruina A	Affinité ruine A	Rovina A
NAME_245	Ruin Affinity S	魔力適性S	魔力适应性S	魔力適應性S	마력 적성S	Verderbensaff. S	Afinidad ruina S	Affinité ruine S	Rovina S
NAME_246	Almighty Unlock	万能適性解放	万能适应性解放	萬能適應性解放	만능 적성 해방	Allmachtgeschick	Desbloqueo todop.	Affinité absolue	Sblocca Onnipotente
NAME_247	Almighty Affinity C	万能適性C	万能适应性C	萬能適應性C	만능 적성C	Allmachtaffinität C	Afinidad todop. C	Affinité absolue C	Onnipotente C
NAME_248	Almighty Affinity B	万能適性B	万能适应性B	萬能適應性B	만능 적성B	Allmachtaffinität B	Afinidad todop. B	Affinité absolue B	Onnipotente B
NAME_249	Almighty Affinity A	万能適性A	万能适应性A	萬能適應性A	만능 적성A	Allmachtaffinität A	Afinidad todop. A	Affinité absolue A	Onnipotente A
NAME_250	Almighty Affinity S	万能適性S	万能适应性S	萬能適應性S	만능 적성S	Allmachtaffinität S	Afinidad todop. S	Affinité absolue S	Onnipotente S
NAME_251	Healing Unlock	回復適性解放	恢复适应性解放	恢復適應性解放	회복 적성 해방	Heilungsgeschick	Desbloqueo curativa	Affinité guérison	Sblocca Guarigione
NAME_252	Healing Affinity C	回復適性C	恢复适应性C	恢復適應性C	회복 적성C	Heilungsaffinität C	Afinidad curativa C	Affinité guérison C	Guarigione C
NAME_253	Healing Affinity B	回復適性B	恢复适应性B	恢復適應性B	회복 적성B	Heilungsaffinität B	Afinidad curativa B	Affinité guérison B	Guarigione B
NAME_254	Healing Affinity A	回復適性A	恢复适应性A	恢復適應性A	회복 적성A	Heilungsaffinität A	Afinidad curativa A	Affinité guérison A	Guarigione A
NAME_255	Healing Affinity S	回復適性S	恢复适应性S	恢復適應性S	회복 적성S	Heilungsaffinität S	Afinidad curativa S	Affinité guérison S	Guarigione S
NAME_256	Support Unlock	補助適性解放	辅助适应性解放	輔助適應性解放	보조 적성 해방	Unterst.-Geschick	Desbloqueo apoyo	Affinité soutien	Sblocca Supporto
NAME_257	Support Affinity C	補助適性C	辅助适应性C	輔助適應性C	보조 적성C	Unterst.-Affinität C	Afinidad de apoyo C	Affinité soutien C	Supporto C
NAME_258	Support Affinity B	補助適性B	辅助适应性B	輔助適應性B	보조 적성B	Unterst.-Affinität B	Afinidad de apoyo B	Affinité soutien B	Supporto B
NAME_259	Support Affinity A	補助適性A	辅助适应性A	輔助適應性A	보조 적성A	Unterst.-Affinität A	Afinidad de apoyo A	Affinité soutien A	Supporto A
NAME_260	Support Affinity S	補助適性S	辅助适应性S	輔助適應性S	보조 적성S	Unterst.-Affinität S	Afinidad de apoyo S	Affinité soutien S	Supporto S
NAME_261	Gunfire Arcana I	銃撃MPダウンⅠ	枪击MP消耗降低Ⅰ	槍擊MP降低I	총격 MP 감소I	Schuss-Arkana I	Arcana de armas I	Réd. PM arme I	Arcana armi 1
NAME_262	Gunfire Arcana II	銃撃MPダウンⅡ	枪击MP消耗降低Ⅱ	槍擊MP降低II	총격 MP 감소II	Schuss-Arkana II	Arcana de armas II	Réd. PM arme II	Arcana armi 2
NAME_263	Gunfire Arcana III	銃撃MPダウンⅢ	枪击MP消耗降低Ⅲ	槍擊MP降低III	총격 MP 감소III	Schuss-Arkana III	Arcana de armas III	Réd. PM arme III	Arcana armi 3
NAME_264	Gunfire Arcana<tags=''34''g=''1'' id=''BlackStar''>	銃撃MPダウン★	枪击MP消耗降低★	槍擊MP降低★	총격 MP 감소★	Schuss-Arkana <tags=''34''g=''1'' id=''BlackStar''>	Arcana de armas <tags=''34''g=''1'' id=''BlackStar''>	Réd. PM arme <tags=''34''g=''1'' id=''BlackStar''>	Arcana armi <tags=''34''g=''1'' id=''BlackStar''>
NAME_265	Gunfire Boost I	銃撃ブースターⅠ	枪击强化Ⅰ	槍擊強化I	총격 부스터I	Schuss-Boost I	Potencia arma I	Boost d'arme I	Potenzia armi 1
