stflg	exsts	level	minorno	minorno_d	bunriid	aishou	kuda_id	seikaku	magcost	atkpower	actcounter	hp	maxhp	mp	maxmp	str	vit	tec	luck	skill0	skill1	skill2	skill3	skill4	skill5	skill6	skill7	skill8	skill9	skill10	skill11	skill12	skill13	skill14	skill15	memskilllevel0	memskilllevel1	memskillid0	memskillid1	setmotionno	keisyo_type	keisyo_form	getexp	getmoney	getmag	getchuusei	itemid0	itemid1	itemid2	itemid3	itempara0	itempara1	itempara2	itempara3	itemper0	itemper1	itemper2	itemper3	frid_area_r	enmy_area_r	kucyo	huumaID	level_sa	damage_per	talkskill	character	mskskill	boudbgn	attrinvtime	vice_val	weak_shild_count	weak_shild_config	atk_raito	s_wince	l_wince
8192	0	37	15	0	0	15	2	0	78	7	270	489	489	321	321	21	10	16	9	153	545	17	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	846	0	0	1	119	0	0	0	4	0	0	0	0	0	0	0	0	99	0	0	0	0	0	2	0	-1	30	8	2	255	0	0	2400	0	0	100	62	112
8192	0	50	16	0	0	16	2	0	100	20	270	701	701	270	270	24	27	10	8	19	128	152	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	252	0	0	4	115	0	0	0	3	0	0	0	0	0	0	0	0	99	0	0	0	560	300	4	0	-1	30	8	1	255	0	0	2400	0	0	100	68	118
8192	0	32	17	0	0	17	2	0	64	7	270	457	457	288	288	18	13	16	5	18	17	113	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	245	0	0	4	119	0	0	0	3	0	0	0	0	0	0	0	0	99	0	0	0	0	0	4	0	-1	30	1	3	20	0	0	2400	0	0	100	61	111
8192	0	63	18	0	0	18	2	0	126	10	270	745	745	513	513	17	24	27	14	151	20	17	22	0	0	0	0	0	0	0	0	0	0	0	0	100	0	269	0	0	4	115	0	0	0	2	0	0	0	0	0	0	0	0	99	0	0	0	0	0	7	0	-1	30	8	2	255	0	0	2400	0	0	100	69	119
8192	0	15	19	0	0	19	3	0	32	20	270	241	241	216	216	14	10	5	5	150	32	34	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	267	0	0	5	119	16	0	0	4	0	0	0	0	0	0	0	0	99	0	0	0	0	0	2	0	-1	30	8	3	9	0	0	2400	0	0	100	56	106
8192	0	27	20	0	0	20	3	0	54	10	90	421	421	201	201	19	14	10	3	131	34	168	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	261	0	0	5	119	0	0	0	4	0	0	0	0	0	0	0	0	99	0	0	0	0	0	8	0	-1	30	4	3	16	0	0	2400	0	0	100	61	111
8192	0	41	21	0	0	21	3	0	84	10	270	523	523	312	312	22	12	17	9	33	154	153	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	247	0	0	1	115	0	0	0	4	0	0	0	0	0	0	0	0	99	0	0	0	560	1000	7	0	-1	30	10	3	16	0	0	2400	0	0	100	63	113
8192	0	19	22	0	0	22	3	0	42	20	270	317	317	135	135	16	11	6	5	154	34	561	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	809	0	0	5	119	29	0	0	5	0	0	0	0	0	0	0	0	99	0	0	0	0	0	2	0	-1	30	8	2	255	0	0	2400	0	0	100	58	108
8192	0	54	23	0	0	23	3	0	110	7	180	710	710	330	330	20	26	14	13	153	35	36	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	813	0	0	5	115	0	0	0	4	0	0	0	0	0	0	0	0	99	0	0	0	0	0	4	0	-1	30	10	1	255	0	0	2400	0	0	100	68	118
8192	0	46	24	0	0	24	3	0	92	20	90	571	571	450	450	12	14	26	13	36	115	33	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	810	0	0	10	115	0	0	0	3	0	0	0	0	0	0	0	0	99	0	0	0	0	0	11	0	-1	30	2	1	16	0	0	2400	0	0	100	64	114
8192	0	50	25	0	0	25	3	0	100	10	90	629	629	390	390	19	18	21	12	152	119	37	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	248	0	0	5	119	0	0	0	3	0	0	0	0	0	0	0	0	99	0	0	0	0	0	6	0	-1	30	1	3	16	0	0	2400	0	0	100	66	116
8192	0	60	26	0	0	26	3	1	122	20	90	704	704	363	363	30	20	15	14	151	35	37	36	0	0	0	0	0	0	0	0	0	0	0	0	100	0	839	0	0	5	119	0	0	0	3	0	0	0	0	0	0	0	0	99	0	0	0	560	1000	4	0	-1	30	6	1	16	0	0	2400	0	0	100	68	118
8192	0	6	27	0	0	27	3	0	16	10	90	132	132	144	144	5	4	9	7	32	48	116	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	261	0	0	5	115	0	0	0	7	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	-1	30	3	2	9	0	0	2400	0	0	100	53	103
8192	0	15	28	0	0	28	4	0	30	7	90	238	238	201	201	7	6	13	8	112	577	50	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	262	0	0	10	119	27	0	0	5	0	0	0	0	0	0	0	0	99	0	0	0	0	0	1	0	-1	30	2	3	8	0	0	2400	0	0	100	56	106
8192	0	10	29	0	0	29	4	0	20	20	90	183	183	150	150	6	6	10	7	48	50	98	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	268	0	0	6	119	17	0	0	7	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	-1	30	3	3	9	0	0	2400	0	0	100	55	105
8192	0	34	30	0	0	30	4	0	66	20	90	439	439	279	279	14	10	16	13	50	118	577	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	814	0	0	6	119	0	0	0	5	0	0	0	0	0	0	0	0	99	0	0	0	0	0	6	0	-1	30	9	1	8	0	0	2400	0	0	100	61	111
8192	0	41	31	0	0	31	4	0	82	10	90	534	534	375	375	15	15	21	9	52	49	116	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	268	0	0	6	115	0	0	0	3	0	0	0	0	0	0	0	0	99	0	0	0	0	0	4	0	-1	30	8	1	8	0	0	2400	0	0	100	63	113
8192	0	50	32	0	0	32	4	0	102	20	180	602	602	393	393	23	15	20	11	51	119	53	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	248	0	0	8	119	0	0	0	4	0	0	0	0	0	0	0	0	99	0	0	0	0	0	2	0	-1	30	6	2	8	0	0	2400	0	0	100	65	115
8192	0	5	33	0	0	33	7	0	10	10	90	116	116	99	99	7	5	7	7	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	831	0	0	9	115	0	0	0	5	0	0	0	0	0	0	0	0	99	0	0	0	0	0	8	0	-1	30	0	3	255	0	0	2400	0	0	100	53	103
8192	0	38	34	0	0	34	4	0	60	20	90	529	529	318	318	17	16	18	7	52	152	49	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	250	0	0	6	119	0	0	0	3	0	0	0	0	0	0	0	0	99	0	0	0	0	0	8	0	-1	30	4	3	8	0	0	2400	0	0	100	63	113
8192	0	26	35	0	0	35	4	0	52	20	90	363	363	234	234	17	8	13	7	133	50	577	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	247	0	0	6	119	0	0	0	4	0	0	0	0	0	0	0	0	99	0	0	0	0	0	7	0	-1	30	4	3	8	0	0	2400	0	0	100	59	109
8192	0	74	36	0	0	36	4	0	148	20	180	779	779	582	582	24	23	30	16	661	54	114	51	0	0	0	0	0	0	0	0	0	0	0	0	100	0	262	0	0	8	115	0	0	0	2	0	0	0	0	0	0	0	0	99	0	0	0	0	0	4	0	-1	30	9	1	8	0	0	2400	0	0	100	69	119
8192	0	4	37	0	0	37	5	2	10	10	90	129	129	75	75	10	6	3	4	150	153	152	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	809	0	0	1	115	11	0	0	8	0	0	0	0	0	0	0	0	99	0	0	0	400	800	9	0	-1	30	6	3	9	0	0	2400	0	0	100	53	103
8192	0	22	38	0	0	38	5	0	44	30	90	373	373	138	138	15	14	6	6	153	133	152	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	816	0	0	1	119	0	0	0	4	0	0	0	0	0	0	0	0	99	0	0	0	0	0	2	0	-1	30	8	2	19	0	0	2400	0	0	100	59	109
8192	0	17	39	0	0	39	5	0	34	15	180	299	299	111	111	14	11	5	6	99	154	153	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	251	0	0	9	115	32	0	0	6	0	0	0	0	0	0	0	0	99	0	0	0	0	0	8	0	-1	30	8	2	255	0	0	2400	0	0	100	57	107
8192	0	28	40	0	0	40	5	0	56	30	90	430	430	180	180	18	14	8	7	96	129	154	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	845	0	0	1	115	0	0	0	5	0	0	0	0	0	0	0	0	99	0	0	0	0	0	11	0	-1	30	2	2	16	0	0	2400	0	0	100	61	111
8192	0	38	41	0	0	41	5	0	78	30	90	489	489	234	234	22	11	10	14	155	130	154	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	252	0	0	9	123	0	0	0	4	0	0	0	0	0	0	0	0	99	0	0	0	0	0	12	0	-1	30	3	2	255	0	0	2400	0	0	100	62	112
8192	0	44	42	0	0	42	5	0	88	8	180	565	565	288	288	23	15	13	12	150	152	151	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	816	0	0	1	119	0	0	0	4	0	0	0	0	0	0	0	0	99	0	0	0	0	0	8	0	-1	30	1	1	19	0	0	2400	0	0	100	64	114
8192	0	41	43	0	0	43	5	0	82	10	90	528	528	291	291	22	13	14	11	155	128	168	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	846	0	0	1	127	0	0	0	4	0	0	0	0	0	0	0	0	99	0	0	0	0	0	2	0	-1	30	4	1	255	0	0	2400	0	0	100	63	113
8192	0	33	44	0	0	44	5	0	66	30	90	473	473	267	267	17	14	15	7	20	98	154	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	264	0	0	7	115	0	0	0	4	0	0	0	0	0	0	0	0	99	0	0	0	0	0	6	0	-1	30	10	3	255	0	0	2400	0	0	100	62	112
8192	0	44	45	0	0	45	1	0	98	20	180	582	582	255	255	27	17	9	10	2	4	151	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	252	0	0	1	115	0	0	0	4	0	0	0	0	0	0	0	0	99	0	0	0	600	800	7	0	-1	30	6	2	19	0	0	2400	0	0	100	65	115
8192	0	49	46	0	0	46	5	0	100	30	90	645	645	264	264	26	23	8	11	151	168	153	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	831	0	0	1	119	0	0	0	2	0	0	0	0	0	0	0	0	99	0	0	0	0	0	4	0	-1	30	10	1	255	0	0	2400	0	0	100	66	116
8192	0	61	47	0	0	47	5	0	122	30	90	728	728	351	351	27	23	14	16	131	51	151	54	0	0	0	0	0	0	0	0	0	0	0	0	100	0	245	0	0	1	119	0	0	0	2	0	0	0	0	0	0	0	0	99	0	0	0	0	0	14	0	-1	30	1	1	20	0	0	2400	0	0	100	68	118
8192	0	70	48	0	0	48	5	0	140	30	270	782	782	414	414	35	25	17	12	153	155	658	7	0	0	0	0	0	0	0	0	0	0	0	0	100	0	253	0	0	1	123	0	0	0	1	0	0	0	0	0	0	0	0	99	0	0	0	0	0	2	0	-1	30	8	1	8	0	0	2400	0	0	100	70	120
8192	0	47	49	0	0	49	6	0	96	10	90	641	641	312	312	17	23	14	12	81	99	100	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	819	0	0	9	115	0	0	0	3	0	0	0	0	0	0	0	0	99	0	0	0	0	0	5	0	-1	30	3	3	19	0	0	2400	0	0	100	66	116
8192	0	25	50	0	0	50	6	0	54	20	180	343	343	189	189	14	6	9	15	150	131	80	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	252	0	0	9	119	0	0	0	4	0	0	0	0	0	0	0	0	99	0	0	0	0	0	8	0	-1	30	10	3	255	0	0	2400	0	0	100	59	109
8192	0	35	51	0	0	51	6	0	70	20	90	466	466	333	333	10	11	19	14	100	81	99	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	811	0	0	9	119	0	0	0	4	0	0	0	0	0	0	0	0	99	0	0	0	0	0	2	0	-1	30	3	3	8	0	0	2400	0	0	100	62	112
8192	0	3	52	0	0	52	6	0	6	20	90	92	92	93	93	5	5	7	5	112	98	80	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	246	0	0	10	115	13	0	0	5	0	0	0	0	0	0	0	0	99	0	0	0	0	0	1	0	-1	30	3	2	9	0	0	2400	0	0	100	52	102
8192	0	13	53	0	0	53	6	0	26	20	270	204	204	147	147	11	5	9	7	155	48	98	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	831	0	0	2	123	28	0	0	6	0	0	0	0	0	0	0	0	99	0	0	0	0	0	9	0	-1	30	9	2	255	0	0	2400	0	0	100	55	105
8192	0	22	54	0	0	54	6	0	48	20	90	338	338	216	216	12	9	12	8	96	129	80	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	248	0	0	9	115	0	0	0	4	0	0	0	0	0	0	0	0	99	0	0	0	0	0	3	0	-1	30	7	3	19	0	0	2400	0	0	100	58	108
8192	0	51	55	0	0	55	6	0	102	10	90	595	595	453	453	17	13	25	15	96	52	82	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	845	0	0	9	119	0	0	0	4	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	-1	30	4	2	16	0	0	2400	0	0	100	65	115
8192	0	58	56	0	0	56	6	0	116	20	90	626	626	558	558	17	12	32	16	97	81	100	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	264	0	0	10	119	0	0	0	2	0	0	0	0	0	0	0	0	99	0	0	0	0	0	11	0	-1	30	2	2	16	0	0	2400	0	0	100	66	116
8192	0	43	57	0	0	57	6	0	84	7	90	535	535	336	336	23	10	21	8	81	132	98	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	830	0	0	9	115	0	0	0	4	0	0	0	0	0	0	0	0	99	0	0	0	0	0	4	0	-1	30	9	2	255	0	0	2400	0	0	100	63	113
8192	0	80	58	0	0	58	6	0	160	20	90	827	827	612	612	26	28	32	14	82	35	22	38	0	0	0	0	0	0	0	0	0	0	0	0	100	0	240	0	0	7	119	0	0	0	1	0	0	0	0	0	0	0	0	99	0	0	0	0	0	4	0	-1	30	10	3	20	0	0	2400	0	0	100	71	121
8192	0	25	59	0	0	59	7	0	50	20	90	362	362	267	267	10	9	16	9	97	113	130	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	264	0	0	10	115	0	0	0	5	0	0	0	0	0	0	0	0	99	0	0	0	0	0	11	0	-1	30	7	2	16	0	0	2400	0	0	100	59	109
8192	0	12	60	0	0	60	7	0	24	7	180	229	229	132	132	9	9	8	5	3	130	150	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	251	0	0	1	115	30	0	0	6	0	0	0	0	0	0	0	0	99	0	0	0	0	0	8	0	-1	30	6	3	255	0	0	2400	0	0	100	56	106
8192	0	38	61	0	0	61	7	0	76	20	90	449	449	414	414	11	6	25	15	129	117	118	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	843	0	0	7	115	0	0	0	4	0	0	0	0	0	0	0	0	99	0	0	0	0	0	9	0	-1	30	9	1	255	0	0	2400	0	0	100	61	111
8192	0	56	62	0	0	62	7	0	112	10	90	663	663	372	372	25	18	17	15	151	128	660	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	269	0	0	1	115	0	0	0	2	0	0	0	0	0	0	0	0	99	0	0	0	0	0	6	0	-1	30	6	1	8	0	0	2400	0	0	100	67	117
8192	0	41	63	0	0	63	7	0	82	20	90	544	544	315	315	21	15	16	9	20	152	132	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	266	0	0	9	115	0	0	0	3	0	0	0	0	0	0	0	0	99	0	0	0	0	0	2	0	-1	30	8	1	255	0	0	2400	0	0	100	64	114
8192	0	47	64	0	0	64	7	0	94	20	90	593	593	417	417	19	13	23	11	52	132	113	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	814	0	0	1	115	0	0	0	5	0	0	0	0	0	0	0	0	99	0	0	0	0	0	11	0	-1	30	7	1	8	0	0	2400	0	0	100	65	115
8192	0	51	65	0	0	65	7	0	102	20	90	627	627	191	191	5	17	18	30	114	120	658	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	245	0	0	2	119	0	0	0	3	0	0	0	0	0	0	0	0	99	0	0	0	0	0	14	0	-1	30	9	2	8	0	0	2400	0	0	100	66	116
8192	0	26	66	0	0	66	2	0	46	20	90	343	343	249	249	8	10	16	11	16	19	21	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	265	0	0	4	115	0	0	0	3	0	0	0	0	0	0	0	0	99	0	0	0	0	0	10	0	-1	30	1	2	16	0	0	2400	0	0	100	59	109
8192	0	29	67	0	0	67	7	0	58	10	90	399	399	243	243	14	9	13	12	96	97	130	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	250	0	0	5	115	0	0	0	6	0	0	0	0	0	0	0	0	99	0	0	0	0	0	3	0	-1	30	2	2	16	0	0	2400	0	0	100	60	110
8192	0	44	68	0	0	68	7	0	86	20	90	570	570	405	405	17	14	23	10	5	151	133	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	846	0	0	9	115	0	0	0	3	0	0	0	0	0	0	0	0	99	0	0	0	0	0	4	0	-1	30	8	1	255	0	0	2400	0	0	100	64	114
8192	0	33	69	0	0	69	6	0	99	7	90	451	451	336	336	10	6	22	15	80	100	82	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	843	0	0	7	115	0	0	0	2	0	0	0	0	0	0	0	0	99	0	0	0	0	0	1	0	-1	30	9	3	255	0	0	2400	0	0	100	61	111
8192	0	36	70	0	0	70	5	0	72	15	90	490	490	276	276	21	13	14	8	151	131	152	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	269	0	0	1	115	0	0	0	5	0	0	0	0	0	0	0	0	99	0	0	0	0	0	2	0	-1	30	1	2	255	0	0	2400	0	0	100	62	112
8192	0	16	71	0	0	71	1	0	28	20	90	252	252	114	114	15	9	6	5	3	150	153	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	259	0	0	3	115	0	0	0	6	0	0	0	0	0	0	0	0	99	0	0	0	0	0	7	0	-1	30	8	2	255	0	0	2400	0	0	100	56	106
8192	0	20	72	0	0	72	7	0	40	10	90	306	306	132	132	20	8	6	5	154	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	843	0	0	9	115	0	0	0	5	0	0	0	0	0	0	0	0	99	0	0	0	0	0	8	0	-1	30	0	3	19	0	0	2400	0	0	100	58	108
8192	0	20	73	0	0	73	7	0	40	10	90	306	306	132	132	6	8	20	5	115	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	263	0	0	9	115	0	0	0	5	0	0	0	0	0	0	0	0	99	0	0	0	0	0	8	0	-1	30	0	3	16	0	0	2400	0	0	100	58	108
8192	0	20	74	0	0	74	7	0	40	10	90	306	306	300	300	5	8	6	20	80	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	815	0	0	9	115	0	0	0	5	0	0	0	0	0	0	0	0	99	0	0	0	0	0	8	0	-1	30	0	3	20	0	0	2400	0	0	100	58	108
8192	0	4	75	0	0	75	7	0	8	10	90	112	112	84	84	5	6	6	6	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	240	0	0	9	115	0	0	0	5	0	0	0	0	0	0	0	0	99	0	0	0	0	0	8	0	-1	30	0	3	255	0	0	2400	0	0	100	53	103
8192	0	0	76	0	0	76	0	0	0	20	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	-1	30	0	0	255	0	0	2400	0	0	100	0	0
8192	0	0	77	0	0	77	0	0	0	20	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	-1	30	0	0	255	0	0	2400	0	0	100	0	0
8192	0	0	78	0	0	78	0	0	0	20	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	-1	30	0	0	255	0	0	2400	0	0	100	0	0
8192	0	0	79	0	0	79	0	0	0	20	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	-1	30	0	0	255	0	0	2400	0	0	100	0	0
0	0	0	80	0	0	80	0	0	0	20	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	-1	30	0	0	255	0	0	2400	0	0	100	2	0
8192	1	12	81	0	0	81	1	0	20	20	90	487	487	162	162	5	7	12	7	1	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	3	0	15	22	12	0	272	0	0	0	1	0	0	0	34	0	0	0	0	0	10	1	-1	30	1	2	255	0	0	2400	0	0	150	62	112
8192	1	24	82	0	0	82	1	0	46	10	90	813	813	261	261	10	6	16	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	3	0	62	40	27	0	273	0	0	0	1	0	0	0	38	0	0	0	0	0	3	2	-1	30	2	3	255	0	0	2400	0	0	150	70	120
8192	1	34	83	0	0	83	1	0	78	20	90	1356	1356	213	213	24	13	8	8	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	1	0	127	54	49	0	273	0	0	0	1	0	0	0	34	0	0	0	0	0	7	3	-1	30	8	2	255	0	0	2400	0	0	150	84	134
8192	1	54	84	0	0	84	1	0	104	20	270	2402	2402	342	342	34	15	15	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	1	0	332	84	69	0	274	275	0	0	1	1	0	0	36	3	0	0	0	0	6	4	-1	30	9	2	255	0	0	2400	0	0	150	110	160
