usetype	flg	side	type	sklid	gold	max_num	iconType	sortid	sortSub	sortKon	sortMasyou
1	0	1	0	0	0	99	1	47	999	999	999
1	0	1	0	0	0	99	1	48	999	999	999
1	0	1	0	0	0	99	1	49	999	999	999
1	0	1	0	0	0	99	1	50	999	999	999
1	0	1	0	0	0	99	1	51	999	999	999
1	0	1	0	0	0	99	1	52	999	999	999
1	0	1	0	0	0	99	1	53	999	999	999
1	0	1	0	0	0	99	1	54	999	999	999
1	0	1	0	0	0	99	1	55	999	999	999
1	0	1	0	0	0	99	1	56	999	999	999
1	0	1	0	0	0	99	1	57	999	999	999
1	0	1	0	0	0	99	1	58	999	999	999
1	0	1	0	0	0	99	14	59	999	999	999
1	0	1	0	0	0	99	14	60	999	999	999
1	4	1	128	0	2	99	14	61	999	999	999
1	0	1	128	0	2	99	14	62	999	999	999
1	0	1	128	0	18000	99	14	63	999	999	999
1	0	1	128	0	2000	99	14	64	8	1	999
1	0	1	128	0	6000	99	14	65	8	1	999
1	0	1	128	0	10000	99	14	66	8	1	999
1	0	1	128	0	14000	99	14	67	8	1	999
1	0	1	128	0	20000	99	14	68	8	1	999
1	0	1	128	0	26000	99	14	69	8	1	999
1	0	1	128	0	32000	99	14	70	8	1	999
1	0	1	128	0	38000	99	14	71	8	1	999
1	0	1	128	0	46000	99	14	72	8	1	999
1	0	1	128	0	60000	99	14	73	8	1	999
1	0	1	128	0	10000	99	14	75	8	1	999
1	0	1	128	0	7000	99	14	74	8	1	999
1	0	1	128	0	1000	99	14	77	8	1	999
1	0	1	128	0	2	99	14	76	8	1	999
1	0	1	128	0	2400	99	14	78	8	1	999
1	0	1	0	0	0	99	1	79	999	999	999
2	2	16385	4	176	10	99	1	80	999	999	999
2	2	16385	4	177	100	99	1	81	999	999	999
2	2	16385	4	178	500	99	1	82	999	999	999
2	2	16385	4	179	30	99	1	83	999	999	999
2	2	16385	4	180	30	99	1	84	999	999	999
2	2	16385	4	181	30	99	1	85	999	999	999
2	2	16385	4	182	30	99	1	86	999	999	999
2	2	16385	4	183	30	99	1	87	999	999	999
2	2	16385	4	184	30	99	1	88	999	999	999
2	2	16385	4	185	30	99	1	89	999	999	999
2	2	16385	4	186	30	99	1	90	999	999	999
2	2	16385	4	187	30	99	1	91	999	999	999
2	2	16385	4	188	30	99	1	92	999	999	999
2	2	16385	4	189	30	99	1	93	999	999	999
2	2	16385	4	190	30	99	1	94	999	999	999
1	0	1	0	0	0	99	1	95	999	999	999
6	4	16385	8	0	5000	1	1	96	999	999	999
6	4	16385	8	0	50000	1	1	97	999	999	999
6	4	16385	8	0	100000	1	1	98	999	999	999
6	4	16385	8	0	10000	1	1	99	999	999	999
6	4	16385	8	0	10000	1	1	100	999	999	999
6	4	16385	8	0	10000	1	1	101	999	999	999
6	4	16385	8	0	10000	1	1	102	999	999	999
6	4	16385	8	0	10000	1	1	103	999	999	999
6	4	16385	8	0	15000	1	1	104	999	999	999
6	4	16385	8	0	15000	1	1	105	999	999	999
6	4	16385	8	0	15000	1	1	106	999	999	999
6	4	16385	8	0	15000	1	1	107	999	999	999
6	4	16385	8	0	15000	1	1	108	999	999	999
6	4	16385	8	0	15000	1	1	109	999	999	999
6	4	16385	8	0	20000	1	1	110	999	999	999
6	4	16385	8	0	50000	1	1	111	999	999	999
1	4	16385	16	0	0	1	1	112	999	999	999
1	4	16385	16	0	0	1	1	113	999	999	999
1	4	16385	16	0	0	1	1	114	999	999	999
1	0	1	0	0	0	1	1	115	999	999	999
1	0	1	0	0	0	1	1	116	999	999	999
1	0	1	0	0	0	99	1	117	999	999	999
1	0	1	0	0	0	99	1	118	999	999	999
1	0	1	0	0	0	99	1	119	999	999	999
1	0	1	0	0	0	99	1	120	999	999	999
1	0	1	0	0	0	99	1	121	999	999	999
1	0	1	0	0	0	99	1	122	999	999	999
1	0	1	0	0	0	99	1	123	999	999	999
1	0	1	0	0	0	99	1	124	999	999	999
1	0	1	0	0	0	99	1	125	999	999	999
1	0	1	0	0	0	99	1	126	999	999	999
1	0	1	0	0	0	99	1	127	999	999	999
2	0	4097	32	360	400	99	1	128	999	999	999
2	0	4097	32	361	400	99	1	129	999	999	999
2	0	4097	32	362	400	99	1	130	999	999	999
2	0	4097	32	363	400	99	1	131	999	999	999
2	0	4097	32	364	400	99	1	132	999	999	999
2	0	4097	32	365	800	99	1	133	999	999	999
2	0	4097	32	366	800	99	1	134	999	999	999
2	0	4097	32	367	1000	99	1	135	999	999	999
2	0	4097	32	368	1000	99	1	136	999	999	999
2	0	4097	32	369	1000	99	1	137	999	999	999
2	0	4097	32	370	1000	99	1	138	999	999	999
2	0	4097	32	371	1300	99	1	139	999	999	999
2	0	4097	32	372	2000	99	1	140	999	999	999
2	0	4097	32	373	2000	99	1	141	999	999	999
2	0	4097	32	374	2600	99	1	142	999	999	999
1	0	1	0	0	0	99	1	143	999	999	999
1	0	1	1024	0	500	99	5	144	999	999	999
1	0	1	1024	0	1000	99	5	145	7	8	999
1	0	1	1024	0	1300	99	6	146	7	8	999
1	0	1	1024	0	1400	99	5	147	7	8	999
1	0	1	1024	0	1500	99	7	148	7	8	999
1	0	1	1024	0	2800	99	6	149	7	8	999
1	0	1	1024	0	2900	99	5	150	7	8	999
1	0	1	1024	0	3000	99	7	151	7	8	999
1	0	1	1024	0	4700	99	6	152	7	8	999
1	0	1	1024	0	4800	99	5	153	7	8	999
1	0	1	1024	0	4900	99	7	154	7	8	999
1	0	1	1024	0	7400	99	6	155	7	8	999
1	0	1	1024	0	7200	99	6	156	7	8	999
1	0	1	1024	0	7500	99	5	157	7	8	999
1	0	1	1024	0	7800	99	5	158	7	8	999
1	0	1	1024	0	7600	99	7	159	7	8	999
1	0	1	1024	0	7800	99	7	160	7	8	999
1	0	1	1024	0	12800	99	6	161	7	8	999
1	0	1	1024	0	12500	99	6	162	7	8	999
1	0	1	1024	0	12800	99	5	163	7	8	999
1	0	1	1024	0	18500	99	5	164	7	8	999
1	0	1	1024	0	13100	99	7	165	7	8	999
1	0	1	1024	0	13400	99	7	166	7	8	999
1	0	1	1024	0	19700	99	6	167	7	8	999
1	0	1	1024	0	19300	99	6	168	7	8	999
1	0	1	1024	0	33000	99	6	169	7	8	999
1	0	1	1024	0	19700	99	5	170	7	8	999
1	0	1	1024	0	20100	99	5	171	7	8	999
1	0	1	1024	0	28100	99	5	172	7	8	999
1	0	1	1024	0	20100	99	7	173	7	8	999
1	0	1	1024	0	20500	99	7	174	7	8	999
1	0	1	1024	0	34300	99	7	175	7	8	999
1	0	1	1024	0	28100	99	6	176	7	8	999
1	0	1	1024	0	27500	99	6	177	7	8	999
1	0	1	1024	0	38100	99	5	178	7	8	999
1	0	1	1024	0	28600	99	5	179	7	8	999
1	0	1	1024	0	28600	99	7	180	7	8	999
1	0	1	1024	0	29100	99	7	181	7	8	999
1	0	1	1024	0	37400	99	6	182	7	8	999
1	0	1	1024	0	38700	99	5	183	7	8	999
1	0	1	1024	0	39300	99	7	184	7	8	999
1	4	1	1024	0	10000	99	5	185	7	8	999
1	4	1	1024	0	0	99	5	186	7	8	999
1	4	1	1024	0	0	99	5	187	7	8	999
1	0	1	1024	0	4800	99	6	188	7	8	999
1	0	1	1024	0	15700	99	5	189	7	8	999
1	0	1	1024	0	33400	99	5	190	7	8	999
1	0	1	1024	0	58700	99	6	191	7	8	999
1	0	1	1024	0	120000	99	5	192	7	8	999
1	0	1	1024	0	140000	99	5	193	7	8	999
1	0	1	1024	0	38700	99	7	194	7	8	999
1	0	1	1024	0	38100	99	6	195	7	8	999
1	0	1	1024	0	35000	99	5	196	7	8	999
1	0	1	1024	0	0	99	5	197	7	8	999
1	0	1	1024	0	0	99	5	198	7	8	999
1	0	1	1024	0	0	99	5	199	7	8	999
1	0	1	1024	0	0	99	5	200	7	8	999
1	0	1	1024	0	0	99	5	201	7	8	999
1	0	1	1024	0	0	99	5	202	7	8	999
1	0	1	1024	0	0	99	5	203	7	8	999
1	0	1	1024	0	0	99	5	204	7	8	999
1	0	1	1024	0	0	99	5	205	7	8	999
1	0	1	1024	0	0	99	5	206	7	8	999
1	0	1	1024	0	0	99	5	207	7	8	999
1	0	1	1024	0	0	99	5	208	7	8	999
1	0	1	1024	0	0	99	5	209	7	8	999
1	0	1	1024	0	0	99	5	210	7	8	999
1	0	1	1024	0	0	99	5	211	7	8	999
1	0	1	1024	0	0	99	5	212	7	8	999
1	0	1	1024	0	0	99	5	213	7	8	999
1	0	1	1024	0	0	99	5	214	7	8	999
1	0	1	1024	0	0	99	5	215	7	8	999
1	0	1	1024	0	0	99	5	216	7	8	999
1	0	1	1024	0	0	99	5	217	7	8	999
1	0	1	1024	0	0	99	5	218	7	8	999
1	0	1	1024	0	0	99	5	219	7	8	999
1	0	1	1024	0	0	99	5	220	7	8	999
1	0	1	1024	0	0	99	5	221	7	8	999
1	0	1	1024	0	0	99	5	222	7	8	999
1	0	1	1024	0	0	99	5	223	7	8	999
1	0	1	1024	0	0	99	5	224	7	8	999
1	0	1	0	0	0	99	1	225	999	999	999
1	0	1	0	0	0	99	1	226	999	999	999
1	0	1	0	0	0	99	1	227	999	999	999
1	0	1	0	0	0	99	1	228	999	999	999
1	0	1	0	0	0	99	1	229	999	999	999
1	0	1	0	0	0	99	1	230	999	999	999
1	0	1	0	0	0	99	1	231	999	999	999
1	0	1	0	0	0	99	1	232	999	999	999
1	0	1	0	0	0	99	1	233	999	999	999
1	0	1	0	0	0	99	1	234	999	999	999
1	0	1	0	0	0	99	1	235	999	999	999
1	0	1	0	0	0	99	1	236	999	999	999
1	0	1	0	0	0	99	1	237	999	999	999
1	0	1	0	0	0	99	1	238	999	999	999
1	0	1	0	0	0	99	1	239	999	999	999
1	0	1	0	0	0	99	1	240	999	999	999
1	0	1	0	0	0	99	1	241	999	999	999
1	0	1	0	0	0	99	1	242	999	999	999
1	0	1	0	0	0	99	1	243	999	999	999
1	0	1	0	0	0	99	1	244	999	999	999
1	0	1	0	0	0	99	1	245	999	999	999
1	0	1	0	0	0	99	1	246	999	999	999
1	0	1	0	0	0	99	1	247	999	999	999
1	0	1	0	0	0	99	1	248	999	999	999
1	0	1	0	0	0	99	1	249	999	999	999
1	0	1	0	0	0	99	1	250	999	999	999
1	0	1	0	0	0	99	1	251	999	999	999
1	0	1	0	0	0	99	1	252	999	999	999
1	0	1	0	0	0	99	1	253	999	999	999
1	0	1	0	0	0	99	1	254	999	999	999
1	0	1	0	0	0	99	1	255	999	999	999
0	0	0	0	0	0	99	1	256	999	999	999
0	0	0	0	0	0	99	1	257	999	999	999
0	0	0	0	0	0	99	1	258	999	999	999
0	0	0	0	0	0	99	1	259	999	999	999
0	0	0	0	0	0	99	1	260	999	999	999
1	0	1	0	0	0	99	1	261	999	999	999
1	0	1	0	0	0	99	1	262	999	999	999
1	0	1	0	0	0	99	1	263	999	999	999
1	0	1	0	0	0	99	1	264	999	999	999
1	0	1	0	0	0	99	1	265	999	999	999
1	0	1	0	0	0	99	1	266	999	999	999
1	0	1	0	0	0	99	1	267	999	999	999
1	0	1	0	0	0	99	1	268	999	999	999
1	4	1	2048	0	50	99	1	269	999	999	999
1	4	1	2048	0	100	99	1	270	999	999	999
1	4	1	2048	0	150	99	1	271	999	999	999
1	4	1	2048	0	1000	99	3	272	999	999	1
1	4	1	2048	0	3000	99	3	273	999	999	1
1	4	1	2048	0	7000	99	3	274	999	999	1
1	4	1	2048	0	13000	99	3	275	999	999	1
1	4	1	2048	0	250	99	3	276	999	999	999
1	4	1	2048	0	300	99	3	277	999	999	999
1	4	1	2048	0	350	99	3	278	999	999	999
1	4	1	2048	0	1000	99	3	279	999	999	2
1	4	1	2048	0	3000	99	3	280	999	999	2
1	4	1	2048	0	7000	99	3	281	999	999	2
1	4	1	2048	0	13000	99	3	282	999	999	2
1	4	1	2048	0	250	99	3	283	999	999	999
1	4	1	2048	0	300	99	3	284	999	999	999
1	4	1	2048	0	350	99	3	285	999	999	999
1	4	1	2048	0	1000	99	3	286	999	999	3
1	4	1	2048	0	3000	99	3	287	999	999	3
1	4	1	2048	0	7000	99	3	288	999	999	3
1	4	1	2048	0	13000	99	3	289	999	999	3
1	4	1	2048	0	250	99	3	290	999	999	999
1	4	1	2048	0	300	99	3	291	999	999	999
1	4	1	2048	0	350	99	3	292	999	999	999
1	4	1	2048	0	1000	99	3	293	999	999	4
1	4	1	2048	0	3000	99	3	294	999	999	4
1	4	1	2048	0	7000	99	3	295	999	999	4
1	4	1	2048	0	13000	99	3	296	999	999	4
1	4	1	2048	0	250	99	3	297	999	999	999
1	4	1	2048	0	300	99	3	298	999	999	999
1	4	1	2048	0	350	99	3	299	999	999	999
1	4	1	2048	0	1000	99	3	300	999	999	5
1	4	1	2048	0	3000	99	3	301	999	999	5
1	4	1	2048	0	7000	99	3	302	999	999	5
1	4	1	2048	0	13000	99	3	303	999	999	5
1	4	1	2048	0	3000	99	3	304	999	999	999
1	4	1	2048	0	20000	99	3	305	999	999	999
1	4	1	2048	0	2	99	3	306	999	999	999
1	4	1	2048	0	1000	99	3	307	999	999	6
1	4	1	2048	0	3000	99	3	308	999	999	6
1	4	1	2048	0	7000	99	3	309	999	999	6
1	4	1	2048	0	13000	99	3	310	999	999	6
1	4	1	2048	0	4000	99	3	311	999	999	999
1	4	1	2048	0	300	99	3	312	999	999	999
1	4	1	2048	0	350	99	3	313	999	999	999
1	4	1	2048	0	1000	99	3	314	999	999	7
1	4	1	2048	0	3000	99	3	315	999	999	7
1	4	1	2048	0	7000	99	3	316	999	999	7
1	4	1	2048	0	13000	99	3	317	999	999	7
1	4	1	2048	0	250	99	3	318	999	999	999
1	4	1	2048	0	300	99	3	319	999	999	999
1	4	1	2048	0	350	99	3	320	999	999	999
1	4	1	2048	0	400	99	3	321	999	999	8
1	4	1	2048	0	400	99	3	322	999	999	8
1	4	1	2048	0	400	99	3	323	999	999	8
1	4	1	2048	0	400	99	3	324	999	999	8
1	4	1	2048	0	400	99	3	325	999	999	8
1	4	1	2048	0	400	99	3	326	999	999	8
1	4	1	2048	0	400	99	3	327	999	999	8
1	4	1	2048	0	400	99	3	328	999	999	8
1	4	1	2048	0	800	99	3	329	999	999	8
1	4	1	2048	0	800	99	3	330	999	999	8
1	4	1	2048	0	800	99	3	331	999	999	8
1	4	1	2048	0	800	99	3	332	999	999	8
1	4	1	2048	0	800	99	3	333	999	999	8
1	4	1	2048	0	800	99	3	334	999	999	8
1	4	1	2048	0	5000	99	3	335	999	999	8
1	4	1	2048	0	800	99	3	336	999	999	8
1	4	1	2048	0	10	99	3	337	999	999	8
1	0	1	2048	0	400	99	3	338	999	999	8
1	0	1	2048	0	400	99	3	339	999	999	8
1	0	1	2048	0	400	99	3	340	999	999	8
1	0	1	2048	0	400	99	3	341	999	999	8
1	0	1	2048	0	1000	99	3	342	999	999	8
1	0	1	128	0	5000	99	3	343	999	999	8
1	0	1	2048	0	400	99	3	344	999	999	8
1	0	1	2048	0	10	99	3	345	999	999	8
1	0	1	2048	0	10	99	3	346	999	999	8
1	0	1	2048	0	10	99	3	347	999	999	8
1	0	1	2048	0	10	99	3	348	999	999	8
1	0	1	2048	0	400	99	3	349	999	999	8
1	0	1	2048	0	400	99	3	350	999	999	8
1	0	1	2048	0	400	99	3	351	999	999	8
1	0	1	2048	0	400	99	3	352	999	999	8
1	0	1	2048	0	400	99	3	353	999	999	8
1	0	1	2048	0	400	99	3	354	999	999	8
1	0	1	2048	0	400	99	3	355	999	999	8
1	0	1	2048	0	400	99	3	356	999	999	8
1	0	1	2048	0	400	99	3	357	999	999	8
1	0	1	2048	0	3000	99	3	358	999	999	8
1	0	1	2048	0	15000	99	3	359	999	999	8
1	0	1	2048	0	200	99	3	360	999	999	8
1	0	1	2048	0	150	99	3	361	999	999	8
1	0	1	2048	0	100	99	3	362	999	999	8
1	0	1	2048	0	50	99	3	363	999	999	8
1	0	1	2048	0	30	99	3	364	999	999	8
1	0	1	2048	0	10	99	3	365	999	999	8
1	0	1	2048	0	10	99	3	366	999	999	8
1	0	1	2048	0	10	99	3	367	999	999	8
1	0	1	0	0	0	99	3	368	999	999	999
1	0	1	0	0	0	99	3	369	999	999	999
1	0	1	0	0	0	99	3	370	999	999	999
1	0	1	0	0	0	99	1	371	999	999	999
1	0	1	0	0	0	99	1	372	999	999	999
1	0	1	0	0	0	99	1	373	999	999	999
6	2	18433	4096	584	3000	9	1	374	999	999	999
6	2	18433	4096	585	3000	9	1	375	999	999	999
6	2	18433	4096	586	3000	9	1	376	999	999	999
6	2	18433	4096	587	3000	9	1	377	999	999	999
6	2	18433	4096	588	3000	9	1	378	999	999	999
6	2	18433	4096	589	3000	9	1	379	999	999	999
6	2	18433	4096	590	3000	9	1	380	999	999	999
6	2	18433	4096	591	5000	9	1	381	999	999	999
6	2	18433	4096	592	4000	9	1	382	999	999	999
6	2	18433	4096	593	3500	9	1	383	999	999	999
6	2	18433	4096	594	3500	9	1	384	999	999	999
2	2	18433	1	595	300	9	1	385	999	999	999
2	2	18433	4096	595	120	9	1	386	999	999	999
2	2	18433	4096	595	120	9	1	387	999	999	999
2	2	18433	4096	595	120	9	1	388	999	999	999
2	2	18433	4096	595	120	9	1	389	999	999	999
2	2	18433	4096	595	120	9	1	390	999	999	999
2	2	18433	4096	595	120	9	1	391	999	999	999
2	2	18433	4096	595	1000	9	1	392	999	999	999
2	2	18433	4096	595	500	9	1	393	999	999	999
2	2	18433	4096	595	300	9	1	394	999	999	999
2	2	18433	4096	595	300	9	1	395	999	999	999
2	2	18433	4096	595	300	9	1	396	999	999	999
1	4	1	64	0	500	99	1	397	999	999	999
1	4	1	64	0	500	99	1	398	999	999	999
1	4	1	64	0	500	99	1	399	999	999	999
1	4	1	64	0	500	99	4	404	999	999	999
1	4	1	64	0	500	99	4	400	999	999	999
1	4	1	64	0	500	99	4	405	999	999	999
1	4	1	64	0	1000	99	4	406	999	999	999
1	4	1	64	0	0	99	4	407	999	999	999
1	4	1	64	0	0	99	4	450	999	999	999
1	4	1	64	0	0	99	4	451	999	999	999
1	4	1	64	0	0	99	4	452	999	999	999
1	4	1	64	0	0	99	4	453	999	999	999
1	4	1	64	0	0	99	4	454	999	999	999
1	4	1	64	0	0	99	4	443	999	999	999
1	0	1	64	0	0	99	4	408	999	999	999
1	0	1	64	0	0	99	4	410	999	999	999
1	0	1	64	0	0	99	4	411	999	999	999
1	0	1	64	0	0	99	4	412	999	999	999
1	0	1	64	0	0	99	4	413	999	999	999
1	0	1	64	0	0	99	4	414	999	999	999
1	0	1	64	0	0	99	4	415	999	999	999
1	0	1	64	0	0	99	4	416	999	999	999
1	0	1	64	0	0	99	4	418	999	999	999
1	0	1	64	0	0	99	4	435	999	999	999
1	0	1	64	0	0	99	4	436	999	999	999
1	0	1	64	0	0	99	4	419	999	999	999
1	0	1	64	0	0	99	4	420	999	999	999
1	0	1	64	0	0	99	4	421	999	999	999
1	0	1	64	0	0	99	4	422	999	999	999
1	0	1	64	0	0	99	4	437	999	999	999
1	0	1	0	0	0	99	4	423	999	999	999
1	0	1	64	0	0	99	4	424	999	999	999
1	0	1	64	0	0	99	4	425	999	999	999
1	0	1	64	0	0	99	4	426	999	999	999
1	0	1	64	0	0	99	4	427	999	999	999
1	0	1	64	0	0	99	4	428	999	999	999
1	0	1	64	0	0	99	4	429	999	999	999
1	0	1	64	0	0	99	4	430	999	999	999
1	0	1	64	0	0	99	4	431	999	999	999
1	0	1	64	0	0	99	4	432	999	999	999
1	0	1	64	0	0	99	4	433	999	999	999
1	0	1	64	0	0	99	4	434	999	999	999
1	0	1	64	0	0	99	4	438	999	999	999
1	0	1	64	0	0	99	4	442	999	999	999
1	0	1	64	0	0	99	4	439	999	999	999
1	0	1	64	0	0	99	4	440	999	999	999
1	0	1	64	0	0	99	4	444	999	999	999
1	0	1	64	0	0	99	4	445	999	999	999
1	0	1	64	0	0	99	4	446	999	999	999
1	0	1	64	0	0	99	4	441	999	999	999
1	0	1	64	0	0	99	4	447	999	999	999
1	0	1	64	0	0	99	4	448	999	999	999
1	0	1	64	0	0	99	4	449	999	999	999
1	0	1	64	0	0	99	4	417	999	999	999
1	0	1	64	0	0	99	4	401	999	999	999
1	0	1	64	0	0	99	4	402	999	999	999
1	0	1	64	0	0	99	4	409	999	999	999
1	0	1	64	0	0	99	4	403	999	999	999
1	0	1	64	0	0	99	4	455	999	999	999
1	0	1	64	0	0	99	4	456	999	999	999
1	0	1	64	0	0	99	4	457	999	999	999
1	0	1	0	0	0	99	1	458	999	999	999
1	0	1	0	0	0	99	1	459	999	999	999
1	0	1	0	0	0	99	1	460	999	999	999
1	0	1	0	0	0	99	1	461	999	999	999
1	0	1	0	0	0	99	1	462	999	999	999
1	0	1	0	0	0	99	1	463	999	999	999
1	0	1	0	0	0	99	1	464	999	999	999
1	0	1	0	0	0	99	1	465	999	999	999
1	0	1	0	0	0	99	1	466	999	999	999
1	0	1	0	0	0	99	1	467	999	999	999
1	0	1	0	0	0	99	1	468	999	999	999
1	0	1	0	0	0	99	1	469	999	999	999
1	0	1	0	0	0	99	1	470	999	999	999
1	0	1	0	0	0	99	1	471	999	999	999
1	0	1	0	0	0	99	1	472	999	999	999
1	0	1	0	0	0	99	1	473	999	999	999
1	0	1	0	0	0	99	1	474	999	999	999
1	0	1	0	0	0	99	1	475	999	999	999
1	0	1	0	0	0	99	1	476	999	999	999
1	0	1	0	0	0	99	1	477	999	999	999
1	0	1	0	0	0	99	1	478	999	999	999
1	0	1	0	0	0	99	1	479	999	999	999
1	0	1	0	0	0	99	1	480	999	999	999
1	0	1	0	0	0	99	1	481	999	999	999
1	0	1	0	0	0	99	1	482	999	999	999
1	0	1	0	0	0	99	1	483	999	999	999
1	0	1	0	0	0	99	1	484	999	999	999
1	0	1	0	0	0	99	1	485	999	999	999
1	0	1	0	0	0	99	1	486	999	999	999
1	0	1	0	0	0	99	1	487	999	999	999
1	0	1	0	0	0	99	1	488	999	999	999
1	0	1	0	0	0	99	1	489	999	999	999
1	0	1	0	0	0	99	1	490	999	999	999
1	0	1	0	0	0	99	1	491	999	999	999
1	0	1	0	0	0	99	1	492	999	999	999
1	0	1	0	0	0	99	1	493	999	999	999
1	0	1	0	0	0	99	1	494	999	999	999
1	0	1	0	0	0	99	1	495	999	999	999
1	0	1	0	0	0	99	1	496	999	999	999
1	0	1	0	0	0	99	1	497	999	999	999
1	0	1	0	0	0	99	1	498	999	999	999
1	0	1	0	0	0	99	1	499	999	999	999
1	0	1	0	0	0	99	1	500	999	999	999
1	0	1	0	0	0	99	1	501	999	999	999
1	0	1	0	0	0	99	1	502	999	999	999
1	0	1	0	0	0	99	1	503	999	999	999
1	0	1	0	0	0	99	1	504	999	999	999
1	0	1	0	0	0	99	1	505	999	999	999
1	0	1	0	0	0	99	1	506	999	999	999
1	0	1	0	0	0	99	1	507	999	999	999
1	0	1	0	0	0	9	1	508	999	999	999
1	0	1	0	0	0	9	1	509	999	999	999
1	0	1	0	0	0	9	1	510	999	999	999
1	0	1	0	0	0	9	1	511	999	999	999
20	2	18433	8192	0	2500	99	13	512	6	7	999
20	2	18433	8192	0	200	99	13	513	6	7	999
20	2	18433	8192	0	200	99	13	514	6	7	999
20	2	18433	8192	0	200	99	13	515	6	7	999
20	2	18433	8192	0	200	99	13	517	6	7	999
20	2	18433	8192	0	200	99	13	518	6	7	999
20	2	18433	8192	0	200	99	13	519	6	7	999
20	2	18433	8192	0	200	99	13	516	6	7	999
20	2	1	0	0	0	0	1	520	999	999	999
20	2	1	0	0	0	0	1	521	999	999	999
20	2	1	0	0	0	0	1	522	999	999	999
20	2	1	0	0	0	0	1	523	999	999	999
20	2	1	0	0	0	0	1	524	999	999	999
20	2	18433	8192	0	2500	99	13	525	6	7	999
20	2	18433	8192	0	200	99	13	526	6	7	999
20	2	18433	8192	0	200	99	13	527	6	7	999
20	2	18433	8192	0	200	99	13	528	6	7	999
20	2	18433	8192	0	200	99	13	530	6	7	999
20	2	18433	8192	0	200	99	13	531	6	7	999
20	2	18433	8192	0	200	99	13	532	6	7	999
20	2	18433	8192	0	200	99	13	529	6	7	999
20	2	1	0	0	0	0	1	533	999	999	999
20	2	1	0	0	0	0	1	534	999	999	999
20	2	1	0	0	0	0	1	535	999	999	999
20	2	1	0	0	0	0	1	536	999	999	999
20	2	1	0	0	0	0	1	537	999	999	999
20	2	18433	8192	0	2500	99	13	538	6	7	999
20	2	18433	8192	0	200	99	13	539	6	7	999
20	2	18433	8192	0	200	99	13	540	6	7	999
20	2	18433	8192	0	200	99	13	541	6	7	999
20	2	18433	8192	0	200	99	13	543	6	7	999
20	2	18433	8192	0	200	99	13	544	6	7	999
20	2	18433	8192	0	200	99	13	545	6	7	999
20	2	18433	8192	0	200	99	13	542	6	7	999
20	2	1	0	0	0	0	1	546	999	999	999
20	2	1	0	0	0	0	1	547	999	999	999
20	2	1	0	0	0	0	1	548	999	999	999
20	2	1	0	0	0	0	1	549	999	999	999
20	2	1	0	0	0	0	1	550	999	999	999
20	2	18433	8192	0	2500	99	13	551	6	7	999
20	2	18433	8192	0	200	99	13	552	6	7	999
20	2	18433	8192	0	200	99	13	553	6	7	999
20	2	18433	8192	0	200	99	13	554	6	7	999
20	2	18433	8192	0	200	99	13	556	6	7	999
20	2	18433	8192	0	200	99	13	557	6	7	999
