en	included
Circle Master	0
Circle Virtuoso	0
Brawler Arts	0
Brawler Arts +	0
Life Support	0
Life Support +	0
Stance Master	0
Stance Virtuoso	0
Raging Lion	0
Raging Lion +	0
Heroic Gemini	1
Golden Gemini	0
Runic Shield	1
Aegis Shield	0
Swordbreaker	1
BLANK	0
BLANK	0
First Star	1
Binding Hands	1
Restoring Touch	1
Warrior Title	1
Conqueror Title	0
Conqueror Arts	0
Healing Hand	1
Dia Guard	0
Diarama Guard	0
Colossal Swing	1
Whirlwind Swing	0
Golden Link	1
Perception	0
Forked Spear	1
Trick Step	1
Endure	1
Nature's Grace	0
Immunity Buffer	1
Lemegeton	1
Platinum Coin	0
Absorb Fire	1
Absorb Wind	1
Absorb Ice	1
Absorb Elec	1
BLANK	0
Fire Boost	1
Ice Boost	1
Elec Boost	1
Wind Boost	1
Fire Amp	1
Ice Amp	1
Elec Amp	1
Wind Amp	1
Overheat SP Boost	0
Devotion Arts	0
Devotion Mastery	0
BLANK	0
Death's Scythe	1
Impure Reach	1
BLANK	0
Circle Recovery	1
King Card	0
Inferno Boost	0
Tornado Boost	0
Powerhouse	0
BLANK	0
SP Focus	0
BLANK	0
Target Boost	0
Attack Boost I	0
Attack Boost II	0
Attack Boost III	0
Defense Boost I	0
Defense Boost II	0
Defense Boost III	0
Element Boost I	0
Element Boost II	0
Element Boost III	0
Serene Journey	0
Serene Quest	0
Serene Pilgrimage	0
Double Link	1
BLANK	0
Magic Boost I	0
Magic Boost II	0
Magic Boost III	0
HP Boost	0
HP Amp	0
SP Boost	0
SP Amp	0
Agility Boost	0
Agility Amp	0
Resist Fire	1
Resist Ice	1
Resist Elec	1
Resist Wind	1
Resist Light	1
Resist Dark	1
Resist Cut	0
Resist Bash	0
Resist Stab	0
Null Petrify	1
Null Sleep	1
Null Panic	1
Null Poison	1
BLANK	0
Null Curse	1
Null Paralysis	1
BLANK	0
Keburi no Sue	0
Judgement Sword	1
Judgement Sword	0
Null M-Bind	1
Null S-Bind	1
Null A-Bind	1
Demon's Cut	1
Demon's Bash	1
Demon's Stab	1
God's Cut	1
God's Bash	1
God's Stab	1
SP Recoil	0
SP Redeemer	0
Start	0
Follow-Up	0
Follow-Up	0
Follow-Up	0
Follow-Up	0
Follow-Up	0
Follow-Up	0
Follow-Up	0
Follow-Up	0
Follow-Up	0
Follow-Up	0
Follow-Up	0
Follow-Up	0
Follow-Up	0
Follow-Up	0
Follow-Up	0
Follow-Up	0
Follow-Up	0
Follow-Up	0
Follow-Up	0
Follow-Up	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
End	0
Start	0
Medicine	0
Oinment	0
Antibiotic Gel	0
Bead	0
Soul Drop	0
Snuff Soul	0
Chewing Soul	0
Soul Food	0
Soma Droplet	0
Soma Tear	0
Revival Bead	0
Balm of Life	0
Emergency Kit	0
Medical Kit	0
Mutudi Gem	0
Patra Gem	0
Purifying Water	0
Purifying Salt	0
Bravant	0
Stonard	0
Cut Mist	0
Bash Mist	0
Stab Mist	0
Fire Mist	0
Ice Mist	0
Elec Mist	0
Wind Mist	0
Blaze Oil	0
Freeze Oil	0
Shock Oil	0
Cyclone Oil	0
San-zun Tama	0
Scorching Magatama	0
Dry Ice	0
Zero Magatama	0
Tesla Coil	0
Bolt Magatama	0
Yashichi	0
Storm Magatama	0
Segaki Rice	0
Curse Paper	0
Poison Gas	0
Paralysis Gas	0
Vanish Ball	0
Sleep Gas	0
Curse Gas	0
Panic Gas	0
Analysis Scope	0
Homunculus	0
Disperse Amulet	0
Summon Charm	0
Goho-M	0
Goba-K	0
Winged Sandals	0
Sight Beacon	0
Soma	0
Soma Jelly	0
Bead Chain	0
Dawn Charm	0
Repulse Bell	0
Attract Pipe	0
Heal Stone	0
End	0
Ailment Boost	0
Ailment Surge	0
Raging Fists	1
Furious Fists	0
Punisher	1
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
Return from Yomi	1
Triple Link	1
Quadruple Link	1
Infinite Link	1
Magic Aura	0
Skill Boost	0
Heroic Spring	0
Circle Aura	0
Healing Surge	0
Stun Recovery	0
Overheat	0
Overheat End	0
RESERVE	0
RESERVE	0
RESERVE	0
RESERVE	0
RESERVE	0
RESERVE	0
RESERVE	0
RESERVE	0
RESERVE	0
RESERVE	0
RESERVE	0
RESERVE	0
RESERVE	0
RESERVE	0
RESERVE	0
RESERVE	0
RESERVE	0
RESERVE	0
RESERVE	0
RESERVE	0
RESERVE	0
RESERVE	0
RESERVE	0
RESERVE	0
RESERVE	0
RESERVE	0
RESERVE	0
RESERVE	0
RESERVE	0
RESERVE	0
RESERVE	0
RESERVE	0
RESERVE	0
RESERVE	0
RESERVE	0
RESERVE	0
RESERVE	0
RESERVE	0
RESERVE	0
RESERVE	0
REVERSE/BLANK	0
BLANK	0
Agi	0
Agilao	0
Agidyne	0
Maragi	0
Maragion	0
Maragidyne	0
Fire Dance	0
BLANK	0
BLANK	0
BLANK	0
Garu	0
Garula	0
Garudyne	0
Magaru	0
Magarula	0
Magarudyne	0
Wind Dance	0
BLANK	0
BLANK	0
BLANK	0
Bufu	0
Bufula	0
Bufudyne	0
Mabufu	0
Mabufula	0
Mabufudyne	0
Absolute Zero	0
Ice Dance	0
BLANK	0
BLANK	0
BLANK	0
Zio	0
Zionga	0
Ziodyne	0
Mazio	0
Mazionga	0
Maziodyne	0
Keraunos	0
Elec Dance	0
BLANK	0
BLANK	0
BLANK	0
Megido	0
Megidola	0
Megidolaon	0
BLANK	0
BLANK	0
BLANK	0
Hama	0
Hamaon	0
Mahama	0
Mahamaon	0
BLANK	0
BLANK	0
BLANK	0
Mudo	0
Mudoon	0
Mamudo	0
Mamudoon	0
BLANK	0
BLANK	0
BLANK	0
Poisma	0
Poison Breath	0
Stona	0
Stone Mist	0
Dormina	0
Lullaby Song	0
Pulinpa	0
Tentarafoo	0
BLANK	0
BLANK	0
Evil Touch	0
Evil Smile	0
Shibaboo	0
Binding Cry	0
Makajam	0
Silent Song	0
Disarm	0
Muscle Down	0
Scarecrow	0
Spiderweb	0
Self-Destruct	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
Fang Smash	0
Kidney Smash	0
Cleave	0
Twin Slash	0
Lunge	0
Double Shot	0
Mighty Swing	0
Hard Slash	0
Charge Shot	0
Stab Shower	0
Frost Edge	0
Guillotine	0
Tempest Slash	0
Lightning Smash	0
Drain Touch	0
Gigantic Fist	0
Single Shot	0
Thorn Shackles	0
Thorn Cuffs	0
Thorn Chains	0
Assault Shot	0
Primal Force	0
Heavy Shot	0
Broadshot	0
Myriad Arrows	0
Megaton Press	0
Brain Shake	0
Stardrop	0
Buchikamashi	0
Spin Slash	0
Blade of Fury	0
Tousatsujin	0
Vorpal Blade	0
Crazed Slash	0
Skull Cracker	0
Scorching Blast	0
Heat Wave	0
Megaton Slam	0
Megaton Slam	0
Blinding Slice	0
Toxic Slice	0
Dream Slice	0
Stunning Slice	0
Bane Slice	0
Mow Down	0
Deathbound	0
Torrent Shot	0
Rampage	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
Dia	0
Diarama	0
Diarahan	0
BLANK	0
BLANK	0
Media	0
Mediarama	0
Mediarahan	0
BLANK	0
Samarecarm	0
BLANK	0
BLANK	0
Patra	0
BLANK	0
BLANK	0
Mutudi	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
Bestial Roar	0
BLANK	0
BLANK	0
Rampart	0
Safeguard	0
BLANK	0
Life Wall	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
Matarukaja	0
Marakukaja	0
Masukukaja	0
Power Charge	0
Mind Charge	0
Fire Corrosion	0
Ice Corrosion	0
Elec Corrosion	0
Wind Corrosion	0
BLANK	0
BLANK	0
Matarunda	0
Marakunda	0
Masukunda	0
BLANK	0
Dekaja	0
Dekunda	0
BLANK	0
Escape	0
UNKNOWN	0
UNKNOWN	0
Tarukaja	0
Rakukaja	0
Sukukaja	0
Tarunda	0
Rakunda	0
Sukunda	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
Fire Boost	0
Ice Boost	0
Elec Boost	0
Wind Boost	0
Trick Step	0
Recovery Up	0
Phys Boost	0
Phys Boost II	0
Magic Boost	0
Magic Boost II	0
Wide Effect	0
Wide Effect II	0
Wide Effect III	0
Double Action	0
Double Action II	0
Double Action III	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
Soldier Summon	0
Reinforcements	0
BLANK	0
Holy Wrath	0
Vow	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
Drastic Measure	0
Endure	0
Rabbit's Foot	0
Deafening Roar	0
BLANK	0
Gears of Time	0
Time Warp	0
Death Sentence	0
Time Reversal	0
Time Stop	0
BLANK	0
UNKNOWN	0
BLANK	0
UNKNOWN	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
All-Out Attack	0
Megidolaon	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
BLANK	0
