en	desc
Baal	The chief Semitic god.\n \nBearing a name that means \''Lord,\''\nor \''owner,\'' he was revered as a god\nof fertility in addition to being known\nas the god of Canaan and both\nbrother and consort to the goddess\nAnat. Many demons, such as Bael,\nBeelzebub, Belphegor, and Berith, are\nbelieved to be derivations of Baal.\nThere were even instances of him\nbeing worshiped in the very same\ntemples as Yahweh (YHVH) in times\nlong since passed.
018	018
Demeter	A goddess from Greek mythology.\nHer name means \''Mother Earth\''\nin ancient Greek.\n \nShe is the sister of Zeus, the goddess\nof fertility, and is said to be the one\nwho taught humanity the ways of\nagriculture. With the advancement\nof civilization, laws were put into\nplace, and she was given another\nname: \''Demeter Thesmophoros.\''
Anahita	A Zoroastrian goddess whose name\nmeans \''pure.\''\n \nWhile primarily known as a beautiful\ndeity who rules over rivers and\nwater, she is also the goddess of\nhealth, fertility, safe delivery,\nproduction of livestock, harvest,\nwealth, and expansion of land. She is\noften portrayed as an elegant virgin\nwearing a crown decorated with\nnumerous stars in addition to a\ngolden necklace and a golden cape,\nand is typically shown holding a\nwater jug. She is also a brave god of\nwar astride a four-wheeled chariot,\ntoppling demons and tyrants alike.\nBoth her allies and her enemies have\nbeen said to have offered their\nprayers to her.
Lakshmi	The goddess of beauty and good\nfortune in Hindu lore.\n \nVishnu's wife and Kama's mother,\nshe is regarded as the goddess\nof love and is said to embody\nthe ideal woman. She is also\nknown to have charmed many\ngods with her dance.
Norn	The goddesses of fate in Norse myth.\n \nThey live below the roots of Yggdrasil\nand weave the threads of fate by\nwhich even the gods are bound.
Idun	A goddess from Norse mythology.\nShe is the keeper of the golden\napples and wife to Bragi, the god of\npoetry.\n \nGods in Norse mythology are said\nto retain their youth via her apples,\nwhich are safely kept in a box made\nfrom ash wood.
Sarasvati	The consort of Brahma in Hindu lore.\n \nShe embodies the river, and her name\nmeans \''one who flows.\'' She is also\nthe goddess of music and art and is\nsaid to be skilled in every artistic or\ncreative pursuit known to man.
Ishtar	A Mesopotamian goddess of love\nand war. She was dubbed the Queen\nof Heaven, and the planet Venus was\noften seen as the embodiment of\nthe goddess herself.\n \nIn the \''Epic of Gilgamesh,\'' she makes\nmany heroes her lovers, but the story\nalso foretells of their unfortunate fate\nby her hands: eventual death or\ntransformation into animals.
Scathach	The war goddess of Celtic lore as well\nas the queen of the Land of Shadows.\n \nShe is a skilled magician and a master\nwarrior who trains the many young\nmen who come to her in the art of\nwar. The famed Cu Chulainn was one\nof her students, and it is said that he\nreceived the legendary Gae Bolg\nfrom her upon mastering her\nteachings.
Parvati	This beautiful goddess of love is one\nof Shiva's wives in Hindu mythology.\n \nShe won Shiva's love despite the fact\nthat he was an ascetic.
Ame-no-Uzume	The goddess of entertainment in\nJapanese lore.\n \nShe governs many sacred dances\nand is most famous for\nthe provocative dance she used to\nlure out Amaterasu, who had\nbarricaded herself inside a cave. She\nlater became Sarutahiko's wife.
Fortuna	The Roman goddess of luck, she\nspins the Wheel of Fortune and is\nbelieved to have originally been a\nfertility goddess. Her Greek\ncounterpart is Tyche.
Maria	The maternal figure of Christianity.\n \nGabriel informed her that she was to\nbe the mother of Jesus. Some sects\nrevere her as the Virgin Mary, but\nother denominations do not focus\non her.
Artemis	The Greek goddess of hunting and\nchastity. She was often identified\nwith the moon goddess Selene and\nwas therefore also worshiped as a\nmoon goddess herself.\n \nLike her twin brother Apollo,\nher association with archery granted\nher the title of \''far-shooter\'' in\naddition to being recognized as\na bringer of plague and death.\nThis is depicted in myth, in which\nshe is deceived by Apollo and shoots\nher beloved Orion.
Konohana Sakuya	One of the Kunitsukami in Japanese\nmythology. Daughter of\nOyamatsumi.\n \nYounger sister of Iwanaga-hime.\nHer name means \''a woman who\nblooms and flourishes like a cherry\nblossom.\'' She is considered one of\nthe most beautiful of Japan's myriad\ngods. She fell in love with Ninigi of\nthe Amatsukami and became his\nwife. After she became pregnant in\njust one night, he questioned\nwhether the child was truly his, and\ntherefore godly. As proof that the\nchild was of the Amatsukami, she\nbarricaded herself in a birthing-house\nand set it on fire, then successfully\ngave birth. Originally, she is said to\nhave been a god who governed\nwater. However, this legacy of giving\nbirth in a fire earned her regard as\nthe goddess of volcanoes, and she is\nidentified with the volcano spirit\nAsama no Okami.
033	033
Hanuman	A hero of Hindu descent. He can\ntransform into anything, fly, and\npossesses incredible strength.\n \nHe performed many heroic deeds in\nthe epic \''Ramayana\'' and is almost\nalways depicted as a monkey.
Fionn mac Cumhaill	The leader of the Fianna, warriors\nwho protected High King Cormac of\nIreland. He was born as Deimne, but\ndue to his blond hair and white skin,\nhe soon came to be called \''Fionn,\''\na name meaning \''golden hair.\''\n \nWhen training under the druid\nFinn Eces, he was ordered to cook\nthe Salmon of Knowledge. Upon\nlicking some of the salmon's fat from\nhis thumb, he gained its knowledge.\nFrom that point on, it is said that\nFionn could tap this knowledge any\ntime he licked his thumb.
Cu Chulainn	A gallant Celtic hero and son of the\nsun god Lugh.\n \nHe is said to have beaten a whole\narmy singlehandedly. He was cursed\nto die after spurning the war goddess\nMorrigan and was impaled on his\nown mighty spear, Gae Bolg.
Kurama Tengu	A tengu that is said to have lived in\nMt. Kurama in Kyoto.\n \nThe most powerful and well-known\nof the tengu, he has the power to\nfend off disease and bring good\nfortune. He is also said to have\ntrained Yoshitsune how to fight with\na sword when Yoshitsune was still\na child. Some believe him to be\nBishamonten's night form.
Amanozako	A Japanese goddess commonly\nthought to be the ancestor of the\ntengu and amanojaku.\n \nThe famed warrior Susano-o once\nallowed his tempestuous spirit to\nbuild up to such an intense degree,\nhe vomited her out as a result.\nSimilarly to Susano-o, she has a wild\npersonality and tends to go on a\nrampage if she doesn't get her way.\nIt is said that she can hurl even the\nmost powerful gods a great distance,\nand that her fangs can mangle the\nvery sharpest of blades. Like\namanojaku, she is prone to doing the\nexact opposite of what is expected.
039	039
Kresnik	A virtuous vampire hunter blessed\nby the power of light. His name\ncomes from the word \''cross.\''\n \nArchnemesis of a Slovenian vampire,\nKudlak, with whom he engages in\nendless conflict. Both of them fight\nby transforming into animals such as\npigs, bulls, and horses, but Kresnik's\nbestial forms are always pure white\nin color. Kudlak, the enemy of\nGod, is never considered to be\na match for the emissary of light,\nand their battles always end with\nKresnik's victory.
Anansi	A folkloric hero of the Ashanti and\nother tribes in West Africa. He is\ndepicted as a trickster who gets by\non his wit and cunning. Portrayed as\na spider or a man, depending on\ninterpretation.\n \nAnansi appears in many stories,\nincluding one where he collects\nthe people's wisdom in a gourd and\nattempts to hang it from a tree. But\nin a fit of dismay, he upends it\nand scatters wisdom across the\nworld. Other stories tell of how he\nbuys the stories of the sky god\nOnyankopon and makes them his\nown. These stories are collectively\ncalled Anansesem, or spider tales.
Koppa Tengu	A smaller member of the Tengu race\nless powerful than other Tengu.\n \nThey are believed to be an\nincarnation of an old wolf and are\ncapable of eventually transforming\ninto Karasu Tengu.
Apsaras	Water spirits in Hindu lore.\n \nThey are beautiful young women who\ndance for the gods. They also guide\nheroes who fall in battle to paradise.
Agathion	A familiar with no physical body that\nappears only during the day.\n \nThere is no consensus on the\nappearance of an Agathion: it can\nresemble a human, bird, or animal.\nThey are usually sealed away in\nbottles or pots but can also be sealed\nin rings or talismans. The term\nAgathion is also used as a general\nterm for familiars.
Mandrake	A magical plant whose roots take the\nappearance of a human.\n \nMandrakes are a precious component\nin potions to heal sicknesses, but\nobtaining one is notoriously difficult.\nWhen pulled from the ground, they\nlet out a bloodcurdling scream, killing\nanyone unlucky enough to hear it.\nThere are both male and female\nvariations of Mandrakes.
Dis	Figures in Norse mythology\nconsidered to be spiritual\ncompanions of humans.\n \nWhile they are said to be protectors\nof agriculture and livestock, they are\nalso noted as masters of war. They\nare sometimes regarded as spirits\nthat accompany the Valkyrie, or play\na similar role. Also interpreted as\nlesser goddesses.
Efreet	A type of powerful spirit in Arabic\nfolklore that wields the power of fire.\n \nIt is said they will grant various boons\nof magic to those who summon\nthem, but they also have violent\ntempers and will not hesitate to\nkill anyone who sparks their ire.
048	048
049	049
050	050
Titania	The queen of the fairies and King\nOberon's wife. She is based on the\nRoman goddess Diana and was later\nimagined as a fairy.\n \nShe is famously recognized as\na queen in William Shakespeare's\n\''A Midsummer Night's Dream.\''
Oberon	The king of the fairies and the\nhusband of Titania.\n \nHe is quite old, but due to a curse\nhe received when he was young, he\nremains small yet still beautiful.\nHe often flirts with human women\nand has earned many a scolding\nfrom his wife as a result.
Silky	A house fairy of England and\nScotland.\n \nA welcome spirit, she carries out\nhousehold chores while everyone\nsleeps. It is said you can hear her\nsilk skirts rustle as she works.\nHowever, she is not without a\ndangerous side and will kill anyone\nwho tries to cause harm to the family\nshe protects.
Setanta	A brave young man in\nCeltic mythology.\n \nAfter defeating a fierce guard dog,\nhe volunteered to take its place,\nthus earning himself \''Culann's Hound\''\nas a nickname.
Kelpie	A fairy of Celtic folklore that lives by\nthe water and takes the appearance\nof a horse.\n \nThey often drown those who attempt\nto ride them, but if tamed, they can\nbe valuable mounts.
High Pixie	A higher class of pixie, these\nare the Seelie Court's more powerful\nsoldiers.\n \nThey are charged with guarding\nthe ruins and caves where other\npixies dwell.
Jack-o'-Lantern	An Irish spirit typically found in\nswamps, bogs, or marshes.\n \nSaid to be spirits of the dead,\nJack-o'-Lanterns appear as floating\nflames and are known around the\nworld by various names such as\nWill-o'-the-Wisp and Hitodama.\nThey are also said to come out at\nnight to startle travelers and make\nthem lose their way.
Jack Frost	A frost spirit made from ice and snow\nthat appears during the winter and\nmelts away in the spring.\n \nDo not be fooled by his cute\ndemeanor, however, for Jack Frost\nis known to freeze people with his\ncold breath, smiling all the while.\nSome suggest that he originally\nlooked like an abominable snowman\nbut may have changed form to\nappear more approachable and thus\nmore easily lure in his victims.
Pixie	Small fairies found in southwestern\nBritain known for their cheerful\nnature and love of pranks.\n \nTheir physical appearance changes\nfrom region to region, but their\npersonality is always playful and\nmischievous. A common prank they\nlike to pull is causing humans to\nwander in circles. However, they are\nalso known to help farmers from\ntime to time and are generally\nconsidered good fairies.
Nahobeeho	A Jack Frost who looks like a certain\nNahobino. Not content with being a\nmere demon, he pushes himself to\nhis limits.\n \nHis blue hair and costume are\nhomemade, and he's said to be\nproud of his divine craftsmanship.\nHe likes snowy mornings, and by\nhis own words, aims to create a\nworld of silver.
061	061
062	062
063	063
Queen Medb	The queen of fairies in Celtic\nmythology.\n \nSome say she was the inspiration for\nWilliam Shakespeare's Queen Mab,\nleading many to conclude that she\nand the fairy queen Titania, Oberon's\nwife, are one and the same. She was\nknown to give mead mixed with her\nblood to her many consorts.
Succubus	A female demon in popular European\nfolklore during the Middle Ages.\n \nThey are known to visit men in their\nsleep and have sex with them. And\nthough they appear beautiful in the\ndream, in reality, they are ugly old\nhags.
Kaiwan	A god in Assyrian mythology\nassociated with the planet Saturn.\n \nHe is usually grouped with another\ngod, Sakkut.
Lilim	A demon in female form from\nJudeo-Christian lore known to tempt\nsleeping men and attack infants.\n \nShe is the daughter of the demoness\nLilith, who tempted Adam. Like her\nmother, she drains men of their\nessence.
Incubus	A male demon in popular European\nfolklore during the Middle Ages, and\nthe male counterpart to the\nsuccubus.\n \nThey are known to visit women in\ntheir sleep and have sex with them.\nThe offspring born from these\nincidents are said to later become\nwitches and wizards.
Mokoi	A monster from Australian indigenous\nfolktales.\n \nIt lives in a jungle alongside owls.\nThough it appears human, it has an\nabnormally large head. It also lacks\na tongue and therefore cannot speak.\nMyth tells that these creatures are\nreincarnations of the \''soul of the\nshadow,\'' and they are even said\nto engage in intercourse with human\nwomen from time to time as well\nas eat children and fight humans.
Sandman	A fairy from rural Germany rumored\nto put people to sleep using the\nmagic sand he carried in his bag.\n \nIf a victim resisted, he would sit\non their eyelids to force them to sleep.\nIt has even been said that naughty\nchildren who refused to go to sleep\nwould be punished by having their\neyes scooped out and taken away,\nthough this is speculated to be a\nfabrication thought up by German\nmothers.
Lilith	071
Black Frost	A Jack Frost that grew powerful\nand evil.\n \nThey are the evolved form of the\nfairly peaceful winter fairy and\nmark the transformation from\nsmall prankster into massively\npowerful entity.
073	073
074	074
Nuwa	A goddess that appears in Chinese\nmythology.\n \nRecognized as one of three\nsovereigns, she is said to have the\nhead of a human and body of a\nserpent. As a demigod, she is also\nknown to be responsible for the\ncreation of humanity, having created\nhumans from mud. Legend says that\nwhen one of the four pillars said to\nhold up the world broke, she\nrepaired it. Fuxi, also of the three\nsovereigns, is typically labeled as\neither her brother or her husband\ndepending on what version of her\nstory is told.
Amon	One of the 72 demons of Solomon's\n\''Ars Goetia.\''\n \nHe is the seventh spirit of Goetia\nand the Grand Marquis of Hell.\nAmon is depicted in several different\nforms, sometimes appearing as a wolf\nwith a serpent's tail, and other times\nappearing as having the head of an\nowl, the torso of a wolf, and the tail of\na snake sometimes replacing his hind\nlegs altogether. It is said that he\nbestows knowledge of the past and\nthe future. He is also incredibly loyal,\nhaving led his army to assist Satan\nwhen Satan rebelled against God.
Mara	A Buddhist demon that represents\nthe fear of death.\n \nAlso known as \''The Evil One,\''\nhe sent his daughters to tempt\nBuddha during his meditations.
Mephisto	More accurately, Mephistopheles.\nHe is one of the Princes of Hell, and\nhis name means \''he who loves not\nthe light.\''\n \nHe is commonly known as the\ndemon summoned by Georg Faust.\nOther than Satan himself, he is the\nmost feared commander in Hell.\nHowever, he despises having fallen\ninto Hell and hates any and all\nhumans who have been granted\nsalvation. He is rather knowledgeable\nin the realms of astronomy,\nastrology, and meteorology in\naddition to being a skilled illusionist\nwho can manipulate all five senses.
Chi You	A Chinese demon king often depicted\nwith a bull's head, six or eight arms,\nand four eyes.\n \nHe invented many weapons and\ncommanded an invincible army.\nSeeking control of the mortal world,\nhe fought with the Yellow Emperor\nHuang Di. Though he was winning,\nthe Yellow Emperor ultimately\ndefeated him. Huang Di then had\nChi You's head buried thousands\nof li apart from his body.
Surt	A fire giant in Norse mythology.\n \nHe rules over Muspelheim, the realm\nof fire, and brandishes a sword of fire\ncalled Laevateinn. In Ragnarok, he\nwill set the world ablaze.
Beelzebub	Lord of the Flies and the Prince of\nHell.\n \nHe is established as a high-ranking\ndemon in the Bible, and his multitude\nof flies are said to carry souls down\nto the abyss. It has been speculated\nthat he is a bastardization of the\nCanaanite god Baal.
Arioch	The fallen angel of Israel and the\ndemon of vengeance.\n \nHis name means \''ferocious lion,\'' and\nhe is said to aid in the vengeance\nof those who seek his service.\nDuring his time as an angel of God,\nhe was recognized as the guardian\nangel of the Saint Enoch. It is said\nthat his name originally belonged\nto one in either the Book of Genesis\nor the Book of Daniel, only to become\nassociated with the demon thereafter.
Belial	One of the 72 demons of the \''Ars\nGoetia\'' invoked by King Solomon.\n \nHe leads 50 legions of demons as\ntheir chief and is said to appear before\nhis conjurer as two beautiful angels\nin a chariot of fire. His name means\n\''worthless,\'' and he is known to be\nexceptionally cunning, having caused\nthe fall of Sodom and Gomorrah in\naddition to persecuting Jesus Christ.
Abaddon	The king of the abyss that appears in\nthe Book of Revelation of the New\nTestament.\n \nHe controls locusts and plagues, and\nleads the seventh order of demons\nwho are set to appear at the sounding\nof the fifth trumpet on Judgment Day,\nwhen it is said that he will bring a\nhorde of locusts to make the people\nsuffer. His name in Hebrew means\n\''destroyer\'' or \''endless pit.\'' It is\nthought that his origins lie in\ndeification of the natural disasters\ncaused by locust swarms.
Moloch	A Middle-Eastern Canaanite god of\nfire.\n \nTradition states that a bronze statue\nof a human with the head of a bull\nwould be placed at their altars as an\nobject of worship. It is said that the\nhollow cavity of the statue would\nfirst be heated with fire, then\nchildren would be put inside of it as a\nsacrifice. The Bible mentions him as a\ncruel pagan god.
Belphegor	An evil spirit who oversees the deadly\nsin of Sloth. He excels at both\ninvention and discovery.\n \nIt is rumored that he may be\nthe disgraced form of Baal Peor,\nthe Syrian god of abundant crops.
King Frost	The king of snow who rules over an\ninfinite number of Jack Frosts.\n \nHe has the power to freeze the entire\nworld but is unaware of it due to his\nrather naïve personality.
Mithras	A sun deity who was worshiped in the\nRoman Empire from the 1st to the 4th\ncentury AD.\n \nThe rituals of the religion were\nsecretive, but it is believed they\nentailed covering oneself in the blood\nof sheep and bulls. He was said to be\nreborn after death, inspiring\nworshipers to hold a festival each\nwinter solstice.
Loki	A malevolent god of Norse mythology.\n \nThough not always driven by malice,\nhe can be capricious and is quite\ncunning. Despite being a blood\nbrother to Odin, he was punished for\nmany of his wrong doings, including\nthe murder of Odin's child Baldur.
090	090
091	091
092	092
093	093_SESA
Huang Long	One of the holy dragons of Chinese\nlore, the Golden Dragon appears in\ntimes of great fortune or joy.\n \nHis dominion over the earth extends\nto the four gods Qing Long, Xuanwu,\nZhuque, and Baihu.
Quetzalcoatl	An Aztec creator deity known as the\nFeathered Serpent.\n \nHe is identified as the sun and is also\nknown as the god of wind and giver\nof breath. He is said to have created\nhumans by sprinkling blood on the\nbones of people from a previously\ncreated world, and acts as the\nguardian of their fertility and culture.\nAccording to legend, the planet Venus\nis actually Quetzalcoatl's heart.
Qing Long	One of the Ssu-Ling, celestial\ncreatures in Chinese mythology.\n \nIt represents the east, the season of\nspring, and the element of wood. It is\nthe noblest of the Ssu-Ling and dwells\nin a palace at the bottom of the\nocean. In Feng Shui, placing water to\nthe east is known to guide its power\nand is said to bring good fortune.
Xuanwu	One of the Ssu-Ling, celestial\ncreatures in Chinese mythology.\n \nIt represents the north, the season\nof winter, and the element of water.\nKnown to be a great warrior, it is said\nto support the Earth from below.
Ananta	The 1,000-headed serpent of Hindu\nlegend. Ananta is Sanskrit for\n\''infinite.\''\n \nVishnu slept atop him before\nwaking up to create the universe.
Vritra	A ferocious giant dragon of Hindu\nmythology. Its name means\n\''obstacle,\'' and it's said to block the\nrivers in the sky, bringing drought.\n \nWhen Indra, god of thunder, defeats\nhim, the earth's rains will return.\nHowever, Vritra will rise again the\nfollowing year. The battle between\nthe two is said to continue for\neternity.
Nyami Nyami	Zambezi River god of the Tonga\nand Lozi tribes of southern Africa.\n \nHe has the body of a snake and the\nhead of a fish or dragon. He is said to\nprotect people near the water and\nprovide them with food. He lived with\nhis wife, Kitapo, until the construction\nof the Kariba Dam, which separated\nthem. The local inhabitants were also\nforced to move to barren land. It is\nsaid that the great floods that\noccurred during the construction of\nthe dam were caused by the Nyami\nNyami, who was angered by these\nevents.
101	101
102	102
Yamata-no-Orochi	A giant snake with eight heads that\nthe hero Susano-o defeated to save\nKushinada-Hime.\n \nThe legendary sword\nAme-no-Murakumo-no-Tsurugi,\nalso known as the Sword of Kusanagi,\nis said to have emerged from its belly.
Naga Raja	The king of the Naga, a half-man,\nhalf-snake tribe in Hindu lore.\n \nThe dragon kings Nanda and\nTakshaka of Buddhist myth fall into\nthis royal category.
Yurlungur	In Oceanian folklore, he is a giant\ncopper python.\n \nA being that transcends good and\nevil, he governs the weather and is\nconsidered a god of the harvest.\nIt's said his body is long enough to\nreach the heavens. He is also called\nthe Rainbow Serpent because the\nwater in the well he calls home\nshines like a rainbow.
Naga	Half-snake, half-human, they are\ndivine beings in Hindu lore.\n \nWorshiped as bringers of fertility, they\nlive in the bottoms of lakes and seas,\nand enjoy singing and dancing\noutside of battle.
Nozuchi	Said to be the spirit of a serpent\nthat has lived in the mountains since\nancient times in the Nihon Shoki and\nis also said to govern the earth's\nveins.\n \nThe name Nozuchi comes from the\nancient Japanese word for \''god of\nthe fields.\'' It is said to live deep in\nthe mountains behind trees and in\nthickets. It has a large mouth at the\nend of its head, but no eyes or nose.\nIt is not evil, but rather violent all the\nsame. When it sees a human, it may\ntry to harm or even eat them.
Vouivre	A female dragon with bat wings,\neagle legs, and a viper tail. Sometimes\ndepicted as a beautiful female spirit.\n \nThe secret of Vouivre's power is a\ngarnet jewel on her forehead, which\nif lost or stolen, causes her to lose\nall her magical powers and forces\nher to obey the gem's owner. Some\nbelieve the jewel is not actually\nfound in the forehead, but actually \nrefers to her eyes.
109	109
110	110
Vasuki	A giant serpent of Hindu lore.\n \nIt is said that gods and demons used\nhis body to churn the chaotic sea\nof milk and create Amrita, or\nimmortality. Using Mt. Mandara as a\npole and his body wrapped around it\nas a rope, the gods and demons took\nturns pulling his body on either side,\nmoving Mt. Mandara around in the\nsea. The strain from this caused him\nto spew incredibly poisonous venom,\nwhich was then safely swallowed by\nShiva before it could ruin Amrita.
Seth	The Egyptian god of the desert,\nchaos, and evil.\n \nHe murdered his brother Osiris and\ntried to become chief god, but he was\nlater castrated by Osiris's son Horus.
Basilisk	A dark dragon from Northern Africa\nmarked by wings and a crested\ncrown.\n \nIts name means \''king of snakes,\''\nand both its breath and gaze are\nso toxic that they instantly kill any\nhuman or animal unfortunate enough\nto be subjected to them.
Aitvaras	A fairy in Lithuanian mythology.\n \nIndoors, it takes the form of a black\ncat or a rooster. Outdoors, it takes\nthe form of a small dragon or a snake\nwith a burning tail. The Aitvaras\nmakes the home it inhabits rich by\nstealing from its neighbors. It is said\nthat it typically demands an omelet\nas compensation and is difficult to\nchase away once it's settled into a\nhome. It can, however, be\nexterminated by shining it with the\nflame of a candle purified by the\nchurch.
Hydra	One of the monsters in Greek\nmythology. It is usually depicted as\nhaving nine heads, but some say that\nit has as many as 100.\n \nIts father is Typhon, Giant of the Wind,\nand its mother is Echidna, Goddess\nof the Snake. The Hydra has\nincredible regenerative power; so\nmuch so that when one of its heads\nis cut off, two more will sprout from\nthe wound. It is also extremely\nvenomous, and simply inhaling its\nbreath is enough to kill. The slaying\nof Hydra is listed as one of the 12\ngreat Labors of Hercules.
Fafnir	An evil dragon of Norse lore that was\nvanquished by the hero Siegfried.\n \nAccording to the Völsunga saga, it\nwas extremely venomous, had legs\nlike snakes, and shook the ground\nwith every step.
Zhu Tun She	A monstrous snake-like beast sighted\nin China during the Song dynasty.\n \nIt appeared before soldiers-in-training\nand tried to swallow humans, but was\ndefeated by a soldier with sorcerous\npowers. A bizarre, hairy quadruped\nabout three feet long, it emerges from\na bamboo grove with a pig-like squeal.\nBecause its features defy taxonomic\nclassification, it is highly suspected\nto be a creature wholly unknown.
Samael	An enigmatic angel whose name bears\nthe unusual meaning \''poison of God\''\nand who is commonly depicted as a\nwinged serpent.\n \nThough an angel, he is often referred\nto as the leader of daemons. It's been\nsuggested that he's a fallen angel, but\nseveral descriptions in the Bible and\nother sources refute this.
Barong	Said to live in the forests of Bali,\nit was a great mythical beast whom\nthe people sanctified and made their\nguardian.\n \nNow a symbol of good, it is fated\nto fight Rangda, the avatar of evil,\nfor all eternity.
Anubis	The jackal-headed god of the dead\nand embalming from Egyptian myth.\n \nHe weighs the hearts of the dead to\ndetermine their final destination. He is\nalso said to govern the technique of\nmummification.
Makami	A divine beast in Japanese\nmythology.\n \nIt has been said to ward off evil and\ndisasters, especially thefts and fire,\nand is commonly drawn on \''ema,\''\na type of Japanese amulet.\nHowever, despite being known\nprimarily for protection, it has\nalso been rumored to eat people.
Xiezhai	A sacred beast resembling a sheep in\nChinese legend.\n \nIts eyes are said to have the power\nto see through any lie. Often\nappearing in the human world, it is\nsaid to punish the wicked with the\npower of its sharp horn.
123	123
124	124
125	125
Baihu	One of the Ssu-Ling, celestial\ncreatures in Chinese mythology.\n \nIt represents the west, the season of\nautumn, and the element of metal. It\nis believed to be the king of all\nbeasts.
Chimera	A monster that is part lion, part goat,\nand part snake.\n \nOriginally a symbol representing\nthe seasons, it became a violent\nmonster when adopted into Greek\nmythology. Its father is Typhon\nand its mother Echidna.
Cironnup	\''Fox\'' in the Ainu language. Though\n\''sumari\'' is another word for fox,\n\''chironnupu\'' refers to \''those who\nwe kill,\'' and is said to be the general\nword for small-to-medium-sized\nanimals.\n \nIn Ainu culture, it is also a divine\nbeast that alerts people to\nforthcoming disasters by howling\nloudly from the mountains.
Shiisaa	A holy beast said to protect houses\nfrom evil and grant them fortune.\n \nThough it may look similar to Shinto\nguardian dogs, it is actually modeled\nafter a lion. There are many stories\nabout it in Ryukyu lore.
Senri	A yokai said to be born from the\nincarnation of a long-lived wildcat. It\ndisguises itself as a beautiful woman\nand collects vitality from human\nmen.\n \nIt is said to be the highest rank\npossible for a beast's demonic\nincarnation, similar to nekomata.\nSome believe all beast-demons\ngather spirits in the hopes of\nbecoming a Senri themselves.
Unicorn	A white horse of Scottish legend,\nfeaturing a spiral horn on its forehead.\nThis horn is said to make a panacea\nfor all manner of ailments, but it will\nonly open its heart to the purest of\nmaidens, allowing only them to\ntouch its body.
132	132
133	133
Cerberus	The guardian hound of Hades in\nGreek lore.\n \nIt traditionally has three heads and\na snake's tail. It was born from\nTyphon, the Giant of Wind, and\nEchidna, the Mother of Monsters.\nIt is also the older brother of Orthrus.
