id	EN	JA	ZH	CH	DE	ES	FR	IT
ITEM_L0034	Attract Water	集魔の水	聚魔水	集魔之水	Anziehungswasser	Atracción de agua	Attir'eau	Attira-demoni
ITEM_L0035	Repulse Water	退魔の水	退魔水	退魔之水	Abstoßungswasser	Repulsión de agua	Repouss'eau	Repellente
ITEM_L0036	Foxtail	ねこじゃらし	狗尾草	狗尾草	Fuchsschwanz	Cola de zorro	Sétaire	Coda di volpe
ITEM_L0038	Smoke Ball	特製煙幕	特制烟幕	特製煙幕	Rauchball	Bomba de humo	Boule fumigène	Sfera fumogena
ITEM_L0039	Purity Charm	浴油の御札	浴油灵符	浴油神符	Amulett der Reinheit	Amuleto de pureza	Charme de pureté	Talismano di Purezza
ITEM_L0064	Wood Ornament	キョウトの古根付	京都的古根付	京都古根附	Holzornament	Adorno de madera	Ornement en bois	Ornamento in legno
ITEM_L0065	Asuka Mirror	アスカの古鏡	飞鸟的古镜	飛鳥古鏡	Asuka-Spiegel	Espejo Asuka	Miroir d'Asuka	Specchio di Asuka
ITEM_L0066	Rakuyou Chalice	ラクヨウの玉杯	洛阳的玉杯	洛陽玉杯	Rakuyou-Kelch	Cáliz Rakuyo	Calice de Rakuyou	Calice Rakuyou
ITEM_L0067	Javanese Figure	ジャワの浮彫	爪哇的浮雕	爪哇浮雕	Javanische Figur	Figura javanesa	Figurine javanaise	Statuetta giavanese
ITEM_L0068	Roman Coin	ローマの銀貨	罗马的银币	羅馬銀幣	Römische Münze	Moneda romana	Pièce romaine	Moneta romana
ITEM_L0069	Persian Vase	ペルシアの彩陶器	波斯的彩陶器	波斯彩陶	Persische Vase	Jarrón persa	Vase perse	Vaso persiano
ITEM_L0070	Theban Jar	テーベの石壷	底比斯的石壶	底比斯石壺	Thebanisches Gefäß	Vasija tebana	Jarre thébaine	Giara tebana
ITEM_L0071	Cretan Goddess	クレタの女神像	克里特的女神像	克里特女神像	Kretische Göttin	Diosa cretense	Déesse crétoise	Dea cretese
ITEM_L0072	Babylon Tablet	バビロンの石板	巴比伦的石板	巴比倫石板	Babylon-Tafel	Tabla babilónica	Tablette babylonienne	Tavoletta babilonese
ITEM_L0073	Giza Mask	ギザの黄金面	吉萨的黄金面具	吉薩黃金面具	Gizeh-Maske	Máscara de Giza	Masque de Gizeh	Maschera di Giza
ITEM_L0074	Stag Beetle	オオクワガタ	大锹甲	大鍬形蟲	Hirschkäfer	Ciervo volante	Lucane	Cervo volante
ITEM_L0075	Beetle	カブトムシ	独角仙	獨角仙	Käfer	Escarabajo	Scarabée	Coleottero
ITEM_L0076	Dainty Snack	珍味のおつまみ	下酒珍味	下酒珍饈	Leckerer Snack	Tentempié exquisito	Petit en-cas	Merendina delicata
ITEM_L0077	Twig	こえだ	小树枝	小樹枝	Zweig	Rama	Brindille	Rametto
ITEM_L0078	Old Underwear	古びたこしまき	古旧夏装	舊腰卷	Alte Unterwäsche	Ropa interior vieja	Sous-vêtement ancien	Intimo antico
ITEM_L0128	Valhalla Soda	バルハラソーダ	瓦尔哈拉苏打	瓦爾哈拉汽水	Walhalla-Limonade	Refresco del Valhalla	Soda Valhalla	Soda del Valhalla
ITEM_L0129	Magical Soda	マジカルソーダ	魔法苏打	魔法汽水	Magische Limonade	Refresco mágico	Soda magique	Soda magica
ITEM_L0130	Muscle Soda	マッスルソーダ	肌肉苏打	肌肉汽水	Muskel-Limonade	Refresco musculoso	Soda énergisant	Soda energetica
ITEM_L0131	Miracle Soda	ミラクルソーダ	奇迹苏打	奇蹟汽水	Wunder-Limonade	Refresco milagroso	Soda miracle	Soda miracolosa
ITEM_L0132	Doctor Soda	ドクトルソーダ	医师苏打	醫師汽水	Arzt-Limonade	Refresco medicinal	Soda médicinal	Soda medica
ITEM_L0133	Dragon Soda	ドラコントソーダ	银莲果苏打	人面子汽水	Drachen-Limonade	Refresco dragontino	Soda draconique	Soda draconica
ITEM_L0134	Mandra Soda	マンドラソーダ	曼德拉苏打	曼德拉汽水	Mandra-Limonade	Refresco mandra	Soda Mandra	Soda Mandra
ITEM_L0135	Valhalla Nectar	バルハラネクトル	瓦尔哈拉神酒	瓦爾哈拉蜜酒	Walhalla-Nektar	Néctar del Valhalla	Nectar Valhalla	Nettare del Valhalla
ITEM_L0136	Magical Nectar	マジカルネクトル	魔法神酒	魔法蜜酒	Magischer Nektar	Néctar mágico	Nectar magique	Nettare magico
ITEM_L0137	Muscle Nectar	マッスルネクトル	肌肉神酒	肌肉蜜酒	Muskel-Nektar	Néctar musculoso	Nectar énergisant	Nettare energetico
ITEM_L0138	Miracle Nectar	ミラクルネクトル	奇迹神酒	奇蹟蜜酒	Wunder-Nektar	Néctar milagroso	Nectar miracle	Nettare miracoloso
ITEM_L0139	Elixir Pop	エリキシルニッキ	不死药肉桂水	萬靈藥香桂	Elixier-Pop	Gaseosa elixir	Limonade élixir	Bibita elisir
ITEM_L0140	Midas Pop	ミダスニッキ	迈达斯肉桂水	米達斯香桂	Midas-Pop	Gaseosa de Midas	Limonade Midas	Bibita di Mida
ITEM_L0141	Harvest Pop	クベラニッキ	俱毗罗肉桂水	俱毗羅香桂	Ernte-Pop	Gaseosa de cosecha	Limonade récolte	Bibita del raccolto
ITEM_L0142	Deus Pop	デウスニッキ	德乌斯肉桂水	天神香桂	Deus-Pop	Gaseosa Deus	Limonade Deus	Bibita divina
ITEM_L0144	Zero	刀零	刀零	刀零	Zero	Cero	Zéro	Zero
ITEM_L0145	Renki	練気刀	练气刀	練氣刀	Renki	Renki	Renki	Renki
ITEM_L0146	Himezuru	姫鶴一文字	姬鹤一文字	姬鶴一文字	Himezuru	Himezuru	Himezuru	Himezuru
ITEM_L0147	Bizen-Osafune	備前長船	备前长船	備前長船	Bizen-Osafune	Bizen-Osafune	Bizen-Osafune	Bizen-Osafune
ITEM_L0148	Type 32 Gunto	三十二年式軍刀	三十二年式军刀	三十二年式軍刀	Gunto Typ 32	Gunto de tipo 32	Gunto type 32	Gunto tipo 32
ITEM_L0149	Kanesada	関兼定	关兼定	關兼定	Kanesada	Kanesada	Kanesada	Kanesada
ITEM_L0150	Kotetsu	銘刀虎徹	铭刀虎彻	銘刀虎徹	Kotetsu	Kotetsu	Kotetsu	Kotetsu
ITEM_L0151	Nagamitsu	大般若長光	大般若长光	大般若長光	Nagamitsu	Nagamitsu	Nagamitsu	Nagamitsu
ITEM_L0152	Kogarasumaru	小烏丸	小乌丸	小烏丸	Kogarasumaru	Kogarasumaru	Kogarasumaru	Kogarasumaru
ITEM_L0153	Muramasa	妖刀村正	妖刀村正	妖刀村正	Muramasa	Muramasa	Muramasa	Muramasa
ITEM_L0154	Kiyotsune	仁王清綱	仁王清纲	仁王清綱	Kiyotsune	Kiyotsune	Kiyotsune	Kiyotsune
ITEM_L0155	Kogitsune	小狐丸	小狐丸	小狐丸	Kogitsune	Kogitsune	Kogitsune	Kogitsune
ITEM_L0156	Kogitsune Kage	小狐丸影	小狐丸影	小狐丸影	Kogitsune Kage	Kogitsune Kage	Kogitsune Kage	Kogitsune Kage
ITEM_L0157	Masamune	無想正宗	无想正宗	無想正宗	Masamune	Masamune	Masamune	Masamune
ITEM_L0158	Usumidori	吼刀薄緑	吼刀薄绿	吼刀薄綠	Usumidori	Usumidori	Usumidori	Usumidori
ITEM_L0159	Nagamichi	剛刀長道	刚刀长道	剛刀長道	Nagamichi	Nagamichi	Nagamichi	Nagamichi
ITEM_L0160	Shishiou	破邪獅子王	破邪狮子王	破邪獅子王	Shishiou	Shishiou	Shishiou	Shishiou
ITEM_L0161	Raikiri	天破雷切	天破雷切	天破雷切	Raikiri	Raikiri	Raikiri	Raikiri
ITEM_L0162	Plasma Sword	プラズマソード	电浆剑	電漿劍	Plasmaschwert	Espada de plasma	Épée à plasma	Spada al plasma
ITEM_L0163	Kanshou	陽剣干将	阳剑干将	陽劍干將	Kanshou	Kanshou	Kanshou	Kanshou
ITEM_L0164	Bakuya	陰剣莫耶	阴剑莫邪	陰劍莫邪	Bakuya	Bakuya	Bakuya	Bakuya
ITEM_L0165	Doujigiri	童子切安綱	童子切安纲	童子切安綱	Doujigiri	Doujigiri	Doujigiri	Doujigiri
ITEM_L0166	Seimitsu	星光破山剣	星光破山剑	星光破山劍	Seimitsu	Seimitsu	Seimitsu	Seimitsu
ITEM_L0167	Sol Blade	ソルブレード	日光剑	太陽刀	Solklinge	Espada solar	Lame solaire	Lama solare
ITEM_L0168	Luna Blade	ルナブレード	月光剑	月亮刀	Lunaklinge	Espada lunar	Lame lunaire	Lama lunare
ITEM_L0169	Gae Bolg	ゲイボルグ	迦耶伯格	蓋伯格	Gae Bolg	Gae Bolg	Gae bolga	Gae Bolg
ITEM_L0170	Kusanagi	草薙の剣	草薙剑	草薙劍	Kusanagi	Kusanagi	Kusanagi	Kusanagi
ITEM_L0171	Onigiri	鬼切の太刀	鬼切太刀	鬼切太刀	Onigiri	Onigiri	Onigiri	Onigiri
ITEM_L0172	Kurikara	倶利伽羅の剣	俱利伽罗剑	俱利伽羅劍	Kurikara	Kurikara	Kurikara	Kurikara
ITEM_L0173	Ameno-Ohabari	天之尾羽張	天之尾羽张	天之尾羽張	Ameno-Ohabari	Ameno-Ohabari	Ameno-Ohabari	Ameno-Ohabari
ITEM_L0174	Vanargand	ヴァナルガンド	瓦纳嘉德	芬里爾	Vanargand	Vanargand	Vanargand	Vanargand
ITEM_L0175	Balmung	バルムンク	巴鲁姆克	巴爾蒙克	Balmung	Balmung	Balmung	Balmung
ITEM_L0176	Futsu Mitama	布都御霊	布都御灵	布都御靈	Futsu Mitama	Futsu Mitama	Futsu Mitama	Futsu Mitama
ITEM_L0177	Trishula	トリシュウラ	三叉戟	三叉戟	Trishula	Trishula	Trishula	Trishula
ITEM_L0178	Murakumo	天叢雲	天丛云	天叢雲	Murakumo	Murakumo	Murakumo	Murakumo
ITEM_L0179	Kikouseiken	輝煌星剣	辉煌星剑	輝煌星劍	Kikouseiken	Kikouseiken	Kikouseiken	Kikouseiken
ITEM_L0180	Totsuka	十束剣	十束剑	十束劍	Totsuka	Totsuka	Totsuka	Totsuka
ITEM_L0181	Mjolnir	ミョルニル	妙尔尼尔	妙爾尼爾	Mjolnir	Mjolnir	Mjöllnir	Mjollnir
ITEM_L0182	Tsukikage	霧氷月影	雾冰月影	霧冰月影	Tsukikage	Tsukikage	Tsukikage	Tsukikage
ITEM_L0183	Kagutsuchi	秘剣ヒノカグツチ	秘剑火之迦具土	秘劍火之迦具土	Kagutsuchi	Kagutsuchi	Kagutsuchi	Kagutsuchi
ITEM_L0184	Youkou Haken	陽皇覇剣	阳皇霸剑	陽皇霸劍	Youkou Haken	Youkou Haken	Youkou Haken	Youkou Haken
ITEM_L0188	Shichishitou	七支刀	七支刀	七支刀	Shichishitou	Shichishitou	Shichishitou	Shichishitou
ITEM_L0189	Tentei Sword	天帝の剣	天帝剑	天帝劍	Tenteischwert	Espada Tentei	Épée de Tentei	Spada Tentei
ITEM_L0190	Laevateinn	レーヴァテイン	雷瓦汀	雷瓦汀	Laevateinn	Laevateinn	Laevateinn	Laevateinn
ITEM_L0191	Ameno-Nuboko	天沼矛	天沼矛	天沼矛	Ameno-Nuboko	Ameno-Nuboko	Ameno-Nuboko	Ameno-Nuboko
ITEM_L0194	Mitsurugi	天御剣	天御剑	天御劍	Mitsurugi	Mitsurugi	Mitsurugi	Mitsurugi
ITEM_L0195	Longinus	ロンギヌス	朗基努斯	朗基努斯	Longinus	Longinos	Sainte Lance	Longino
ITEM_L0196	Fujimasa	霊刀藤正	灵刀藤正	靈刀藤正	Fujimasa	Fujimasa	Fujimasa	Fujimasa
ITEM_L0272	Pyro Steel	紅蓮魔鋼	红莲魔钢	紅蓮魔鋼	Pyrostahl	Acero ígneo	Acier ardent	Acciaio fiammante
ITEM_L0273	Pyro Bronze	紅蓮幻銅	红莲幻铜	紅蓮幻銅	Pyrobronze	Bronce ígneo	Bronze ardent	Bronzo fiammante
ITEM_L0274	Pyro Silver	紅蓮霊銀	红莲灵银	紅蓮靈銀	Pyrosilber	Plata ígnea	Argent ardent	Argento fiammante
ITEM_L0275	Pyro Gold	紅蓮神金	红莲神金	紅蓮神金	Pyrogold	Oro ígneo	Or ardent	Oro fiammante
ITEM_L0279	Frost Steel	銀氷魔鋼	银冰魔钢	銀冰魔鋼	Froststahl	Acero gélido	Acier givré	Acciaio gelido
ITEM_L0280	Frost Bronze	銀氷幻銅	银冰幻铜	銀冰幻銅	Frostbronze	Bronce gélido	Bronze givré	Bronzo gelido
ITEM_L0281	Frost Silver	銀氷霊銀	银冰灵银	銀冰靈銀	Frostsilber	Plata gélida	Argent givré	Argento gelido
ITEM_L0282	Frost Gold	銀氷神金	银冰神金	銀冰神金	Frostgold	Oro gélido	Or givré	Oro gelido
ITEM_L0286	Volt Steel	雷電魔鋼	雷电魔钢	雷電魔鋼	Stromstahl	Acero voltaico	Acier voltaïque	Acciaio voltaico
ITEM_L0287	Volt Bronze	雷電幻銅	雷电幻铜	雷電幻銅	Strombronze	Bronce voltaico	Bronze voltaïque	Bronzo voltaico
ITEM_L0288	Volt Silver	雷電霊銀	雷电灵银	雷電靈銀	Stromsilber	Plata voltaica	Argent voltaïque	Argento voltaico
ITEM_L0289	Volt Gold	雷電神金	雷电神金	雷電神金	Stromgold	Oro voltaico	Or voltaïque	Oro voltaico
ITEM_L0293	Wind Steel	疾風魔鋼	疾风魔钢	疾風魔鋼	Windstahl	Acero de viento	Acier du vent	Acciaio ventoso
ITEM_L0294	Wind Bronze	疾風幻銅	疾风幻铜	疾風幻銅	Windbronze	Bronce de viento	Bronze du vent	Bronzo ventoso
ITEM_L0295	Wind Silver	疾風霊銀	疾风灵银	疾風靈銀	Windsilber	Plata de viento	Argent du vent	Argento ventoso
ITEM_L0296	Wind Gold	疾風神金	疾风神金	疾風神金	Windgold	Oro de viento	Or du vent	Oro ventoso
ITEM_L0300	Fury Steel	蛮力魔鋼	蛮力魔钢	蠻力魔鋼	Zornstahl	Acero furiente	Acier furieux	Acciaio furioso
ITEM_L0301	Fury Bronze	蛮力幻銅	蛮力幻铜	蠻力幻銅	Zornbronze	Bronce furiente	Bronze furieux	Bronzo furioso
ITEM_L0302	Fury Silver	蛮力霊銀	蛮力灵银	蠻力靈銀	Zornsilber	Plata furiente	Argent furieux	Argento furioso
ITEM_L0303	Fury Gold	蛮力神金	蛮力神金	蠻力神金	Zorngold	Oro furiente	Or furieux	Oro furioso
ITEM_L0307	Pagan Steel	外法魔鋼	外法魔钢	外法魔鋼	Paganer Stahl	Acero pagano	Acier païen	Acciaio pagano
ITEM_L0308	Pagan Bronze	外法幻銅	外法幻铜	外法幻銅	Pagane Bronze	Bronce pagano	Bronze païen	Bronzo pagano
ITEM_L0309	Pagan Silver	外法霊銀	外法灵银	外法靈銀	Paganes Silber	Plata pagana	Argent païen	Argento pagano
ITEM_L0310	Pagan Gold	外法神金	外法神金	外法神金	Paganes Gold	Oro pagano	Or païen	Oro pagano
ITEM_L0311	Amulet	アミュレット	祛邪符	避邪物	Amulett	Amuleto	Amulette	Amuleto
ITEM_L0314	Skill Steel	技芸魔鋼	技艺魔钢	技藝魔鋼	Skill-Stahl	Acero diestro	Acier de comp.	Acciaio abile
ITEM_L0315	Skill Bronze	技芸幻銅	技艺幻铜	技藝幻銅	Skill-Bronze	Bronce diestro	Bronze de comp.	Bronzo abile
ITEM_L0316	Skill Silver	技芸霊銀	技艺灵银	技藝靈銀	Skill-Silber	Plata diestra	Argent de comp.	Argento abile
ITEM_L0317	Skill Gold	技芸神金	技艺神金	技藝神金	Skill-Gold	Oro diestro	Or de comp.	Oro abile
ITEM_L0321	Plastic	プラスチック	塑料	塑膠	Plastik	Plástico	Plastique	Plastica
ITEM_L0322	Element	元素１１５	元素115	元素115	Element Nr. 115	Elemento	Élément n° 115	Elemento 115
ITEM_L0323	Moon Chip	月の石片	月球石块	月之石片	Mondchip	Esquirla lunar	Fragment de Lune	Scheggia lunare
ITEM_L0324	Homusubi Crystal	ホムスビの首	火产灵的首级	火產靈頭顱	Homusubi-Kristall	Cristal Homusubi	Cristal d'Homosubi	Cristallo Homusubi
ITEM_L0325	Light Steel	光明焔鋼	光明焰钢	光明焰鋼	Lichtstahl	Acero ligero	Acier lumineux	Acciaio lucente
ITEM_L0326	Shadow Magatama	太陰の勾玉	太阴勾玉	太陰勾玉	Schatten-Magatama	Magatama sombrío	Magatama d'ombre	Magatama dell'ombra
ITEM_L0327	Victory Crown	勝利の冠	胜利之冠	勝利之冠	Siegeskrone	Corona de victoria	Couronne de victoire	Corona della vittoria
ITEM_L0328	Strife Blade	争乱の御剣	战乱宝剑	爭亂御劍	Streitklinge	Espada de combate	Lame de lutte	Lama del conflitto
ITEM_L0329	Aletia	アレティア	阿勒忒娅	阿勒西亞	Aletia	Aletia	Aletia	Aletia
ITEM_L0330	Sessho-Seki	殺生石	杀生石	殺生石	Sessho-Seki	Sessho-Seki	Sessho-Seki	Sessho-Seki
ITEM_L0331	Onogoro Ore	オノゴロ産鉄鉱石	淤能棋吕产铁矿石	淤能碁呂產鐵礦石	Onogoro-Erz	Mena de Onogoro	Minerai d'Onogoro	Minerale di Onogoro
ITEM_L0332	Mirror of Sun	日輪の神鏡	日轮神镜	日輪神鏡	Spiegel der Sonne	Espejo solar	Miroir du soleil	Specchio del Sole
ITEM_L0335	Hunger Scale	飢餓の天秤	饥荒天平	飢餓天秤	Hungerwaage	Balanza del hambre	Échelle de la faim	Bilancia della fame
ITEM_L0336	Mortal Seal	死病の刻印	死病刻印	死病刻印	Sterblichensiegel	Sello mortal	Sceau mortel	Sigillo mortale
ITEM_L0337	Pentagram	ペンタグラム	五角星	五芒星	Pentagramm	Pentagrama	Pentagramme	Pentagramma
ITEM_L0400	Butterfly Brooch	揚羽蝶のブローチ	凤蝶胸针	鳳蝶胸針	Schmetterlingsbrosche	Broche de mariposa	Broche papillon	Spilla a farfalla
ITEM_L0401	Photo of Kaya	伽耶の写真	伽耶的照片	伽耶的照片	Foto von Kaya	Foto de Kaya	Photo de Kaya	Foto di Kaya
ITEM_L0402	Kaya's Diary	伽耶の日記	伽耶的日记	伽耶的日記	Kayas Tagebuch	Diario de Kaya	Journal de Kaya	Diario di Kaya
ITEM_L0403	Lucky Charm	ボロボロのお守り	破破烂烂的护身符	破爛護身符	Glücksanhänger	Amuleto de suerte	Porte-bonheur	Portafortuna
ITEM_L0404	Rickshaw Knob	人力車の石突	人力车的脚撑	人力車的石突	Rikscha-Knopf	Pomo de rickshaw	Poignée de pousse-pousse	Manopola di risciò
ITEM_L0405	Dragon Tiles	放浪の三元牌	流浪的三元牌	放浪三元牌	Drachenkacheln	Fichas de dragón	Tuiles Dragons	Tessere drago
ITEM_L0406	Number Tiles	哭きの数牌	哭泣的数牌	哭泣數牌	Zahlenkacheln	Fichas con números	Tuiles numérales	Tessere numeriche
ITEM_L0407	Scoring Sticks	テツヤする点棒	熬夜的点棒	通宵點棒	Ritzstöcke	Palos de puntos	Bâtonnets de comptage	Stecche da punti
ITEM_L0408	Four Wind Tiles	アカギれ四風牌	龟裂的四风牌	龜裂四風牌	Vier-Winde-Kacheln	Cuatro fichas de viento	Quatre tuiles vent	Tessere quattro venti
ITEM_L0409	Mahjong Tiles	麻雀牌	麻将牌	麻將牌	Mahjong-Kacheln	Fichas de mahjong	Tuiles de mah-jong	Tessere da mahjong
ITEM_L0410	Streetcar Pass	車掌のパス	乘务员的通行证	車掌通行證	Straßenbahnticket	Pase de tranvía	Passe de tram	Pass per tram
ITEM_L0411	Cuff Link	カフスボタン	袖扣	袖扣	Manschettenknöpfe	Gemelo	Bouton de manchette	Gemello
ITEM_L0412	Ring of Memories	思い出の指輪	充满回忆的戒指	紀念戒指	Ring der Erinnerungen	Anillo de los recuerdos	Anneau des souvenirs	Anello dei ricordi
ITEM_L0413	Tae's Camera	タヱのカメラ	妙的相机	多惠的照相機	Taes Kamera	Cámara de Tae	Appareil photo de Tae	Fotocamera di Tae
ITEM_L0414	Ammunition Box	弾薬箱	弹药箱	彈藥箱	Munitionskiste	Caja de munición	Boîte de munitions	Scatola di munizioni
ITEM_L0415	Earth Prism	地の角柱	地之角柱	地之角柱	Erdprisma	Prisma terrestre	Prisme de terre	Prisma della terra
ITEM_L0416	Flame Prism	火の角柱	火之角柱	火之角柱	Flammenprisma	Prisma flamígero	Prisme de feu	Prisma della fiamma
ITEM_L0417	Water Prism	水の角柱	水之角柱	水之角柱	Wasserprisma	Prisma acuático	Prisme d'eau	Prisma dell'acqua
ITEM_L0418	Amatsu Kanagi	天津金木	天津金木	天津金木	Amatsu Kanagi	Amatsu Kanagi	Amatsu Kanagi	Amatsu Kanagi
ITEM_L0419	Lockpick	開錠用工具	开锁工具	開鎖工具	Dietrich	Ganzúa	Crochet	Grimaldello
ITEM_L0420	Ice Cream	アイスクリン	冰淇淋	冰淇淋	Eiscreme	Helado	Crème glacée	Gelato
ITEM_L0421	Syrup	黒蜜	黑糖蜜	黑糖蜜	Sirup	Sirope	Sirop	Sciroppo
ITEM_L0422	White Shard	白い石片	白色石块	白色石片	Weißer Splitter	Fragmento blanco	Éclat blanc	Frammento bianco
ITEM_L0423	Blue Shard	青い石片	蓝色石块	藍色石片	Blauer Splitter	Fragmento azul	Éclat bleu	Frammento blu
ITEM_L0424	Red Shard	赤い石片	红色石块	紅色石片	Roter Splitter	Fragmento rojo	Éclat rouge	Frammento rosso
ITEM_L0425	Blood Chrysoberyl	真紅の金緑石	深红的金绿宝石	深紅金綠石	Blut-Chrysoberyll	Crisolita de sangre	Chrysobéryl de sang	Crisoberillo sanguigno
ITEM_L0426	Fried Tofu	あぶらあげ	油炸豆腐	油炸豆皮	Gebratener Tofu	Tofu frito	Tofu frit	Tofu fritto
ITEM_L0428	Sword of Kashima	鹿島大明神の御剣	鹿岛大明神的宝剑	鹿島大明神御劍	Schwert von Kashima	Espada de Kashima	Épée de Kashima	Spada di Kashima
ITEM_L0429	Report Page 1	定吉の報告書１	定吉的报告书1	定吉的報告書1	Berichtseite 1	Página del informe 1	Rapport page 1	Rapporto pagina 1
ITEM_L0430	Report Page 2	定吉の報告書２	定吉的报告书2	定吉的報告書2	Berichtseite 2	Página del informe 2	Rapport page 2	Rapporto pagina 2
ITEM_L0431	Report Page 3	定吉の報告書３	定吉的报告书3	定吉的報告書3	Berichtseite 3	Página del informe 3	Rapport page 3	Rapporto pagina 3
ITEM_L0432	Report Page 4	定吉の報告書４	定吉的报告书4	定吉的報告書4	Berichtseite 4	Página del informe 4	Rapport page 4	Rapporto pagina 4
ITEM_L0433	Report Page 5	定吉の報告書５	定吉的报告书5	定吉的報告書5	Berichtseite 5	Página del informe 5	Rapport page 5	Rapporto pagina 5
ITEM_L0434	Report Page 6	定吉の報告書６	定吉的报告书6	定吉的報告書6	Berichtseite 6	Página del informe 6	Rapport page 6	Rapporto pagina 6
ITEM_L0435	Report Page 7	定吉の報告書７	定吉的报告书7	定吉的報告書7	Berichtseite 7	Página del informe 7	Rapport page 7	Rapporto pagina 7
ITEM_L0436	Report Page 8	定吉の報告書８	定吉的报告书8	定吉的報告書8	Berichtseite 8	Página del informe 8	Rapport page 8	Rapporto pagina 8
ITEM_L0437	Shiomitsu Orb	シオミツの玉	满潮之玉	潮滿珠	Shiomitsu-Kugel	Orbe Shiomitsu	Orbe de Shiomitsu	Sfera di Shiomitsu
