id	EN	JA	ZH	CH	DE	ES	FR	IT
DEVIL_L0183	Oboroguruma	オボログルマ	胧车	朧車	Oboroguruma	Oboroguruma	Oboroguruma	Oboroguruma
DEVIL_L0184	Okiku-Mushi	オキクムシ	阿菊虫	於菊蟲	Okiku-Mushi	Okiku-Mushi	Okiku-Mushi	Okiku-Mushi
DEVIL_L0185	Triglav	トリグラフ	特里格拉夫	特里格拉夫	Triglav	Triglav	Triglav	Triglav
DEVIL_L0186	Zombie Guard	ゾンビーケンペイ	僵尸宪兵	殭屍憲兵	Zombie-Wächter	Guardia zombi	Garde zombie	Guardia zombi
DEVIL_L0187	Nue	ヌエ	奴延	奴延	Nue	Nue	Nue	Nue
DEVIL_L0188	Electric Nethergate	シキミの影・電撃	阈之影·电击	檻之影．電擊	Elektrisches Unterwelt-Tor	Umbral sombrío eléctrico	Porte des enfers de foudre	Vallo abissale elettrico
DEVIL_L0189	Bullet Nethergate	シキミの影・銃撃	阈之影·枪击	檻之影．槍擊	Kugel-Unterwelt-Tor	Umbral sombrío de balas	Porte des enfers de tir	Vallo abissale proiettile
DEVIL_L0190	Fire Nethergate	シキミの影・火炎	阈之影·火焰	檻之影．火焰	Feuer-Unterwelt-Tor	Umbral sombrío de fuego	Porte des enfers de feu	Vallo abissale ardente
DEVIL_L0191	Ice Nethergate	シキミの影・氷結	阈之影·冰冻	檻之影．冰凍	Eis-Unterwelt-Tor	Umbral sombrío de hielo	Porte des enfers de glace	Vallo abissale glaciale
DEVIL_L0192	Force Nethergate	シキミの影・衝撃	阈之影·冲击	檻之影．衝擊	Kraft-Unterwelt-Tor	Umbral sombrío de fuerza	Porte des enfers de force	Vallo abissale di forza
DEVIL_L0193	Electric Nethergate	シキミの影・電撃	阈之影·电击	檻之影．電擊	Elektrisches Unterwelt-Tor	Umbral sombrío eléctrico	Porte des enfers de foudre	Vallo abissale elettrico
DEVIL_L0194	Physical Nethergate	シキミの影・物理	阈之影·物理	檻之影．物理	Körperliches Unterwelt-Tor	Umbral sombrío físico	Porte des enfers physique	Vallo abissale fisico
DEVIL_L0195	Fire Nethergate	シキミの影・火炎	阈之影·火焰	檻之影．火焰	Feuer-Unterwelt-Tor	Umbral sombrío de fuego	Porte des enfers de feu	Vallo abissale ardente
DEVIL_L0196	Ice Nethergate	シキミの影・氷結	阈之影·冰冻	檻之影．冰凍	Eis-Unterwelt-Tor	Umbral sombrío de hielo	Porte des enfers de glace	Vallo abissale glaciale
DEVIL_L0197	Electric Nethergate	シキミの影・電撃	阈之影·电击	檻之影．電擊	Elektrisches Unterwelt-Tor	Umbral sombrío eléctrico	Porte des enfers de foudre	Vallo abissale elettrico
DEVIL_L0198	Bullet Nethergate	シキミの影・銃撃	阈之影·枪击	檻之影．槍擊	Kugel-Unterwelt-Tor	Umbral sombrío de balas	Porte des enfers de tir	Vallo abissale proiettile
DEVIL_L0199	Bullet Nethergate	シキミの影・銃撃	阈之影·枪击	檻之影．槍擊	Kugel-Unterwelt-Tor	Umbral sombrío de balas	Porte des enfers de tir	Vallo abissale proiettile
DEVIL_L0200	Bullet Nethergate	シキミの影・銃撃	阈之影·枪击	檻之影．槍擊	Kugel-Unterwelt-Tor	Umbral sombrío de balas	Porte des enfers de tir	Vallo abissale proiettile
DEVIL_L0201	Fire Nethergate	シキミの影・火炎	阈之影·火焰	檻之影．火焰	Feuer-Unterwelt-Tor	Umbral sombrío de fuego	Porte des enfers de feu	Vallo abissale ardente
DEVIL_L0202	Ice Nethergate	シキミの影・氷結	阈之影·冰冻	檻之影．冰凍	Eis-Unterwelt-Tor	Umbral sombrío de hielo	Porte des enfers de glace	Vallo abissale glaciale
DEVIL_L0203	Electric Nethergate	シキミの影・電撃	阈之影·电击	檻之影．電擊	Elektrisches Unterwelt-Tor	Umbral sombrío eléctrico	Porte des enfers de foudre	Vallo abissale elettrico
DEVIL_L0204	Force Nethergate	シキミの影・衝撃	阈之影·冲击	檻之影．衝擊	Kraft-Unterwelt-Tor	Umbral sombrío de fuerza	Porte des enfers de force	Vallo abissale di forza
DEVIL_L0205	Physical Nethergate	シキミの影・物理	阈之影·物理	檻之影．物理	Körperliches Unterwelt-Tor	Umbral sombrío físico	Porte des enfers physique	Vallo abissale fisico
DEVIL_L0206	Bullet Nethergate	シキミの影・銃撃	阈之影·枪击	檻之影．槍擊	Kugel-Unterwelt-Tor	Umbral sombrío de balas	Porte des enfers de tir	Vallo abissale proiettile
DEVIL_L0207	Fire Nethergate	シキミの影・火炎	阈之影·火焰	檻之影．火焰	Feuer-Unterwelt-Tor	Umbral sombrío de fuego	Porte des enfers de feu	Vallo abissale ardente
DEVIL_L0208	Ice Nethergate	シキミの影・氷結	阈之影·冰冻	檻之影．冰凍	Eis-Unterwelt-Tor	Umbral sombrío de hielo	Porte des enfers de glace	Vallo abissale glaciale
DEVIL_L0209	Electric Nethergate	シキミの影・電撃	阈之影·电击	檻之影．電擊	Elektrisches Unterwelt-Tor	Umbral sombrío eléctrico	Porte des enfers de foudre	Vallo abissale elettrico
DEVIL_L0210	Force Nethergate	シキミの影・衝撃	阈之影·冲击	檻之影．衝擊	Kraft-Unterwelt-Tor	Umbral sombrío de fuerza	Porte des enfers de force	Vallo abissale di forza
DEVIL_L0211	Bullet Nethergate	シキミの影・銃撃	阈之影·枪击	檻之影．槍擊	Kugel-Unterwelt-Tor	Umbral sombrío de balas	Porte des enfers de tir	Vallo abissale proiettile
DEVIL_L0212	Bullet Nethergate	シキミの影・銃撃	阈之影·枪击	檻之影．槍擊	Kugel-Unterwelt-Tor	Umbral sombrío de balas	Porte des enfers de tir	Vallo abissale proiettile
DEVIL_L0213	Utai-Gaikotsu	ウタイガイコツ	唱歌白骨	歌唱骸骨	Utai-Gaikotsu	Utai-Gaikotsu	Utai-Gaikotsu	Utai-Gaikotsu
DEVIL_L0214	Shouten	ショウテン	圣天	聖天	Shouten	Shouten	Shouten	Shouten
DEVIL_L0215	Muspell	ムスッペル	穆斯贝尔	火焰巨人	Muspell	Muspel	Muspell	Muspell
