ItemDef	SortNum	ItemType	EquipID	Rarity	Tier	Defence	Strength	Magic	Endurance	Agility	Luck	SkillID	Price	SellPrice	GetFLG
IT_ARM_TAPSAN___	375	1024	100	1	1	375	0	0	0	0	0	87	68400	17100	0
IT_ARM_JISBLA___	376	1024	1306	1	1	375	0	0	0	0	0	201	69200	17300	0
IT_ARM_SATAN____	400	1024	1406	1	1	400	0	0	0	0	0	108	74000	18500	0
IT_ARM_PIXELVEST	69	1024	1306	1	1	69	0	0	0	0	0	7	9320	2330	0
IT_ARM_DISCHARMT	99	1024	1406	1	1	99	0	0	0	0	0	60	13500	3380	0
IT_ARM_HOT_BLOOD	53	1024	1406	1	1	52	0	0	0	0	0	55	7700	1930	0
IT_ARM_UNDERSUTA	130	1024	8	1	1	130	0	0	0	0	0	4	5300	1330	0
IT_ARM_RELIFEAM_	154	1024	1406	1	1	154	0	0	0	0	0	67	24000	6000	0
IT_ARM_ZENNOU_M_	259	1024	1406	1	1	259	1	1	1	1	1	0	44200	11050	0
IT_ARM_ANGEL_AM_	277	1024	1406	1	1	277	0	0	0	0	0	0	49750	12440	0
IT_ARM_BALISTIC_	186	1024	1406	1	1	186	0	0	0	0	0	85	30400	7600	0
IT_ARM_HEROCLOAK	224	1024	256	1	1	224	0	0	0	0	0	66	37000	9250	0
IT_ARM_PASSION_B	185	1024	16	1	1	185	0	0	0	0	0	125	29600	7400	0
IT_ARM_WATERARM_	250	1024	1406	1	1	250	0	0	0	0	0	90	43400	10850	0
IT_ARM_BOJIN_J__	130	1024	1306	1	1	130	0	0	0	0	0	77	19200	4800	0
IT_ARM_MAJINAI_R	130	1024	100	1	1	130	0	5	0	0	0	0	19800	4950	0
IT_ARM_PLATEMAIL	140	1024	1406	1	1	140	0	0	0	0	0	63	21300	5330	0
IT_ARM_TOUGYU_MA	185	1024	1406	1	1	185	0	0	0	0	0	139	30100	7530	0
IT_ARM_ARMADAV__	158	1024	100	1	1	158	0	0	0	0	0	166	24800	6200	0
IT_ARM_ROBUST___	286	1024	1406	1	1	285	0	0	0	0	0	78	51000	12750	0
IT_ARM_WINDSCARF	200	1024	32	1	1	200	0	0	0	0	0	183	31900	7980	0
IT_ARM_ANORAK___	76	1024	1406	1	1	76	0	0	0	0	0	88	10000	2500	0
IT_ARM_AEGS_01__	125	1024	128	1	1	125	0	0	0	0	0	0	17700	4430	0
IT_ARM_AEGS_02__	101	1024	128	1	1	101	2	0	0	0	0	0	14400	3600	0
IT_ARM_AEGS_03__	153	1024	128	1	1	153	0	0	0	0	0	0	24450	6110	0
IT_ARM_AEGS_04__	135	1024	128	1	1	135	0	0	0	0	0	79	20100	5030	0
IT_ARM_AEGS_05__	184	1024	128	1	1	184	0	0	0	0	0	0	30300	7580	0
IT_ARM_AEGS_06__	170	1024	128	1	1	170	0	0	0	3	0	0	26100	6530	0
IT_ARM_AEGS_07__	217	1024	128	1	1	217	0	0	0	0	0	0	38400	9600	0
IT_ARM_AEGS_08__	200	1024	128	1	1	200	0	0	0	0	0	76	32500	8130	0
IT_ARM_AEGS_09__	250	1024	128	1	1	250	0	0	0	0	0	0	45450	11360	0
IT_ARM_AEGS_10__	233	1024	128	1	1	233	0	0	0	0	0	9	40400	10100	0
IT_ARM_AEGS_11__	330	1024	128	1	1	330	0	0	0	0	0	0	61500	15380	0
IT_ARM_AEGS_12__	300	1024	128	1	1	300	0	0	0	0	0	95	55100	13780	0
IT_ARM_AEGS_13__	400	1024	128	1	1	400	0	0	0	0	0	255	73200	18300	0
IT_ARM_AEGS_14__	0	1024	1	0	0	0	0	0	0	0	0	0	0	0	0
IT_ARM_AEGS_15__	281	1024	128	1	1	281	0	0	0	0	0	0	53200	13300	0
IT_ARM_AEGS_16__	263	1024	128	1	1	263	0	0	0	0	0	59	47600	11900	0
IT_ARM_AEGS_17__	137	1024	128	1	1	137	0	0	0	0	0	235	20800	5200	0
IT_ARM_DOG_01____	150	1024	512	1	1	150	0	0	0	0	0	200	24800	6200	0
IT_ARM_DOG_02____	147	1024	512	1	1	147	0	0	0	0	0	0	21950	5490	0
IT_ARM_DOG_03____	129	1024	512	1	1	129	0	0	0	0	0	127	18400	4600	0
IT_ARM_DOG_04____	177	1024	512	1	1	177	0	0	0	0	0	0	27300	6830	0
IT_ARM_DOG_05____	163	1024	512	1	1	163	0	0	0	0	0	133	24200	6050	0
IT_ARM_DOG_06____	209	1024	512	1	1	209	0	0	0	0	0	0	33200	8300	0
IT_ARM_DOG_07____	193	1024	512	1	1	193	0	0	0	0	0	8	29000	7250	0
IT_ARM_DOG_08____	243	1024	512	1	1	243	0	0	0	0	0	0	39700	9930	0
IT_ARM_DOG_09____	227	1024	512	1	1	227	0	0	0	0	0	3	35300	8830	0
IT_ARM_DOG_10____	222	1024	512	1	1	222	0	0	0	0	0	249	36800	9200	0
IT_ARM_DOG_11____	325	1024	512	1	1	325	0	0	0	0	0	0	55000	13750	0
IT_ARM_DOG_12____	297	1024	512	1	1	297	0	3	0	0	0	0	49400	12350	0
IT_ARM_DOG_13____	380	1024	512	1	1	380	0	0	5	0	0	184	70100	17530	0
IT_ARM_DOG_14____	274	1024	512	1	1	274	0	0	0	0	0	0	47200	11800	0
IT_ARM_DOG_15____	256	1024	512	1	1	256	0	0	0	0	0	58	42100	10530	0
IT_ARM_DOG_16____	255	1024	512	1	1	255	0	0	0	0	0	231	40200	10050	0
IT_ARM_DOG_17____	345	1024	512	1	1	345	0	0	0	0	0	253	66300	16580	0
IT_ARM_DOG_18____	0	1024	1	1	1	60	0	0	0	0	0	0	16000	4000	0
IT_ARM_FUK_01____	0	1024	1	1	1	90	0	0	0	0	0	0	10000	2500	0
IT_ARM_FUK_02____	0	1024	1	1	1	80	0	0	0	0	0	0	14000	3500	0
IT_ARM_FUK_03____	0	1024	1	1	1	60	0	0	0	0	0	0	16000	4000	0
IT_ARM_FUK_04____	0	1024	1	1	1	60	0	0	0	0	0	0	16000	4000	0
IT_ARM_FUK_05____	0	1024	1	1	1	60	0	0	0	0	0	0	16000	4000	0
IT_ARM_FUK_06____	0	1024	1	1	1	60	0	0	0	0	0	0	16000	4000	0
IT_ARM_FUK_07____	0	1024	1	1	1	60	0	0	0	0	0	0	16000	4000	0
IT_ARM_FUK_08____	0	1024	1	1	1	60	0	0	0	0	0	0	16000	4000	0
IT_ARM_FUK_09____	0	1024	1	1	1	60	0	0	0	0	0	0	16000	4000	0
IT_ARM_FUK_10____	0	1024	1	1	1	60	0	0	0	0	0	0	16000	4000	0
IT_ARM_FUK_11____	0	1024	1	1	1	60	0	0	0	0	0	0	16000	4000	0
IT_ARM_FUK_12____	0	1024	1	1	1	60	0	0	0	0	0	0	16000	4000	0
IT_ARM_FUK_13____	0	1024	1	1	1	60	0	0	0	0	0	0	16000	4000	0
IT_ARM_FUK_14____	0	1024	1	1	1	60	0	0	0	0	0	0	16000	4000	0
IT_ARM_FUK_15____	0	1024	1	1	1	60	0	0	0	0	0	0	16000	4000	0
IT_ARM_BUSHI_HAO	220	1024	1306	1	1	220	0	0	0	0	0	111	35000	8750	0
IT_ARM_DUFFEL_P_	282	1024	100	1	1	282	0	0	0	0	0	6	52400	13100	0
IT_ARM_ARMY_BEST	122	1024	1406	1	1	122	0	0	0	0	0	0	16500	4130	0
IT_ARM_DEVIL_INN	0	1024	100	1	1	100	0	0	0	0	0	0	400	100	2
IT_ARM_DAITENGU_	235	1024	1406	1	1	235	0	0	0	0	0	226	40200	10050	0
IT_ARM_YOUSEI_MA	240	1024	1306	1	1	240	0	0	0	0	0	107	41900	10480	0
IT_ARM_BLACK_TAI	345	1024	100	1	1	345	0	0	0	0	0	198	64200	16050	0
IT_ARM_HELL_KIZO	350	1024	1406	1	1	345	0	0	0	0	0	196	65100	16280	0
IT_ARM_YE_DRESS_	280	1024	100	1	1	280	0	0	0	0	0	96	51600	12900	0
IT_ARM_JACKTHE_J	121	1024	2	1	1	120	0	0	0	0	0	181	15700	3930	0
IT_ARM_FLAME_FLA	120	1024	4	1	1	120	0	0	0	0	0	180	16200	4050	0
IT_ARM_RUNEVEST_	255	1024	1406	1	1	255	0	0	0	0	0	135	41800	10450	0
IT_ARM_ID_0x07F_	0	1024	1	1	1	60	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_0x080_	0	1024	1	1	1	60	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_0x081_	0	1024	1	1	1	60	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_0x082_	0	1024	1	1	1	60	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_0x083_	0	1024	1	1	1	60	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_0x084_	0	1024	1	1	1	60	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_0x085_	0	1024	1	1	1	60	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_0x086_	0	1024	1	1	1	60	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_0x087_	0	1024	1	1	1	60	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_0x088_	0	1024	1	1	1	60	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_0x089_	0	1024	1	1	1	60	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_0x08A_	0	1024	1	1	1	60	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_0x08B_	0	1024	1	1	1	60	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_0x08C_	0	1024	1	1	1	60	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_0x08D_	0	1024	1	1	1	60	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_0x08E_	0	1024	1	1	1	60	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_0x08F_	0	1024	1	1	1	60	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_0x090_	0	1024	1	1	1	60	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_0x091_	0	1024	1	1	1	60	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_0x092_	0	1024	1	1	1	60	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_0x093_	0	1024	1	1	1	60	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_0x094_	0	1024	1	1	1	60	0	0	0	0	0	0	16000	4000	0
IT_ARM_AEGS_18__	165	1024	128	1	1	165	0	0	0	0	0	53	24800	6200	0
IT_ARM_AEGS_19__	220	1024	128	1	1	220	0	0	0	0	0	5	36200	9050	0
IT_ARM_AEGS_20__	259	1024	128	1	1	259	0	0	0	0	0	86	45600	11400	0
IT_ARM_AEGS_21__	360	1024	128	1	1	360	0	0	0	0	0	235	67200	16800	0
IT_ARM_ID_0x099_	0	1024	1	1	1	60	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_0x09A_	0	1024	1	1	1	60	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_0x09B_	0	1024	1	1	1	60	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_0x09C_	0	1024	1	1	1	60	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_0x09D_	0	1024	1	1	1	60	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_0x09E_	0	1024	1	1	1	60	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_0x0A0_	0	1024	1	1	1	60	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_0x0A1_	0	1024	1	1	1	60	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_0x0A2_	0	1024	1	1	1	60	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_0x0A3_	0	1024	1	1	1	60	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_0x0A4_	0	1024	1	1	1	60	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_0x0A5_	0	1024	1	1	1	60	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_0x0A6_	0	1024	1	1	1	60	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_0x0A7_	0	1024	1	1	1	60	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_0x0A8_	0	1024	1	1	1	60	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_0x0A9_	0	1024	1	1	1	60	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_0x0AA_	0	1024	1	1	1	60	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_0x0AB_	0	1024	1	1	1	60	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_0x0AC_	0	1024	1	1	1	60	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_0x0AD_	0	1024	1	1	1	60	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_0x0AE_	0	1024	1	1	1	60	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_0x0AF_	0	1024	1	1	1	60	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_0x0B0_	0	1024	1	1	1	60	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_0x0B1_	0	1024	1	1	1	60	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_0x0B2_	0	1024	1	1	1	60	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_0x0B3_	0	1024	1	1	1	60	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_0x0B4_	0	1024	1	1	1	60	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_0x0B5_	0	1024	1	1	1	60	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_0x0B6_	0	1024	1	1	1	60	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_0x0B7_	0	1024	1	1	1	60	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_0x0B8_	0	1024	1	1	1	60	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_0x0B9_	0	1024	1	1	1	60	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_0x0BA_	0	1024	1	1	1	60	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_0x0BB_	0	1024	1	1	1	60	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_0x0BC_	0	1024	1	1	1	60	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_0x0BD_	0	1024	1	1	1	60	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_0x0BE_	0	1024	1	1	1	60	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_0x0BF_	0	1024	1	1	1	60	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_0x0C0_	0	1024	1	1	1	60	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_0x0C1_	0	1024	1	1	1	60	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_0x0C2_	0	1024	1	1	1	60	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_0x0C3_	0	1024	1	1	1	60	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_0x0C4_	0	1024	1	1	1	60	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_0x0C5_	0	1024	1	1	1	60	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_0x0C6_	0	1024	1	1	1	60	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_0x0C7_	0	1024	1	1	1	60	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_TEST01	0	1024	1	1	1	60	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_TEST02	0	1024	1	1	1	60	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_TEST03	0	1024	1	1	1	60	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_TEST04	0	1024	1	1	1	60	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_TEST05	0	1024	1	1	1	60	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_TEST06	0	1024	1	1	1	60	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_TEST07	0	1024	1	1	1	60	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_TEST08	0	1024	1	1	1	60	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_TEST09	0	1024	1	1	1	105	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_TEST10	0	1024	1	1	1	105	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_TEST11	0	1024	1	1	1	105	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_TEST12	0	1024	1	1	1	105	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_TEST13	0	1024	1	1	1	105	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_TEST14	0	1024	1	1	1	105	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_TEST15	0	1024	1	1	1	105	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_TEST16	0	1024	1	1	1	105	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_TEST17	0	1024	1	1	1	105	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_TEST18	0	1024	1	1	1	105	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_TEST19	0	1024	1	1	1	105	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_TEST20	0	1024	1	1	1	105	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_TEST21	0	1024	1	1	1	105	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_TEST22	0	1024	1	1	1	105	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_TEST23	0	1024	1	1	1	105	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_TEST24	0	1024	1	1	1	105	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_TEST25	0	1024	1	1	1	105	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_TEST26	0	1024	1	1	1	105	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_TEST27	0	1024	1	1	1	105	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_TEST28	0	1024	1	1	1	105	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_TEST29	0	1024	1	1	1	105	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_TEST30	0	1024	1	1	1	105	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_TEST31	0	1024	1	1	1	105	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_TEST32	0	1024	1	1	1	105	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_TEST33	0	1024	1	1	1	105	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_TEST34	0	1024	1	1	1	105	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_TEST35	0	1024	1	1	1	105	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_TEST36	0	1024	1	1	1	105	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_TEST37	0	1024	1	1	1	105	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_TEST38	0	1024	1	1	1	105	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_TEST39	0	1024	1	1	1	105	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_TEST40	0	1024	1	1	1	105	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_TEST41	0	1024	1	1	1	105	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_TEST42	0	1024	1	1	1	105	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_TEST43	0	1024	1	1	1	105	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_TEST44	0	1024	1	1	1	105	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_TEST45	0	1024	1	1	1	105	0	0	0	0	0	0	16000	4000	0
IT_ARM_ID_TEST46	0	1024	1	1	1	105	0	0	0	0	0	0	1	0	0
IT_ARM_ID_TEST47	0	1024	1	1	1	105	0	0	0	0	0	0	1	0	0
IT_ARM_ID_TEST48	0	1024	1	1	1	105	0	0	0	0	0	0	1	0	0
IT_ARM_ID_TEST49	0	1024	1	1	1	105	0	0	0	0	0	0	1	0	0
IT_ARM_ID_TEST50	0	1024	1	1	1	105	0	0	0	0	0	0	1	0	0
IT_ARM_ID_TEST51	0	1024	1	1	1	105	0	0	0	0	0	0	1	0	0
IT_ARM_ID_TEST52	0	1024	1	1	1	105	0	0	0	0	0	0	1	0	0
IT_ARM_ID_TEST53	0	1024	1	1	1	105	0	0	0	0	0	0	1	0	0
IT_ARM_ID_TEST54	0	1024	1	1	1	105	0	0	0	0	0	0	1	0	0
IT_ARM_ID_TEST55	0	1024	1	1	1	105	0	0	0	0	0	0	1	0	0
IT_ARM_ID_TEST56	0	1024	1	1	1	105	0	0	0	0	0	0	1	0	0
