ItemDef	SortNum	ItemType	Rarity	Price	SellPrice	GetFLG
IT_MAT_MALACHITE	999	32768	1	3000	750	2
IT_MAT_KOHAKU___	954	32768	1	5000	1250	2
IT_MAT_STONE_15_	959	32768	1	25000	6250	2
IT_MAT_STONE_16_	958	32768	1	50000	12500	2
IT_MAT_STONE_17_	957	32768	1	200000	50000	2
IT_MAT_STONE_18_	956	32768	1	5000	1250	2
IT_MAT_STONE_19_	955	32768	1	5000	1250	2
IT_MAT_STONE_20_	0	32768	1	5000	1250	2
IT_MAT_WEAPON_01	899	2097152	1	300000	75000	2
IT_MAT_WEAPON_02	897	2097152	2	300000	75000	2
IT_MAT_WEAPON_03	896	2097152	3	300000	75000	2
IT_MAT_WEAPON_04	889	2097152	1	300000	75000	2
IT_MAT_WEAPON_05	888	2097152	2	300000	75000	2
IT_MAT_WEAPON_06	887	2097152	3	300000	75000	2
IT_MAT_WEAPON_07	879	2097152	1	1000000	250000	2
IT_MAT_WEAPON_08	878	2097152	2	300000	75000	2
IT_MAT_WEAPON_09	877	2097152	3	1000000	250000	2
IT_MAT_WEAPON_10	868	2097152	2	12000	3000	2
IT_MAT_WEAPON_11	866	2097152	3	16000	4000	2
IT_MAT_WEAPON_12	859	2097152	4	34000	8500	2
IT_MAT_WEAPON_13	858	2097152	4	34000	8500	2
IT_MAT_WEAPON_14	898	2097152	1	34000	8500	2
IT_MAT_WEAPON_15	869	2097152	1	34000	8500	2
IT_MAT_WEAPON_16	867	2097152	3	34000	8500	2
IT_MAT_WEAPON_17	857	2097152	4	34000	8500	2
IT_MAT_WEAPON_18	0	32768	1	34000	8500	2
IT_MAT_WEAPON_19	0	32768	1	34000	8500	2
IT_MAT_WEAPON_20	0	32768	1	34000	8500	2
IT_MAT_ZYUTAI_01	796	4194304	1	34000	8500	2
IT_MAT_ZYUTAI_02	0	4194304	1	34000	8500	2
IT_MAT_ZYUTAI_03	0	4194304	1	34000	8500	2
IT_MAT_ZYUTAI_04	0	4194304	1	34000	8500	2
IT_MAT_ZYUTAI_05	0	4194304	1	34000	8500	2
IT_MAT_ZYUTAI_06	0	4194304	1	34000	8500	2
IT_MAT_ZYUTAI_07	0	4194304	1	34000	8500	2
IT_MAT_ZYUTAI_08	0	4194304	1	10000	2500	2
IT_MAT_ZYUTAI_09	0	4194304	1	10000	2500	2
IT_MAT_ZYUTAI_10	0	4194304	1	10000	2500	2
IT_MAT_ZYUTAI_11	0	4194304	1	10000	2500	2
IT_MAT_ZYUTAI_12	0	4194304	1	10000	2500	2
IT_MAT_ZYUTAI_13	0	4194304	1	10000	2500	2
IT_MAT_ZYUTAI_14	0	4194304	1	10000	2500	2
IT_MAT_ZYUTAI_15	0	4194304	1	10000	2500	2
IT_MAT_ZYUTAI_16	0	4194304	1	10000	2500	2
IT_MAT_ZYUTAI_17	795	4194304	1	10000	2500	2
IT_MAT_ZYUTAI_18	0	4194304	1	10000	2500	2
IT_MAT_ZYUTAI_19	794	4194304	1	10000	2500	2
IT_MAT_ZYUTAI_20	0	4194304	1	10000	2500	2
IT_MAT_ZYUTAI_21	0	4194304	1	10000	2500	2
IT_MAT_ZYUTAI_22	0	4194304	1	10000	2500	2
IT_MAT_ZYUTAI_23	0	4194304	1	10000	2500	2
IT_MAT_ZYUTAI_24	793	4194304	1	10000	2500	2
IT_MAT_ZYUTAI_25	0	4194304	1	10000	2500	2
IT_MAT_ZYUTAI_26	0	4194304	1	10000	2500	2
IT_MAT_ZYUTAI_27	0	4194304	1	10000	2500	2
IT_MAT_ZYUTAI_28	0	4194304	1	500000	125000	2
IT_MAT_ZYUTAI_29	791	4194304	1	500000	125000	2
IT_MAT_ZYUTAI_30	0	4194304	1	500000	125000	2
IT_MAT_MAG_MAYA_	499	65536	1	400	100	0
IT_MAT_PRS_MAYA_	498	65536	1	480	120	0
IT_MAT_EPS_MAYA_	497	65536	1	800	200	0
IT_MAT_EPR_MAYA_	496	65536	1	1040	260	0
IT_MAT_HPH_MAYA_	495	65536	1	1240	310	0
IT_MAT_LOV_MAYA_	494	65536	1	1960	490	0
IT_MAT_CRT_MAYA_	493	65536	1	2400	600	0
IT_MAT_JST_MAYA_	492	65536	1	5400	1350	0
IT_MAT_HEM_MAYA_	491	65536	1	4240	1060	0
IT_MAT_FOR_MAYA_	490	65536	1	3720	930	0
IT_MAT_STR_MAYA_	489	65536	1	3000	750	0
IT_MAT_HNG_MAYA_	488	65536	1	5600	1400	0
IT_MAT_MAG_HND01	479	65536	1	600	150	0
IT_MAT_MAG_HND02	478	65536	1	1160	290	0
IT_MAT_MAG_HND03	477	65536	1	1520	380	0
IT_MAT_MAG_HND04	476	65536	1	2720	680	0
IT_MAT_MAG_TBL01	474	65536	1	920	230	0
IT_MAT_MAG_TBL02	473	65536	1	1360	340	0
IT_MAT_MAG_TBL03	472	65536	1	4480	1120	0
IT_MAT_MAG_TBL04	471	65536	1	5800	1450	0
IT_MAT_MAG_MAG01	469	65536	1	3280	820	0
IT_MAT_MAG_MAG02	468	65536	1	3920	980	0
IT_MAT_MAG_MAG03	467	65536	1	5360	1340	0
IT_MAT_MAG_MAG04	466	65536	1	7200	1800	0
IT_MAT_PRS_TIA01	464	65536	1	520	130	0
IT_MAT_PRS_TIA02	463	65536	1	1000	250	0
IT_MAT_PRS_TIA03	461	65536	1	2560	640	0
IT_MAT_PRS_TIA04	462	65536	1	3000	750	0
IT_MAT_PRS_BIB01	459	65536	1	1040	260	0
IT_MAT_PRS_BIB02	458	65536	1	1320	330	0
IT_MAT_PRS_BIB03	457	65536	1	1600	400	0
IT_MAT_PRS_BIB04	456	65536	1	4920	1230	0
IT_MAT_PRS_MLA01	454	65536	1	3040	760	0
IT_MAT_PRS_MLA02	453	65536	1	3520	880	0
IT_MAT_PRS_MLA03	452	65536	1	4800	1200	0
IT_MAT_PRS_MLA04	451	65536	1	7480	1870	0
IT_MAT_EPS_EGL01	449	65536	1	1240	310	0
IT_MAT_EPS_EGL02	448	65536	1	1440	360	0
IT_MAT_EPS_EGL03	447	65536	1	1800	450	0
IT_MAT_EPS_EGL04	446	65536	1	6400	1600	0
IT_MAT_EPS_STU01	444	65536	1	1480	370	0
IT_MAT_EPS_STU02	443	65536	1	2800	700	0
IT_MAT_EPS_STU03	442	65536	1	3360	840	0
IT_MAT_EPS_STU04	441	65536	1	4200	1050	0
IT_MAT_EPS_VNS01	439	65536	1	3480	870	0
IT_MAT_EPS_VNS02	438	65536	1	3840	960	0
IT_MAT_EPS_VNS03	437	65536	1	4800	1200	0
IT_MAT_EPS_VNS04	436	65536	1	8000	2000	0
IT_MAT_EPR_BTL01	434	65536	1	880	220	0
IT_MAT_EPR_BTL02	433	65536	1	1640	410	0
IT_MAT_EPR_BTL03	432	65536	1	1680	420	0
IT_MAT_EPR_BTL04	431	65536	1	6400	1600	0
IT_MAT_EPR_ARC01	429	65536	1	2160	540	0
IT_MAT_EPR_ARC02	428	65536	1	3280	820	0
IT_MAT_EPR_ARC03	427	65536	1	5080	1270	0
IT_MAT_EPR_ARC04	426	65536	1	5400	1350	0
IT_MAT_EPR_CTL01	424	65536	1	4000	1000	0
IT_MAT_EPR_CTL02	423	65536	1	5000	1250	0
IT_MAT_EPR_CTL03	422	65536	1	6600	1650	0
IT_MAT_EPR_CTL04	421	65536	1	6800	1700	0
IT_MAT_HPH_BRS01	419	65536	1	800	200	0
IT_MAT_HPH_BRS02	418	65536	1	1520	380	0
IT_MAT_HPH_BRS03	417	65536	1	2600	650	0
IT_MAT_HPH_BRS04	416	65536	1	3880	970	0
IT_MAT_HPT_TRI01	414	65536	1	1160	290	0
IT_MAT_HPT_TRI02	413	65536	1	2000	500	0
IT_MAT_HPT_TRI03	412	65536	1	4280	1070	0
IT_MAT_HPT_TRI04	411	65536	1	4920	1230	0
IT_MAT_HPT_EXP01	409	65536	1	2520	630	0
IT_MAT_HPT_EXP02	408	65536	1	4400	1100	0
IT_MAT_HPT_EXP03	407	65536	1	6280	1570	0
IT_MAT_HPT_EXP04	406	65536	1	6440	1610	0
IT_MAT_LOV_ERS01	404	65536	1	640	160	0
IT_MAT_LOV_ERS02	403	65536	1	1400	350	0
IT_MAT_LOV_ERS03	402	65536	1	1720	430	0
IT_MAT_LOV_ERS04	401	65536	1	4760	1190	0
IT_MAT_LOV_HBD01	399	65536	1	2080	520	0
IT_MAT_LOV_HBD02	398	65536	1	4880	1220	0
IT_MAT_LOV_HBD03	397	65536	1	5760	1440	0
IT_MAT_LOV_HBD04	396	65536	1	5800	1450	0
IT_MAT_LOV_LVS01	394	65536	1	1360	340	0
IT_MAT_LOV_LVS02	393	65536	1	1560	390	0
IT_MAT_LOV_LVS03	392	65536	1	5600	1400	0
IT_MAT_LOV_LVS04	391	65536	1	6520	1630	0
IT_MAT_CRT_FOT01	389	65536	1	1920	480	0
IT_MAT_CRT_FOT02	388	65536	1	2040	510	0
IT_MAT_CRT_FOT03	387	65536	1	3240	810	0
IT_MAT_CRT_FOT04	386	65536	1	4760	1190	0
IT_MAT_CRT_GDN01	384	65536	1	2440	610	0
IT_MAT_CRT_GDN02	383	65536	1	3120	780	0
IT_MAT_CRT_GDN03	382	65536	1	5600	1400	0
IT_MAT_CRT_GDN04	381	65536	1	6200	1550	0
IT_MAT_CRT_BRL01	379	65536	1	3360	840	0
IT_MAT_CRT_BRL02	378	65536	1	4600	1150	0
IT_MAT_CRT_BRL03	377	65536	1	7320	1830	0
IT_MAT_CRT_BRL04	376	65536	1	7560	1890	0
IT_MAT_JST_SRD01	374	65536	1	2120	530	0
IT_MAT_JST_SRD02	373	65536	1	4040	1010	0
IT_MAT_JST_SRD03	372	65536	1	5120	1280	0
IT_MAT_JST_SRD04	371	65536	1	6040	1510	0
IT_MAT_JST_BAL01	369	65536	1	880	220	0
IT_MAT_JST_BAL02	368	65536	1	1120	280	0
IT_MAT_JST_BAL03	367	65536	1	8000	2000	0
IT_MAT_JST_BAL04	366	65536	1	5840	1460	0
IT_MAT_JST_GSD01	364	65536	1	3880	970	0
IT_MAT_JST_GSD02	363	65536	1	5520	1380	0
IT_MAT_JST_GSD03	362	65536	1	7680	1920	0
IT_MAT_JST_GSD04	361	65536	1	7820	1960	0
IT_MAT_HEM_REV01	359	65536	1	960	240	0
IT_MAT_HEM_REV02	358	65536	1	1160	290	0
IT_MAT_HEM_REV03	357	65536	1	2200	550	0
IT_MAT_HEM_REV04	356	65536	1	5520	1380	0
IT_MAT_HEM_PTM01	354	65536	1	1160	290	0
IT_MAT_HEM_PTM02	353	65536	1	1560	390	0
IT_MAT_HEM_PTM03	352	65536	1	2800	700	0
IT_MAT_HEM_PTM04	351	65536	1	3700	930	0
IT_MAT_HEM_SCH01	349	65536	1	3080	770	0
IT_MAT_HEM_SCH02	348	65536	1	4520	1130	0
IT_MAT_HEM_SCH03	347	65536	1	6680	1670	0
IT_MAT_HEM_SCH04	346	65536	1	6820	1710	0
IT_MAT_FOR_BDS01	344	65536	1	1200	300	0
IT_MAT_FOR_BDS02	343	65536	1	5320	1330	0
IT_MAT_FOR_BDS03	342	65536	1	3600	900	0
IT_MAT_FOR_BDS04	341	65536	1	7120	1780	0
IT_MAT_FOR_MDS01	339	65536	1	2280	570	0
IT_MAT_FOR_MDS02	338	65536	1	5000	1250	0
IT_MAT_FOR_MDS03	337	65536	1	5800	1450	0
IT_MAT_FOR_MDS04	336	65536	1	6000	1500	0
IT_MAT_FOR_SND01	334	65536	1	3600	900	0
IT_MAT_FOR_SND02	333	65536	1	5000	1250	0
IT_MAT_FOR_SND03	332	65536	1	6080	1520	0
IT_MAT_FOR_SND04	331	65536	1	7120	1780	0
IT_MAT_STR_SAM01	329	65536	1	3760	940	0
IT_MAT_STR_SAM02	328	65536	1	4000	1000	0
IT_MAT_STR_SAM03	327	65536	1	5720	1430	0
IT_MAT_STR_SAM04	326	65536	1	9000	2250	0
IT_MAT_STR_RES01	324	65536	1	1360	340	0
IT_MAT_STR_RES02	323	65536	1	1600	400	0
IT_MAT_STR_RES03	322	65536	1	2400	600	0
IT_MAT_STR_RES04	321	65536	1	3200	800	0
IT_MAT_STR_AML01	319	65536	1	1200	300	0
IT_MAT_STR_AML02	318	65536	1	1800	450	0
IT_MAT_STR_AML03	317	65536	1	4640	1160	0
IT_MAT_STR_AML04	316	65536	1	5200	1300	0
IT_MAT_HNG_MNO01	314	65536	1	2880	720	0
IT_MAT_HNG_MNO02	313	65536	1	4120	1030	0
IT_MAT_HNG_MNO03	312	65536	1	5440	1360	0
IT_MAT_HNG_MNO04	311	65536	1	6760	1690	0
IT_MAT_HNG_HEK01	309	65536	1	2960	740	0
IT_MAT_HNG_HEK02	308	65536	1	5200	1300	0
IT_MAT_HNG_HEK03	307	65536	1	7040	1760	0
IT_MAT_HNG_HEK04	306	65536	1	7620	1910	0
IT_MAT_HNG_KPR01	304	65536	1	4400	1100	0
IT_MAT_HNG_KPR02	303	65536	1	5800	1450	0
IT_MAT_HNG_KPR03	302	65536	1	6960	1740	0
IT_MAT_HNG_KPR04	301	65536	1	7320	1830	0
IT_MAT_CAS_PAN01	0	65536	1	2000	500	0
IT_MAT_CAS_PAN02	0	65536	1	2000	500	0
IT_MAT_CAS_PAN03	509	65536	1	3200	800	0
IT_MAT_CAS_PAN04	508	65536	1	6800	1700	0
IT_MAT_CAS_PAN05	507	65536	1	14000	3500	0
IT_MAT_CAS_PAN06	0	65536	1	6000	1500	0
IT_MAT_TBL_A_F01	299	65536	1	280	70	0
IT_MAT_TBL_A_F02	298	65536	1	320	80	0
IT_MAT_TBL_A_F03	297	65536	1	20	10	0
IT_MAT_TBL_A_F04	296	65536	1	560	140	0
IT_MAT_TBL_A_F05	295	65536	1	600	150	0
IT_MAT_TBL_A_F06	294	65536	1	120	30	0
IT_MAT_TBL_A_F07	293	65536	1	4000	1000	0
IT_MAT_TBL_A_F08	292	65536	1	400	100	0
IT_MAT_TBL_A_F09	291	65536	1	400	100	0
IT_MAT_ARC_A_F01	289	65536	1	440	110	0
IT_MAT_ARC_A_F02	288	65536	1	480	120	0
IT_MAT_ARC_A_F03	287	65536	1	20	10	0
IT_MAT_ARC_A_F04	286	65536	1	800	200	0
IT_MAT_ARC_A_F05	285	65536	1	880	220	0
IT_MAT_ARC_A_F06	284	65536	1	120	30	0
IT_MAT_ARC_A_F07	283	65536	1	6800	1700	0
IT_MAT_ARC_A_F08	282	65536	1	400	100	0
IT_MAT_ARC_A_F09	281	65536	1	400	100	0
IT_MAT_ARC_B_F01	279	65536	1	800	200	0
IT_MAT_ARC_B_F02	278	65536	1	880	220	0
IT_MAT_ARC_B_F03	277	65536	1	20	10	0
IT_MAT_ARC_B_F04	276	65536	1	1400	350	0
IT_MAT_ARC_B_F05	275	65536	1	1440	360	0
IT_MAT_ARC_B_F06	274	65536	1	120	30	0
IT_MAT_ARC_B_F07	273	65536	1	9600	2400	0
IT_MAT_ARC_B_F08	272	65536	1	400	100	0
IT_MAT_ARC_B_F09	271	65536	1	400	100	0
IT_MAT_YBZ_A_F01	269	65536	1	1160	290	0
IT_MAT_YBZ_A_F02	268	65536	1	1200	300	0
IT_MAT_YBZ_A_F03	267	65536	1	20	10	0
IT_MAT_YBZ_A_F04	266	65536	1	1840	460	0
IT_MAT_YBZ_A_F05	265	65536	1	1880	470	0
IT_MAT_YBZ_A_F06	264	65536	1	120	30	0
IT_MAT_YBZ_A_F07	263	65536	1	12800	3200	0
IT_MAT_YBZ_A_F08	262	65536	1	400	100	0
IT_MAT_YBZ_A_F09	261	65536	1	400	100	0
IT_MAT_YBZ_B_F01	259	65536	1	1440	360	0
IT_MAT_YBZ_B_F02	258	65536	1	1480	370	0
IT_MAT_YBZ_B_F03	257	65536	1	20	10	0
IT_MAT_YBZ_B_F04	256	65536	1	2040	510	0
IT_MAT_YBZ_B_F05	255	65536	1	2080	520	0
IT_MAT_YBZ_B_F06	254	65536	1	120	30	0
IT_MAT_YBZ_B_F07	253	65536	1	18000	4500	0
IT_MAT_YBZ_B_F08	252	65536	1	400	100	0
IT_MAT_YBZ_B_F09	251	65536	1	400	100	0
IT_MAT_TIA_A_F01	249	65536	1	1960	490	0
IT_MAT_TIA_A_F02	248	65536	1	2000	500	0
IT_MAT_TIA_A_F03	247	65536	1	20	10	0
IT_MAT_TIA_A_F04	246	65536	1	2720	680	0
IT_MAT_TIA_A_F05	245	65536	1	2760	690	0
IT_MAT_TIA_A_F06	244	65536	1	120	30	0
IT_MAT_TIA_A_F07	243	65536	1	24000	6000	0
IT_MAT_TIA_A_F08	242	65536	1	400	100	0
IT_MAT_TIA_A_F09	241	65536	1	400	100	0
IT_MAT_TIA_B_F01	239	65536	1	2160	540	0
IT_MAT_TIA_B_F02	238	65536	1	2200	550	0
IT_MAT_TIA_B_F03	237	65536	1	20	10	0
IT_MAT_TIA_B_F04	236	65536	1	2960	740	0
IT_MAT_TIA_B_F05	235	65536	1	3000	750	0
IT_MAT_TIA_B_F06	234	65536	1	120	30	0
IT_MAT_TIA_B_F07	233	65536	1	30800	7700	0
IT_MAT_TIA_B_F08	232	65536	1	400	100	0
IT_MAT_TIA_B_F09	231	65536	1	400	100	0
IT_MAT_HRB_A_F01	229	65536	1	2440	610	0
IT_MAT_HRB_A_F02	228	65536	1	2480	620	0
IT_MAT_HRB_A_F03	227	65536	1	20	10	0
IT_MAT_HRB_A_F04	226	65536	1	3480	870	0
IT_MAT_HRB_A_F05	225	65536	1	3520	880	0
IT_MAT_HRB_A_F06	224	65536	1	3520	880	0
IT_MAT_HRB_A_F07	223	65536	1	38000	9500	0
IT_MAT_HRB_A_F08	222	65536	1	400	100	0
IT_MAT_HRB_A_F09	221	65536	1	400	100	0
IT_MAT_HRB_B_F01	219	65536	1	2760	690	0
IT_MAT_HRB_B_F02	218	65536	1	2800	700	0
IT_MAT_HRB_B_F03	217	65536	1	20	10	0
IT_MAT_HRB_B_F04	216	65536	1	3800	950	0
IT_MAT_HRB_B_F05	215	65536	1	3840	960	0
IT_MAT_HRB_B_F06	214	65536	1	120	30	0
IT_MAT_HRB_B_F07	213	65536	1	48000	12000	0
IT_MAT_HRB_B_F08	212	65536	1	400	100	0
IT_MAT_HRB_B_F09	211	65536	1	400	100	0
IT_MAT_ADM_A_F01	209	65536	1	3160	790	0
IT_MAT_ADM_A_F02	208	65536	1	3200	800	0
IT_MAT_ADM_A_F03	207	65536	1	20	10	0
IT_MAT_ADM_A_F04	206	65536	1	4480	1120	0
IT_MAT_ADM_A_F05	205	65536	1	4520	1130	0
IT_MAT_ADM_A_F06	204	65536	1	120	30	0
IT_MAT_ADM_A_F07	203	65536	1	60000	15000	0
IT_MAT_ADM_A_F08	202	65536	1	400	100	0
IT_MAT_ADM_A_F09	201	65536	1	400	100	0
IT_MAT_ID_0x17F_	0	65536	1	1	0	2
IT_MAT_ID_0x180_	0	65536	1	1	0	2
IT_MAT_ID_0x181_	0	65536	1	1	0	2
IT_MAT_ID_0x182_	0	65536	1	1	0	2
IT_MAT_ID_0x183_	0	65536	1	1	0	2
IT_MAT_ID_0x184_	0	65536	1	1	0	2
IT_MAT_ID_0x185_	0	65536	1	1	0	2
IT_MAT_ID_0x186_	0	65536	1	1	0	2
IT_MAT_ID_0x187_	0	65536	1	1	0	2
IT_MAT_ID_0x188_	0	65536	1	1	0	2
IT_MAT_ID_0x189_	0	65536	1	1	0	2
IT_MAT_ID_0x18A_	0	65536	1	1	0	2
IT_MAT_ID_0x18B_	0	65536	1	1	0	2
IT_MAT_ID_0x18C_	0	65536	1	1	0	2
IT_MAT_ID_0x18D_	0	65536	1	1	0	2
IT_MAT_ID_0x18E_	0	65536	1	1	0	2
IT_MAT_ID_0x18F_	0	65536	1	1	0	2
IT_MAT_ZYUTAI_31	0	4194304	1	1	0	2
IT_MAT_ZYUTAI_32	790	4194304	1	1	0	2
IT_MAT_ZYUTAI_33	789	4194304	1	1	0	2
IT_MAT_ZYUTAI_34	788	4194304	1	1	0	2
IT_MAT_ZYUTAI_35	787	4194304	1	1	0	2
IT_MAT_ZYUTAI_36	786	4194304	1	1	0	2
IT_MAT_ZYUTAI_37	792	4194304	1	1	0	2
IT_MAT_ZYUTAI_38	784	4194304	1	1	0	2
IT_MAT_ZYUTAI_39	0	4194304	1	1	0	2
IT_MAT_ZYUTAI_40	785	4194304	1	1	0	2
IT_MAT_ZYUTAI_41	0	4194304	1	1	0	2
IT_MAT_ZYUTAI_42	782	4194304	1	1	0	2
IT_MAT_ZYUTAI_43	781	4194304	1	1	0	2
IT_MAT_ZYUTAI_44	780	4194304	1	1	0	2
IT_MAT_ZYUTAI_45	779	4194304	1	1	0	2
IT_MAT_ZYUTAI_46	772	4194304	1	1	0	2
IT_MAT_ZYUTAI_47	777	4194304	1	1	0	2
IT_MAT_ZYUTAI_48	775	4194304	1	1	0	2
IT_MAT_ZYUTAI_49	774	4194304	1	1	0	2
IT_MAT_ZYUTAI_50	773	4194304	1	1	0	2
IT_MAT_ZYUTAI_51	776	4194304	1	1	0	2
IT_MAT_ZYUTAI_52	771	4194304	1	1	0	2
IT_MAT_ZYUTAI_53	770	4194304	1	1	0	2
IT_MAT_ZYUTAI_54	768	4194304	1	1	0	2
IT_MAT_ZYUTAI_55	767	4194304	1	1	0	2
IT_MAT_ZYUTAI_56	766	4194304	1	1	0	2
IT_MAT_ZYUTAI_57	765	4194304	1	1	0	2
IT_MAT_ZYUTAI_58	764	4194304	1	1	0	2
IT_MAT_ZYUTAI_59	763	4194304	1	1	0	2
IT_MAT_ZYUTAI_60	762	4194304	1	1	0	2
IT_MAT_ZYUTAI_61	761	4194304	1	1	0	2
IT_MAT_ZYUTAI_62	760	4194304	1	1	0	2
IT_MAT_ZYUTAI_63	759	4194304	1	1	0	2
IT_MAT_ZYUTAI_64	758	4194304	1	1	0	2
IT_MAT_ZYUTAI_65	757	4194304	1	1	0	2
IT_MAT_ZYUTAI_66	769	4194304	1	1	0	2
IT_MAT_ZYUTAI_67	783	4194304	1	1	0	2
IT_MAT_ZYUTAI_68	778	4194304	1	1	0	2
IT_MAT_ZYUTAI_69	799	4194304	1	25000	6250	2
IT_MAT_ZYUTAI_70	798	4194304	1	75000	18750	2
IT_MAT_ZYUTAI_71	797	4194304	1	250000	62500	2
IT_MAT_ID_0x1B9_	0	32768	1	1	0	2
IT_MAT_ID_0x1BA_	0	32768	1	1	0	2
IT_MAT_ID_0x1BB_	0	32768	1	1	0	2
IT_MAT_ID_0x1BC_	0	32768	1	1	0	2
IT_MAT_ID_0x1BD_	0	32768	1	1	0	2
IT_MAT_ID_0x1BE_	0	32768	1	1	0	2
IT_MAT_ID_0x1BF_	0	32768	1	1	0	2
IT_MAT_ID_0x1C0_	0	32768	1	1	0	2
IT_MAT_ID_0x1C1_	0	32768	1	1	0	2
IT_MAT_ID_0x1C2_	0	32768	1	1	0	2
IT_MAT_ID_0x1C3_	0	32768	1	1	0	2
IT_MAT_ID_0x1C4_	0	32768	1	1	0	2
IT_MAT_ID_0x1C5_	0	32768	1	1	0	2
IT_MAT_ID_0x1C6_	0	32768	1	1	0	2
IT_MAT_ID_0x1C7_	0	32768	1	1	0	2
IT_MAT_ID_0x1C8_	0	32768	1	1	0	2
IT_MAT_ID_0x1C9_	0	32768	1	1	0	2
IT_MAT_ID_0x1CA_	0	32768	1	1	0	2
IT_MAT_ID_0x1CB_	0	32768	1	1	0	2
IT_MAT_ID_0x1CC_	0	32768	1	1	0	2
