id	en	ja	zh	ko	de	es	fr	it
DEVIL_L0026	Koumokuten	コウモクテン	廣目天	광목천	Koumokuten	Koumokuten	Koumokuten	Koumokuten
DEVIL_L0027	Zouchouten	ゾウチョウテン	增長天	증장천	Zouchouten	Zouchouten	Zouchouten	Zouchouten
DEVIL_L0028	Take-Minakata	タケミナカタ	建御名方	타케미나카타	Take-Minakata	Takeminakata	Take-Minakata	Take-Minakata
DEVIL_L0029	Chimera	キマイラ	奇美拉	키마이라	Chimäre	Quimera	Chimère	Chimera
DEVIL_L0030	Baihu	ビャッコ	白虎	백호	Baihu	Baihu	Baihu	Baihu
DEVIL_L0031	Senri	センリ	仙狸	선리	Senri	Senri	Senri	Senri
DEVIL_L0032	Zhuque	スザク	朱雀	주작	Zhuque	Zhuque	Zhuque	Zhuque
DEVIL_L0033	Shiisaa	シーサー	獅爺	시사	Shiisaa	Shiisaa	Shiisaa	Shiisaa
DEVIL_L0034	Xiezhai	カイチ	獬豸	해치	Xiezhai	Xiezhai	Cai-Zhi	Xiezhai
DEVIL_L0035	Unicorn	ユニコーン	獨角獸	유니콘	Einhorn	Unicornio	Licorne	Unicorno
DEVIL_L0036	Flaemis	フレイミーズ	火精靈	플레이미즈	Flaemis	Flaemis	Flaemis	Flaemis
DEVIL_L0037	Aquans	アクアンズ	水精靈	아쿠안즈	Aquans	Aquans	Aquans	Aquans
DEVIL_L0038	Aeros	エアロス	風精靈	에어로스	Aeros	Aeros	Aeros	Aeros
DEVIL_L0039	Erthys	アーシーズ	磐石精靈	어시즈	Erthys	Erthys	Erthys	Erthys
DEVIL_L0040	Saki Mitama	サキミタマ	幸魂	사키미타마	Saki Mitama	Saki Mitama	Saki Mitama	Saki Mitama
DEVIL_L0041	Kushi Mitama	クシミタマ	奇魂	쿠시미타마	Kushi Mitama	Kushi Mitama	Kushi Mitama	Kushi Mitama
DEVIL_L0042	Nigi Mitama	ニギミタマ	和魂	니기미타마	Nigi Mitama	Nigi Mitama	Nigi Mitama	Nigi Mitama
DEVIL_L0043	Ara Mitama	アラミタマ	荒魂	아라미타마	Ara Mitama	Ara Mitama	Ara Mitama	Ara Mitama
DEVIL_L0044	Efreet	イフリート	伊弗利特	이프리트	Ifrit	Ifrit	Ifrit	Ifrit
DEVIL_L0045	Pulukishi	プルキシ	菩吉濕	풀루키시	Pulukishi	Pulukishi	Pulukishi	Pulukishi
DEVIL_L0046	Ongkhot	オンコット	鴦伽陀	옹콧	Ongkhot	Ongkhot	Ongkhot	Ongkhot
DEVIL_L0047	Jinn	ジン	精靈	진	Dschinn	Jinn	Djinn	Djinn
DEVIL_L0048	Karasu Tengu	カラステング	鴉天狗	카라스텐구	Karasu Tengu	Karasu Tengu	Karasu Tengu	Karasu Tengu
DEVIL_L0049	Dís	ディース	狄絲	디스	Dís	Dís	Dís	Dís
DEVIL_L0050	Isora	イソラ	磯良	이소라	Isora	Isora	Isora	Isora
DEVIL_L0051	Apsaras	アプサラス	飛天	아프사라스	Apsaras	Apsará	Apsara	Apsaras
DEVIL_L0052	Koppa Tengu	コッパテング	木葉天狗	콧파텐구	Koppa Tengu	Koppa Tengu	Koppa Tengu	Koppa Tengu
DEVIL_L0053	Titania	ティターニア	蒂妲妮亞	티타니아	Titania	Titania	Titania	Titania
DEVIL_L0054	Oberon	オベロン	奧伯隆	오베론	Oberon	Oberón	Obéron	Oberon
DEVIL_L0055	Troll	トロール	巨怪	트롤	Troll	Trol	Troll	Troll
DEVIL_L0056	Setanta	セタンタ	瑟坦特	세탄타	Setanta	Setanta	Séadanda	Setanta
DEVIL_L0057	Kelpie	ケルピー	凱爾皮	켈피	Kelpie	Kelpie	Kelpie	Kelpie
DEVIL_L0058	Jack-o'-Lantern	ジャックランタン	傑克燈籠	잭 오 랜턴	Jack-o’-Lantern	Jack-o'-Lantern	Jack-o'-Lantern	Jack-o'-Lantern
DEVIL_L0059	High Pixie	ハイピクシー	高等皮克希	하이픽시	Hoch-Pixie	Gran Pixie	Pixie supérieure	Pixie superiore
DEVIL_L0060	Jack Frost	ジャックフロスト	傑克霜精	잭 프로스트	Jack Frost	Jack Frost	Jack Frost	Jack Frost
DEVIL_L0061	Pixie	ピクシー	皮克希	픽시	Pixie	Pixie	Pixie	Pixie
DEVIL_L0062	Throne	ソロネ	座天使	트론	Thron	Trono	Trône	Trono
DEVIL_L0063	Dominion	ドミニオン	主天使	도미니온	Dominion	Dominio	Domination	Dominazione
DEVIL_L0064	Virtue	ヴァーチャー	力天使	버추	Tugend	Virtud	Vertu	Virtù
DEVIL_L0065	Power	パワー	能天使	파워	Kraft	Potestad	Puissance	Potestà
DEVIL_L0066	Principality	プリンシパリティ	權天使	프린시펄리티	Prinzipal	Principado	Principauté	Principato
DEVIL_L0067	Archangel	アークエンジェル	大天使	아크엔젤	Erzengel	Arcángel	Archange	Arcangelo
DEVIL_L0068	Angel	エンジェル	天使	엔젤	Engel	Ángel	Ange	Angelo
DEVIL_L0069	Flauros	フラロウス	佛勞洛斯	플라로우스	Flauros	Flauros	Flauros	Flauros
DEVIL_L0070	Decarabia	デカラビア	單卡拉比	데카라비아	Decarabia	Decarabia	Decarabia	Decarabia
DEVIL_L0071	Ose	オセ	歐賽	오세	Ose	Ose	Ose	Ose
DEVIL_L0072	Berith	ベリス	比利士	베리스	Berith	Berith	Berith	Berith
DEVIL_L0073	Eligor	エリゴール	埃力格	엘리고르	Eligor	Eligor	Eligor	Eligor
DEVIL_L0074	Forneus	フォルネウス	佛鈕司	포르네우스	Forneus	Forneus	Forneus	Forneus
DEVIL_L0075	Yurlungur	ユルング	虹蛇	유룽	Yurlungr	Yurlungur	Yurlungur	Yurlungur
DEVIL_L0076	Quetzalcoatl	ケツアルカトル	羽蛇神	케찰코아틀	Quetzalcoatl	Quetzalcóatl	Quetzalcoatl	Quetzalcoatl
DEVIL_L0077	Naga Raja	ナーガラジャ	那伽之王	나가라자	Naga Raja	Naga Raja	Naga Raja	Naga Raja
DEVIL_L0078	Mizuchi	ミズチ	蛟	미즈치	Mizuchi	Mizuchi	Mizuchi	Mizuchi
DEVIL_L0079	Naga	ナーガ	那伽	나가	Naga	Naga	Naga	Naga
DEVIL_L0080	Nozuchi	ノズチ	野槌	노즈치	Nozuchi	Nozuchi	Nozuchi	Nozuchi
DEVIL_L0081	Cerberus	ケルベロス	克魯貝洛斯	케르베로스	Zerberus	Cerbero	Cerbère	Cerbero
DEVIL_L0082	Orthrus	オルトロス	歐特魯斯	오르트로스	Orthrus	Ortro	Orthros	Orthrus
DEVIL_L0083	Suparna	スパルナ	金翅鳥	수파르나	Suparna	Suparna	Suparna	Sparna
DEVIL_L0084	Badb Catha	バイブ・カハ	戰鴉	바이브 카하	Badb Catha	Badb Catha	Badb Catha	Badb Catha
DEVIL_L0085	Inugami	イヌガミ	犬神	이누가미	Inugami	Inugami	Inugami	Inugami
DEVIL_L0086	Nekomata	ネコマタ	貓妖	네코마타	Nekomata	Nekomata	Nekomata	Nekomata
DEVIL_L0087	Gogmagog	ゴグマゴグ	歌革瑪各	고그마고그	Gogmagog	Gogmagog	Gogmagog	Gogmagog
DEVIL_L0088	Titan	ティターン	泰坦	티탄	Titan	Titán	Titan	Titano
DEVIL_L0089	Sarutahiko	サルタヒコ	猿田彥	사루타히코	Sarutahiko	Sarutahiko	Sarutahiko	Sarutahiko
DEVIL_L0090	Sudama	スダマ	山靈	스다마	Sudama	Sudama	Sudama	Sudama
DEVIL_L0091	Hua Po	カハク	花魄	화백	Hua Po	Hua Po	Hua Po	Hua Po
DEVIL_L0092	Kodama	コダマ	木靈	코다마	Kodama	Kodama	Kodama	Kodama
DEVIL_L0093	Shiki-Ouji	シキオウジ	式王子	시키오우지	Shiki-Ouji	Shiki-Ouji	Shiki-Ouji	Shiki-Ouji
DEVIL_L0094	Oni	オニ	鬼	오니	Oni	Oni	Oni	Oni
DEVIL_L0095	Yomotsu-Ikusa	ヨモツイクサ	黃泉軍	요모츠이쿠사	Yomotsu-Ikusa	Yomotsu-Ikusa	Yomotsu-Ikusa	Yomotsu-Ikusa
DEVIL_L0096	Momunofu	モムノフ	桃生	모무노후	Momunofu	Momunofu	Momunofu	Momunofu
DEVIL_L0097	Shikigami	シキガミ	式神	시키가미	Shikigami	Shikigami	Shikigami	Shikigami
DEVIL_L0098	Rangda	ランダ	蘭達	랑다	Rangda	Rangda	Rangda	Rangda
DEVIL_L0099	Dakini	ダーキニー	荼吉尼	다키니	Dakini	Dakini	Dakini	Dakini
DEVIL_L0100	Yaksini	ヤクシニー	母夜叉	야크시니	Yaksini	Iaksi	Yaksini	Yaksini
DEVIL_L0101	Yomotsu-Shikome	ヨモツシコメ	黃泉醜女	요모츠시코메	Yomotsu-Shikome	Yomotsu-Shikome	Yomotsu-Shikome	Yomotsu-Shikome
DEVIL_L0102	Taraka	ターラカ	陀羅迦	타라카	Taraka	Taraka	Taraka	Taraka
DEVIL_L0103	Datsue-Ba	ダツエバ	奪衣婆	다츠에바	Datsue-Ba	Datsue-Ba	Datsue-Ba	Datsue-Ba
DEVIL_L0104	Mada	マダ	摩陀	마다	Mada	Mada	Mada	Mada
DEVIL_L0105	Girimekhala	ギリメカラ	基力梅卡拉	기리메칼라	Girimekhala	Girimekhala	Girimekhala	Girimekhala
DEVIL_L0106	Taotie	トウテツ	饕餮	도철	Taotie	Taotie	Taotie	Taotie
DEVIL_L0107	Pazuzu	パズス	帕祖祖	파즈스	Pazuzu	Pazuzu	Pazuzu	Pazuzu
DEVIL_L0108	Baphomet	バフォメット	巴風特	바포멧	Baphomet	Baphomet	Baphomet	Baphomet
DEVIL_L0109	Mot	モト	莫特	모트	Mot	Mot	Mot	Mot
DEVIL_L0110	Aciel	アルシエル	艾歇爾	알시엘	Arsiel	Aciel	Alciel	Aciel
DEVIL_L0111	Surt	スルト	斯爾特	수르트	Surt	Surt	Surt	Surt
DEVIL_L0112	Abaddon	アバドン	阿巴頓	아바돈	Abaddon	Abadón	Abaddon	Abaddon
DEVIL_L0113	Loki	ロキ	洛基	로키	Loki	Loki	Loki	Loki
DEVIL_L0114	Lilith	リリス	莉莉絲	릴리스	Lilith	Lilith	Lilith	Lilith
DEVIL_L0115	Nyx	ニュクス	倪克斯	닉스	Nyx	Nix	Nyx	Nyx
DEVIL_L0116	Queen Mab	クイーンメイブ	妖精女王	퀸 메이브	Königin Mab	Reina Mab	Reine Mab	Regina Mab
DEVIL_L0117	Succubus	サキュバス	女夢魔	서큐버스	Sukkubus	Súcubo	Succube	Succube
DEVIL_L0118	Incubus	インキュバス	男夢魔	인큐버스	Inkubus	Íncubo	Incube	Incubo
DEVIL_L0119	Fomorian	フォーモリア	弗莫爾	포모리아	Fomor	Fomoré	Fomoire	Fomoriano
DEVIL_L0120	Lilim	リリム	莉莉姆	릴림	Lilim	Lilim	Lilim	Lilim
DEVIL_L0121	Hresvelgr	フレスベルグ	赫拉斯瓦爾格	흐레스벨그	Hresvelgr	Hresvelgr	Hresvelgr	Hresvelgr
DEVIL_L0122	Mothman	モスマン	天蛾人	모스맨	Mothman	Hombre polilla	Homme-phalène	Mothman
DEVIL_L0123	Raiju	ライジュウ	雷獸	라이쥬	Raiju	Raiju	Raiju	Raiju
DEVIL_L0124	Nue	ヌエ	奴延	누에	Nue	Nue	Nue	Nue
DEVIL_L0125	Bicorn	バイコーン	雙角獸	바이콘	Zweihorn	Bicornio	Bicorne	Bicorno
DEVIL_L0126	Zhen	チン	鴆	젠	Zhen	Zhen	Zhen	Zhen
DEVIL_L0127	Vetala	ヴェータラ	毘陀羅	베타라	Vetala	Vetal	Vetâla	Vetala
DEVIL_L0128	Legion	レギオン	惡靈軍團	레기온	Legion	Legión	Légion	Legione
DEVIL_L0129	Yaka	ヤカー	惡鬼	야카	Yaka	Yaka	Yaka	Yaka
DEVIL_L0130	Choronzon	コロンゾン	克倫佐	코론존	Choronzon	Choronzon	Choronzon	Choronzon
DEVIL_L0131	Preta	ガキ	小鬼	아귀	Preta	Preta	Preta	Preta
DEVIL_L0132	Shadow	シャドウ	陰影	섀도	Schatten	Sombra	Ombre	Ombra
DEVIL_L0133	Black Ooze	ブラックウーズ	黑軟泥怪	블랙 우즈	Schwarzer Schleim	Moco negro	Vase noire	Melma Nera
DEVIL_L0134	Blob	ブロブ	果凍怪	블랍	Blob	Masa	Boue	Blob
DEVIL_L0135	Slime	スライム	軟泥怪	슬라임	Schleim	Limo	Slime	Slime
DEVIL_L0136	Mou-Ryo	モウリョウ	魍魎	망량	Mou-Ryo	Mou-Ryo	Mou-Ryo	Mou-Ryo
DEVIL_L0137	Will o' Wisp	ウィルオウィスプ	鬼火	윌 오 위스프	Irrlicht	Fuego fatuo	Feu follet	Will o' Wisp
DEVIL_L0138	Michael	ミカエル	米迦勒	미카엘	Michael	Miguel	Michel	Michael
DEVIL_L0139	Gabriel	ガブリエル	加百列	가브리엘	Gabriel	Gabriel	Gabriel	Gabriel
DEVIL_L0140	Raphael	ラファエル	拉斐爾	라파엘	Raphael	Rafael	Raphaël	Raphael
DEVIL_L0141	Uriel	ウリエル	尤利爾	우리엘	Uriel	Uriel	Uriel	Uriel
DEVIL_L0142	Ganesha	ガネーシャ	象頭神	가네샤	Ganesha	Ganesha	Ganesh	Ganesha
DEVIL_L0143	Valkyrie	ヴァルキリー	女武神	발키리	Walküre	Valquiria	Valkyrie	Valchiria
DEVIL_L0144	Arahabaki	アラハバキ	荒霸吐	아라하바키	Arahabaki	Arahabaki	Arahabaki	Arahabaki
DEVIL_L0145	Kurama Tengu	クラマテング	鞍馬天狗	쿠라마텐구	Kurama Tengu	Kurama Tengu	Kurama Tengu	Kurama Tengu
DEVIL_L0146	Hanuman	ハヌマーン	哈奴曼	하누만	Hanuman	Hánuman	Hanuman	Hanuman
DEVIL_L0147	Cu Chulainn	クー・フーリン	庫夫林	쿠 훌린	Cú Chulainn	Cú Chulainn	Cúchulainn	Cu Chulainn
DEVIL_L0148	Qing Long	セイリュウ	青龍	청룡	Qing Long	Qing Long	Qing Long	Qing Long
DEVIL_L0149	Xuanwu	ゲンブ	玄武	현무	Xuanwu	Xuanwu	Xuanwu	Xuanwu
DEVIL_L0150	Barong	バロン	巴隆	바롱	Barong	Barong	Barong	Barong
DEVIL_L0151	Makami	マカミ	真神	마카미	Makami	Makami	Makami	Makami
DEVIL_L0152	Garuda	ガルーダ	迦樓羅	가루다	Garuda	Garuda	Garuda	Garuda
DEVIL_L0153	Yatagarasu	ヤタガラス	八咫烏	야타가라스	Yatagarasu	Yatagarasu	Yatagarasu	Yatagarasu
DEVIL_L0154	Gurulu	グルル	凶鳥	구루루	Gurulu	Gurulu	Gurulu	Gurulu
DEVIL_L0155	Albion	アルビオン	阿爾比昂	알비온	Albion	Albión	Albion	Albione
DEVIL_L0156	Manikin	マネカタ	似人	마네카타	Manikin	Maniquí	Mannequin	Simulacro
DEVIL_L0157	Manikin	マネカタ	似人	마네카타	Manikin	Maniquí	Mannequin	Simulacro
DEVIL_L0158	Manikin	マネカタ	似人	마네카타	Manikin	Maniquí	Mannequin	Simulacro
DEVIL_L0159	Manikin	マネカタ	似人	마네카타	Manikin	Maniquí	Mannequin	Simulacro
DEVIL_L0160	Manikin	マネカタ	似人	마네카타	Manikin	Maniquí	Mannequin	Simulacro
DEVIL_L0161	Samael	サマエル	薩麥爾	사마엘	Samael	Samael	Samaël	Samael
DEVIL_L0162	Manikin	マネカタ	似人	마네카타	Manikin	Maniquí	Mannequin	Simulacro
DEVIL_L0163	Manikin	マネカタ	似人	마네카타	Manikin	Maniquí	Mannequin	Simulacro
DEVIL_L0164	Manikin	マネカタ	似人	마네카타	Manikin	Maniquí	Mannequin	Simulacro
DEVIL_L0165	Manikin	マネカタ	似人	마네카타	Manikin	Maniquí	Mannequin	Simulacro
DEVIL_L0166	Manikin	マネカタ	似人	마네카타	Manikin	Maniquí	Mannequin	Simulacro
DEVIL_L0167	Pisaca	ピシャーチャ	畢舍遮	피샤차	Pisaca	Pisaca	Pisaca	Pisaca
DEVIL_L0168	Kaiwan	キウン	迦溫	케완	Kaiwan	Kaiwan	Kaiwan	Kaiwan
DEVIL_L0169	Kin-Ki	キンキ	金鬼	킨키	Kin-Ki	Kin-Ki	Kin-Ki	Kin-Ki
DEVIL_L0170	Sui-Ki	スイキ	水鬼	스이키	Sui-Ki	Sui-Ki	Sui-Ki	Sui-Ki
DEVIL_L0171	Fuu-Ki	フウキ	風鬼	후우키	Fuu-Ki	Fuu-Ki	Fuu-Ki	Fuu-Ki
DEVIL_L0172	Ongyo-Ki	オンギョウキ	隱形鬼	온교우키	Ongyo-Ki	Ongyo-Ki	Ongyo-Ki	Ongyo-Ki
DEVIL_L0173	Clotho	クロト	可羅索	클로토	Klotho	Cloto	Clotho	Cloto
DEVIL_L0174	Lachesis	ラケシス	拉克西斯	라케시스	Lachesis	Láquesis	Lachésis	Lachesi
DEVIL_L0175	Atropos	アトロポス	阿特羅波斯	아트로포스	Atropos	Átropos	Atropos	Atropo
DEVIL_L0176	Loa	ロア	羅瓦	로아	Loa	Loa	Loa	Loa
DEVIL_L0177	Chatterskull	ラフィン・スカル	笑面骷髏	래핑 스컬	Klapperschädel	Calavera de la risa	Crâne jacasseur	Teschio ghignante
DEVIL_L0178	Phantom	ファントム	鬼魅	팬텀	Phantom	Fantasma	Fantôme	Fantasma
DEVIL_L0192	Dante	ダンテ	但丁	단테	Dante	Dante	Dante	Dante
DEVIL_L0193	Metatron	メタトロン	梅塔特隆	메타트론	Metatron	Metatrón	Métatron	Metatron
DEVIL_L0194	Beelzebub	ベルゼブブ	別西卜	베엘제붑	Beelzebub	Belcebú	Belzébuth	Beelzebù
DEVIL_L0195	Pale Rider	ペイルライダー	蒼白騎士	페일 라이더	Fahler Reiter	Jinete pálido	Cavalier pâle	Mietitore Spettrale
DEVIL_L0196	White Rider	ホワイトライダー	白騎士	화이트 라이더	Weißer Reiter	Jinete blanco	Cavalier blanc	Mietitore Bianco
DEVIL_L0197	Red Rider	レッドライダー	紅騎士	레드 라이더	Roter Reiter	Jinete rojo	Cavalier rouge	Mietitore Cremisi
DEVIL_L0198	Black Rider	ブラックライダー	黑騎士	블랙 라이더	Schwarzer Reiter	Jinete negro	Cavalier noir	Mietitore Oscuro
DEVIL_L0199	Matador	マタドール	鬥牛士	마타도르	Matador	Matador	Matador	Matador
DEVIL_L0200	Hell Biker	ヘルズエンジェル	地獄天使	헬즈 엔젤	Höllenbiker	Ángel del infierno	Motard de l'Enfer	Biker Infernale
DEVIL_L0201	Daisoujou	だいそうじょう	大僧正	대승정	Daisoujou	Daisoujou	Daisoujou	Daisoujou
DEVIL_L0202	Mother Harlot	マザーハーロット	巴比倫大淫婦	마더 할롯	Hure Babylon	Ramera babilónica	La Courtisane	La Meretrice
DEVIL_L0203	Trumpeter	トランペッター	吹號者	트럼페터	Posaunenbläser	Trompetista	Héraut	Trombettiere
DEVIL_L0204	Futomimi	フトミミ	太洱	후토미미	Futomimi	Futomimi	Futomimi	Futomimi
DEVIL_L0205	Sakahagi	サカハギ	逆剝	사카하기	Sakahagi	Sakahagi	Sakahagi	Sakahagi
DEVIL_L0206	Black Frost	ジャアクフロスト	邪惡霜精	사악한 프로스트	Schwarzer Frost	Frost oscuro	Black Frost	Frost Nero
DEVIL_L0207	Beelzebub	ベルゼブブ	別西卜	베엘제붑	Beelzebub	Belcebú	Belzébuth	Beelzebù
DEVIL_L0255	Protagonist	シュジンコウ	主人公	주인공	Protagonist	Protagonista	Protagoniste	Protagonista
DEVIL_L0256	Forneus	フォルネウス	佛鈕司	포르네우스	Forneus	Forneus	Forneus	Forneus
DEVIL_L0257	Specter	スペクター	死亡幻影	스펙터	Geist	Espectro	Spectre	Spettro
DEVIL_L0258	Ahriman	アーリマン	阿里曼	아리만	Ahriman	Ahriman	Ahriman	Ahriman
DEVIL_L0259	Noah	ノア	諾亞	노아	Noah	Noa	Noé	Noè
DEVIL_L0260	Incubus	インキュバス	男夢魔	인큐버스	Inkubus	Íncubo	Incube	Incubo
DEVIL_L0261	Koppa Tengu	コッパテング	木葉天狗	콧파텐구	Koppa Tengu	Koppa Tengu	Koppa Tengu	Koppa Tengu
DEVIL_L0262	Kaiwan	キウン	迦溫	케완	Kaiwan	Kaiwan	Kaiwan	Kaiwan
DEVIL_L0263	Ose	オセ	歐賽	오세	Ose	Ose	Ose	Ose
DEVIL_L0264	Kagutsuchi	カグツチ	迦具土	카구츠치	Kagutsuchi	Kagutsuchi	Kagutsuchi	Kagutsuchi
DEVIL_L0265	Mizuchi	ミズチ	蛟	미즈치	Mizuchi	Mizuchi	Mizuchi	Mizuchi
DEVIL_L0266	Kin-Ki	キンキ	金鬼	킨키	Kin-Ki	Kin-Ki	Kin-Ki	Kin-Ki
DEVIL_L0267	Sui-Ki	スイキ	水鬼	스이키	Sui-Ki	Sui-Ki	Sui-Ki	Sui-Ki
DEVIL_L0268	Fuu-Ki	フウキ	風鬼	후우키	Fuu-Ki	Fuu-Ki	Fuu-Ki	Fuu-Ki
DEVIL_L0269	Ongyo-Ki	オンギョウキ	隱形鬼	온교우키	Ongyo-Ki	Ongyo-Ki	Ongyo-Ki	Ongyo-Ki
DEVIL_L0270	Clotho	クロト	可羅索	클로토	Klotho	Cloto	Clotho	Cloto
DEVIL_L0271	Lachesis	ラケシス	拉克西斯	라케시스	Lachesis	Láquesis	Lachésis	Lachesi
DEVIL_L0272	Atropos	アトロポス	阿特羅波斯	아트로포스	Atropos	Átropos	Atropos	Atropo
DEVIL_L0273	Specter	スペクター	死亡幻影	스펙터	Geist	Espectro	Spectre	Spettro
DEVIL_L0274	Girimekhala	ギリメカラ	基力梅卡拉	기리메칼라	Girimekhala	Girimekhala	Girimekhala	Girimekhala
DEVIL_L0275	Specter	スペクター	死亡幻影	스펙터	Geist	Espectro	Spectre	Spettro
DEVIL_L0276	Aciel	アルシエル	艾歇爾	알시엘	Arsiel	Aciel	Alciel	Aciel
DEVIL_L0277	Skadi	スカディ	絲卡蒂	스카디	Skadi	Skadi	Skadi	Skadi
DEVIL_L0278	Albion	アルビオン	阿爾比昂	알비온	Albion	Albión	Albion	Albione
DEVIL_L0279	Urthona	アーソナ	尤索納	우르토나	Urthona	Urthona	Urthona	Urthona
DEVIL_L0280	Urizen	ユリゼン	尤利壬	유리즌	Urizen	Urizen	Urizen	Urizen
DEVIL_L0281	Luvah	ルヴァ	魯法	루바	Luvah	Luvah	Luvah	Luvah
DEVIL_L0282	Tharmus	サーマス	塔馬斯	타르마스	Tharmus	Tharmas	Tharmus	Tharmas
DEVIL_L0283	Futomimi	フトミミ	太洱	후토미미	Futomimi	Futomimi	Futomimi	Futomimi
DEVIL_L0284	Gabriel	ガブリエル	加百列	가브리엘	Gabriel	Gabriel	Gabriel	Gabriel
DEVIL_L0285	Raphael	ラファエル	拉斐爾	라파엘	Raphael	Rafael	Raphaël	Raphael
DEVIL_L0286	Uriel	ウリエル	尤利爾	우리엘	Uriel	Uriel	Uriel	Uriel
DEVIL_L0287	Samael	サマエル	薩麥爾	사마엘	Samael	Samael	Samaël	Samael
DEVIL_L0288	Baal Avatar	バアル・アバター	巴力．神之化身	바알 아바타	Baal Avatar	Avatar de Baal	Baal Avatar	Avatar di Baal
DEVIL_L0289	Ose Hallel	オセ・ハレル	福音歐賽	오세 할렐	Ose Hallel	Ose Hallel	Ose Hallel	Ose Hallel
DEVIL_L0290	Flauros Hallel	フラロウス・ハレル	佛勞洛斯．福音	플라로우스 할렐	Flauros Hallel	Flauros Hallel	Flauros Hallel	Flauros Hallel
DEVIL_L0291	Ahriman	アーリマン	阿里曼	아리만	Ahriman	Ahriman	Ahriman	Ahriman
DEVIL_L0292	Noah	ノア	諾亞	노아	Noah	Noa	Noé	Noè
DEVIL_L0293	Kagutsuchi	カグツチ	迦具土	카구츠치	Kagutsuchi	Kagutsuchi	Kagutsuchi	Kagutsuchi
DEVIL_L0294	Specter	スペクター	死亡幻影	스펙터	Geist	Espectro	Spectre	Spettro
DEVIL_L0295	Specter	スペクター	死亡幻影	스펙터	Geist	Espectro	Spectre	Spettro
DEVIL_L0296	Specter	スペクター	死亡幻影	스펙터	Geist	Espectro	Spectre	Spettro
DEVIL_L0297	Mizuchi	ミズチ	蛟	미즈치	Mizuchi	Mizuchi	Mizuchi	Mizuchi
DEVIL_L0298	Reserve	リザーブ	ＲＥＳＥＲＶＥ	RESERVE	Reserve	Reserva	Réserve	Riserva
DEVIL_L0299	Sakahagi	サカハギ	逆剝	사카하기	Sakahagi	Sakahagi	Sakahagi	Sakahagi
