flags	party_item	party_item_num	id1	id2	id3	id4	id5	major	minor	sound	shuffleLevel
0	0	0	73	47	47	0	0	0	0	0	6
0	0	0	35	35	141	141	0	0	0	0	6
0	0	0	2	35	35	0	0	0	0	0	6
0	0	0	2	2	19	19	0	0	0	0	6
0	0	0	35	35	35	35	0	0	0	0	6
0	0	0	22	94	94	0	0	0	0	0	6
0	0	0	19	19	22	22	0	0	0	0	6
0	0	0	5	5	35	35	0	0	0	0	6
0	0	0	73	124	94	0	0	0	0	0	6
0	0	0	5	124	35	0	0	0	0	0	6
0	0	0	137	137	141	141	0	0	0	0	6
0	0	0	137	137	35	35	0	0	0	0	6
0	0	0	22	22	2	2	0	0	0	0	6
0	0	0	226	0	0	0	0	0	0	0	11
0	0	0	227	0	0	0	0	0	0	0	12
0	0	0	206	0	0	0	0	0	0	0	5
0	0	0	138	138	0	0	0	0	0	0	7
0	0	0	154	154	0	0	0	0	0	0	7
0	0	0	154	64	64	0	0	0	0	0	7
0	0	0	138	138	138	0	0	0	0	0	7
0	0	0	125	125	0	0	0	0	0	0	7
0	0	0	64	64	64	0	0	0	0	0	7
0	0	0	138	138	125	0	0	0	0	0	7
0	0	0	125	125	125	125	0	0	0	0	7
0	0	0	64	138	138	0	0	0	0	0	7
0	0	0	176	0	0	0	0	0	0	0	7
0	0	0	125	125	154	0	0	0	0	0	7
0	0	0	176	154	0	0	0	0	0	0	7
0	0	0	176	138	138	0	0	0	0	0	7
0	0	0	176	176	0	0	0	0	0	0	7
0	0	0	138	138	64	64	0	0	0	0	7
0	0	0	154	154	154	0	0	0	0	0	7
0	0	0	125	176	176	0	0	0	0	0	7
0	0	0	23	23	0	0	0	0	0	0	7
0	0	0	138	138	138	138	138	0	0	0	7
0	0	0	125	125	154	0	0	0	0	0	7
0	0	0	23	23	154	0	0	0	0	0	7
0	0	0	23	138	0	0	0	0	0	0	7
0	0	0	176	23	23	0	0	0	0	0	7
0	0	0	23	125	125	0	0	0	0	0	7
0	0	0	64	64	64	64	0	0	0	0	8
0	0	0	6	6	0	0	0	0	0	0	8
0	0	0	176	125	138	0	0	0	0	0	8
0	0	0	23	6	6	0	0	0	0	0	8
0	0	0	154	154	125	125	0	0	0	0	8
0	0	0	6	154	0	0	0	0	0	0	8
0	0	0	176	6	6	0	0	0	0	0	8
0	0	0	6	6	6	6	0	0	0	0	8
0	0	0	36	36	0	0	0	0	0	0	8
0	0	0	87	87	0	0	0	0	0	0	9
0	0	0	154	6	6	6	0	0	0	0	9
0	0	0	36	36	36	0	0	0	0	0	9
0	0	0	23	36	36	0	0	0	0	0	9
0	0	0	87	125	125	0	0	0	0	0	9
0	0	0	36	87	87	0	0	0	0	0	9
0	0	0	87	176	176	0	0	0	0	0	9
0	0	0	53	0	0	0	0	0	0	0	9
0	0	0	64	64	64	64	64	0	0	0	9
0	0	0	53	87	87	0	0	0	0	0	9
0	0	0	154	6	125	0	0	0	0	0	9
0	0	0	6	176	0	0	0	0	0	0	9
0	0	0	53	138	138	138	0	0	0	0	9
0	0	0	154	154	36	0	0	0	0	0	9
0	0	0	53	176	176	0	0	0	0	0	9
0	0	0	53	87	87	0	0	0	0	0	10
0	0	0	23	36	36	0	0	0	0	0	10
0	0	0	176	6	6	0	0	0	0	0	10
0	0	0	23	125	125	0	0	0	0	0	10
0	0	0	142	142	0	0	0	0	0	0	10
0	0	0	23	53	53	0	0	0	0	0	10
0	0	0	142	142	125	125	0	0	0	0	10
0	0	0	142	138	138	138	0	0	0	0	10
0	0	0	142	154	0	0	0	0	0	0	10
0	0	0	36	36	138	138	0	0	0	0	10
0	0	0	142	6	64	0	0	0	0	0	10
0	0	0	53	53	87	87	0	0	0	0	10
0	0	0	3	3	0	0	0	0	0	0	10
0	0	0	142	23	23	0	0	0	0	0	10
0	0	0	3	36	36	0	0	0	0	0	10
0	0	0	6	142	142	142	0	0	0	0	10
0	0	0	176	3	3	0	0	0	0	0	10
0	0	0	36	36	23	23	0	0	0	0	10
0	0	0	53	3	0	0	0	0	0	0	10
0	0	0	142	142	36	36	0	0	0	0	10
0	0	0	180	180	0	0	0	0	0	0	10
0	0	0	3	87	87	0	0	0	0	0	10
0	0	0	176	176	125	0	0	0	0	0	10
0	0	0	180	180	0	0	0	0	0	0	10
0	0	0	180	3	0	0	0	0	0	0	10
0	0	0	64	64	64	64	64	0	0	0	10
0	0	0	36	36	23	23	0	0	0	0	10
0	0	0	6	6	180	0	0	0	0	0	10
0	0	0	180	176	0	0	0	0	0	0	10
0	0	0	142	142	3	3	0	0	0	0	10
0	0	0	180	180	23	23	0	0	0	0	10
0	0	0	138	36	36	36	0	0	0	0	10
0	0	0	235	0	0	0	0	0	0	0	13
0	0	0	234	0	0	0	0	0	0	0	14
0	0	0	212	0	0	0	0	0	0	0	7
0	0	0	212	138	0	0	0	0	0	0	7
0	0	0	212	138	138	0	0	0	0	0	8
0	0	0	125	125	212	0	0	0	0	0	9
0	0	0	87	87	212	0	0	0	0	0	10
0	0	0	3	3	212	3	3	0	0	0	10
0	0	0	12	0	0	0	0	0	0	0	7
0	0	0	38	0	0	0	0	0	0	0	7
0	0	0	140	0	0	0	0	0	0	0	7
0	0	0	127	0	0	0	0	0	0	0	7
0	0	0	55	0	0	0	0	0	0	0	7
0	0	0	132	0	0	0	0	0	0	0	8
0	0	0	200	0	0	0	0	0	0	0	8
0	0	0	62	0	0	0	0	0	0	0	8
0	0	0	79	0	0	0	0	0	0	0	8
0	0	0	96	0	0	0	0	0	0	0	8
0	0	0	113	0	0	0	0	0	0	0	8
0	0	0	173	0	0	0	0	0	0	0	9
0	0	0	147	0	0	0	0	0	0	0	9
0	0	0	157	0	0	0	0	0	0	0	9
0	0	0	160	0	0	0	0	0	0	0	9
0	0	0	164	0	0	0	0	0	0	0	9
0	0	0	123	0	0	0	0	0	0	0	9
0	0	0	130	0	0	0	0	0	0	0	9
0	0	0	191	0	0	0	0	0	0	0	9
0	0	0	194	0	0	0	0	0	0	0	9
0	0	0	198	0	0	0	0	0	0	0	9
0	0	0	205	0	0	0	0	0	0	0	1
0	0	0	205	0	0	0	0	0	0	0	2
0	0	0	205	0	0	0	0	0	0	0	3
0	0	0	13	0	0	0	0	0	0	0	9
0	0	0	13	0	0	0	0	0	0	0	9
0	0	0	13	0	0	0	0	0	0	0	9
0	0	0	13	0	0	0	0	0	0	0	9
0	0	0	39	39	0	0	0	0	0	0	16
0	0	0	81	81	81	0	0	0	0	0	16
0	0	0	39	81	81	0	0	0	0	0	16
0	0	0	81	39	39	0	0	0	0	0	16
0	0	0	70	70	0	0	0	0	0	0	16
0	0	0	81	70	39	0	0	0	0	0	16
0	0	0	39	39	39	0	0	0	0	0	16
0	0	0	70	70	39	0	0	0	0	0	16
0	0	0	90	90	0	0	0	0	0	0	16
0	0	0	95	95	0	0	0	0	0	0	16
0	0	0	90	90	90	0	0	0	0	0	16
0	0	0	95	95	70	0	0	0	0	0	16
0	0	0	95	95	0	0	0	0	0	0	16
0	0	0	90	81	81	81	0	0	0	0	16
0	0	0	95	39	0	0	0	0	0	0	16
0	0	0	90	90	70	70	0	0	0	0	16
0	0	0	54	0	0	0	0	0	0	0	16
0	0	0	95	90	70	0	0	0	0	0	16
0	0	0	54	54	0	0	0	0	0	0	16
0	0	0	39	39	95	95	0	0	0	0	16
0	0	0	54	90	0	0	0	0	0	0	16
0	0	0	90	39	70	0	0	0	0	0	16
0	0	0	95	95	54	0	0	0	0	0	16
0	0	0	81	81	81	81	81	0	0	0	16
0	0	0	39	39	54	0	0	0	0	0	16
0	0	0	70	95	39	0	0	0	0	0	16
0	0	0	90	90	95	0	0	0	0	0	16
0	0	0	104	0	0	0	0	0	0	0	17
0	0	0	88	88	0	0	0	0	0	0	17
0	0	0	54	54	70	0	0	0	0	0	17
0	0	0	104	104	0	0	0	0	0	0	17
0	0	0	54	88	88	0	0	0	0	0	17
0	0	0	104	54	88	0	0	0	0	0	17
0	0	0	39	95	0	0	0	0	0	0	17
0	0	0	70	70	70	0	0	0	0	0	17
0	0	0	24	24	24	0	0	0	0	0	17
0	0	0	104	88	88	0	0	0	0	0	17
0	0	0	90	90	54	0	0	0	0	0	17
0	0	0	95	95	81	81	0	0	0	0	17
0	0	0	54	24	0	0	0	0	0	0	17
0	0	0	24	24	70	70	0	0	0	0	17
0	0	0	104	39	39	0	0	0	0	0	17
0	0	0	24	90	95	0	0	0	0	0	17
0	0	0	74	74	0	0	0	0	0	0	18
0	0	0	37	37	37	0	0	0	0	0	18
0	0	0	74	90	0	0	0	0	0	0	18
0	0	0	37	37	70	70	0	0	0	0	18
0	0	0	74	104	0	0	0	0	0	0	18
0	0	0	24	37	54	0	0	0	0	0	18
0	0	0	74	74	88	88	0	0	0	0	18
0	0	0	104	104	24	0	0	0	0	0	18
0	0	0	56	0	0	0	0	0	0	0	18
0	0	0	90	90	88	88	0	0	0	0	18
0	0	0	56	56	0	0	0	0	0	0	18
0	0	0	54	54	24	24	0	0	0	0	18
0	0	0	56	37	37	0	0	0	0	0	18
0	0	0	104	74	24	0	0	0	0	0	18
0	0	0	56	56	88	0	0	0	0	0	18
0	0	0	74	39	88	0	0	0	0	0	18
0	0	0	95	74	54	0	0	0	0	0	18
0	0	0	24	56	56	0	0	0	0	0	18
0	0	0	24	70	37	0	0	0	0	0	18
0	0	0	74	90	90	0	0	0	0	0	18
0	0	0	81	81	88	88	88	0	0	0	18
0	0	0	37	56	56	0	0	0	0	0	18
0	0	0	54	54	88	88	0	0	0	0	18
0	0	0	95	56	56	0	0	0	0	0	18
0	0	0	24	56	74	0	0	0	0	0	18
0	0	0	88	104	54	0	0	0	0	0	18
0	0	0	95	95	37	37	0	0	0	0	18
0	0	0	90	39	54	0	0	0	0	0	18
0	0	0	247	0	0	0	0	0	0	0	19
0	0	0	248	0	0	0	0	0	0	0	19
0	0	0	207	0	0	0	0	0	0	0	16
0	0	0	81	81	207	0	0	0	0	0	16
0	0	0	207	207	0	0	0	0	0	0	16
0	0	0	207	207	207	0	0	0	0	0	16
0	0	0	207	39	39	0	0	0	0	0	16
0	0	0	207	95	0	0	0	0	0	0	17
0	0	0	24	24	207	0	0	0	0	0	18
0	0	0	207	37	37	0	0	0	0	0	18
0	0	0	13	0	0	0	0	0	0	0	16
0	0	0	13	0	0	0	0	0	0	0	17
0	0	0	13	0	0	0	0	0	0	0	17
0	0	0	13	0	0	0	0	0	0	0	17
0	0	0	13	0	0	0	0	0	0	0	17
0	0	0	13	0	0	0	0	0	0	0	18
0	0	0	13	0	0	0	0	0	0	0	18
0	0	0	13	0	0	0	0	0	0	0	18
0	0	0	13	0	0	0	0	0	0	0	18
0	0	0	13	0	0	0	0	0	0	0	18
0	0	0	13	0	0	0	0	0	0	0	0
0	0	0	13	0	0	0	0	0	0	0	0
0	0	0	13	0	0	0	0	0	0	0	0
0	0	0	13	0	0	0	0	0	0	0	0
0	0	0	13	0	0	0	0	0	0	0	0
0	0	0	13	0	0	0	0	0	0	0	0
0	0	0	13	0	0	0	0	0	0	0	0
0	0	0	13	0	0	0	0	0	0	0	0
0	0	0	13	0	0	0	0	0	0	0	0
0	0	0	120	120	0	0	0	0	0	0	20
0	0	0	98	98	0	0	0	0	0	0	20
0	0	0	120	98	98	0	0	0	0	0	20
0	0	0	98	98	98	98	0	0	0	0	20
0	0	0	139	139	0	0	0	0	0	0	20
0	0	0	120	98	0	0	0	0	0	0	20
0	0	0	98	139	139	0	0	0	0	0	20
0	0	0	120	139	139	0	0	0	0	0	20
0	0	0	139	139	139	0	0	0	0	0	20
0	0	0	120	120	98	98	0	0	0	0	20
0	0	0	120	139	98	0	0	0	0	0	20
0	0	0	139	139	139	139	0	0	0	0	20
0	0	0	158	158	0	0	0	0	0	0	20
0	0	0	158	120	0	0	0	0	0	0	20
0	0	0	139	139	139	139	139	0	0	0	20
0	0	0	158	98	98	0	0	0	0	0	20
0	0	0	177	0	0	0	0	0	0	0	20
0	0	0	158	139	139	0	0	0	0	0	20
0	0	0	177	98	98	0	0	0	0	0	20
0	0	0	177	120	0	0	0	0	0	0	20
0	0	0	177	158	0	0	0	0	0	0	20
0	0	0	120	158	98	0	0	0	0	0	20
0	0	0	139	120	120	0	0	0	0	0	20
0	0	0	177	139	139	0	0	0	0	0	20
0	0	0	107	0	0	0	0	0	0	0	21
0	0	0	158	139	139	0	0	0	0	0	21
0	0	0	107	139	139	0	0	0	0	0	21
0	0	0	158	120	139	0	0	0	0	0	21
0	0	0	107	158	0	0	0	0	0	0	21
0	0	0	107	98	98	98	0	0	0	0	21
0	0	0	98	158	177	0	0	0	0	0	21
0	0	0	21	21	0	0	0	0	0	0	21
0	0	0	21	177	177	0	0	0	0	0	21
0	0	0	107	107	0	0	0	0	0	0	21
0	0	0	21	120	120	0	0	0	0	0	21
0	0	0	4	4	0	0	0	0	0	0	21
0	0	0	21	21	107	0	0	0	0	0	21
0	0	0	4	4	139	139	0	0	0	0	21
0	0	0	4	4	98	98	98	0	0	0	21
0	0	0	4	4	21	0	0	0	0	0	21
0	0	0	98	98	177	98	98	0	0	0	21
0	0	0	21	120	158	0	0	0	0	0	21
0	0	0	4	107	107	0	0	0	0	0	21
0	0	0	188	0	0	0	0	0	0	0	22
0	0	0	158	158	4	4	0	0	0	0	22
0	0	0	98	98	188	0	0	0	0	0	22
0	0	0	21	21	139	139	0	0	0	0	22
0	0	0	4	139	177	0	0	0	0	0	22
0	0	0	21	21	188	0	0	0	0	0	22
0	0	0	21	98	107	0	0	0	0	0	22
0	0	0	21	107	158	0	0	0	0	0	22
0	0	0	188	177	0	0	0	0	0	0	22
0	0	0	4	4	4	4	0	0	0	0	22
0	0	0	188	188	139	0	0	0	0	0	22
0	0	0	143	143	0	0	0	0	0	0	22
0	0	0	188	120	0	0	0	0	0	0	22
0	0	0	143	143	139	0	0	0	0	0	22
0	0	0	4	177	158	0	0	0	0	0	22
0	0	0	143	143	158	0	0	0	0	0	22
0	0	0	98	21	4	0	0	0	0	0	22
0	0	0	143	143	120	0	0	0	0	0	22
0	0	0	188	188	0	0	0	0	0	0	22
0	0	0	143	158	158	0	0	0	0	0	22
0	0	0	188	98	98	98	0	0	0	0	22
0	0	0	143	107	107	0	0	0	0	0	22
0	0	0	139	120	177	0	0	0	0	0	22
0	0	0	192	0	0	0	0	0	0	0	22
0	0	0	143	143	177	0	0	0	0	0	22
0	0	0	192	107	0	0	0	0	0	0	22
0	0	0	21	98	188	0	0	0	0	0	22
0	0	0	98	98	192	0	0	0	0	0	22
0	0	0	21	188	158	0	0	0	0	0	22
0	0	0	143	143	192	0	0	0	0	0	22
0	0	0	4	4	4	139	139	0	0	0	22
0	0	0	21	21	192	192	0	0	0	0	22
0	0	0	98	120	192	0	0	0	0	0	22
0	0	0	4	143	107	0	0	0	0	0	22
0	0	0	192	188	0	0	0	0	0	0	22
0	0	0	143	143	143	143	0	0	0	0	22
0	0	0	4	4	4	107	0	0	0	0	22
0	0	0	21	192	158	0	0	0	0	0	22
0	0	0	143	192	158	0	0	0	0	0	22
0	0	0	21	21	107	107	0	0	0	0	22
0	0	0	98	98	98	98	192	0	0	0	22
0	0	0	139	188	192	0	0	0	0	0	22
0	0	0	265	0	0	0	0	0	0	0	23
0	0	0	266	0	0	0	0	0	0	0	23
0	0	0	213	0	0	0	0	0	0	0	20
0	0	0	98	98	213	0	0	0	0	0	20
0	0	0	98	98	98	213	213	0	0	0	20
0	0	0	4	4	4	213	213	0	0	0	22
0	0	0	213	213	213	0	0	0	0	0	20
0	0	0	213	139	139	0	0	0	0	0	21
0	0	0	4	213	0	0	0	0	0	0	22
0	0	0	213	143	0	0	0	0	0	0	22
0	0	0	8	0	0	0	0	0	0	0	21
0	0	0	29	0	0	0	0	0	0	0	21
0	0	0	42	0	0	0	0	0	0	0	21
0	0	0	175	0	0	0	0	0	0	0	21
0	0	0	178	0	0	0	0	0	0	0	21
0	0	0	126	0	0	0	0	0	0	0	21
0	0	0	76	0	0	0	0	0	0	0	22
0	0	0	182	0	0	0	0	0	0	0	22
0	0	0	46	0	0	0	0	0	0	0	22
0	0	0	59	0	0	0	0	0	0	0	22
0	0	0	63	0	0	0	0	0	0	0	22
0	0	0	80	0	0	0	0	0	0	0	22
0	0	0	92	0	0	0	0	0	0	0	22
0	0	0	93	0	0	0	0	0	0	0	22
0	0	0	97	0	0	0	0	0	0	0	0
0	0	0	110	0	0	0	0	0	0	0	0
0	0	0	174	0	0	0	0	0	0	0	0
0	0	0	144	0	0	0	0	0	0	0	0
0	0	0	148	0	0	0	0	0	0	0	0
0	0	0	156	0	0	0	0	0	0	0	0
0	0	0	161	0	0	0	0	0	0	0	0
0	0	0	165	0	0	0	0	0	0	0	0
0	0	0	131	0	0	0	0	0	0	0	0
0	0	0	195	0	0	0	0	0	0	0	0
0	0	0	199	0	0	0	0	0	0	0	0
0	0	0	77	0	0	0	0	0	0	0	24
0	0	0	115	115	0	0	0	0	0	0	24
0	0	0	77	115	115	0	0	0	0	0	24
0	0	0	77	77	0	0	0	0	0	0	24
0	0	0	71	71	0	0	0	0	0	0	24
0	0	0	115	115	115	0	0	0	0	0	24
0	0	0	77	71	71	0	0	0	0	0	24
0	0	0	115	71	0	0	0	0	0	0	24
0	0	0	40	0	0	0	0	0	0	0	24
0	0	0	40	115	115	115	0	0	0	0	24
0	0	0	71	71	71	0	0	0	0	0	24
0	0	0	115	77	71	0	0	0	0	0	24
0	0	0	40	40	0	0	0	0	0	0	24
0	0	0	40	77	71	0	0	0	0	0	24
0	0	0	115	115	115	115	0	0	0	0	24
0	0	0	26	0	0	0	0	0	0	0	24
0	0	0	71	115	115	0	0	0	0	0	24
0	0	0	26	115	115	0	0	0	0	0	24
0	0	0	26	77	0	0	0	0	0	0	24
0	0	0	13	0	0	0	0	0	0	0	24
0	0	0	13	0	0	0	0	0	0	0	24
0	0	0	57	0	0	0	0	0	0	0	25
0	0	0	13	0	0	0	0	0	0	0	24
0	0	0	57	71	0	0	0	0	0	0	25
0	0	0	115	26	26	0	0	0	0	0	25
0	0	0	20	20	0	0	0	0	0	0	25
0	0	0	57	20	0	0	0	0	0	0	25
0	0	0	20	115	115	115	115	0	0	0	25
0	0	0	26	57	20	0	0	0	0	0	25
0	0	0	26	77	77	0	0	0	0	0	25
0	0	0	57	57	0	0	0	0	0	0	25
0	0	0	108	0	0	0	0	0	0	0	25
0	0	0	108	108	0	0	0	0	0	0	25
0	0	0	77	20	20	0	0	0	0	0	25
0	0	0	40	40	40	0	0	0	0	0	25
0	0	0	71	108	26	0	0	0	0	0	25
0	0	0	77	40	40	0	0	0	0	0	25
0	0	0	115	115	115	115	115	0	0	0	25
0	0	0	43	0	0	0	0	0	0	0	25
0	0	0	43	115	115	0	0	0	0	0	25
0	0	0	20	20	20	20	0	0	0	0	25
0	0	0	77	57	0	0	0	0	0	0	25
0	0	0	105	105	0	0	0	0	0	0	25
0	0	0	115	105	40	0	0	0	0	0	25
0	0	0	71	26	43	0	0	0	0	0	25
0	0	0	108	108	115	0	0	0	0	0	25
0	0	0	105	43	0	0	0	0	0	0	25
0	0	0	108	20	20	0	0	0	0	0	25
0	0	0	77	77	115	115	0	0	0	0	25
0	0	0	26	105	105	0	0	0	0	0	25
0	0	0	9	9	0	0	0	0	0	0	26
0	0	0	43	20	20	0	0	0	0	0	26
0	0	0	57	105	0	0	0	0	0	0	26
0	0	0	71	71	71	71	0	0	0	0	26
0	0	0	40	9	26	0	0	0	0	0	26
0	0	0	77	20	20	20	20	0	0	0	26
0	0	0	115	43	43	0	0	0	0	0	26
0	0	0	111	0	0	0	0	0	0	0	26
0	0	0	108	108	20	20	0	0	0	0	26
0	0	0	105	26	77	0	0	0	0	0	26
0	0	0	26	26	26	0	0	0	0	0	26
0	0	0	111	9	9	0	0	0	0	0	26
0	0	0	57	9	108	0	0	0	0	0	26
0	0	0	20	115	115	115	20	0	0	0	26
0	0	0	111	43	0	0	0	0	0	0	26
0	0	0	105	9	26	0	0	0	0	0	26
0	0	0	111	111	20	20	0	0	0	0	26
0	0	0	71	111	77	0	0	0	0	0	26
0	0	0	40	40	43	0	0	0	0	0	26
0	0	0	77	77	71	0	0	0	0	0	26
0	0	0	77	9	20	0	0	0	0	0	26
0	0	0	9	111	111	0	0	0	0	0	26
0	0	0	71	71	20	20	0	0	0	0	26
0	0	0	277	0	0	0	0	0	0	0	27
0	0	0	278	0	0	0	0	0	0	0	27
0	0	0	208	0	0	0	0	0	0	0	24
0	0	0	115	115	208	0	0	0	0	0	24
0	0	0	115	115	115	208	208	0	0	0	24
0	0	0	208	208	208	0	0	0	0	0	24
