flags	race	level	maxhp	maxsp	params1	params2	params3	params4	params5	skill1	skill2	skill3	skill4	skill5	skill6	skill7	skill8	exp	money	itemId1	itemProb1	itemId2	itemProb2	itemId3	itemProb3	itemId4	itemProb4	eventitemEvent	eventitemId	eventitemProb	attackAttr	attackHit	attackPower
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	3	3	88	40	2	5	4	2	2	10	191	0	0	0	0	0	0	23	0	24731	35	24649	10	0	0	0	0	0	0	0	1	70	5
0	3	10	176	50	5	10	8	8	6	20	192	0	0	0	0	0	0	40	0	24732	35	24649	5	24645	5	0	0	0	0	0	1	80	20
0	3	40	458	120	23	26	22	24	23	156	195	196	197	57	60	0	0	710	0	24734	30	24645	5	24646	5	0	0	0	0	0	1	90	20
0	3	35	342	80	20	24	22	23	23	190	191	192	41	44	0	0	0	388	0	24733	35	24645	10	0	0	0	0	0	0	0	1	90	20
0	3	12	160	40	6	12	9	8	7	180	181	56	0	0	0	0	0	55	0	24735	40	24645	5	0	0	0	0	0	0	0	1	70	20
0	3	18	243	50	9	15	12	13	12	180	181	21	23	0	0	0	0	103	0	24736	35	24649	5	24645	5	0	0	0	0	0	1	80	20
0	3	27	284	60	16	19	18	18	17	180	181	182	41	43	0	0	0	256	0	24737	35	24645	10	0	0	0	0	0	0	0	1	90	20
0	3	61	650	125	32	42	32	39	45	185	186	187	58	61	0	0	0	1363	0	24738	30	24637	5	24640	5	0	0	0	0	0	1	90	20
0	3	39	452	120	21	27	25	22	18	220	12	14	187	0	0	0	0	703	0	24739	30	24640	10	24646	5	0	0	0	0	0	1	90	20
0	3	44	469	140	23	34	27	29	26	221	22	24	93	100	0	0	0	927	0	24740	30	24639	10	0	0	0	0	0	0	0	1	90	20
0	3	53	700	160	33	39	32	32	33	223	42	45	115	804	819	0	0	1359	0	24741	30	24646	10	0	0	0	0	0	0	0	1	90	20
0	3	73	957	190	25	76	43	41	41	220	12	15	62	76	185	799	0	2463	0	24742	25	24644	10	24648	10	0	0	0	0	0	1	90	20
0	3	2	83	15	3	2	4	2	2	10	0	0	0	0	0	0	0	18	0	24708	40	24645	5	0	0	0	0	0	0	0	1	60	5
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	4	14	229	40	11	10	10	13	5	110	30	33	0	0	0	0	0	100	0	24743	30	24637	15	0	0	0	0	0	0	0	0	80	20
0	4	20	254	50	14	14	13	16	10	126	71	73	0	0	0	0	0	111	0	24744	40	24649	5	0	0	0	0	0	0	0	0	80	20
0	4	28	277	70	17	21	18	21	14	111	141	31	182	0	0	0	0	263	0	24745	30	24640	15	0	0	0	0	0	0	0	0	90	20
0	4	68	711	120	42	42	38	43	41	114	32	35	196	792	0	0	0	2065	0	24746	30	24642	5	24648	5	0	0	0	0	0	0	90	20
0	4	23	264	40	15	18	18	13	12	31	33	85	91	0	0	0	0	195	0	24747	30	24645	10	0	0	0	0	0	0	0	2	90	20
0	4	38	425	70	20	27	26	20	19	32	34	192	0	0	0	0	0	678	0	24748	30	24649	5	24640	5	0	0	0	0	0	2	90	20
0	4	43	448	90	24	32	28	27	25	156	32	34	802	0	0	0	0	935	0	24749	30	24637	10	0	0	0	0	0	0	0	2	90	20
0	4	50	347	0	52	79	31	35	27	0	0	0	0	0	0	0	0	0	0	24750	0	0	0	0	0	0	0	0	0	0	2	90	20
0	4	41	469	140	22	30	26	23	20	65	101	100	93	72	74	816	0	792	0	24751	30	24646	10	0	0	0	0	0	0	0	1	90	20
0	4	47	468	180	23	33	31	30	31	198	87	91	12	14	0	0	0	1007	0	24752	30	24645	5	24639	5	0	0	0	0	0	1	90	20
0	4	60	700	200	34	49	36	34	41	157	58	61	0	0	0	0	0	1379	0	24753	25	24639	10	24637	5	0	0	0	0	0	1	90	20
0	4	90	553	0	92	99	55	60	48	0	0	0	0	0	0	0	0	0	0	24754	0	0	0	0	0	0	0	0	0	0	1	90	20
0	4	9	142	15	6	7	6	7	5	30	0	0	0	0	0	0	0	28	0	24709	40	24637	5	0	0	0	0	0	0	0	1	70	10
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	5	7	282	15	9	2	8	5	3	125	0	0	0	0	0	0	0	35	0	24755	25	24637	5	0	0	0	0	0	0	0	1	80	25
0	5	21	302	20	19	11	19	9	12	127	180	0	0	0	0	0	0	202	0	24756	30	24637	15	0	0	0	0	0	0	0	1	80	20
0	5	25	321	45	20	17	21	15	12	127	57	60	0	0	0	0	0	276	0	24757	30	24645	5	24649	5	0	0	0	0	0	1	90	20
0	5	68	444	240	39	16	99	38	37	80	206	0	0	0	0	0	0	2149	0	24758	35	24648	10	0	0	0	0	0	0	0	1	90	20
0	5	29	323	40	22	17	22	18	18	141	143	21	818	0	0	0	0	415	0	24759	30	24640	15	0	0	0	0	0	0	0	2	90	20
0	5	39	436	80	25	27	27	24	20	142	41	44	180	181	182	819	0	719	0	24760	30	24646	10	0	0	0	0	0	0	0	2	90	20
0	5	57	630	150	40	32	33	34	33	142	144	42	45	187	205	0	0	1414	0	24761	25	24642	10	24641	5	0	0	0	0	0	2	90	20
0	5	60	399	0	85	47	37	41	33	0	0	0	0	0	0	0	0	0	0	24762	0	0	0	0	0	0	0	0	0	0	2	90	20
0	5	47	506	120	25	35	33	28	27	42	44	185	186	0	0	0	0	1073	0	24763	30	24646	10	0	0	0	0	0	0	0	2	90	30
0	5	58	880	150	39	39	40	28	30	32	35	185	186	802	0	0	0	1475	0	24764	25	24642	15	0	0	0	0	0	0	0	2	90	30
0	5	68	1136	180	42	47	50	36	44	42	45	185	186	187	805	819	0	2201	0	24765	30	24644	10	0	0	0	0	0	0	0	2	90	30
0	5	68	300	0	70	53	84	46	37	0	0	0	0	0	0	0	0	0	0	24766	0	0	0	0	0	0	0	0	0	0	2	90	30
0	5	16	199	50	10	11	10	12	8	56	59	0	0	0	0	0	0	59	0	24710	40	24649	5	0	0	0	0	0	0	0	1	90	20
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	6	6	110	20	7	7	5	3	3	20	0	0	0	0	0	0	0	30	0	24767	20	24645	10	0	0	0	0	0	0	0	1	80	20
0	6	23	267	40	19	18	17	14	8	64	141	128	71	0	0	0	0	208	0	24768	30	24637	10	24640	5	0	0	0	0	0	1	90	20
0	6	37	409	80	24	24	23	21	17	141	143	41	44	0	0	0	0	661	0	24769	30	24637	10	0	0	0	0	0	0	0	1	90	20
0	6	52	610	125	33	33	31	31	29	144	58	61	0	0	0	0	0	1222	0	24770	30	24646	10	0	0	0	0	0	0	0	1	90	20
0	6	12	220	25	8	4	12	6	13	155	85	0	0	0	0	0	0	70	0	24771	35	24649	10	0	0	0	0	0	0	0	1	80	20
0	6	28	288	95	20	16	20	20	15	160	57	59	216	0	0	0	0	382	0	24772	25	24649	10	24637	10	0	0	0	0	0	1	80	20
0	6	53	600	120	30	37	40	25	29	161	22	25	0	0	0	0	0	1264	0	24773	30	24645	5	24642	5	0	0	0	0	0	1	80	10
0	6	25	25	0	25	25	25	25	25	0	0	0	0	0	0	0	0	0	0	24774	0	0	0	0	0	0	0	0	0	0	1	90	10
0	6	36	400	80	19	26	25	20	16	22	24	181	191	0	0	0	0	646	0	24775	35	24640	10	0	0	0	0	0	0	0	0	90	20
0	6	58	800	120	32	44	34	35	36	12	15	185	195	798	0	0	0	1331	0	24776	30	24646	5	24645	5	0	0	0	0	0	0	90	20
0	6	67	855	150	36	51	40	40	41	32	35	187	197	803	0	0	0	2011	0	24777	30	24641	10	24645	5	0	0	0	0	0	0	90	20
0	6	25	25	0	25	25	25	25	25	0	0	0	0	0	0	0	0	0	0	24778	0	0	0	0	0	0	0	0	0	0	0	90	20
0	6	23	252	50	13	17	14	12	11	41	43	191	0	0	0	0	0	178	0	24711	40	24649	5	0	0	0	0	0	0	0	1	90	20
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	7	5	101	15	5	6	4	4	3	155	30	0	0	0	0	0	0	27	0	24779	35	24649	10	0	0	0	0	0	0	0	2	70	20
0	7	20	227	25	12	14	13	14	14	155	140	87	0	0	0	0	0	126	0	24780	35	24645	10	0	0	0	0	0	0	0	2	80	20
0	7	26	293	40	14	20	16	15	20	156	140	91	101	0	0	0	0	289	0	24781	30	24637	15	0	0	0	0	0	0	0	2	90	20
0	7	55	610	60	30	34	30	32	36	148	87	180	181	812	813	0	0	1239	0	24782	25	24639	10	24640	5	0	0	0	0	0	2	90	20
0	7	24	276	100	16	20	17	16	10	87	101	196	11	13	0	0	0	215	0	24783	20	24649	10	24640	10	0	0	0	0	0	1	90	20
0	7	57	600	110	30	30	34	36	32	87	91	102	12	0	0	0	0	1342	0	24784	25	24639	10	24641	5	0	0	0	0	0	1	90	20
0	7	65	879	120	38	43	37	39	45	87	90	12	15	0	0	0	0	1887	0	24785	35	24644	10	0	0	0	0	0	0	0	1	90	20
0	7	75	476	0	77	80	46	51	40	0	0	0	0	0	0	0	0	0	0	24786	0	0	0	0	0	0	0	0	0	0	1	90	20
0	7	14	223	15	13	10	10	10	6	103	155	139	0	0	0	0	0	90	0	24787	30	24649	15	0	0	0	0	0	0	0	2	70	20
0	7	24	245	50	15	19	18	15	12	103	156	143	21	23	0	0	0	238	0	24788	30	24637	10	24640	5	0	0	0	0	0	2	90	20
0	7	64	753	120	42	37	40	37	43	145	15	87	88	796	813	0	0	1825	0	24789	30	24641	10	24637	5	0	0	0	0	0	2	90	20
0	7	69	445	0	71	85	43	47	37	0	0	0	0	0	0	0	0	0	0	24790	0	0	0	0	0	0	0	0	0	0	2	90	20
0	7	31	317	40	18	19	19	21	18	103	180	181	182	0	0	0	0	280	0	24712	35	24649	10	0	0	0	0	0	0	0	1	90	20
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	8	15	283	20	17	3	16	11	7	0	0	0	0	0	0	0	0	121	0	24791	0	0	0	0	0	0	0	0	0	0	1	90	20
0	8	26	270	40	21	12	19	17	16	111	126	113	180	0	0	0	0	305	0	24792	30	24640	10	0	0	0	0	0	0	0	1	90	20
0	8	41	500	60	30	21	28	27	16	130	12	190	0	0	0	0	0	806	0	24793	25	24646	10	24637	5	0	0	0	0	0	1	90	20
0	8	56	590	120	38	35	33	34	28	130	22	25	818	0	0	0	0	1399	0	24794	30	24642	15	0	0	0	0	0	0	0	1	90	20
0	8	34	379	80	23	17	23	20	26	127	128	21	24	818	0	0	0	381	0	24795	35	24640	5	24637	5	0	0	0	0	0	1	80	20
0	8	40	458	100	29	17	27	25	21	142	144	185	0	0	0	0	0	728	0	24796	30	24637	10	24646	5	0	0	0	0	0	2	80	20
0	8	64	775	150	52	30	41	39	40	116	114	185	205	792	0	0	0	1797	0	24797	25	24641	5	24644	5	0	0	0	0	0	0	80	20
0	8	66	430	0	80	52	41	45	36	0	0	0	0	0	0	0	0	0	0	24798	0	0	0	0	0	0	0	0	0	0	0	80	20
0	8	42	598	40	31	22	30	28	26	142	148	141	180	0	0	0	0	988	0	24799	30	24639	5	0	0	0	0	0	0	0	2	90	30
0	8	54	640	120	35	35	34	31	30	142	144	12	15	206	798	0	0	1341	0	24800	25	24642	15	24646	5	0	0	0	0	0	2	90	30
0	8	73	1232	150	63	31	51	45	37	146	148	196	205	796	0	0	0	2445	0	24801	25	24641	10	24648	10	0	0	0	0	0	2	90	30
0	8	96	500	0	77	77	77	77	77	0	0	0	0	0	0	0	0	0	0	24802	0	0	0	0	0	0	0	0	0	0	2	90	30
0	8	36	390	50	23	19	23	22	17	126	128	0	0	0	0	0	0	628	0	24713	35	24649	5	24645	5	0	0	0	0	0	1	90	20
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	9	31	322	80	35	6	22	19	17	111	57	60	792	0	0	0	0	307	0	24803	35	24640	10	0	0	0	0	0	0	0	0	90	40
0	9	48	479	100	35	25	32	31	28	112	114	196	0	0	0	0	0	1083	0	24804	25	24646	5	24642	5	0	0	0	0	0	0	90	40
0	9	61	600	110	47	34	39	35	38	62	112	117	42	0	0	0	0	1525	0	24805	25	24642	10	24649	5	0	0	0	0	0	0	90	40
0	9	64	1002	120	46	40	45	36	39	118	22	25	186	792	801	818	0	1931	0	24806	30	24641	10	24642	5	0	0	0	0	0	0	90	40
0	9	10	170	50	6	11	7	7	6	10	13	20	23	0	0	0	0	35	0	24807	35	24645	5	24637	5	0	0	0	0	0	1	70	20
0	9	17	221	50	10	14	14	9	11	41	31	43	33	0	0	0	0	97	0	24808	35	24637	5	24645	5	0	0	0	0	0	1	80	20
0	9	17	177	0	19	14	12	14	10	0	0	0	0	0	0	0	0	0	0	24809	0	0	0	0	0	0	0	0	0	0	1	90	20
0	9	65	721	190	35	49	38	37	40	62	76	61	75	0	0	0	0	1833	0	24810	30	24646	10	24639	5	0	0	0	0	0	1	90	10
0	9	46	483	80	30	31	30	29	25	121	42	32	44	34	819	0	0	1022	0	24811	30	24639	10	0	0	0	0	0	0	0	0	90	30
0	9	63	550	120	46	46	56	33	33	118	117	25	45	792	819	818	0	1711	0	24812	30	24642	10	0	0	0	0	0	0	0	0	90	30
0	9	74	1376	180	75	75	99	37	37	117	42	32	45	35	792	805	803	2722	0	24813	25	24641	10	24648	10	0	0	0	0	0	0	90	10
0	9	77	300	0	79	60	99	52	41	0	0	0	0	0	0	0	0	0	0	24814	0	0	0	0	0	0	0	0	0	0	0	90	10
0	9	64	601	120	39	41	34	36	42	42	195	196	0	0	0	0	0	2102	0	24714	35	24645	5	24641	5	0	0	0	0	0	1	90	10
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	10	11	192	40	8	10	8	10	4	110	10	13	0	0	0	0	0	50	0	24815	40	24637	5	0	0	0	0	0	0	0	0	80	20
0	10	16	214	50	11	13	11	14	6	11	13	0	0	0	0	0	0	77	0	24816	35	24637	10	0	0	0	0	0	0	0	0	90	20
0	10	32	329	80	17	24	20	22	20	21	24	818	0	0	0	0	0	328	0	24817	35	24637	10	0	0	0	0	0	0	0	0	90	20
0	10	64	711	120	37	44	35	40	40	12	15	93	94	0	0	0	0	1739	0	24818	35	24640	5	24642	5	0	0	0	0	0	0	90	20
0	10	13	231	30	5	16	12	9	10	64	70	0	0	0	0	0	0	78	0	24819	35	24645	10	0	0	0	0	0	0	0	1	70	20
0	10	22	278	40	7	20	18	13	15	64	71	0	0	0	0	0	0	176	0	24820	35	24640	10	0	0	0	0	0	0	0	1	80	20
0	10	38	382	140	19	31	23	24	24	100	93	31	816	0	0	0	0	437	0	24821	30	24640	10	24646	5	0	0	0	0	0	1	80	30
0	10	36	275	0	38	57	23	26	20	0	0	0	0	0	0	0	0	0	0	24822	0	0	0	0	0	0	0	0	0	0	1	80	30
0	10	42	437	120	20	31	27	28	27	12	72	14	74	195	196	0	0	918	0	24823	30	24646	10	0	0	0	0	0	0	0	1	80	20
0	10	59	650	140	30	45	35	37	37	198	72	75	0	0	0	0	0	1341	0	24824	30	24642	10	0	0	0	0	0	0	0	1	80	20
0	10	69	1002	200	37	47	40	41	49	65	72	75	198	0	0	0	0	2185	0	24825	30	24639	5	24642	5	0	0	0	0	0	1	90	20
0	10	76	481	0	78	90	47	51	41	0	0	0	0	0	0	0	0	0	0	24826	0	0	0	0	0	0	0	0	0	0	1	80	20
0	10	58	550	120	35	35	33	35	40	42	45	103	196	0	0	0	0	1203	0	24715	30	24642	5	24649	5	0	0	0	0	0	1	90	10
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	11	16	202	66	12	12	14	7	10	64	125	21	85	160	185	0	0	82	0	24827	35	24645	5	24649	5	0	0	0	0	0	1	80	20
0	11	63	500	70	47	30	40	37	42	132	127	115	144	210	211	0	0	1535	0	24828	25	24646	10	24639	5	0	0	0	0	0	1	90	30
0	11	67	435	0	69	52	41	46	36	0	0	0	0	0	0	0	0	0	0	24829	0	0	0	0	0	0	0	0	0	0	1	90	10
0	11	70	1093	80	44	43	43	40	44	116	131	146	792	794	796	0	0	2211	0	24830	25	24644	10	24641	10	0	0	0	0	0	1	90	30
0	11	33	338	60	20	17	21	21	27	85	87	89	91	93	95	0	0	335	0	24831	30	24645	10	24640	5	0	0	0	0	0	1	80	30
0	11	60	660	140	40	30	40	37	50	100	93	90	95	126	114	0	0	1480	0	24832	25	24646	10	24645	5	0	0	0	0	0	1	90	30
0	11	65	904	77	39	41	42	37	99	65	51	72	58	821	822	0	0	1899	0	24833	35	24644	5	24648	5	0	0	0	0	0	1	90	30
0	11	66	430	0	68	80	41	30	45	0	0	0	0	0	0	0	0	0	0	24834	0	0	0	0	0	0	0	0	0	0	1	90	10
0	11	45	445	120	25	33	28	32	27	50	58	60	215	0	0	0	0	958	0	24835	25	24640	10	24646	5	0	0	0	0	0	0	90	30
0	11	61	700	140	38	46	30	42	38	32	35	210	211	0	0	0	0	1400	0	24836	30	24641	5	24642	5	0	0	0	0	0	0	90	30
0	11	67	778	160	42	45	38	43	39	22	25	79	185	800	0	0	0	1931	0	24837	25	24644	10	24641	10	0	0	0	0	0	0	90	30
0	11	71	456	0	73	55	44	48	38	0	0	0	0	0	0	0	0	0	0	24838	0	0	0	0	0	0	0	0	0	0	0	90	30
0	11	52	600	120	30	34	29	30	33	195	196	197	0	0	0	0	0	1121	0	24716	30	24642	5	24649	5	0	0	0	0	0	1	90	20
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	12	45	467	90	33	22	29	30	28	112	120	114	205	792	0	0	0	738	0	24839	25	24639	10	24646	5	0	0	0	0	0	0	90	30
0	12	52	630	150	38	25	32	33	30	112	119	114	205	792	0	0	0	1243	0	24840	30	24645	5	24639	5	0	0	0	0	0	0	90	30
0	12	66	900	180	48	41	46	41	38	116	117	75	188	0	0	0	0	2001	0	24841	30	24639	10	24642	5	0	0	0	0	0	0	90	30
0	12	95	579	0	99	74	58	63	51	0	0	0	0	0	0	0	0	0	0	24842	0	0	0	0	0	0	0	0	0	0	0	90	30
0	12	70	450	0	89	55	43	48	38	0	0	0	0	0	0	0	0	0	0	24843	0	0	0	0	0	0	0	0	0	0	1	90	10
0	12	19	273	40	18	8	16	11	11	126	180	0	0	0	0	0	0	144	0	24844	35	24645	5	24637	5	0	0	0	0	0	1	95	60
0	12	35	560	50	28	18	25	21	2	127	128	0	0	0	0	0	0	521	0	24845	35	24640	5	24637	5	0	0	0	0	0	1	95	30
0	12	36	275	0	76	29	23	26	20	0	0	0	0	0	0	0	0	0	0	24846	0	0	0	0	0	0	0	0	0	0	1	90	10
0	12	12	281	40	16	6	11	10	5	133	125	180	0	0	0	0	0	80	0	24847	30	24649	10	24637	5	0	0	0	0	0	1	80	20
0	12	23	285	50	18	10	16	15	17	126	125	128	41	43	0	0	0	222	0	24848	30	24640	15	0	0	0	0	0	0	0	1	90	20
0	12	54	650	75	36	31	32	34	31	127	72	86	180	0	0	0	0	1310	0	24849	25	24642	10	24637	5	0	0	0	0	0	1	90	20
0	12	76	481	0	90	59	47	51	41	0	0	0	0	0	0	0	0	0	0	24850	0	0	0	0	0	0	0	0	0	0	1	90	20
0	12	42	420	40	29	22	26	27	26	141	180	0	0	0	0	0	0	885	0	24717	35	24649	5	0	0	0	0	0	0	0	1	90	30
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	13	37	380	40	29	29	24	20	16	129	11	71	0	0	0	0	0	463	0	24851	30	24640	15	0	0	0	0	0	0	0	1	90	20
0	13	49	373	50	37	24	33	31	29	127	129	785	0	0	0	0	0	1119	0	24852	25	24639	10	0	0	0	0	0	0	0	1	90	20
0	13	63	704	120	42	42	39	33	39	127	130	12	15	0	0	0	0	1644	0	24853	30	24642	5	0	0	0	0	0	0	0	1	90	20
0	13	69	1174	180	49	43	42	35	35	131	188	205	781	0	0	0	0	2144	0	24854	30	24641	5	24648	5	0	0	0	0	0	1	90	20
0	13	39	410	75	32	20	26	24	22	127	129	95	196	205	0	0	0	504	0	24855	35	24646	10	0	0	0	0	0	0	0	1	90	20
0	13	62	954	50	54	37	33	35	34	127	115	130	103	0	0	0	0	1602	0	24856	30	24642	10	0	0	0	0	0	0	0	1	90	20
0	13	70	2398	250	38	77	38	39	42	80	12	22	42	32	206	738	0	2313	0	24857	30	24648	10	0	0	0	0	0	0	0	1	90	20
