id	en	jp	cn	tw	ko	gr	es	fr	it
ITEMMANANAME_032	Fire Burst II	火炎バーストⅡ	火焰爆发Ⅱ	火焰爆發II	화염 버스트II	Feuerschub II	Explosión fuego II	Élan feu I	Impeto Fuoco 2
ITEMMANANAME_033	Fire Burst III	火炎バーストⅢ	火焰爆发Ⅲ	火焰爆發III	화염 버스트III	Feuerschub III	Explosión fuego III	Élan feu I	Impeto Fuoco 3
ITEMMANANAME_034	Fire Seal	火炎封印付与	火焰封印赋予	火焰附加封印	화염 봉인 부여	Feuersiegel	Fuego sellado	Infliction feu Sceau	Blocco Fuoco
ITEMMANANAME_035	Fire Ferocity	火炎クリティカル化	火焰暴击化	火焰暴擊化	화염 크리티컬화	Wildes Feuer	Fuego feroz	Coup critique feu	Fuoco critico
ITEMMANANAME_036	Piercing Fire	火炎貫通	火焰贯穿	火焰貫穿	화염 관통	Durchbohrende Flamme	Fuego perforador	Transpercement feu	Perforazione Fuoco
ITEMMANANAME_037	Fire Stacker	火炎スタック効率化	火焰堆叠高效化	火焰Stack效率化	화염 스택 효율화	Feuerkombo	Fuego encadenado	Efficacité combo feu	Combo Fuoco
ITEMMANANAME_038	Ice Augment I	氷結威力アップⅠ	冰冻威力提升Ⅰ	冰凍威力提升I	빙결 위력 상승I	Eisstärkung I	Poder hielo I	Effet glace I	Aumento Ghiaccio 1
ITEMMANANAME_039	Ice Augment II	氷結威力アップⅡ	冰冻威力提升Ⅱ	冰凍威力提升II	빙결 위력 상승II	Eisstärkung II	Poder hielo II	Effet glace II	Aumento Ghiaccio 2
ITEMMANANAME_040	Ice Augment III	氷結威力アップⅢ	冰冻威力提升Ⅲ	冰凍威力提升III	빙결 위력 상승III	Eisstärkung III	Poder hielo III	Effet glace III	Aumento Ghiaccio 3
ITEMMANANAME_041	Ice Augment IV	氷結威力アップⅣ	冰冻威力提升Ⅳ	冰凍威力提升IV	빙결 위력 상승IV	Eisstärkung IV	Poder hielo IV	Effet glace IV	Aumento Ghiaccio 4
ITEMMANANAME_042	Ice Augment V	氷結威力アップⅤ	冰冻威力提升Ⅴ	冰凍威力提升V	빙결 위력 상승V	Eisstärkung V	Poder hielo V	Effet glace V	Aumento Ghiaccio 5
ITEMMANANAME_043	Ice Augment VI	氷結威力アップⅥ	冰冻威力提升Ⅵ	冰凍威力提升VI	빙결 위력 상승VI	Eisstärkung VI	Poder hielo VI	Effet glace VI	Aumento Ghiaccio 6
ITEMMANANAME_044	Ice Augment VII	氷結威力アップⅦ	冰冻威力提升Ⅶ	冰凍威力提升VII	빙결 위력 상승VII	Eisstärkung VII	Poder hielo VII	Effet glace VII	Aumento Ghiaccio 7
ITEMMANANAME_045	Ice Augment VIII	氷結威力アップⅧ	冰冻威力提升Ⅷ	冰凍威力提升VIII	빙결 위력 상승VIII	Eisstärkung VIII	Poder hielo VIII	Effet glace VIII	Aumento Ghiaccio 8
ITEMMANANAME_046	Ice Augment IX	氷結威力アップⅨ	冰冻威力提升Ⅸ	冰凍威力提升IX	빙결 위력 상승IX	Eisstärkung IX	Poder hielo IX	Effet glace IX	Aumento Ghiaccio 9
ITEMMANANAME_047	Ice Augment X	氷結威力アップⅩ	冰冻威力提升Ⅹ	冰凍威力提升X	빙결 위력 상승X	Eisstärkung X	Poder hielo X	Effet glace X	Aumento Ghiaccio 10
ITEMMANANAME_048	Ice Augment XI	氷結威力アップⅪ	冰冻威力提升Ⅺ	冰凍威力提升XI	빙결 위력 상승XI	Eisstärkung XI	Poder hielo XI	Effet glace XI	Aumento Ghiaccio 11
ITEMMANANAME_049	Ice Augment XII	氷結威力アップⅫ	冰冻威力提升Ⅻ	冰凍威力提升XII	빙결 위력 상승XII	Eisstärkung XII	Poder hielo XII	Effet glace XII	Aumento Ghiaccio 12
ITEMMANANAME_050	Ice Arcana I	氷結MPダウンⅠ	冰冻MP消耗降低Ⅰ	冰凍MP降低I	빙결 MP 감소I	Eis-Arkana I	Arcana hielo I	Réduction PM glace I	Arcana Ghiaccio 1
ITEMMANANAME_051	Ice Arcana II	氷結MPダウンⅡ	冰冻MP消耗降低Ⅱ	冰凍MP降低II	빙결 MP 감소II	Eis-Arkana II	Arcana hielo II	Réduction PM glace II	Arcana Ghiaccio 2
ITEMMANANAME_052	Ice Arcana III	氷結MPダウンⅢ	冰冻MP消耗降低Ⅲ	冰凍MP降低III	빙결 MP 감소III	Eis-Arkana III	Arcana hielo III	Réduction PM glace III	Arcana Ghiaccio 3
ITEMMANANAME_053	Ice Arcana IV	氷結MPダウンⅣ	冰冻MP消耗降低Ⅳ	冰凍MP降低IV	빙결 MP 감소IV	Eis-Arkana IV	Arcana hielo IV	Réduction PM glace IV	Arcana Ghiaccio 4
ITEMMANANAME_054	Ice Arcana V	氷結MPダウンⅤ	冰冻MP消耗降低Ⅴ	冰凍MP降低V	빙결 MP 감소V	Eis-Arkana V	Arcana hielo V	Réduction PM glace V	Arcana Ghiaccio 5
ITEMMANANAME_055	Ice Arcana VI	氷結MPダウンⅥ	冰冻MP消耗降低Ⅵ	冰凍MP降低VI	빙결 MP 감소VI	Eis-Arkana VI	Arcana hielo VI	Réd. PM glace VI	Arcana Ghiaccio 6
ITEMMANANAME_056	Ice Arcana VII	氷結MPダウンⅦ	冰冻MP消耗降低Ⅶ	冰凍MP降低VII	빙결 MP 감소VII	Eis-Arkana VII	Arcana hielo VII	Réd. PM glace VII	Arcana Ghiaccio 7
ITEMMANANAME_057	Ice Arcana VIII	氷結MPダウンⅧ	冰冻MP消耗降低Ⅷ	冰凍MP降低VIII	빙결 MP 감소VIII	Eis-Arkana VIII	Arcana hielo VIII	Réd. PM glace VIII	Arcana Ghiaccio 8
ITEMMANANAME_058	Ice Arcana IX	氷結MPダウンⅨ	冰冻MP消耗降低Ⅸ	冰凍MP降低IX	빙결 MP 감소IX	Eis-Arkana IX	Arcana hielo IX	Réd. PM glace IX	Arcana Ghiaccio 9
ITEMMANANAME_059	Ice Boost I	氷結ブースターⅠ	冰冻强化Ⅰ	冰凍強化I	빙결 부스터I	Eis-Boost I	Potencia hielo I	Boost glace I	Potenzia Ghiaccio 1
ITEMMANANAME_060	Ice Boost II	氷結ブースターⅡ	冰冻强化Ⅱ	冰凍強化II	빙결 부스터II	Eis-Boost II	Potencia hielo II	Boost glace II	Potenzia Ghiaccio 2
ITEMMANANAME_061	Ice Boost III	氷結ブースターⅢ	冰冻强化Ⅲ	冰凍強化III	빙결 부스터III	Eis-Boost III	Potencia hielo III	Boost glace III	Potenzia Ghiaccio 3
ITEMMANANAME_062	Ice Boost IV	氷結ブースターⅣ	冰冻强化Ⅳ	冰凍強化IV	빙결 부스터IV	Eis-Boost IV	Potencia hielo IV	Boost glace IV	Potenzia Ghiaccio 4
ITEMMANANAME_063	Ice Boost V	氷結ブースターⅤ	冰冻强化Ⅴ	冰凍強化V	빙결 부스터V	Eis-Boost V	Potencia hielo V	Boost glace V	Potenzia Ghiaccio 5
ITEMMANANAME_064	Ice Boost VI	氷結ブースターⅥ	冰冻强化Ⅵ	冰凍強化VI	빙결 부스터VI	Eis-Boost VI	Potencia hielo VI	Boost glace VI	Potenzia Ghiaccio 6
ITEMMANANAME_065	Ice Boost VII	氷結ブースターⅦ	冰冻强化Ⅶ	冰凍強化VII	빙결 부스터VII	Eis-Boost VII	Potencia hielo VII	Boost glace VII	Potenzia Ghiaccio 7
ITEMMANANAME_066	Ice Boost VIII	氷結ブースターⅧ	冰冻强化Ⅷ	冰凍強化VIII	빙결 부스터VIII	Eis-Boost VIII	Potencia hielo VIII	Boost glace VIII	Potenzia Ghiaccio 8
ITEMMANANAME_067	Ice Boost IX	氷結ブースターⅨ	冰冻强化Ⅸ	冰凍強化IX	빙결 부스터IX	Eis-Boost IX	Potencia hielo IX	Boost glace IX	Potenzia Ghiaccio 9
ITEMMANANAME_068	Ice Burst I	氷結バーストⅠ	冰冻爆发Ⅰ	冰凍爆發I	빙결 버스트I	Eisschub I	Explosión hielo I	Élan glace I	Impeto Ghiaccio 1
ITEMMANANAME_069	Ice Burst II	氷結バーストⅡ	冰冻爆发Ⅱ	冰凍爆發II	빙결 버스트II	Eisschub II	Explosión hielo II	Élan glace I	Impeto Ghiaccio 2
ITEMMANANAME_070	Ice Burst III	氷結バーストⅢ	冰冻爆发Ⅲ	冰凍爆發III	빙결 버스트III	Eisschub III	Explosión hielo III	Élan glace I	Impeto Ghiaccio 3
ITEMMANANAME_071	Ice Slumber	氷結睡眠付与	冰冻睡眠赋予	冰凍附加睡眠	빙결 수면 부여	Eisschlummer	Hielo somnoliento	Sommeil glacial	Sonno Ghiaccio
ITEMMANANAME_072	Ice Ferocity	氷結クリティカル化	冰冻暴击化	冰凍暴擊化	빙결 크리티컬화	Wildes Eis	Hielo feroz	Coup critique glace	Ghiaccio critico
ITEMMANANAME_073	Piercing Cold	氷結貫通	冰冻贯穿	冰凍貫穿	빙결 관통	Durchbohrende Kälte	Hielo perforador	Transpercement glace	Perforazione Ghiaccio
ITEMMANANAME_074	Ice Stacker	氷結スタック効率化	冰冻堆叠高效化	冰凍Stack效率化	빙결 스택 효율화	Eiskombo	Hielo encadenado	Efficacité glace	Combo Ghiaccio
ITEMMANANAME_075	Elec Augment I	電撃威力アップⅠ	电击威力提升Ⅰ	電擊威力提升I	전격 위력 상승I	Elektrostärkung I	Poder elec. I	Effet foudre I	Aumento Elettr. 1
ITEMMANANAME_076	Elec Augment II	電撃威力アップⅡ	电击威力提升Ⅱ	電擊威力提升II	전격 위력 상승II	Elektrostärkung II	Poder elec. II	Effet foudre II	Aumento Elettr. 2
ITEMMANANAME_077	Elec Augment III	電撃威力アップⅢ	电击威力提升Ⅲ	電擊威力提升III	전격 위력 상승III	Elektrostärkung III	Poder elec. III	Effet foudre III	Aumento Elettr. 3
ITEMMANANAME_078	Elec Augment IV	電撃威力アップⅣ	电击威力提升Ⅳ	電擊威力提升IV	전격 위력 상승IV	Elektrostärkung IV	Poder elec. IV	Effet foudre IV	Aumento Elettr. 4
ITEMMANANAME_079	Elec Augment V	電撃威力アップⅤ	电击威力提升Ⅴ	電擊威力提升V	전격 위력 상승V	Elektrostärkung V	Poder elec. V	Effet foudre V	Aumento Elettr. 5
ITEMMANANAME_080	Elec Augment VI	電撃威力アップⅥ	电击威力提升Ⅵ	電擊威力提升VI	전격 위력 상승VI	Elektrostärkung VI	Poder elec. VI	Effet foudre VI	Aumento Elettr. 6
ITEMMANANAME_081	Elec Augment VII	電撃威力アップⅦ	电击威力提升Ⅶ	電擊威力提升VII	전격 위력 상승VII	Elektrostärkung VII	Poder elec. VII	Effet foudre VII	Aumento Elettr. 7
ITEMMANANAME_082	Elec Augment VIII	電撃威力アップⅧ	电击威力提升Ⅷ	電擊威力提升VIII	전격 위력 상승VIII	Elektrostärkung VIII	Poder elec. VIII	Effet foudre VIII	Aumento Elettr. 8
ITEMMANANAME_083	Elec Augment IX	電撃威力アップⅨ	电击威力提升Ⅸ	電擊威力提升IX	전격 위력 상승IX	Elektrostärkung IX	Poder elec. IX	Effet foudre IX	Aumento Elettr. 9
ITEMMANANAME_084	Elec Augment X	電撃威力アップⅩ	电击威力提升Ⅹ	電擊威力提升X	전격 위력 상승Ⅹ	Elektrostärkung X	Poder elec. X	Effet foudre X	Aumento Elettr. 10
ITEMMANANAME_085	Elec Augment XI	電撃威力アップⅪ	电击威力提升Ⅺ	電擊威力提升XI	전격 위력 상승XI	Elektrostärkung XI	Poder elec. XI	Effet foudre XI	Aumento Elettr. 11
ITEMMANANAME_086	Elec Augment XII	電撃威力アップⅫ	电击威力提升Ⅻ	電擊威力提升XII	전격 위력 상승XII	Elektrostärkung XII	Poder elec. XII	Effet foudre XII	Aumento Elettr. 12
ITEMMANANAME_087	Elec Arcana I	電撃MPダウンⅠ	电击MP消耗降低Ⅰ	電擊MP降低I	전격 MP 감소I	Elektro-Arkana I	Arcana elec. I	Réduction PM foudre I	Arcana Elettr. 1
ITEMMANANAME_088	Elec Arcana II	電撃MPダウンⅡ	电击MP消耗降低Ⅱ	電擊MP降低II	전격 MP 감소II	Elektro-Arkana II	Arcana elec. II	Réduction PM foudre II	Arcana Elettr. 2
ITEMMANANAME_089	Elec Arcana III	電撃MPダウンⅢ	电击MP消耗降低Ⅲ	電擊MP降低III	전격 MP 감소III	Elektro-Arkana III	Arcana elec. III	Réd. PM foudre III	Arcana Elettr. 3
ITEMMANANAME_090	Elec Arcana IV	電撃MPダウンⅣ	电击MP消耗降低Ⅳ	電擊MP降低IV	전격 MP 감소IV	Elektro-Arkana IV	Arcana elec. IV	Réduction PM foudre IV	Arcana Elettr. 4
ITEMMANANAME_091	Elec Arcana V	電撃MPダウンⅤ	电击MP消耗降低Ⅴ	電擊MP降低V	전격 MP 감소V	Elektro-Arkana V	Arcana elec. V	Réduction PM foudre V	Arcana Elettr. 5
ITEMMANANAME_092	Elec Arcana VI	電撃MPダウンⅥ	电击MP消耗降低Ⅵ	電擊MP降低VI	전격 MP 감소VI	Elektro-Arkana VI	Arcana elec. VI	Réduction PM foudre VI	Arcana Elettr. 6
ITEMMANANAME_093	Elec Arcana VII	電撃MPダウンⅦ	电击MP消耗降低Ⅶ	電擊MP降低VII	전격 MP 감소VII	Elektro-Arkana VII	Arcana elec. VII	Réd. PM foudre VII	Arcana Elettr. 7
ITEMMANANAME_094	Elec Arcana VIII	電撃MPダウンⅧ	电击MP消耗降低Ⅷ	電擊MP降低VIII	전격 MP 감소VIII	Elektro-Arkana VIII	Arcana elec. VIII	Réd. PM foudre VIII	Arcana Elettr. 8
ITEMMANANAME_095	Elec Arcana IX	電撃MPダウンⅨ	电击MP消耗降低Ⅸ	電擊MP降低IX	전격 MP 감소IX	Elektro-Arkana IX	Arcana elec. IX	Réduction PM foudre IX	Arcana Elettr. 9
ITEMMANANAME_096	Elec Boost I	電撃ブースターⅠ	电击强化Ⅰ	電擊強化I	전격 부스터I	Elektro-Boost I	Potencia elec. I	Boost foudre I	Potenzia Elettr. 1
ITEMMANANAME_097	Elec Boost II	電撃ブースターⅡ	电击强化Ⅱ	電擊強化II	전격 부스터II	Elektro-Boost II	Potencia elec. II	Boost foudre II	Potenzia Elettr. 2
ITEMMANANAME_098	Elec Boost III	電撃ブースターⅢ	电击强化Ⅲ	電擊強化III	전격 부스터III	Elektro-Boost III	Potencia elec. III	Boost foudre III	Potenzia Elettr. 3
ITEMMANANAME_099	Elec Boost IV	電撃ブースターⅣ	电击强化Ⅳ	電擊強化IV	전격 부스터IV	Elektro-Boost IV	Potencia elec. IV	Boost foudre IV	Potenzia Elettr. 4
ITEMMANANAME_100	Elec Boost V	電撃ブースターⅤ	电击强化Ⅴ	電擊強化V	전격 부스터V	Elektro-Boost V	Potencia elec. V	Boost foudre V	Potenzia Elettr. 5
ITEMMANANAME_101	Elec Boost VI	電撃ブースターⅥ	电击强化Ⅵ	電擊強化VI	전격 부스터VI	Elektro-Boost VI	Potencia elec. VI	Boost foudre VI	Potenzia Elettr. 6
ITEMMANANAME_102	Elec Boost VII	電撃ブースターⅦ	电击强化Ⅶ	電擊強化VII	전격 부스터VII	Elektro-Boost VII	Potencia elec. VII	Boost foudre VII	Potenzia Elettr. 7
ITEMMANANAME_103	Elec Boost VIII	電撃ブースターⅧ	电击强化Ⅷ	電擊強化VIII	전격 부스터VIII	Elektro-Boost VIII	Potencia elec. VIII	Boost foudre VIII	Potenzia Elettr. 8
ITEMMANANAME_104	Elec Boost IX	電撃ブースターⅨ	电击强化Ⅸ	電擊強化IX	전격 부스터IX	Elektro-Boost IX	Potencia elec. IX	Boost foudre IX	Potenzia Elettr. 9
ITEMMANANAME_105	Elec Burst I	電撃バーストⅠ	电击爆发Ⅰ	電擊爆發I	전격 버스트I	Elektroschub I	Explosión elec. I	Élan foudre I	Impeto Elettr. 1
ITEMMANANAME_106	Elec Burst II	電撃バーストⅡ	电击爆发Ⅱ	電擊爆發II	전격 버스트II	Elektroschub II	Explosión elec. II	Élan foudre II	Impeto Elettr. 2
ITEMMANANAME_107	Elec Burst III	電撃バーストⅢ	电击爆发Ⅲ	電擊爆發III	전격 버스트III	Elektroschub III	Explosión elec. III	Élan foudre III	Impeto Elettr. 3
ITEMMANANAME_108	Elec Paralysis	電撃麻痺付与	电击麻痹赋予	電擊附加麻痺	전격 마비 부여	Elektrolähmung	Elec. paralizadora	Paralysie foudre	Folgorazione Elettr.
ITEMMANANAME_109	Elec Ferocity	電撃クリティカル化	电击暴击化	電擊暴擊化	전격 크리티컬화	Wilde Elektrizität	Elec. feroz	Coup critique foudre	Elettr. critico
ITEMMANANAME_110	Piercing Volt	電撃貫通	电击贯穿	電擊貫穿	전격 관통	Durchbohrender Blitz	Elec. perforadora	Foudre perçante	Perforaz. Elettr.
ITEMMANANAME_111	Elec Stacker	電撃スタック効率化	电击堆叠高效化	電擊Stack效率化	전격 스택 효율화	Elektrokombo	Elec. encadenada	Efficacité foudre	Combo Elettricità
ITEMMANANAME_112	Force Augment I	衝撃威力アップⅠ	冲击威力提升Ⅰ	衝擊威力提升I	충격 위력 상승I	Kraftstärkung I	Poder fuerza I	Effet choc I	Aumento Forza 1
ITEMMANANAME_113	Force Augment II	衝撃威力アップⅡ	冲击威力提升Ⅱ	衝擊威力提升II	충격 위력 상승II	Kraftstärkung II	Poder fuerza II	Effet choc II	Aumento Forza 2
ITEMMANANAME_114	Force Augment III	衝撃威力アップⅢ	冲击威力提升Ⅲ	衝擊威力提升III	충격 위력 상승III	Kraftstärkung III	Poder fuerza III	Effet choc III	Aumento Forza 3
ITEMMANANAME_115	Force Augment IV	衝撃威力アップⅣ	冲击威力提升Ⅳ	衝擊威力提升IV	충격 위력 상승IV	Kraftstärkung IV	Poder fuerza IV	Effet choc IV	Aumento Forza 4
ITEMMANANAME_116	Force Augment V	衝撃威力アップⅤ	冲击威力提升Ⅴ	衝擊威力提升V	충격 위력 상승V	Kraftstärkung V	Poder fuerza V	Effet choc V	Aumento Forza 5
ITEMMANANAME_117	Force Augment VI	衝撃威力アップⅥ	冲击威力提升Ⅵ	衝擊威力提升VI	충격 위력 상승VI	Kraftstärkung VI	Poder fuerza VI	Effet choc VI	Aumento Forza 6
ITEMMANANAME_118	Force Augment VII	衝撃威力アップⅦ	冲击威力提升Ⅶ	衝擊威力提升VII	충격 위력 상승VII	Kraftstärkung VII	Poder fuerza VII	Effet choc VII	Aumento Forza 7
ITEMMANANAME_119	Force Augment VIII	衝撃威力アップⅧ	冲击威力提升Ⅷ	衝擊威力提升VIII	충격 위력 상승VIII	Kraftstärkung VIII	Poder fuerza VIII	Effet choc VIII	Aumento Forza 8
ITEMMANANAME_120	Force Augment IX	衝撃威力アップⅨ	冲击威力提升Ⅸ	衝擊威力提升IX	충격 위력 상승IX	Kraftstärkung IX	Poder fuerza IX	Effet choc IX	Aumento Forza 9
ITEMMANANAME_121	Force Augment X	衝撃威力アップⅩ	冲击威力提升Ⅹ	衝擊威力提升X	충격 위력 상승X	Kraftstärkung X	Poder fuerza X	Effet choc X	Aumento Forza 10
ITEMMANANAME_122	Force Augment XI	衝撃威力アップⅪ	冲击威力提升Ⅺ	衝擊威力提升XI	충격 위력 상승XI	Kraftstärkung XI	Poder fuerza XI	Effet choc XI	Aumento Forza 11
ITEMMANANAME_123	Force Augment XII	衝撃威力アップⅫ	冲击威力提升Ⅻ	衝擊威力提升XII	충격 위력 상승XII	Kraftstärkung XII	Poder fuerza XII	Effet choc XII	Aumento Forza 12
ITEMMANANAME_124	Force Arcana I	衝撃MPダウンⅠ	冲击MP消耗降低Ⅰ	衝擊MP降低I	충격 MP 감소I	Kraft-Arkana I	Arcana fuerza I	Réduction PM choc I	Arcana Forza 1
ITEMMANANAME_125	Force Arcana II	衝撃MPダウンⅡ	冲击MP消耗降低Ⅱ	衝擊MP降低II	충격 MP 감소II	Kraft-Arkana II	Arcana fuerza II	Réduction PM choc II	Arcana Forza 2
ITEMMANANAME_126	Force Arcana III	衝撃MPダウンⅢ	冲击MP消耗降低Ⅲ	衝擊MP降低III	충격 MP 감소III	Kraft-Arkana III	Arcana fuerza III	Réd. PM choc III	Arcana Forza 3
ITEMMANANAME_127	Force Arcana IV	衝撃MPダウンⅣ	冲击MP消耗降低Ⅳ	衝擊MP降低IV	충격 MP 감소IV	Kraft-Arkana IV	Arcana fuerza IV	Réduction PM choc IV	Arcana Forza 4
ITEMMANANAME_128	Force Arcana V	衝撃MPダウンⅤ	冲击MP消耗降低Ⅴ	衝擊MP降低V	충격 MP 감소V	Kraft-Arkana V	Arcana fuerza V	Réduction PM choc V	Arcana Forza 5
ITEMMANANAME_129	Force Arcana VI	衝撃MPダウンⅥ	冲击MP消耗降低Ⅵ	衝擊MP降低VI	충격 MP 감소VI	Kraft-Arkana VI	Arcana fuerza VI	Réduction PM choc VI	Arcana Forza 6
