sortId	icon	haveMax	flag	buyMoney	sellMoney	isNotBuy	isNotSell	isLimited	resaleCount	resaleCountMax	lineupFlag1	lineupFlag2	lineupFlag3	mapPlaceId1	mapAreaId1	mapSubAreaId1	mapPlaceId2	mapAreaId2	mapSubAreaId2	enemyId1	enemyId2	mapDirectMessageLabel	enemyDirectMessageLabel	otherDirectMessageLabel
42	24	99	0	0	200	0	0	0	0	0	0	0	0	-2	0	0	-1	0	0	3098	0	None	None	None
43	24	99	0	0	200	0	0	0	0	0	0	0	0	-2	0	0	-1	0	0	3079	0	None	None	None
44	24	99	0	0	200	0	0	0	0	0	0	0	0	-2	0	0	-1	0	0	3067	0	None	None	None
45	24	99	0	0	200	0	0	0	0	0	0	0	0	-2	0	0	-1	0	0	3150	0	None	None	None
46	24	99	0	0	200	0	0	0	0	0	0	0	0	-2	0	0	-1	0	0	3143	0	None	None	None
47	24	99	0	0	200	0	0	0	0	0	0	0	0	-2	0	0	-1	0	0	3085	0	None	None	None
48	24	99	0	0	200	0	0	0	0	0	0	0	0	-2	0	0	-1	0	0	3144	0	None	None	None
49	24	99	0	0	200	0	0	0	0	0	0	0	0	-2	0	0	-1	0	0	3139	0	None	None	None
50	24	99	0	0	500	0	0	0	0	0	0	0	0	-2	0	0	-1	0	0	3048	0	None	None	None
51	24	99	0	0	500	0	0	0	0	0	0	0	0	-2	0	0	-1	0	0	3127	0	None	None	None
52	24	99	0	0	500	0	0	0	0	0	0	0	0	-2	0	0	-1	0	0	3081	0	None	None	None
53	24	99	0	0	500	0	0	0	0	0	0	0	0	-2	0	0	-1	0	0	3101	0	None	None	None
54	24	99	0	0	500	0	0	0	0	0	0	0	0	-2	0	0	-1	0	0	3072	0	None	None	None
55	24	99	0	0	500	0	0	0	0	0	0	0	0	-2	0	0	-1	0	0	3105	0	None	None	None
56	24	99	0	0	500	0	0	0	0	0	0	0	0	-2	0	0	-1	0	0	3062	0	None	None	None
57	24	99	0	0	500	0	0	0	0	0	0	0	0	-2	0	0	-1	0	0	3119	0	None	None	None
58	24	99	0	0	500	0	0	0	0	0	0	0	0	-2	0	0	-1	0	0	3116	0	None	None	None
59	24	99	0	0	500	0	0	0	0	0	0	0	0	-2	0	0	-1	0	0	3136	0	None	None	None
60	24	99	0	0	500	0	0	0	0	0	0	0	0	-2	0	0	-1	0	0	3049	0	None	None	None
61	24	99	0	0	500	0	0	0	0	0	0	0	0	-2	0	0	-1	0	0	3059	0	None	None	None
62	24	99	0	0	500	0	0	0	0	0	0	0	0	-2	0	0	-1	0	0	3053	0	None	None	None
63	24	99	0	0	500	0	0	0	0	0	0	0	0	-2	0	0	-1	0	0	3026	0	None	None	None
64	24	99	0	0	500	0	0	0	0	0	0	0	0	-2	0	0	-1	0	0	3086	0	None	None	None
65	24	99	0	0	100	0	0	0	0	0	0	0	0	-2	0	0	-1	0	0	3118	0	None	None	None
66	24	99	0	0	1000	0	0	0	0	0	0	0	0	-2	0	0	-1	0	0	3073	0	None	None	None
67	24	99	0	0	1000	0	0	0	0	0	0	0	0	-2	0	0	-1	0	0	3142	0	None	None	None
68	24	99	0	0	1000	0	0	0	0	0	0	0	0	-2	0	0	-1	0	0	3055	0	None	None	None
69	24	99	0	0	1000	0	0	0	0	0	0	0	0	-2	0	0	-1	0	0	3102	0	None	None	None
70	24	99	0	0	1000	0	0	0	0	0	0	0	0	-2	0	0	-1	0	0	3044	0	None	None	None
71	24	99	0	0	1000	0	0	0	0	0	0	0	0	-2	0	0	-1	0	0	3147	0	None	None	None
72	24	99	0	0	1000	0	0	0	0	0	0	0	0	-2	0	0	-1	0	0	3120	0	None	None	None
73	24	99	0	0	1000	0	0	0	0	0	0	0	0	-2	0	0	-1	0	0	3137	0	None	None	None
74	24	99	0	0	1000	0	0	0	0	0	0	0	0	-2	0	0	-1	0	0	3056	0	None	None	None
75	24	99	0	0	1000	0	0	0	0	0	0	0	0	-2	0	0	-1	0	0	3106	0	None	None	None
76	24	99	0	0	1000	0	0	0	0	0	0	0	0	-2	0	0	-1	0	0	3156	0	None	None	None
77	24	99	0	0	1000	0	0	0	0	0	0	0	0	-2	0	0	-1	0	0	3094	0	None	None	None
78	24	99	0	0	1000	0	0	0	0	0	0	0	0	-2	0	0	-1	0	0	3034	0	None	None	None
79	24	99	0	0	1000	0	0	0	0	0	0	0	0	-2	0	0	-1	0	0	3145	0	None	None	None
80	24	99	0	0	2500	0	0	0	0	0	0	0	0	-2	0	0	-1	0	0	3064	0	None	None	None
81	24	99	0	0	2500	0	0	0	0	0	0	0	0	-2	0	0	-1	0	0	3074	0	None	None	None
82	24	99	0	0	2500	0	0	0	0	0	0	0	0	-2	0	0	-1	0	0	3117	0	None	None	None
83	24	99	0	0	2500	0	0	0	0	0	0	0	0	-2	0	0	-1	0	0	3103	0	None	None	None
84	24	99	0	0	2500	0	0	0	0	0	0	0	0	-2	0	0	-1	0	0	3051	0	None	None	None
85	24	99	0	0	2500	0	0	0	0	0	0	0	0	-2	0	0	-1	0	0	3040	0	None	None	None
86	24	99	0	0	2500	0	0	0	0	0	0	0	0	-2	0	0	-1	0	0	3042	0	None	None	None
87	24	99	0	0	2500	0	0	0	0	0	0	0	0	-2	0	0	-1	0	0	3057	0	None	None	None
88	24	99	0	0	2500	0	0	0	0	0	0	0	0	-2	0	0	-1	0	0	3128	0	None	None	None
89	24	99	0	0	2500	0	0	0	0	0	0	0	0	-2	0	0	-1	0	0	3140	0	None	None	None
90	24	99	0	0	2500	0	0	0	0	0	0	0	0	-2	0	0	-1	0	0	3063	0	None	None	None
91	24	99	0	0	2500	0	0	0	0	0	0	0	0	-2	0	0	-1	0	0	3148	0	None	None	None
92	24	99	0	0	2500	0	0	0	0	0	0	0	0	-2	0	0	-1	0	0	3070	0	None	None	None
93	24	99	0	0	5000	0	0	0	0	0	0	0	0	-2	0	0	-1	0	0	3041	0	None	None	None
94	24	99	0	0	5000	0	0	0	0	0	0	0	0	-2	0	0	-1	0	0	3033	0	None	None	None
95	24	99	0	0	5000	0	0	0	0	0	0	0	0	-2	0	0	-1	0	0	3121	0	None	None	None
96	24	99	0	0	5000	0	0	0	0	0	0	0	0	-2	0	0	-1	0	0	3036	0	None	None	None
97	24	99	0	0	5000	0	0	0	0	0	0	0	0	-2	0	0	-1	0	0	3090	0	None	None	None
98	24	99	0	0	5000	0	0	0	0	0	0	0	0	-2	0	0	-1	0	0	3151	0	None	None	None
99	24	99	0	0	5000	0	0	0	0	0	0	0	0	-2	0	0	-1	0	0	3107	0	None	None	None
100	24	99	0	0	5000	0	0	0	0	0	0	0	0	-2	0	0	-1	0	0	3023	0	None	None	None
101	24	99	0	0	5000	0	0	0	0	0	0	0	0	-2	0	0	-1	0	0	3043	0	None	None	None
102	24	99	0	0	5000	0	0	0	0	0	0	0	0	-2	0	0	-1	0	0	3099	0	None	None	None
103	24	99	0	0	5000	0	0	0	0	0	0	0	0	-2	0	0	-1	0	0	3129	0	None	None	None
104	24	99	0	0	5000	0	0	0	0	0	0	0	0	-2	0	0	-1	0	0	3027	0	None	None	None
105	24	99	0	0	5000	0	0	0	0	0	0	0	0	-2	0	0	-1	0	0	3046	0	None	None	None
106	24	99	0	0	5000	0	0	0	0	0	0	0	0	-2	0	0	-1	0	0	3031	0	None	None	None
107	24	99	0	0	5000	0	0	0	0	0	0	0	0	-2	0	0	-1	0	0	3039	0	None	None	None
108	24	99	0	0	5000	0	0	0	0	0	0	0	0	-2	0	0	-1	0	0	3028	0	None	None	None
109	24	99	0	0	5000	0	0	0	0	0	0	0	0	-2	0	0	-1	0	0	3141	0	None	None	None
110	24	99	0	0	5000	0	0	0	0	0	0	0	0	-2	0	0	-1	0	0	3122	0	None	None	None
111	24	99	0	0	5000	0	0	0	0	0	0	0	0	-2	0	0	-1	0	0	3149	0	None	None	None
112	24	99	0	0	5000	0	0	0	0	0	0	0	0	-2	0	0	-1	0	0	3114	0	None	None	None
113	24	99	0	0	5000	0	0	0	0	0	0	0	0	-2	0	0	-1	0	0	3108	0	None	None	None
114	24	99	0	0	5000	0	0	0	0	0	0	0	0	-2	0	0	-1	0	0	3032	0	None	None	None
115	24	99	0	0	5000	0	0	0	0	0	0	0	0	-2	0	0	-1	0	0	3024	0	None	None	None
116	24	99	0	0	5000	0	0	0	0	0	0	0	0	-2	0	0	-1	0	0	3022	0	None	None	None
117	24	99	0	0	5000	0	0	0	0	0	0	0	0	-2	0	0	-1	0	0	3037	0	None	None	None
118	24	99	0	0	5000	0	0	0	0	0	0	0	0	-2	0	0	-1	0	0	3146	0	None	None	None
119	24	99	0	0	5000	0	0	0	0	0	0	0	0	-2	0	0	-1	0	0	3025	0	None	None	None
120	24	99	0	0	5000	0	0	0	0	0	0	0	0	-2	0	0	-1	0	0	3093	0	None	None	None
121	24	0	0	0	10000	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	None	MAT_HELP_TEXT_RISKY_ZONE_80	None
33	24	99	0	0	100	0	0	0	0	0	0	0	0	-2	0	0	-1	0	0	3076	0	None	None	None
99	22	0	0	0	100	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	None	None	None
99	22	0	0	0	100	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	None	None	None
99	22	0	0	0	100	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	None	None	None
99	22	0	0	0	100	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	None	None	None
99	22	0	0	0	100	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	None	None	None
99	22	0	0	0	100	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	None	None	None
99	22	0	0	0	100	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	None	None	None
99	22	0	0	0	100	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	None	None	None
99	22	0	0	0	100	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	None	None	None
99	22	0	0	0	100	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	None	None	None
99	22	0	0	0	100	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	None	None	None
99	22	0	0	0	100	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	None	None	None
99	22	0	0	0	100	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	None	None	None
99	22	0	0	0	100	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	None	None	None
99	22	0	0	0	100	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	None	None	None
99	22	0	0	0	100	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	None	None	None
99	22	0	0	0	100	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	None	None	None
99	22	0	0	0	100	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	None	None	None
99	22	0	0	0	100	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	None	None	None
99	22	0	0	0	100	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	None	None	None
99	22	0	0	0	100	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	None	None	None
99	22	0	0	0	100	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	None	None	None
99	22	0	0	0	100	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	None	None	None
99	22	0	0	0	100	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	None	None	None
99	22	0	0	0	100	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	None	None	None
99	22	0	0	0	100	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	None	None	None
99	22	0	0	0	100	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	None	None	None
99	22	0	0	0	100	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	None	None	None
99	22	0	0	0	100	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	None	None	None
99	22	0	0	0	100	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	None	None	None
99	22	0	0	0	100	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	None	None	None
21	23	99	0	0	100	0	0	0	0	0	0	0	0	1002	0	-1	1003	0	-1	0	0	None	None	None
22	23	99	0	0	500	0	0	0	0	0	0	0	0	1003	0	-1	1004	0	-1	0	0	None	None	None
23	23	99	0	0	100	0	0	0	0	0	0	0	0	1002	0	-1	1003	0	-1	0	0	None	None	None
24	23	99	0	0	100	0	0	0	0	0	0	0	0	1002	0	-1	1003	0	-1	0	0	None	None	None
99	22	0	0	0	100	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	None	None	None
99	22	0	0	0	100	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	None	None	None
99	22	0	0	0	100	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	None	None	None
99	22	0	0	0	100	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	None	None	None
99	22	0	0	0	100	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	None	None	None
99	22	0	0	0	100	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	None	None	None
99	22	0	0	0	100	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	None	None	None
99	22	0	0	0	100	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	None	None	None
99	22	0	0	0	100	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	None	None	None
99	22	0	0	0	100	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	None	None	None
99	22	0	0	0	100	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	None	None	None
99	22	0	0	0	100	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	None	None	None
99	22	0	0	0	100	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	None	None	None
99	22	0	0	0	100	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	None	None	None
99	22	0	0	0	100	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	None	None	None
99	22	0	0	0	100	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	None	None	None
99	22	0	0	0	100	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	None	None	None
99	22	0	0	0	100	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	None	None	None
99	22	0	0	0	100	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	None	None	None
99	22	0	0	0	100	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	None	None	None
99	22	0	0	0	100	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	None	None	None
99	22	0	0	0	100	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	None	None	None
99	22	0	0	0	100	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	None	None	None
99	22	0	0	0	100	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	None	None	None
99	22	0	0	0	100	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	None	None	None
99	22	0	0	0	100	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	None	None	None
99	22	0	0	0	100	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	None	None	None
99	22	0	0	0	100	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	None	None	None
99	22	0	0	0	100	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	None	None	None
99	22	0	0	0	100	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	None	None	None
99	22	0	0	0	100	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	None	None	None
99	22	0	0	0	100	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	None	None	None
99	22	0	0	0	100	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	None	None	None
99	22	0	0	0	100	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	None	None	None
99	22	0	0	0	100	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	None	None	None
99	22	0	0	0	100	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	None	None	None
99	22	0	0	0	100	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	None	None	None
99	22	0	0	0	100	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	None	None	None
99	22	0	0	0	100	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	None	None	None
99	22	0	0	0	100	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	None	None	None
99	22	0	0	0	100	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	None	None	None
99	22	0	0	0	100	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	None	None	None
99	22	0	0	0	100	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	None	None	None
99	22	0	0	0	100	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	None	None	None
99	22	0	0	0	100	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	None	None	None
99	22	0	0	0	100	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	None	None	None
