sortId	icon	haveMax	flag	buyMoney	sellMoney	isNotBuy	isNotSell	isLimited	resaleCount	resaleCountMax	lineupFlag1	lineupFlag2	lineupFlag3	category	rank	skillId	uniqueId	equipFlag	buyManaMoney	sellManaMoney
26	40	99	0	0	15000	0	0	0	0	0	0	0	0	0	3	9124	101	15	24	7
27	40	99	0	0	30000	0	0	0	0	0	0	0	0	0	3	9125	101	15	34	10
28	40	99	0	0	60000	0	0	0	0	0	0	0	0	0	4	9126	101	15	44	14
29	40	99	0	0	120000	0	0	0	0	0	0	0	0	0	4	9127	101	15	54	18
30	40	99	0	0	240000	0	0	0	0	0	0	0	0	0	5	9128	101	15	64	20
31	40	99	0	0	500000	0	0	0	0	0	0	0	0	0	5	9129	101	15	74	25
32	40	99	0	0	1000000	0	0	0	0	0	0	0	0	0	5	9130	101	15	84	30
33	40	99	0	0	20000	0	0	0	0	0	0	0	0	0	3	9131	101	15	28	9
34	40	99	0	0	60000	0	0	0	0	0	0	0	0	0	4	9132	101	15	44	14
35	40	99	0	0	100000	0	0	0	0	0	0	0	0	0	5	9133	101	15	70	25
36	40	99	0	0	30000	0	0	0	0	0	0	0	0	0	3	9134	103	15	28	9
37	40	99	0	0	60000	0	0	0	0	0	0	0	0	0	4	9135	104	15	49	16
38	40	99	0	0	240000	0	0	0	0	0	0	0	0	0	5	9136	105	15	76	30
39	40	99	0	0	240000	0	0	0	0	0	0	0	0	0	5	9137	101	15	76	30
42	41	99	0	0	600	0	0	0	0	0	0	0	0	1	1	9138	201	15	2	1
43	41	99	0	0	1200	0	0	0	0	0	0	0	0	1	1	9139	201	15	4	1
44	41	99	0	0	2500	0	0	0	0	0	0	0	0	1	1	9140	201	15	6	2
45	41	99	0	0	4800	0	0	0	0	0	0	0	0	1	2	9141	201	15	10	3
46	41	99	0	0	7500	0	0	0	0	0	0	0	0	1	2	9142	201	15	16	5
47	41	99	0	0	15000	0	0	0	0	0	0	0	0	1	3	9143	201	15	24	7
48	41	99	0	0	30000	0	0	0	0	0	0	0	0	1	3	9144	201	15	34	10
49	41	99	0	0	60000	0	0	0	0	0	0	0	0	1	4	9145	201	15	44	14
50	41	99	0	0	120000	0	0	0	0	0	0	0	0	1	4	9146	201	15	54	18
51	41	99	0	0	240000	0	0	0	0	0	0	0	0	1	5	9147	201	15	64	20
52	41	99	0	0	500000	0	0	0	0	0	0	0	0	1	5	9148	201	15	74	25
53	41	99	0	0	1000000	0	0	0	0	0	0	0	0	1	5	9149	201	15	84	30
54	41	99	0	0	600	0	0	0	0	0	0	0	0	1	1	9150	202	15	2	1
55	41	99	0	0	900	0	0	0	0	0	0	0	0	1	1	9151	202	15	5	2
56	41	99	0	0	4800	0	0	0	0	0	0	0	0	1	2	9152	202	15	10	3
57	41	99	0	0	7500	0	0	0	0	0	0	0	0	1	2	9153	202	15	16	4
58	41	99	0	0	15000	0	0	0	0	0	0	0	0	1	3	9154	202	15	24	7
59	41	99	0	0	30000	0	0	0	0	0	0	0	0	1	3	9155	202	15	34	10
60	41	99	0	0	60000	0	0	0	0	0	0	0	0	1	4	9156	202	15	44	14
61	41	99	0	0	120000	0	0	0	0	0	0	0	0	1	4	9157	202	15	54	18
62	41	99	0	0	240000	0	0	0	0	0	0	0	0	1	5	9158	202	15	64	20
63	41	99	0	0	4800	0	0	0	0	0	0	0	0	1	2	9159	201	15	10	3
64	41	99	0	0	7500	0	0	0	0	0	0	0	0	1	2	9160	201	15	16	5
65	41	99	0	0	15000	0	0	0	0	0	0	0	0	1	3	9161	201	15	24	7
66	41	99	0	0	30000	0	0	0	0	0	0	0	0	1	3	9162	201	15	34	10
67	41	99	0	0	60000	0	0	0	0	0	0	0	0	1	4	9163	201	15	44	14
68	41	99	0	0	120000	0	0	0	0	0	0	0	0	1	4	9164	201	15	54	18
69	41	99	0	0	240000	0	0	0	0	0	0	0	0	1	5	9165	201	15	64	20
70	41	99	0	0	500000	0	0	0	0	0	0	0	0	1	5	9166	201	15	74	25
71	41	99	0	0	1000000	0	0	0	0	0	0	0	0	1	5	9167	201	15	84	30
72	41	99	0	0	20000	0	0	0	0	0	0	0	0	1	3	9168	201	15	28	9
73	41	99	0	0	60000	0	0	0	0	0	0	0	0	1	4	9169	201	15	44	14
74	41	99	0	0	100000	0	0	0	0	0	0	0	0	1	5	9170	201	15	70	25
75	41	99	0	0	30000	0	0	0	0	0	0	0	0	1	3	9171	203	15	28	9
76	41	99	0	0	60000	0	0	0	0	0	0	0	0	1	4	9172	204	15	49	16
77	41	99	0	0	240000	0	0	0	0	0	0	0	0	1	5	9173	205	15	76	30
78	41	99	0	0	240000	0	0	0	0	0	0	0	0	1	5	9174	201	15	76	30
81	42	99	0	0	600	0	0	0	0	0	0	0	0	2	1	9175	301	15	2	1
82	42	99	0	0	1200	0	0	0	0	0	0	0	0	2	1	9176	301	15	4	1
83	42	99	0	0	2500	0	0	0	0	0	0	0	0	2	1	9177	301	15	6	2
84	42	99	0	0	4800	0	0	0	0	0	0	0	0	2	2	9178	301	15	10	3
85	42	99	0	0	7500	0	0	0	0	0	0	0	0	2	2	9179	301	15	16	5
86	42	99	0	0	15000	0	0	0	0	0	0	0	0	2	3	9180	301	15	24	7
87	42	99	0	0	30000	0	0	0	0	0	0	0	0	2	3	9181	301	15	34	10
88	42	99	0	0	60000	0	0	0	0	0	0	0	0	2	4	9182	301	15	44	14
89	42	99	0	0	120000	0	0	0	0	0	0	0	0	2	4	9183	301	15	54	18
90	42	99	0	0	240000	0	0	0	0	0	0	0	0	2	5	9184	301	15	64	20
91	42	99	0	0	500000	0	0	0	0	0	0	0	0	2	5	9185	301	15	74	25
92	42	99	0	0	1000000	0	0	0	0	0	0	0	0	2	5	9186	301	15	84	30
93	42	99	0	0	600	0	0	0	0	0	0	0	0	2	1	9187	302	15	2	1
94	42	99	0	0	900	0	0	0	0	0	0	0	0	2	1	9188	302	15	5	2
95	42	99	0	0	4800	0	0	0	0	0	0	0	0	2	2	9189	302	15	10	3
96	42	99	0	0	7500	0	0	0	0	0	0	0	0	2	2	9190	302	15	16	4
97	42	99	0	0	15000	0	0	0	0	0	0	0	0	2	3	9191	302	15	24	7
98	42	99	0	0	30000	0	0	0	0	0	0	0	0	2	3	9192	302	15	34	10
99	42	99	0	0	60000	0	0	0	0	0	0	0	0	2	4	9193	302	15	44	14
100	42	99	0	0	120000	0	0	0	0	0	0	0	0	2	4	9194	302	15	54	18
101	42	99	0	0	240000	0	0	0	0	0	0	0	0	2	5	9195	302	15	64	20
102	42	99	0	0	4800	0	0	0	0	0	0	0	0	2	2	9196	301	15	10	3
103	42	99	0	0	7500	0	0	0	0	0	0	0	0	2	2	9197	301	15	16	5
104	42	99	0	0	15000	0	0	0	0	0	0	0	0	2	3	9198	301	15	24	7
105	42	99	0	0	30000	0	0	0	0	0	0	0	0	2	3	9199	301	15	34	10
106	42	99	0	0	60000	0	0	0	0	0	0	0	0	2	4	9200	301	15	44	14
107	42	99	0	0	120000	0	0	0	0	0	0	0	0	2	4	9201	301	15	54	18
108	42	99	0	0	240000	0	0	0	0	0	0	0	0	2	5	9202	301	15	64	20
109	42	99	0	0	500000	0	0	0	0	0	0	0	0	2	5	9203	301	15	74	25
110	42	99	0	0	1000000	0	0	0	0	0	0	0	0	2	5	9204	301	15	84	30
111	42	99	0	0	20000	0	0	0	0	0	0	0	0	2	3	9205	301	15	28	9
112	42	99	0	0	60000	0	0	0	0	0	0	0	0	2	4	9206	301	15	44	14
113	42	99	0	0	100000	0	0	0	0	0	0	0	0	2	5	9207	301	15	70	25
114	42	99	0	0	30000	0	0	0	0	0	0	0	0	2	3	9208	303	15	28	9
115	42	99	0	0	60000	0	0	0	0	0	0	0	0	2	4	9209	304	15	49	16
116	42	99	0	0	240000	0	0	0	0	0	0	0	0	2	5	9210	305	15	76	30
117	42	99	0	0	240000	0	0	0	0	0	0	0	0	2	5	9211	301	15	76	30
120	43	99	0	0	600	0	0	0	0	0	0	0	0	3	1	9212	401	15	2	1
121	43	99	0	0	1200	0	0	0	0	0	0	0	0	3	1	9213	401	15	4	1
122	43	99	0	0	2500	0	0	0	0	0	0	0	0	3	1	9214	401	15	6	2
123	43	99	0	0	4800	0	0	0	0	0	0	0	0	3	2	9215	401	15	10	3
124	43	99	0	0	7500	0	0	0	0	0	0	0	0	3	2	9216	401	15	16	5
125	43	99	0	0	15000	0	0	0	0	0	0	0	0	3	3	9217	401	15	24	7
126	43	99	0	0	30000	0	0	0	0	0	0	0	0	3	3	9218	401	15	34	10
127	43	99	0	0	60000	0	0	0	0	0	0	0	0	3	4	9219	401	15	44	14
128	43	99	0	0	120000	0	0	0	0	0	0	0	0	3	4	9220	401	15	54	18
129	43	99	0	0	240000	0	0	0	0	0	0	0	0	3	5	9221	401	15	64	20
130	43	99	0	0	500000	0	0	0	0	0	0	0	0	3	5	9222	401	15	74	25
131	43	99	0	0	1000000	0	0	0	0	0	0	0	0	3	5	9223	401	15	84	30
132	43	99	0	0	600	0	0	0	0	0	0	0	0	3	1	9224	402	15	2	1
133	43	99	0	0	900	0	0	0	0	0	0	0	0	3	1	9225	402	15	5	2
134	43	99	0	0	4800	0	0	0	0	0	0	0	0	3	2	9226	402	15	10	3
135	43	99	0	0	7500	0	0	0	0	0	0	0	0	3	2	9227	402	15	16	4
136	43	99	0	0	15000	0	0	0	0	0	0	0	0	3	3	9228	402	15	24	7
137	43	99	0	0	30000	0	0	0	0	0	0	0	0	3	3	9229	402	15	34	10
138	43	99	0	0	60000	0	0	0	0	0	0	0	0	3	4	9230	402	15	44	14
139	43	99	0	0	120000	0	0	0	0	0	0	0	0	3	4	9231	402	15	54	18
140	43	99	0	0	240000	0	0	0	0	0	0	0	0	3	5	9232	402	15	64	20
141	43	99	0	0	4800	0	0	0	0	0	0	0	0	3	2	9233	401	15	10	3
142	43	99	0	0	7500	0	0	0	0	0	0	0	0	3	2	9234	401	15	16	5
143	43	99	0	0	15000	0	0	0	0	0	0	0	0	3	3	9235	401	15	24	7
144	43	99	0	0	30000	0	0	0	0	0	0	0	0	3	3	9236	401	15	34	10
145	43	99	0	0	60000	0	0	0	0	0	0	0	0	3	4	9237	401	15	44	14
146	43	99	0	0	120000	0	0	0	0	0	0	0	0	3	4	9238	401	15	54	18
147	43	99	0	0	240000	0	0	0	0	0	0	0	0	3	5	9239	401	15	64	20
148	43	99	0	0	500000	0	0	0	0	0	0	0	0	3	5	9240	401	15	74	25
149	43	99	0	0	1000000	0	0	0	0	0	0	0	0	3	5	9241	401	15	84	30
150	43	99	0	0	20000	0	0	0	0	0	0	0	0	3	3	9242	401	15	28	9
151	43	99	0	0	60000	0	0	0	0	0	0	0	0	3	4	9243	401	15	44	14
152	43	99	0	0	100000	0	0	0	0	0	0	0	0	3	5	9244	401	15	70	25
153	43	99	0	0	30000	0	0	0	0	0	0	0	0	3	3	9245	403	15	28	9
154	43	99	0	0	60000	0	0	0	0	0	0	0	0	3	4	9246	404	15	49	16
155	43	99	0	0	240000	0	0	0	0	0	0	0	0	3	5	9247	405	15	76	30
156	43	99	0	0	240000	0	0	0	0	0	0	0	0	3	5	9248	401	15	76	30
157	44	99	0	0	600	0	0	0	0	0	0	0	0	4	1	9249	501	15	2	1
158	44	99	0	0	1200	0	0	0	0	0	0	0	0	4	1	9250	501	15	4	1
159	44	99	0	0	2500	0	0	0	0	0	0	0	0	4	1	9251	501	15	6	2
160	44	99	0	0	4800	0	0	0	0	0	0	0	0	4	2	9252	501	15	10	3
161	44	99	0	0	7500	0	0	0	0	0	0	0	0	4	2	9253	501	15	16	5
162	44	99	0	0	15000	0	0	0	0	0	0	0	0	4	3	9254	501	15	24	7
163	44	99	0	0	30000	0	0	0	0	0	0	0	0	4	3	9255	501	15	34	10
164	44	99	0	0	60000	0	0	0	0	0	0	0	0	4	4	9256	501	15	44	14
165	44	99	0	0	120000	0	0	0	0	0	0	0	0	4	4	9257	501	15	54	18
166	44	99	0	0	240000	0	0	0	0	0	0	0	0	4	5	9258	501	15	64	20
167	44	99	0	0	500000	0	0	0	0	0	0	0	0	4	5	9259	501	15	74	25
168	44	99	0	0	1000000	0	0	0	0	0	0	0	0	4	5	9260	501	15	84	30
169	44	99	0	0	600	0	0	0	0	0	0	0	0	4	1	9261	502	15	2	1
170	44	99	0	0	900	0	0	0	0	0	0	0	0	4	1	9262	502	15	5	2
171	44	99	0	0	4800	0	0	0	0	0	0	0	0	4	2	9263	502	15	10	3
172	44	99	0	0	7500	0	0	0	0	0	0	0	0	4	2	9264	502	15	16	4
173	44	99	0	0	15000	0	0	0	0	0	0	0	0	4	3	9265	502	15	24	7
174	44	99	0	0	30000	0	0	0	0	0	0	0	0	4	3	9266	502	15	34	10
175	44	99	0	0	60000	0	0	0	0	0	0	0	0	4	4	9267	502	15	44	14
176	44	99	0	0	120000	0	0	0	0	0	0	0	0	4	4	9268	502	15	54	18
177	44	99	0	0	240000	0	0	0	0	0	0	0	0	4	5	9269	502	15	64	20
179	45	99	0	0	600	0	0	0	0	0	0	0	0	5	1	9270	601	15	2	1
180	45	99	0	0	1200	0	0	0	0	0	0	0	0	5	1	9271	601	15	4	1
181	45	99	0	0	2500	0	0	0	0	0	0	0	0	5	1	9272	601	15	6	2
182	45	99	0	0	4800	0	0	0	0	0	0	0	0	5	2	9273	601	15	10	3
183	45	99	0	0	7500	0	0	0	0	0	0	0	0	5	2	9274	601	15	17	5
184	45	99	0	0	15000	0	0	0	0	0	0	0	0	5	3	9275	601	15	26	8
185	45	99	0	0	30000	0	0	0	0	0	0	0	0	5	3	9276	601	15	37	11
186	45	99	0	0	60000	0	0	0	0	0	0	0	0	5	4	9277	601	15	48	15
187	45	99	0	0	120000	0	0	0	0	0	0	0	0	5	4	9278	601	15	59	19
188	45	99	0	0	240000	0	0	0	0	0	0	0	0	5	5	9279	601	15	70	24
189	45	99	0	0	500000	0	0	0	0	0	0	0	0	5	5	9280	601	15	80	28
190	45	99	0	0	1000000	0	0	0	0	0	0	0	0	5	5	9281	601	15	92	33
191	45	99	0	0	600	0	0	0	0	0	0	0	0	5	1	9282	602	15	2	1
192	45	99	0	0	900	0	0	0	0	0	0	0	0	5	1	9283	602	15	5	2
193	45	99	0	0	4800	0	0	0	0	0	0	0	0	5	2	9284	602	15	12	3
194	45	99	0	0	7500	0	0	0	0	0	0	0	0	5	2	9285	602	15	19	4
195	45	99	0	0	15000	0	0	0	0	0	0	0	0	5	3	9286	602	15	28	8
196	45	99	0	0	30000	0	0	0	0	0	0	0	0	5	3	9287	602	15	40	12
197	45	99	0	0	60000	0	0	0	0	0	0	0	0	5	4	9288	602	15	52	16
198	45	99	0	0	120000	0	0	0	0	0	0	0	0	5	4	9289	602	15	64	21
199	45	99	0	0	240000	0	0	0	0	0	0	0	0	5	5	9290	602	15	76	24
200	45	99	0	0	60000	0	0	0	0	0	0	0	0	5	4	9291	604	15	63	20
201	45	99	0	0	20000	0	0	0	0	0	0	0	0	5	3	9292	601	15	36	11
202	45	99	0	0	60000	0	0	0	0	0	0	0	0	5	4	9293	601	15	63	20
203	45	99	0	0	100000	0	0	0	0	0	0	0	0	5	5	9294	601	15	98	32
207	46	99	0	0	600	0	0	0	0	0	0	0	0	6	1	9295	701	15	4	1
208	46	99	0	0	4800	0	0	0	0	0	0	0	0	6	2	9296	701	15	13	4
209	46	99	0	0	15000	0	0	0	0	0	0	0	0	6	3	9297	701	15	28	9
210	46	99	0	0	60000	0	0	0	0	0	0	0	0	6	4	9298	701	15	49	16
211	46	99	0	0	600	0	0	0	0	0	0	0	0	6	1	9299	702	15	4	1
212	46	99	0	0	4800	0	0	0	0	0	0	0	0	6	2	9300	702	15	13	4
213	46	99	0	0	15000	0	0	0	0	0	0	0	0	6	3	9301	702	15	28	9
214	46	99	0	0	60000	0	0	0	0	0	0	0	0	6	4	9302	702	15	49	16
215	47	0	0	0	600	0	0	0	0	0	0	0	0	7	1	9303	801	15	4	1
216	47	99	0	0	15000	0	0	0	0	0	0	0	0	7	3	9304	801	15	28	9
217	47	99	0	0	600	0	0	0	0	0	0	0	0	7	1	9305	802	15	4	1
218	47	99	0	0	4800	0	0	0	0	0	0	0	0	7	2	9306	802	15	13	4
219	47	99	0	0	60000	0	0	0	0	0	0	0	0	7	4	9307	802	15	49	16
220	47	99	0	0	4800	0	0	0	0	0	0	0	0	7	2	9308	807	15	13	4
221	47	99	0	0	60000	0	0	0	0	0	0	0	0	7	4	9309	807	15	49	16
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
1	40	99	0	0	7500	0	0	0	0	0	0	0	0	0	1	1001	900	15	28	9
40	41	99	0	0	7500	0	0	0	0	0	0	0	0	1	1	1011	900	15	28	9
79	42	99	0	0	7500	0	0	0	0	0	0	0	0	2	1	1021	900	15	28	9
118	43	99	0	0	7500	0	0	0	0	0	0	0	0	3	1	1031	900	15	28	9
178	45	99	0	0	15000	0	0	0	0	0	0	0	0	5	1	1042	900	15	49	16
2	40	99	0	0	50000	0	0	0	0	0	0	0	0	0	1	9002	900	15	76	25
41	41	99	0	0	50000	0	0	0	0	0	0	0	0	1	1	9000	900	15	76	25
80	42	99	0	0	50000	0	0	0	0	0	0	0	0	2	1	9003	900	15	76	25
119	43	99	0	0	50000	0	0	0	0	0	0	0	0	3	1	9001	900	15	76	25
204	46	99	0	0	4800	0	0	0	0	0	0	0	0	6	1	1137	901	15	13	4
205	46	99	0	0	4800	0	0	0	0	0	0	0	0	6	1	1139	901	15	13	4
206	46	99	0	0	50000	0	0	0	0	0	0	0	0	6	1	1141	901	15	49	16
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
99	46	0	0	0	300	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0
