m_SkillID	m_NameLabel	m_InfoLabel	m_Category	m_SkIcon	m_EncodeNeedValue	m_SkType	m_SkArea	m_SkAction	m_SkAttr	m_SkDammage	m_HitRatio	m_TargetType	m_TargetMin	m_TargetMax	m_TargetRule	m_LifeType	m_LifeValue	m_MapIsUse_Field	m_MapIsUse_Dungeon	m_MapIsUse_Ringo	m_MapIsUse_AccessMap	m_CostType	m_CostValue	m_HpRefParam	m_HpRefValue	m_MpRefParam	m_MpRefValue	m_SkillEffID00	m_SkillEffID01	m_SkillEffID02	m_SkillEffID03	m_SkillEffID04	m_EffIdx00	m_EffIdx01	m_EffIdx02	m_EffIdx03	m_EffIdx04	m_InheritCategory	m_SkillValue	m_DrawingCoefficient	m_TextLabel	m_ParamSkillID	m_ChangeFlag	m_SortID	m_IsAssist	m_Flag	m_DemoID	m_ScreenEffectR	m_ScreenEffectG	m_ScreenEffectB	m_ScreenEffectA
1035	SKILLNAME_COM_035	SKILLINFO_COM_035	1	6	80	1	1	2	4	1	100	3	0	0	1	0	0	0	0	0	0	1	45	1	75	0	0	0	0	0	0	0	0	0	0	0	0	7	100	0.4	None	0	1	0	1	0	1032	0	255	30	255
1036	SKILLNAME_COM_036	SKILLINFO_COM_036	1	6	80	1	1	2	4	1	100	5	2	4	1	0	0	0	0	0	0	1	14	1	70	0	0	1195	0	0	0	0	98	0	0	0	0	7	25	0.25	None	0	1	0	1	0	0	0	255	30	255
1037	SKILLNAME_COM_037	SKILLINFO_COM_037	1	6	100	1	1	2	4	1	100	5	2	4	1	0	0	0	0	0	0	1	22	1	125	0	0	1195	0	0	0	0	98	0	0	0	0	7	200	0.6	None	0	1	506	1	0	0	0	255	30	255
1038	SKILLNAME_COM_038	SKILLINFO_COM_038	1	3	80	1	1	2	1	1	100	1	0	0	1	0	0	0	0	0	0	1	6	1	20	0	0	0	0	0	0	0	0	0	0	0	0	4	10	0.1	None	0	1	0	1	0	0	255	0	0	255
1039	SKILLNAME_COM_039	SKILLINFO_COM_039	1	3	80	1	1	2	1	1	100	1	0	0	1	0	0	0	0	0	0	1	6	1	20	0	0	0	0	0	0	0	0	0	0	0	0	4	10	0.1	None	0	1	0	1	0	0	255	0	0	255
1040	SKILLNAME_COM_040	SKILLINFO_COM_040	1	8	120	1	1	2	8	1	100	1	0	0	1	0	0	0	0	0	0	1	8	1	25	0	0	1001	0	0	0	0	2	0	0	0	0	9	10	0.1	None	0	1	701	1	0	0	255	255	255	255
1041	SKILLNAME_COM_041	SKILLINFO_COM_041	1	8	100	1	1	2	8	1	100	1	0	0	1	0	0	0	0	0	0	1	14	1	70	0	0	1001	0	0	0	0	2	0	0	0	0	9	80	0.4	None	0	1	702	1	0	0	255	255	255	255
1042	SKILLNAME_COM_042	SKILLINFO_COM_042	1	8	100	1	1	2	8	1	100	3	0	0	1	0	0	0	0	0	0	1	20	1	35	0	0	0	0	0	0	0	0	0	0	0	0	9	24	0.24	None	0	1	704	1	0	0	255	255	255	255
1043	SKILLNAME_COM_043	SKILLINFO_COM_043	1	8	100	1	1	2	8	1	100	3	0	0	1	0	0	0	0	0	0	1	40	1	85	0	0	0	0	0	0	0	0	0	0	0	0	9	48	0.34	None	0	1	705	1	0	0	255	255	255	255
1044	SKILLNAME_COM_044	SKILLINFO_COM_044	1	8	100	1	1	2	8	1	100	3	0	0	1	0	0	0	0	0	0	1	60	1	150	0	0	0	0	0	0	0	0	0	0	0	0	9	150	0.5	None	0	1	705	1	0	0	255	255	255	255
1045	SKILLNAME_COM_045	SKILLINFO_COM_045	1	8	100	1	1	2	8	1	100	1	0	0	1	0	0	0	0	0	0	1	4	0	0	1	20	1002	0	0	0	0	3	0	0	0	0	9	22	0.22	None	0	1	0	0	0	0	255	255	255	255
1046	SKILLNAME_COM_046	SKILLINFO_COM_046	1	3	80	1	1	2	1	1	100	1	0	0	1	0	0	0	0	0	0	1	6	1	20	0	0	0	0	0	0	0	0	0	0	0	0	9	10	0.1	None	0	1	0	0	0	0	255	0	0	255
1047	SKILLNAME_COM_047	SKILLINFO_COM_047	1	3	80	1	1	2	1	1	100	1	0	0	1	0	0	0	0	0	0	1	6	1	20	0	0	0	0	0	0	0	0	0	0	0	0	9	10	0.1	None	0	1	0	0	0	0	255	0	0	255
1048	SKILLNAME_COM_048	SKILLINFO_COM_048	1	3	80	1	1	2	1	1	100	1	0	0	1	0	0	0	0	0	0	1	6	1	20	0	0	0	0	0	0	0	0	0	0	0	0	9	10	0.1	None	0	1	0	0	0	0	255	0	0	255
1049	SKILLNAME_COM_049	SKILLINFO_COM_049	1	3	80	1	1	2	1	1	100	1	0	0	1	0	0	0	0	0	0	1	6	1	20	0	0	0	0	0	0	0	0	0	0	0	0	9	10	0.1	None	0	1	0	0	0	0	255	0	0	255
1050	SKILLNAME_COM_050	SKILLINFO_COM_050	1	1	200	1	1	1	5	1	100	1	0	0	1	0	0	0	0	0	0	1	6	1	25	0	0	0	0	0	0	0	0	0	0	0	0	2	10	0.1	None	0	1	101	1	0	0	255	85	0	255
1051	SKILLNAME_COM_051	SKILLINFO_COM_051	1	1	150	1	1	1	5	1	100	1	0	0	1	0	0	0	0	0	0	1	12	1	80	0	0	0	0	0	0	0	0	0	0	0	0	2	22	0.22	None	0	1	102	1	0	0	255	85	0	255
1052	SKILLNAME_COM_052	SKILLINFO_COM_052	1	1	100	1	1	1	5	1	100	1	0	0	1	0	0	0	0	0	0	1	18	1	140	0	0	0	0	0	0	0	0	0	0	0	0	2	50	0.35	None	0	1	103	1	0	0	255	85	0	255
1053	SKILLNAME_COM_053	SKILLINFO_COM_053	1	1	100	1	1	1	5	1	100	3	0	0	1	0	0	0	0	0	0	1	15	1	10	0	0	0	0	0	0	0	0	0	0	0	0	2	20	0.2	None	0	1	104	1	0	0	255	85	0	255
1054	SKILLNAME_COM_054	SKILLINFO_COM_054	1	1	100	1	1	1	5	1	100	3	0	0	1	0	0	0	0	0	0	1	30	1	46	0	0	0	0	0	0	0	0	0	0	0	0	2	40	0.3	None	0	1	105	1	0	0	255	85	0	255
1055	SKILLNAME_COM_055	SKILLINFO_COM_055	1	1	100	1	1	1	5	1	100	3	0	0	1	0	0	0	0	0	0	1	45	1	80	0	0	0	0	0	0	0	0	0	0	0	0	2	100	0.4	None	0	0	0	1	0	0	255	85	0	255
1056	SKILLNAME_COM_056	SKILLINFO_COM_056	1	1	100	1	1	1	5	1	100	5	2	4	1	0	0	0	0	0	0	1	14	1	80	0	0	1195	0	0	0	0	98	0	0	0	0	2	2	0.25	None	0	1	106	1	0	0	255	85	0	255
1057	SKILLNAME_COM_057	SKILLINFO_COM_057	1	1	100	1	1	1	5	1	100	5	2	4	1	0	0	0	0	0	0	1	22	1	140	0	0	1195	0	0	0	0	98	0	0	0	0	2	200	0.6	None	0	1	106	1	0	0	255	85	0	255
1058	SKILLNAME_COM_058	SKILLINFO_COM_058	1	1	100	1	1	1	5	1	100	5	4	4	1	0	0	0	0	0	0	1	68	1	140	0	0	1195	0	0	0	0	98	0	0	0	0	2	220	0.6	None	0	1	107	1	0	0	255	85	0	255
1059	SKILLNAME_COM_059	SKILLINFO_COM_059	1	1	120	1	1	1	5	1	100	1	0	0	1	0	0	0	0	0	0	1	12	1	25	0	0	1083	0	0	0	0	53	0	0	0	0	2	10	0.1	None	0	1	109	1	0	1050	255	85	0	255
1060	SKILLNAME_COM_060	SKILLINFO_COM_060	1	1	100	1	1	1	5	1	100	1	0	0	1	0	0	0	0	0	0	1	13	1	70	0	0	1140	0	0	0	0	68	0	0	0	0	2	40	0.3	None	0	1	110	0	0	1062	255	85	0	255
1061	SKILLNAME_COM_061	SKILLINFO_COM_061	1	1	80	1	1	1	5	1	100	1	0	0	1	0	0	0	0	0	0	1	8	1	25	0	0	1000	0	0	0	0	1	0	0	0	0	2	10	0.1	None	0	1	111	1	0	0	255	85	0	255
1062	SKILLNAME_COM_062	SKILLINFO_COM_062	1	1	170	1	1	1	5	1	100	1	0	0	1	0	0	0	0	0	0	1	19	1	80	0	0	1084	0	0	0	0	54	0	0	0	0	2	25	0.25	None	0	1	112	1	0	0	255	85	0	255
1063	SKILLNAME_COM_063	SKILLINFO_COM_063	1	1	80	1	1	1	5	1	100	3	0	0	1	0	0	0	0	0	0	1	22	1	10	0	0	1017	0	0	0	0	13	0	0	0	0	2	22	0.22	None	0	1	0	1	0	0	255	85	0	255
1064	SKILLNAME_COM_064	SKILLINFO_COM_064	1	1	80	1	1	1	5	1	100	1	2	2	1	0	0	0	0	0	0	1	10	1	25	0	0	1194	0	0	0	0	97	0	0	0	0	2	15	0.1	None	0	1	0	1	0	0	255	85	0	255
1065	SKILLNAME_COM_065	SKILLINFO_COM_065	1	1	80	1	1	1	5	1	100	1	0	0	1	0	0	0	0	0	0	1	20	1	80	0	0	1173	0	0	0	0	76	0	0	0	0	2	50	0.35	None	0	1	0	1	0	0	255	85	0	255
1066	SKILLNAME_COM_066	SKILLINFO_COM_066	1	1	80	1	1	1	5	1	100	1	0	0	1	0	0	0	0	0	0	1	12	1	25	0	0	1082	0	0	0	0	52	0	0	0	0	2	20	0.2	None	0	1	0	1	0	1050	255	85	0	255
1067	SKILLNAME_COM_067	SKILLINFO_COM_067	1	1	80	1	1	1	5	1	50	1	0	0	1	0	0	0	0	0	0	1	9	1	25	0	0	1152	0	0	0	0	71	0	0	0	0	2	50	0.35	None	0	1	0	1	0	1062	255	85	0	255
1068	SKILLNAME_COM_068	SKILLINFO_COM_068	1	1	80	1	1	1	5	1	100	1	0	0	1	0	0	0	0	0	0	1	20	1	80	0	0	1130	0	0	0	0	65	0	0	0	0	2	40	0.3	None	0	1	0	1	0	1061	255	85	0	255
1069	SKILLNAME_COM_069	SKILLINFO_COM_069	1	1	80	1	1	1	5	1	100	1	0	0	1	0	0	0	0	0	0	1	26	1	80	0	0	1016	0	0	0	0	12	0	0	0	0	2	100	0.4	None	0	1	0	1	0	1051	255	85	0	255
1070	SKILLNAME_COM_070	SKILLINFO_COM_070	1	1	80	1	1	1	5	1	100	3	0	0	1	0	0	0	0	0	0	1	38	1	46	0	0	1084	0	0	0	0	54	0	0	0	0	2	40	0.3	None	0	1	0	1	0	0	255	85	0	255
1071	SKILLNAME_COM_071	SKILLINFO_COM_071	1	1	80	1	1	1	5	1	100	3	0	0	1	0	0	0	0	0	0	1	45	1	80	0	0	0	0	0	0	0	0	0	0	0	0	2	100	0.4	None	0	1	0	1	0	1064	255	85	0	255
1072	SKILLNAME_COM_072	SKILLINFO_COM_072	1	1	80	1	1	1	5	1	100	3	0	0	1	0	0	0	0	0	0	1	45	1	80	0	0	0	0	0	0	0	0	0	0	0	0	2	200	0.6	None	0	1	0	1	0	0	255	85	0	255
1073	SKILLNAME_COM_073	SKILLINFO_COM_073	1	3	80	1	1	2	1	1	100	1	0	0	1	0	0	0	0	0	0	1	6	1	20	0	0	0	0	0	0	0	0	0	0	0	0	2	10	0.1	None	0	1	0	0	0	0	255	0	0	255
1074	SKILLNAME_COM_074	SKILLINFO_COM_074	1	3	80	1	1	2	1	1	100	1	0	0	1	0	0	0	0	0	0	1	6	1	20	0	0	0	0	0	0	0	0	0	0	0	0	2	10	0.1	None	0	1	0	0	0	0	255	0	0	255
1075	SKILLNAME_COM_075	SKILLINFO_COM_075	1	3	80	1	1	2	1	1	100	1	0	0	1	0	0	0	0	0	0	1	6	1	20	0	0	0	0	0	0	0	0	0	0	0	0	2	10	0.1	None	0	1	0	0	0	0	255	0	0	255
1076	SKILLNAME_COM_076	SKILLINFO_COM_076	1	3	80	1	1	2	1	1	100	1	0	0	1	0	0	0	0	0	0	1	6	1	20	0	0	0	0	0	0	0	0	0	0	0	0	2	10	0.1	None	0	1	0	0	0	0	255	0	0	255
1077	SKILLNAME_COM_077	SKILLINFO_COM_077	1	3	80	1	1	2	1	1	100	1	0	0	1	0	0	0	0	0	0	1	6	1	20	0	0	0	0	0	0	0	0	0	0	0	0	2	10	0.1	None	0	1	0	0	0	0	255	0	0	255
1078	SKILLNAME_COM_078	SKILLINFO_COM_078	1	3	80	1	1	2	1	1	100	1	0	0	1	0	0	0	0	0	0	1	6	1	20	0	0	0	0	0	0	0	0	0	0	0	0	2	10	0.1	None	0	1	0	0	0	0	255	0	0	255
1079	SKILLNAME_COM_079	SKILLINFO_COM_079	1	3	80	1	1	2	1	1	100	1	0	0	1	0	0	0	0	0	0	1	6	1	20	0	0	0	0	0	0	0	0	0	0	0	0	2	10	0.1	None	0	1	0	0	0	0	255	0	0	255
1080	SKILLNAME_COM_080	SKILLINFO_COM_080	1	2	80	1	1	1	6	1	100	1	0	0	1	0	0	0	0	0	0	1	7	1	25	0	0	1150	0	0	0	0	69	0	0	0	0	3	10	0.1	None	0	1	1	1	0	0	255	85	0	255
1081	SKILLNAME_COM_081	SKILLINFO_COM_081	1	2	100	1	1	1	6	1	100	1	0	0	1	0	0	0	0	0	0	1	12	1	80	0	0	0	0	0	0	0	0	0	0	0	0	3	22	0.22	None	0	1	2	1	0	0	255	85	0	255
1082	SKILLNAME_COM_082	SKILLINFO_COM_082	1	2	100	1	1	1	6	1	100	1	0	0	1	0	0	0	0	0	0	1	18	1	140	0	0	0	0	0	0	0	0	0	0	0	0	3	50	0.35	None	0	1	3	1	0	0	255	85	0	255
1083	SKILLNAME_COM_083	SKILLINFO_COM_083	1	2	150	1	1	1	6	1	100	3	0	0	1	0	0	0	0	0	0	1	15	1	10	0	0	0	0	0	0	0	0	0	0	0	0	3	20	0.2	None	0	1	5	1	0	0	255	85	0	255
1084	SKILLNAME_COM_084	SKILLINFO_COM_084	1	2	100	1	1	1	6	1	100	3	0	0	1	0	0	0	0	0	0	1	30	1	46	0	0	0	0	0	0	0	0	0	0	0	0	3	40	0.3	None	0	1	6	1	0	0	255	85	0	255
1085	SKILLNAME_COM_085	SKILLINFO_COM_085	1	2	100	1	1	1	6	1	100	5	2	4	1	0	0	0	0	0	0	1	22	1	140	0	0	1195	0	0	0	0	98	0	0	0	0	3	100	0.4	None	0	0	0	1	0	0	255	85	0	255
1086	SKILLNAME_COM_086	SKILLINFO_COM_086	1	2	230	1	1	1	6	1	100	1	0	0	1	0	0	0	0	0	0	1	27	1	112	0	0	1151	0	0	0	0	70	0	0	0	0	3	200	0.6	None	0	1	7	1	0	0	255	85	0	255
1087	SKILLNAME_COM_087	SKILLINFO_COM_087	1	2	100	1	1	1	6	1	100	1	0	0	1	0	0	0	0	0	0	1	11	1	25	0	0	1011	0	0	0	0	7	0	0	0	0	3	25	0.25	None	0	1	4	1	0	0	255	85	0	255
1088	SKILLNAME_COM_088	SKILLINFO_COM_088	1	2	170	1	1	1	6	1	100	1	0	0	1	0	0	0	0	0	0	1	11	1	25	0	0	1012	0	0	0	0	8	0	0	0	0	3	20	0.2	None	0	1	8	1	0	0	255	85	0	255
1089	SKILLNAME_COM_089	SKILLINFO_COM_089	1	2	100	1	1	1	6	1	100	1	0	0	1	0	0	0	0	0	0	1	15	1	70	0	0	1080	0	0	0	0	50	0	0	0	0	3	25	0.25	None	0	1	9	1	0	1081	255	85	0	255
1090	SKILLNAME_COM_090	SKILLINFO_COM_090	1	2	80	1	1	1	6	1	100	3	0	0	1	0	0	0	0	0	0	1	38	1	46	0	0	1084	0	0	0	0	54	0	0	0	0	3	40	0.3	None	0	1	0	1	0	1084	255	85	0	255
1091	SKILLNAME_COM_091	SKILLINFO_COM_091	1	2	80	1	1	1	6	1	50	1	6	6	1	0	0	0	0	0	0	1	26	1	140	0	0	1196	0	0	0	0	99	0	0	0	0	3	100	0.4	None	0	1	0	1	0	0	255	85	0	255
1092	SKILLNAME_COM_092	SKILLINFO_COM_092	1	2	80	1	1	1	6	1	100	3	0	0	1	0	0	0	0	0	0	1	45	1	80	0	0	0	0	0	0	0	0	0	0	0	0	3	100	0.4	None	0	1	0	1	0	1082	255	85	0	255
1093	SKILLNAME_COM_093	SKILLINFO_COM_093	1	2	80	1	1	1	6	1	200	1	0	0	1	0	0	0	0	0	0	1	24	1	140	0	0	0	0	0	0	0	0	0	0	0	0	3	200	0.6	None	0	1	0	1	0	0	255	85	0	255
1094	SKILLNAME_COM_094	SKILLINFO_COM_094	1	3	80	1	1	2	1	1	100	1	0	0	1	0	0	0	0	0	0	1	6	1	20	0	0	0	0	0	0	0	0	0	0	0	0	3	10	0.1	None	0	1	0	0	0	0	255	0	0	255
1095	SKILLNAME_COM_095	SKILLINFO_COM_095	1	3	80	1	1	2	1	1	100	1	0	0	1	0	0	0	0	0	0	1	6	1	20	0	0	0	0	0	0	0	0	0	0	0	0	3	10	0.1	None	0	1	0	0	0	0	255	0	0	255
1096	SKILLNAME_COM_096	SKILLINFO_COM_096	1	3	80	1	1	2	1	1	100	1	0	0	1	0	0	0	0	0	0	1	6	1	20	0	0	0	0	0	0	0	0	0	0	0	0	3	10	0.1	None	0	1	0	0	0	0	255	0	0	255
1097	SKILLNAME_COM_097	SKILLINFO_COM_097	1	3	80	1	1	2	1	1	100	1	0	0	1	0	0	0	0	0	0	1	6	1	20	0	0	0	0	0	0	0	0	0	0	0	0	3	10	0.1	None	0	1	0	0	0	0	255	0	0	255
1098	SKILLNAME_COM_098	SKILLINFO_COM_098	1	3	80	1	1	2	1	1	100	1	0	0	1	0	0	0	0	0	0	1	6	1	20	0	0	0	0	0	0	0	0	0	0	0	0	3	10	0.1	None	0	1	0	0	0	0	255	0	0	255
