sortId	icon	haveMax	flag	buyMoney	sellMoney	isNotBuy	isNotSell	isLimited	resaleCount	resaleCountMax	lineupFlag1	lineupFlag2	lineupFlag3	category	guard	hp	mp	Str	Int	Vit	Agi	Luk	buffType	skillId	equipFlag	isGuardChangeByLv
87	28	1	0	900000	450000	1	0	0	0	0	0	0	0	0	80	0	0	0	0	15	0	0	0	6022	2	0
88	28	1	0	900000	450000	1	0	0	0	0	0	0	0	0	80	0	0	0	15	0	0	0	0	6023	8	0
89	28	1	0	900000	450000	1	0	0	0	0	0	0	0	0	80	0	0	0	0	0	15	0	0	6024	4	0
37	28	1	0	25000	12500	0	0	0	0	0	196	0	0	0	20	0	0	0	0	4	4	0	0	0	4	0
38	28	1	0	25000	12500	0	0	0	0	0	196	0	0	0	19	0	30	0	4	0	0	0	0	0	2	0
48	28	1	0	48000	24000	0	0	0	0	0	197	0	0	0	33	0	0	7	0	7	0	0	0	0	1	0
49	28	1	0	48000	24000	0	0	0	0	0	197	0	0	0	30	140	0	0	0	0	9	0	0	0	8	0
47	28	4	0	30000	15000	1	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	8	0	6015	15	0
36	28	4	0	20000	10000	1	0	0	0	0	0	0	0	0	17	0	0	0	0	0	3	3	0	0	15	0
57	28	4	0	100000	50000	1	0	0	0	0	0	0	0	0	42	0	0	0	7	7	0	0	0	0	15	0
67	28	4	0	200000	100000	1	0	0	0	0	0	0	0	0	48	0	0	0	0	8	0	12	0	0	15	0
61	28	0	0	100	50	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
62	28	0	0	100	50	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
63	28	0	0	100	50	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
64	28	0	0	100	50	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
65	28	0	0	100	50	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
66	28	0	0	100	50	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
67	28	0	0	100	50	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
68	28	0	0	100	50	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
69	28	0	0	100	50	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
70	28	0	0	100	50	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
71	28	0	0	100	50	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
72	28	0	0	100	50	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
73	28	0	0	100	50	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
74	28	0	0	100	50	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
75	28	0	0	100	50	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
76	28	0	0	100	50	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
77	28	0	0	100	50	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
78	28	0	0	100	50	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
79	28	0	0	100	50	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
36	28	4	0	16000	8000	1	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	6026	15	0
47	28	4	0	40000	20000	1	0	0	0	0	0	0	0	0	24	0	60	0	5	0	0	-5	0	0	15	0
37	28	1	0	20000	10000	1	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	6	0	0	1	0
48	28	1	0	46000	23000	1	0	0	0	0	0	0	0	0	30	0	0	0	0	5	0	0	0	6027	2	0
84	28	4	0	550000	275000	1	0	0	0	0	0	0	0	0	58	0	0	0	6	0	6	6	0	0	15	0
54	28	1	0	130000	65000	1	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	9	0	0	1	0
68	28	1	0	230000	115000	1	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	12	0	6028	1	0
69	28	1	0	230000	115000	1	0	0	0	0	0	0	0	0	50	0	0	0	0	7	0	0	0	0	4	0
78	28	1	0	550000	275000	1	0	0	0	0	0	0	0	0	55	0	0	11	0	7	0	0	0	0	8	0
89	28	4	0	800000	400000	1	0	0	0	0	0	0	0	0	90	200	0	7	7	7	7	7	0	2104	15	0
90	28	4	0	20000	10000	1	0	0	0	0	0	0	0	0	19	0	0	2	0	0	0	2	0	0	15	0
91	28	4	0	20000	10000	1	0	0	0	0	0	0	0	0	18	0	25	0	0	0	0	0	0	6015	15	0
92	28	1	0	260000	130000	1	0	0	0	0	0	0	0	0	48	40	0	0	7	0	0	0	0	0	2	0
93	28	1	0	260000	130000	1	0	0	0	0	0	0	0	0	44	0	75	0	0	0	0	0	0	6023	8	0
94	28	1	0	260000	130000	1	0	0	0	0	0	0	0	0	47	0	0	0	0	5	0	0	0	1316	4	0
95	28	1	0	450000	225000	1	0	0	0	0	0	0	0	0	61	0	0	6	0	0	0	6	0	6001	2	0
96	28	1	0	450000	225000	1	0	0	0	0	0	0	0	0	60	0	60	0	0	3	3	3	0	0	8	0
97	28	1	0	450000	225000	1	0	0	0	0	0	0	0	0	61	0	0	3	3	0	3	3	0	0	4	0
98	28	0	0	100	50	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
99	28	0	0	100	50	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
100	28	1	0	20000	10000	1	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	6029	15	0
101	28	1	0	38000	19000	1	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	6030	15	0
102	28	1	0	70000	35000	1	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	6031	15	0
103	28	1	0	150000	75000	1	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	6032	15	0
104	28	1	0	550000	275000	1	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	6033	15	0
105	28	1	0	750000	375000	1	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	6034	15	0
108	28	1	0	750000	375000	1	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	6035	15	0
109	28	1	0	900000	450000	1	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	6036	15	0
106	28	1	0	750000	375000	1	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	6032	15	0
107	28	1	0	750000	375000	1	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	6034	15	0
110	28	0	0	100	50	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
111	28	0	0	100	50	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
112	28	0	0	100	50	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
113	28	0	0	100	50	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
114	28	0	0	100	50	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
115	28	0	0	100	50	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
116	28	0	0	100	50	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
117	28	0	0	100	50	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
118	28	0	0	100	50	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
119	28	0	0	100	50	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
120	28	1	0	100	50	1	1	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	6037	15	1
121	28	1	0	100	50	1	1	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	6042	15	1
122	28	1	0	100	50	1	1	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	6038	15	1
123	28	1	0	100	50	1	1	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	6039	15	1
124	28	1	0	100	50	1	1	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	6040	15	1
125	28	1	0	100	50	1	1	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	6041	15	1
126	28	1	0	100	50	1	1	0	0	0	0	0	0	0	10	0	0	0	0	0	5	0	0	6043	15	1
127	28	1	0	100	50	1	1	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	2224	1	0
128	28	0	0	100	50	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
129	28	0	0	100	50	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
130	28	0	0	100	50	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
131	28	0	0	100	50	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
132	28	0	0	100	50	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
133	28	0	0	100	50	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
134	28	0	0	100	50	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
135	28	0	0	100	50	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
136	28	0	0	100	50	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
137	28	0	0	100	50	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
138	28	0	0	100	50	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
139	28	0	0	100	50	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
140	28	0	0	100	50	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
141	28	0	0	100	50	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
142	28	0	0	100	50	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
143	28	0	0	100	50	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
144	28	0	0	100	50	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
145	28	0	0	100	50	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
146	28	0	0	100	50	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
147	28	0	0	100	50	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
148	28	0	0	100	50	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
149	28	0	0	100	50	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
150	28	0	0	100	50	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
151	28	0	0	100	50	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
152	28	0	0	100	50	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
153	28	0	0	100	50	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
154	28	0	0	100	50	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
155	28	0	0	100	50	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
156	28	0	0	100	50	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
157	28	0	0	100	50	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
158	28	0	0	100	50	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
159	28	0	0	100	50	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
160	28	0	0	100	50	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
161	28	0	0	100	50	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
162	28	0	0	100	50	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
163	28	0	0	100	50	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
164	28	0	0	100	50	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
165	28	0	0	100	50	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
166	28	0	0	100	50	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
167	28	0	0	100	50	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
168	28	0	0	100	50	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
169	28	0	0	100	50	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
170	28	0	0	100	50	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
171	28	0	0	100	50	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
172	28	0	0	100	50	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
173	28	0	0	100	50	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
174	28	0	0	100	50	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
175	28	0	0	100	50	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
176	28	0	0	100	50	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
177	28	0	0	100	50	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
178	28	0	0	100	50	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
179	28	0	0	100	50	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
180	28	0	0	100	50	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
181	28	0	0	100	50	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
182	28	0	0	100	50	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
183	28	0	0	100	50	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
184	28	0	0	100	50	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
185	28	0	0	100	50	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
186	28	0	0	100	50	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
187	28	0	0	100	50	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
188	28	0	0	100	50	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
189	28	0	0	100	50	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
190	28	0	0	100	50	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
191	28	0	0	100	50	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
192	28	0	0	100	50	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
193	28	0	0	100	50	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
194	28	0	0	100	50	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
195	28	0	0	100	50	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
196	28	0	0	100	50	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
197	28	0	0	100	50	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
198	28	0	0	100	50	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
199	28	0	0	100	50	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
