id	enabled	nameLabel	infoLabel	charaId	customCategory	customValue	skillId	price	conditionCustomId	iconId	costItemId1	costItemNum1	costItemId2	costItemNum2	costItemId3	costItemNum3	startFlag
31	1	NAME_114	INFO_114	1002	0	7	0	600000	0	21	1107	2	1212	4	1203	5	209
32	1	NAME_115	INFO_115	1002	0	7	0	800000	0	21	1107	2	1215	3	1184	6	209
33	1	NAME_116	INFO_116	1002	0	7	0	1000000	0	21	1107	2	1215	4	1211	4	209
34	0	NAME_117	INFO_117	1002	1	0	0	2000	0	29	1121	1	0	0	0	0	0
35	1	NAME_118	INFO_118	1002	1	0	0	30000	0	29	1121	1	0	0	0	0	189
36	1	NAME_119	INFO_119	1002	1	0	0	100000	35	29	1121	2	0	0	0	0	0
37	0	NAME_121	INFO_121	1002	2	0	0	20000	0	29	0	0	0	0	0	0	0
38	1	NAME_122	INFO_122	1002	2	0	0	10000	0	29	1116	1	1147	3	0	0	188
39	1	NAME_123	INFO_123	1002	2	0	0	30000	38	29	1117	1	1166	3	0	0	0
40	0	NAME_124	INFO_124	1002	2	0	0	20000	0	29	0	0	0	0	0	0	0
41	0	NAME_125	INFO_125	1002	2	0	0	50000	0	29	0	0	0	0	0	0	0
42	1	NAME_126	INFO_126	1002	2	1	0	8000	0	29	1115	1	1160	2	0	0	188
43	1	NAME_127	INFO_127	1002	2	1	0	10000	42	29	1116	1	1186	3	0	0	0
44	0	NAME_128	INFO_128	1002	2	1	0	8000	0	29	0	0	0	0	0	0	0
45	0	NAME_129	INFO_129	1002	2	1	0	20000	0	29	0	0	0	0	0	0	0
46	0	NAME_130	INFO_130	1002	2	1	0	50000	0	29	0	0	0	0	0	0	0
47	0	NAME_131	INFO_131	1002	2	2	0	20000	0	29	0	0	0	0	0	0	0
48	1	NAME_132	INFO_132	1002	2	2	0	10000	0	29	1116	1	1132	2	0	0	188
49	1	NAME_133	INFO_133	1002	2	2	0	30000	48	29	1117	1	1150	2	0	0	0
50	1	NAME_134	INFO_134	1002	2	2	0	80000	49	29	1118	1	1170	2	0	0	0
51	1	NAME_135	INFO_135	1002	2	2	0	200000	50	29	1119	1	1202	3	0	0	0
52	0	NAME_136	INFO_136	1002	2	3	0	20000	0	29	0	0	0	0	0	0	0
53	0	NAME_137	INFO_137	1002	2	3	0	2000	0	29	0	0	0	0	0	0	0
54	0	NAME_138	INFO_138	1002	2	3	0	8000	0	29	0	0	0	0	0	0	0
55	0	NAME_139	INFO_139	1002	2	3	0	20000	0	29	0	0	0	0	0	0	0
56	0	NAME_140	INFO_140	1002	2	3	0	50000	0	29	0	0	0	0	0	0	0
57	0	NAME_141	INFO_141	1002	2	4	0	20000	0	29	0	0	0	0	0	0	0
58	0	NAME_142	INFO_142	1002	2	4	0	2000	0	29	0	0	0	0	0	0	0
59	0	NAME_143	INFO_143	1002	2	4	0	8000	0	29	0	0	0	0	0	0	0
60	0	NAME_144	INFO_144	1002	2	4	0	20000	0	29	0	0	0	0	0	0	0
61	0	NAME_145	INFO_145	1002	2	4	0	50000	0	29	0	0	0	0	0	0	0
62	0	NAME_146	INFO_146	1002	2	5	0	20000	0	29	0	0	0	0	0	0	0
63	1	NAME_147	INFO_147	1002	2	5	0	10000	0	29	1116	1	1137	2	0	0	188
64	1	NAME_148	INFO_148	1002	2	5	0	30000	63	29	1117	1	1158	3	0	0	0
65	1	NAME_149	INFO_149	1002	2	5	0	80000	64	29	1118	1	1189	3	0	0	0
66	1	NAME_150	INFO_150	1002	2	5	0	200000	65	29	1119	1	1201	4	0	0	0
67	0	NAME_151	INFO_151	1002	2	6	0	20000	0	29	0	0	0	0	0	0	0
68	1	NAME_152	INFO_152	1002	2	6	0	10000	0	29	1116	1	1131	2	0	0	188
69	1	NAME_153	INFO_153	1002	2	6	0	30000	68	29	1117	1	1165	2	0	0	0
70	1	NAME_154	INFO_154	1002	2	6	0	80000	69	29	1118	1	1197	3	0	0	0
71	0	NAME_155	INFO_155	1002	2	6	0	50000	0	29	0	0	0	0	0	0	0
72	1	NAME_156	INFO_156	1002	2	7	0	8000	0	29	1115	1	1151	2	0	0	188
73	0	NAME_157	INFO_157	1002	2	7	0	2000	0	29	0	0	0	0	0	0	0
74	0	NAME_158	INFO_158	1002	2	7	0	8000	0	29	0	0	0	0	0	0	0
75	0	NAME_159	INFO_159	1002	2	7	0	20000	0	29	0	0	0	0	0	0	0
76	0	NAME_160	INFO_160	1002	2	7	0	50000	0	29	0	0	0	0	0	0	0
77	1	NAME_161	INFO_161	1002	3	0	6100	5000	0	21	1101	1	1130	2	0	0	0
78	1	NAME_162	INFO_162	1002	3	0	6101	40000	77	21	1103	2	1154	3	0	0	0
79	1	NAME_163	INFO_163	1002	3	0	6102	100000	78	21	1105	2	1184	4	0	0	0
80	1	NAME_164	INFO_164	1002	4	0	6103	250000	79	36	1106	2	1209	4	0	0	0
81	1	NAME_165	INFO_165	1002	3	1	6104	15000	0	21	1102	2	1146	3	0	0	188
82	1	NAME_166	INFO_166	1002	3	1	6105	40000	81	21	1104	2	1176	3	0	0	0
83	1	NAME_167	INFO_167	1002	3	1	6106	100000	82	21	1106	2	1191	3	0	0	0
84	1	NAME_168	INFO_168	1002	4	1	6107	250000	83	36	1106	2	1204	4	0	0	0
85	1	NAME_169	INFO_169	1002	3	2	6108	15000	0	21	1102	1	1139	2	0	0	188
86	1	NAME_170	INFO_170	1002	3	2	6109	40000	85	21	1104	2	1173	3	0	0	0
87	1	NAME_171	INFO_171	1002	3	2	6110	100000	86	21	1106	2	1193	3	0	0	0
88	1	NAME_172	INFO_172	1002	4	2	6111	250000	87	36	1106	2	1202	4	0	0	0
89	1	NAME_173	INFO_173	1002	3	3	6112	30000	0	21	1104	1	1175	3	0	0	190
90	1	NAME_174	INFO_174	1002	3	3	6113	80000	89	21	1105	2	1183	4	0	0	0
91	1	NAME_175	INFO_175	1002	3	3	6114	100000	90	21	1106	2	1200	4	0	0	0
92	1	NAME_176	INFO_176	1002	4	3	6115	250000	91	36	1106	2	1207	4	0	0	0
93	1	NAME_177	INFO_177	1002	3	4	6116	5000	0	21	1102	1	0	0	0	0	202
94	1	NAME_178	INFO_178	1002	3	4	6117	40000	93	21	1103	2	1152	2	0	0	0
95	1	NAME_179	INFO_179	1002	3	4	6118	100000	94	21	1105	2	1177	3	0	0	0
96	1	NAME_180	INFO_180	1002	4	4	6119	200000	95	36	1106	1	1196	3	0	0	0
97	1	NAME_181	INFO_181	1002	8	0	0	15000	0	21	1120	2	0	0	0	0	189
98	1	NAME_201	INFO_201	1001	0	3	0	2000	0	21	1108	1	1125	2	0	0	0
99	1	NAME_202	INFO_202	1001	0	4	0	10000	0	21	1109	1	1133	2	0	0	188
100	1	NAME_203	INFO_203	1001	0	4	0	15000	0	21	1109	2	1143	2	0	0	188
101	1	NAME_204	INFO_204	1001	0	5	0	30000	0	21	1110	1	1149	2	0	0	189
102	1	NAME_205	INFO_205	1001	0	5	0	40000	0	21	1110	2	1155	3	0	0	189
103	1	NAME_206	INFO_206	1001	0	5	0	45000	0	21	1111	1	1169	2	0	0	190
104	1	NAME_207	INFO_207	1001	0	5	0	52000	0	21	1111	2	1172	3	0	0	190
105	1	NAME_208	INFO_208	1001	0	6	0	90000	0	21	1112	1	1179	2	0	0	191
106	1	NAME_209	INFO_209	1001	0	6	0	116000	0	21	1112	2	1187	3	0	0	191
107	1	NAME_210	INFO_210	1001	0	6	0	180000	0	21	1113	1	1193	2	0	0	192
108	1	NAME_211	INFO_211	1001	0	6	0	240000	0	21	1113	2	1202	3	0	0	192
109	1	NAME_212	INFO_212	1001	0	7	0	300000	0	21	1113	3	1205	3	0	0	192
110	1	NAME_213	INFO_213	1001	0	7	0	400000	0	21	1114	1	1213	2	1193	4	209
111	1	NAME_214	INFO_214	1001	0	7	0	600000	0	21	1114	2	1213	4	1188	4	209
112	1	NAME_215	INFO_215	1001	0	7	0	800000	0	21	1114	2	1214	3	1178	5	209
113	1	NAME_216	INFO_216	1001	0	7	0	1000000	0	21	1114	2	1214	4	1206	4	209
114	0	NAME_217	INFO_217	1001	1	0	0	2000	0	29	1121	1	0	0	0	0	0
115	1	NAME_218	INFO_218	1001	1	0	0	30000	0	29	1121	1	0	0	0	0	189
116	1	NAME_219	INFO_219	1001	1	0	0	100000	115	29	1121	2	0	0	0	0	0
117	0	NAME_221	INFO_221	1001	2	0	0	20000	0	29	0	0	0	0	0	0	0
118	0	NAME_222	INFO_222	1001	2	0	0	2000	0	29	0	0	0	0	0	0	0
119	0	NAME_223	INFO_223	1001	2	0	0	8000	0	29	0	0	0	0	0	0	0
120	0	NAME_224	INFO_224	1001	2	0	0	20000	0	29	0	0	0	0	0	0	0
121	0	NAME_225	INFO_225	1001	2	0	0	50000	0	29	0	0	0	0	0	0	0
122	0	NAME_226	INFO_226	1001	2	1	0	20000	0	29	0	0	0	0	0	0	0
123	1	NAME_227	INFO_227	1001	2	1	0	10000	0	29	1116	1	1135	2	0	0	188
124	1	NAME_228	INFO_228	1001	2	1	0	30000	123	29	1117	1	1159	2	0	0	0
125	1	NAME_229	INFO_229	1001	2	1	0	80000	124	29	1118	1	1177	3	0	0	0
126	1	NAME_230	INFO_230	1001	2	1	0	200000	125	29	1119	1	1190	3	0	0	0
127	0	NAME_231	INFO_231	1001	2	2	0	20000	0	29	0	0	0	0	0	0	0
128	1	NAME_232	INFO_232	1001	2	2	0	10000	0	29	1116	1	1150	4	0	0	188
129	0	NAME_233	INFO_233	1001	2	2	0	8000	0	29	0	0	0	0	0	0	0
130	0	NAME_234	INFO_234	1001	2	2	0	20000	0	29	0	0	0	0	0	0	0
131	0	NAME_235	INFO_235	1001	2	2	0	50000	0	29	0	0	0	0	0	0	0
132	0	NAME_236	INFO_236	1001	2	3	0	20000	0	29	0	0	0	0	0	0	0
133	1	NAME_237	INFO_237	1001	2	3	0	10000	0	29	1116	1	1172	4	0	0	188
134	0	NAME_238	INFO_238	1001	2	3	0	8000	0	29	0	0	0	0	0	0	0
135	0	NAME_239	INFO_239	1001	2	3	0	20000	0	29	0	0	0	0	0	0	0
136	0	NAME_240	INFO_240	1001	2	3	0	50000	0	29	0	0	0	0	0	0	0
137	0	NAME_241	INFO_241	1001	2	4	0	20000	0	29	0	0	0	0	0	0	0
138	1	NAME_242	INFO_242	1001	2	4	0	10000	0	29	1116	1	1156	3	0	0	188
139	1	NAME_243	INFO_243	1001	2	4	0	30000	138	29	1117	1	1170	2	0	0	0
140	1	NAME_244	INFO_244	1001	2	4	0	80000	139	29	1118	1	1184	3	0	0	0
141	0	NAME_245	INFO_245	1001	2	4	0	50000	0	29	0	0	0	0	0	0	0
142	0	NAME_246	INFO_246	1001	2	5	0	20000	0	29	0	0	0	0	0	0	0
143	0	NAME_247	INFO_247	1001	2	5	0	2000	0	29	0	0	0	0	0	0	0
144	0	NAME_248	INFO_248	1001	2	5	0	8000	0	29	0	0	0	0	0	0	0
145	0	NAME_249	INFO_249	1001	2	5	0	20000	0	29	0	0	0	0	0	0	0
146	0	NAME_250	INFO_250	1001	2	5	0	50000	0	29	0	0	0	0	0	0	0
147	0	NAME_251	INFO_251	1001	2	6	0	20000	0	29	0	0	0	0	0	0	0
148	0	NAME_252	INFO_252	1001	2	6	0	2000	0	29	0	0	0	0	0	0	0
149	0	NAME_253	INFO_253	1001	2	6	0	8000	0	29	0	0	0	0	0	0	0
150	0	NAME_254	INFO_254	1001	2	6	0	20000	0	29	0	0	0	0	0	0	0
151	0	NAME_255	INFO_255	1001	2	6	0	50000	0	29	0	0	0	0	0	0	0
152	0	NAME_256	INFO_256	1001	2	7	0	20000	0	29	0	0	0	0	0	0	0
153	1	NAME_257	INFO_257	1001	2	7	0	10000	0	29	1116	1	1131	2	0	0	188
154	1	NAME_258	INFO_258	1001	2	7	0	30000	153	29	1117	1	1155	3	0	0	0
155	1	NAME_259	INFO_259	1001	2	7	0	80000	154	29	1118	1	1179	3	0	0	0
156	0	NAME_260	INFO_260	1001	2	7	0	200000	155	29	0	0	0	0	0	0	0
157	1	NAME_261	INFO_261	1001	3	0	6120	5000	0	21	1108	1	1127	2	0	0	0
158	1	NAME_262	INFO_262	1001	3	0	6121	40000	157	21	1110	2	1156	3	0	0	0
159	1	NAME_263	INFO_263	1001	3	0	6122	100000	158	21	1112	2	1182	3	0	0	0
160	1	NAME_264	INFO_264	1001	4	0	6123	250000	159	36	1113	2	1199	4	0	0	0
161	1	NAME_265	INFO_265	1001	3	1	6124	15000	0	21	1109	2	1144	2	0	0	188
162	1	NAME_266	INFO_266	1001	3	1	6125	40000	161	21	1111	2	1163	3	0	0	0
163	1	NAME_267	INFO_267	1001	3	1	6126	100000	162	21	1113	2	1194	3	0	0	0
164	1	NAME_268	INFO_268	1001	4	1	6127	250000	163	36	1113	2	1201	4	0	0	0
165	1	NAME_269	INFO_269	1001	3	2	6128	15000	0	21	1109	1	1140	2	0	0	188
166	1	NAME_270	INFO_270	1001	3	2	6129	40000	165	21	1111	2	1169	2	0	0	0
167	1	NAME_271	INFO_271	1001	3	2	6130	100000	166	21	1113	2	1192	3	0	0	0
168	1	NAME_272	INFO_272	1001	4	2	6131	250000	167	36	1113	2	1209	4	0	0	0
169	1	NAME_273	INFO_273	1001	3	3	6132	30000	0	21	1111	2	1175	3	0	0	203
170	1	NAME_274	INFO_274	1001	3	3	6133	80000	169	21	1112	2	1185	3	0	0	0
171	1	NAME_275	INFO_275	1001	3	3	6134	100000	170	21	1113	2	1200	3	0	0	0
172	1	NAME_276	INFO_276	1001	4	3	6135	250000	171	36	1113	2	1204	3	0	0	0
173	1	NAME_277	INFO_277	1001	3	4	6136	5000	0	21	1108	1	1134	2	0	0	188
174	1	NAME_278	INFO_278	1001	3	4	6137	40000	173	21	1110	2	1153	3	0	0	0
175	1	NAME_279	INFO_279	1001	3	4	6138	100000	174	21	1112	2	1189	3	0	0	0
176	1	NAME_280	INFO_280	1001	4	4	6139	200000	175	36	1113	1	1205	3	0	0	0
177	1	NAME_301	INFO_301	1004	0	3	0	2000	0	21	1101	1	1126	2	0	0	0
178	1	NAME_302	INFO_302	1004	0	4	0	10000	0	21	1102	1	1138	2	0	0	188
179	1	NAME_303	INFO_303	1004	0	4	0	15000	0	21	1102	2	1139	2	0	0	188
180	1	NAME_304	INFO_304	1004	0	5	0	30000	0	21	1103	1	1149	2	0	0	189
181	1	NAME_305	INFO_305	1004	0	5	0	40000	0	21	1103	2	1157	3	0	0	189
182	1	NAME_306	INFO_306	1004	0	5	0	45000	0	21	1104	1	1166	2	0	0	190
183	1	NAME_307	INFO_307	1004	0	5	0	52000	0	21	1104	2	1175	3	0	0	190
184	1	NAME_308	INFO_308	1004	0	6	0	90000	0	21	1105	1	1183	2	0	0	191
185	1	NAME_309	INFO_309	1004	0	6	0	116000	0	21	1105	2	1185	3	0	0	191
186	1	NAME_310	INFO_310	1004	0	6	0	180000	0	21	1106	1	1191	2	0	0	192
187	1	NAME_311	INFO_311	1004	0	6	0	240000	0	21	1106	2	1200	3	0	0	192
188	1	NAME_312	INFO_312	1004	0	7	0	300000	0	21	1106	3	1206	3	0	0	192
189	1	NAME_313	INFO_313	1004	0	7	0	400000	0	21	1107	1	1210	2	1191	4	209
190	1	NAME_314	INFO_314	1004	0	7	0	600000	0	21	1107	2	1210	4	1200	2	209
191	1	NAME_315	INFO_315	1004	0	7	0	800000	0	21	1107	2	1217	3	1194	4	209
192	1	NAME_316	INFO_316	1004	0	7	0	1000000	0	21	1107	2	1217	4	1205	4	209
193	0	NAME_317	INFO_317	1004	1	0	0	2000	0	29	1121	1	0	0	0	0	0
194	1	NAME_318	INFO_318	1004	1	0	0	30000	0	29	1121	1	0	0	0	0	189
195	1	NAME_319	INFO_319	1004	1	0	0	100000	194	29	1121	2	0	0	0	0	0
196	0	NAME_321	INFO_321	1004	2	0	0	20000	0	29	0	0	0	0	0	0	0
197	1	NAME_322	INFO_322	1004	2	0	0	10000	0	29	1116	1	1142	2	0	0	188
198	1	NAME_323	INFO_323	1004	2	0	0	30000	197	29	1117	1	1147	3	0	0	0
199	1	NAME_324	INFO_324	1004	2	0	0	80000	198	29	1118	1	1185	3	0	0	0
200	1	NAME_325	INFO_325	1004	2	0	0	200000	199	29	1119	1	1196	4	0	0	0
201	0	NAME_326	INFO_326	1004	2	1	0	20000	0	29	0	0	0	0	0	0	0
202	0	NAME_327	INFO_327	1004	2	1	0	2000	0	29	0	0	0	0	0	0	0
203	0	NAME_328	INFO_328	1004	2	1	0	8000	0	29	0	0	0	0	0	0	0
204	0	NAME_329	INFO_329	1004	2	1	0	20000	0	29	0	0	0	0	0	0	0
205	0	NAME_330	INFO_330	1004	2	1	0	50000	0	29	0	0	0	0	0	0	0
206	0	NAME_331	INFO_331	1004	2	2	0	20000	0	29	0	0	0	0	0	0	0
207	1	NAME_332	INFO_332	1004	2	2	0	10000	0	29	1116	1	1170	3	0	0	188
208	0	NAME_333	INFO_333	1004	2	2	0	8000	207	29	0	0	0	0	0	0	0
209	0	NAME_334	INFO_334	1004	2	2	0	20000	0	29	0	0	0	0	0	0	0
210	0	NAME_335	INFO_335	1004	2	2	0	50000	0	29	0	0	0	0	0	0	0
211	1	NAME_336	INFO_336	1004	2	3	0	8000	0	29	1115	1	1152	4	0	0	188
212	1	NAME_337	INFO_337	1004	2	3	0	10000	211	29	1116	1	1179	3	0	0	0
213	1	NAME_338	INFO_338	1004	2	3	0	30000	212	29	1117	1	1203	4	0	0	0
214	0	NAME_339	INFO_339	1004	2	3	0	20000	0	29	0	0	0	0	0	0	0
215	0	NAME_340	INFO_340	1004	2	3	0	50000	0	29	0	0	0	0	0	0	0
216	0	NAME_341	INFO_341	1004	2	4	0	20000	0	29	0	0	0	0	0	0	0
217	1	NAME_342	INFO_342	1004	2	4	0	10000	0	29	1116	1	1134	2	0	0	188
218	1	NAME_343	INFO_343	1004	2	4	0	30000	217	29	1117	1	1158	2	0	0	0
219	1	NAME_344	INFO_344	1004	2	4	0	80000	218	29	1118	1	1188	3	0	0	0
220	1	NAME_345	INFO_345	1004	2	4	0	200000	219	29	1119	1	1203	3	0	0	0
221	0	NAME_346	INFO_346	1004	2	5	0	20000	0	29	0	0	0	0	0	0	0
222	1	NAME_347	INFO_347	1004	2	5	0	10000	0	29	1116	1	1144	2	0	0	188
223	1	NAME_348	INFO_348	1004	2	5	0	30000	222	29	1117	1	1188	4	0	0	0
224	1	NAME_349	INFO_349	1004	2	5	0	80000	223	29	1118	1	1208	4	0	0	0
225	0	NAME_350	INFO_350	1004	2	5	0	50000	0	29	0	0	0	0	0	0	0
226	0	NAME_351	INFO_351	1004	2	6	0	20000	0	29	0	0	0	0	0	0	0
227	0	NAME_352	INFO_352	1004	2	6	0	2000	0	29	0	0	0	0	0	0	0
228	0	NAME_353	INFO_353	1004	2	6	0	8000	0	29	0	0	0	0	0	0	0
229	0	NAME_354	INFO_354	1004	2	6	0	20000	0	29	0	0	0	0	0	0	0
230	0	NAME_355	INFO_355	1004	2	6	0	50000	0	29	0	0	0	0	0	0	0
231	0	NAME_356	INFO_356	1004	2	7	0	20000	0	29	0	0	0	0	0	0	0
232	0	NAME_357	INFO_357	1004	2	7	0	2000	0	29	0	0	0	0	0	0	0
233	0	NAME_358	INFO_358	1004	2	7	0	8000	0	29	0	0	0	0	0	0	0
234	0	NAME_359	INFO_359	1004	2	7	0	20000	0	29	0	0	0	0	0	0	0
235	0	NAME_360	INFO_360	1004	2	7	0	50000	0	29	0	0	0	0	0	0	0
236	1	NAME_361	INFO_361	1004	3	0	6140	5000	0	21	1101	1	1129	3	0	0	0
237	1	NAME_362	INFO_362	1004	3	0	6141	40000	236	21	1103	2	1161	3	0	0	0
238	1	NAME_363	INFO_363	1004	3	0	6142	100000	237	21	1105	2	1180	3	0	0	0
239	1	NAME_364	INFO_364	1004	4	0	6143	250000	238	36	1106	2	1196	4	0	0	0
240	1	NAME_365	INFO_365	1004	3	1	6144	15000	0	21	1102	2	1136	2	0	0	188
241	1	NAME_366	INFO_366	1004	3	1	6145	40000	240	21	1104	2	1164	4	0	0	0
242	1	NAME_367	INFO_367	1004	3	1	6146	100000	241	21	1106	2	1198	4	0	0	0
243	1	NAME_368	INFO_368	1004	4	1	6147	250000	242	36	1106	2	1208	4	0	0	0
244	1	NAME_369	INFO_369	1004	3	2	6148	15000	0	21	1102	1	1137	2	0	0	188
245	1	NAME_370	INFO_370	1004	3	2	6149	40000	244	21	1104	2	1176	3	0	0	0
246	1	NAME_371	INFO_371	1004	3	2	6150	100000	245	21	1106	2	1199	3	0	0	0
247	1	NAME_372	INFO_372	1004	4	2	6151	250000	246	36	1106	2	1205	4	0	0	0
248	1	NAME_373	INFO_373	1004	3	3	6152	30000	0	21	1104	2	1165	3	0	0	190
249	1	NAME_374	INFO_374	1004	3	3	6153	80000	248	21	1105	2	1187	3	0	0	0
250	1	NAME_375	INFO_375	1004	3	3	6154	100000	249	21	1106	2	1194	3	0	0	0
251	1	NAME_376	INFO_376	1004	4	3	6155	250000	250	36	1106	2	1209	5	0	0	0
252	1	NAME_377	INFO_377	1004	3	4	6156	5000	0	21	1102	1	1145	1	0	0	202
253	1	NAME_378	INFO_378	1004	3	4	6157	40000	252	21	1103	1	1157	2	0	0	0
254	1	NAME_379	INFO_379	1004	3	4	6158	100000	253	21	1105	2	1181	3	0	0	0
255	1	NAME_380	INFO_380	1004	4	4	6159	200000	254	36	1106	1	1199	3	0	0	0
256	1	NAME_401	INFO_401	1005	0	3	0	2000	0	21	1108	1	1127	2	0	0	0
257	1	NAME_402	INFO_402	1005	0	4	0	10000	0	21	1109	1	1132	2	0	0	188
258	1	NAME_403	INFO_403	1005	0	4	0	15000	0	21	1109	2	1141	2	0	0	188
259	1	NAME_404	INFO_404	1005	0	5	0	30000	0	21	1110	1	1151	2	0	0	189
260	1	NAME_405	INFO_405	1005	0	5	0	40000	0	21	1110	2	1154	3	0	0	189
261	1	NAME_406	INFO_406	1005	0	5	0	45000	0	21	1111	1	1164	2	0	0	190
262	1	NAME_407	INFO_407	1005	0	5	0	52000	0	21	1111	2	1174	3	0	0	190
263	1	NAME_408	INFO_408	1005	0	6	0	90000	0	21	1112	1	1182	2	0	0	191
264	1	NAME_409	INFO_409	1005	0	6	0	116000	0	21	1112	2	1186	3	0	0	191
265	1	NAME_410	INFO_410	1005	0	6	0	180000	0	21	1113	1	1192	2	0	0	192
266	1	NAME_411	INFO_411	1005	0	6	0	240000	0	21	1113	2	1197	3	0	0	192
267	1	NAME_412	INFO_412	1005	0	7	0	300000	0	21	1113	3	1207	3	0	0	192
268	1	NAME_413	INFO_413	1005	0	7	0	400000	0	21	1114	1	1211	2	1192	3	209
269	1	NAME_414	INFO_414	1005	0	7	0	600000	0	21	1114	2	1211	4	1197	3	209
270	1	NAME_415	INFO_415	1005	0	7	0	800000	0	21	1114	2	1216	3	1207	5	209
271	1	NAME_416	INFO_416	1005	0	7	0	1000000	0	21	1114	2	1216	4	1212	4	209
272	0	NAME_417	INFO_417	1005	1	0	0	2000	0	29	1121	1	0	0	0	0	0
273	1	NAME_418	INFO_418	1005	1	0	0	30000	0	29	1121	1	0	0	0	0	189
274	1	NAME_419	INFO_419	1005	1	0	0	100000	273	29	1121	2	0	0	0	0	0
275	0	NAME_421	INFO_421	1005	2	0	0	20000	0	29	0	0	0	0	0	0	0
276	1	NAME_422	INFO_422	1005	2	0	0	10000	0	29	1116	1	1176	4	0	0	188
277	0	NAME_423	INFO_423	1005	2	0	0	8000	0	29	0	0	0	0	0	0	0
278	0	NAME_424	INFO_424	1005	2	0	0	20000	0	29	0	0	0	0	0	0	0
279	0	NAME_425	INFO_425	1005	2	0	0	50000	0	29	0	0	0	0	0	0	0
280	1	NAME_426	INFO_426	1005	2	1	0	8000	0	29	1115	1	1160	3	0	0	188
281	1	NAME_427	INFO_427	1005	2	1	0	10000	280	29	1116	1	1186	3	0	0	0
282	1	NAME_428	INFO_428	1005	2	1	0	30000	281	29	1117	1	1201	2	0	0	0
283	0	NAME_429	INFO_429	1005	2	1	0	20000	0	29	0	0	0	0	0	0	0
284	0	NAME_430	INFO_430	1005	2	1	0	50000	0	29	0	0	0	0	0	0	0
285	0	NAME_431	INFO_431	1005	2	2	0	20000	0	29	0	0	0	0	0	0	0
286	0	NAME_432	INFO_432	1005	2	2	0	2000	0	29	0	0	0	0	0	0	0
287	0	NAME_433	INFO_433	1005	2	2	0	8000	0	29	0	0	0	0	0	0	0
288	0	NAME_434	INFO_434	1005	2	2	0	20000	0	29	0	0	0	0	0	0	0
